id,ПП/ДБ,ГЕРБ-СДС,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,не подкрепям никого,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,МЕЧ,ЦЕНТЪР,ДПС,ВМРО БНД,ЗЕЛЕНО ДВИЖЕНИЕ,ЛЕВИЦАТА!,БВ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НЕУТРАЛНА БЪЛГАРИЯ,КОАЛИЦИЯ НА РОЗАТА,ЗА ВЕЛИКА БЪЛГАРИЯ,НП ИСИ,БНС-НД,ОБЩЕСТВО ЗА НОВА БГ,БСДД,БНО,total,eligible_voters,активност
234617001,0.23722627737226276,0.2773722627737226,0.14233576642335766,0.0364963503649635,0.04744525547445255,0.05474452554744526,0.029197080291970802,0.021897810218978103,0.025547445255474453,0.032846715328467155,0.032846715328467155,0.014598540145985401,0.0036496350364963502,0.0,0.0036496350364963502,0.010948905109489052,0.0036496350364963502,0.0,0.0036496350364963502,0.0,0.0,0.0036496350364963502,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010948905109489052,0.0,274.0,905,0.3027624309392265
234617002,0.3862433862433862,0.21693121693121692,0.13756613756613756,0.03439153439153439,0.06878306878306878,0.018518518518518517,0.023809523809523808,0.018518518518518517,0.0026455026455026454,0.0291005291005291,0.018518518518518517,0.005291005291005291,0.013227513227513227,0.005291005291005291,0.0026455026455026454,0.005291005291005291,0.0026455026455026454,0.0,0.0026455026455026454,0.0026455026455026454,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,378.0,913,0.4140197152245345
234617003,0.32564102564102565,0.22564102564102564,0.1358974358974359,0.017948717948717947,0.07692307692307693,0.04871794871794872,0.017948717948717947,0.03076923076923077,0.03076923076923077,0.028205128205128206,0.010256410256410256,0.015384615384615385,0.002564102564102564,0.005128205128205128,0.002564102564102564,0.007692307692307693,0.0,0.0,0.0,0.002564102564102564,0.005128205128205128,0.0,0.002564102564102564,0.002564102564102564,0.0,0.0,0.0,0.005128205128205128,0.0,0.0,0.0,0.0,390.0,961,0.40582726326742974
234617004,0.25895316804407714,0.2644628099173554,0.1046831955922865,0.03856749311294766,0.0881542699724518,0.0440771349862259,0.0440771349862259,0.024793388429752067,0.02203856749311295,0.024793388429752067,0.013774104683195593,0.0027548209366391185,0.0027548209366391185,0.013774104683195593,0.008264462809917356,0.005509641873278237,0.008264462809917356,0.0,0.008264462809917356,0.008264462809917356,0.005509641873278237,0.0,0.005509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.0,363.0,985,0.36852791878172586
234617005,0.3213367609254499,0.2365038560411311,0.13367609254498714,0.033419023136246784,0.04627249357326478,0.04884318766066838,0.038560411311053984,0.038560411311053984,0.015424164524421594,0.02313624678663239,0.017994858611825194,0.007712082262210797,0.002570694087403599,0.005141388174807198,0.0,0.005141388174807198,0.002570694087403599,0.002570694087403599,0.002570694087403599,0.005141388174807198,0.002570694087403599,0.0,0.002570694087403599,0.0,0.0,0.0,0.002570694087403599,0.002570694087403599,0.0,0.0,0.002570694087403599,0.0,389.0,966,0.4026915113871636
234617006,0.4589041095890411,0.18036529680365296,0.1095890410958904,0.0365296803652968,0.04337899543378995,0.02968036529680365,0.0228310502283105,0.05251141552511415,0.01141552511415525,0.01141552511415525,0.00228310502283105,0.0045662100456621,0.0,0.0045662100456621,0.0045662100456621,0.00228310502283105,0.00228310502283105,0.00228310502283105,0.0,0.00228310502283105,0.01141552511415525,0.00228310502283105,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,847,0.5171192443919717
234615127,0.23684210526315788,0.18421052631578946,0.13157894736842105,0.21052631578947367,0.02631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.02631578947368421,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,32,1.1875
234610112,0.15517241379310345,0.29310344827586204,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.0,0.034482758620689655,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.034482758620689655,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,58.0,454,0.1277533039647577
234610111,0.23809523809523808,0.2619047619047619,0.07142857142857142,0.023809523809523808,0.14285714285714285,0.023809523809523808,0.11904761904761904,0.0,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,70,0.6
234610109,0.2,0.26153846153846155,0.15384615384615385,0.07692307692307693,0.03076923076923077,0.03076923076923077,0.09230769230769231,0.06153846153846154,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,148,0.4391891891891892
