id,ПП,ГЕРБ-СДС,ДБ,ВЪЗР,БСП,БВ,не подкрепям никого,ИТН,ИЗПРАВИ СЕ,ДПС,ВМРО,ДНК,ГЛАС НАРОДЕН,КСБ,КОД,АТАКА,РВО,МИР,КТБ,ПД,ЕВРОЛЕВИЦА,НДЕ,БСДД,НФСБ,БТР,ПРАВОТО,НП ИСИ,БНС,независими,БНО,total,eligible_voters,активност
234610043,0.25135135135135134,0.20540540540540542,0.22432432432432434,0.10270270270270271,0.07297297297297298,0.02972972972972973,0.02972972972972973,0.02702702702702703,0.01891891891891892,0.008108108108108109,0.002702702702702703,0.005405405405405406,0.0,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0,0.002702702702702703,0.005405405405405406,0.002702702702702703,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,682.0,0.5425219941348973
234610044,0.29931972789115646,0.21768707482993196,0.18820861678004536,0.09523809523809523,0.07029478458049887,0.027210884353741496,0.034013605442176874,0.027210884353741496,0.015873015873015872,0.009070294784580499,0.006802721088435374,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,718.0,0.6142061281337048
234610045,0.24504950495049505,0.22772277227722773,0.2400990099009901,0.07673267326732673,0.06683168316831684,0.039603960396039604,0.03712871287128713,0.0049504950495049506,0.009900990099009901,0.012376237623762377,0.007425742574257425,0.007425742574257425,0.0049504950495049506,0.007425742574257425,0.0,0.0049504950495049506,0.0,0.0,0.0024752475247524753,0.0,0.0,0.0,0.0,0.0,0.0,0.0024752475247524753,0.0,0.0024752475247524753,0.0,0.0,404.0,716.0,0.5642458100558659
234610046,0.2144702842377261,0.20155038759689922,0.19638242894056848,0.09560723514211886,0.09302325581395349,0.05167958656330749,0.056847545219638244,0.03875968992248062,0.028423772609819122,0.002583979328165375,0.0103359173126615,0.0,0.0,0.0,0.002583979328165375,0.0,0.00516795865633075,0.0,0.0,0.0,0.0,0.0,0.0,0.002583979328165375,0.0,0.0,0.0,0.0,0.0,0.0,387.0,688.0,0.5625
234610047,0.3157894736842105,0.22267206477732793,0.20647773279352227,0.08097165991902834,0.06477732793522267,0.024291497975708502,0.04048582995951417,0.0,0.0,0.016194331983805668,0.0,0.0,0.0,0.0,0.016194331983805668,0.0,0.008097165991902834,0.0,0.0,0.0,0.004048582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,471.0,0.524416135881104
234610048,0.23270440251572327,0.2169811320754717,0.1949685534591195,0.0880503144654088,0.11320754716981132,0.0440251572327044,0.031446540880503145,0.040880503144654086,0.009433962264150943,0.0031446540880503146,0.0,0.009433962264150943,0.0031446540880503146,0.0,0.006289308176100629,0.0,0.0,0.0031446540880503146,0.0,0.0,0.0031446540880503146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,600.0,0.53
234610049,0.22957198443579765,0.19455252918287938,0.1867704280155642,0.13229571984435798,0.09727626459143969,0.038910505836575876,0.042801556420233464,0.019455252918287938,0.011673151750972763,0.007782101167315175,0.007782101167315175,0.007782101167315175,0.0038910505836575876,0.0038910505836575876,0.0038910505836575876,0.0038910505836575876,0.0,0.0,0.0,0.007782101167315175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,499.0,0.5150300601202404
234610050,0.2534435261707989,0.26170798898071623,0.1763085399449036,0.0743801652892562,0.09641873278236915,0.0440771349862259,0.0440771349862259,0.01652892561983471,0.008264462809917356,0.0027548209366391185,0.0,0.0,0.005509641873278237,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.005509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,677.0,0.5361890694239291
234610051,0.2632978723404255,0.2393617021276596,0.22340425531914893,0.10106382978723404,0.05851063829787234,0.013297872340425532,0.023936170212765957,0.018617021276595744,0.007978723404255319,0.007978723404255319,0.007978723404255319,0.0026595744680851063,0.005319148936170213,0.007978723404255319,0.005319148936170213,0.0026595744680851063,0.005319148936170213,0.0,0.0,0.0,0.0026595744680851063,0.0026595744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,641.0,0.5865834633385335
234610052,0.2803030303030303,0.1893939393939394,0.2159090909090909,0.06818181818181818,0.07575757575757576,0.030303030303030304,0.03787878787878788,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.003787878787878788,0.0,0.007575757575757576,0.003787878787878788,0.011363636363636364,0.007575757575757576,0.0,0.003787878787878788,0.011363636363636364,0.003787878787878788,0.0,0.0,0.0,0.003787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,264.0,522.0,0.5057471264367817
234610053,0.2923387096774194,0.2157258064516129,0.22983870967741934,0.04838709677419355,0.06854838709677419,0.05040322580645161,0.04435483870967742,0.014112903225806451,0.006048387096774193,0.004032258064516129,0.0,0.004032258064516129,0.0020161290322580645,0.004032258064516129,0.0,0.0,0.004032258064516129,0.004032258064516129,0.0,0.004032258064516129,0.0,0.0020161290322580645,0.0,0.0020161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,496.0,819.0,0.6056166056166056
234610054,0.3111111111111111,0.16790123456790124,0.23209876543209876,0.08888888888888889,0.08395061728395062,0.0345679012345679,0.019753086419753086,0.014814814814814815,0.014814814814814815,0.009876543209876543,0.0,0.0024691358024691358,0.0049382716049382715,0.0024691358024691358,0.0049382716049382715,0.0,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0049382716049382715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,717.0,0.5648535564853556
234610055,0.2791327913279133,0.18699186991869918,0.19241192411924118,0.1002710027100271,0.08672086720867209,0.02981029810298103,0.03523035230352303,0.02168021680216802,0.016260162601626018,0.005420054200542005,0.01084010840108401,0.01084010840108401,0.005420054200542005,0.0,0.013550135501355014,0.0,0.0,0.0027100271002710027,0.0,0.0027100271002710027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,768.0,0.48046875
234610056,0.23846153846153847,0.2153846153846154,0.18717948717948718,0.10512820512820513,0.08205128205128205,0.05384615384615385,0.03076923076923077,0.028205128205128206,0.028205128205128206,0.002564102564102564,0.002564102564102564,0.002564102564102564,0.010256410256410256,0.0,0.005128205128205128,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.002564102564102564,0.0,0.002564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,390.0,813.0,0.4797047970479705
234610057,0.24770642201834864,0.12614678899082568,0.1720183486238532,0.09403669724770643,0.15825688073394495,0.05504587155963303,0.052752293577981654,0.034403669724770644,0.022935779816513763,0.0022935779816513763,0.0045871559633027525,0.0022935779816513763,0.0,0.006880733944954129,0.0022935779816513763,0.0022935779816513763,0.0022935779816513763,0.006880733944954129,0.0,0.0022935779816513763,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,870.0,0.5011494252873563
234610058,0.2152777777777778,0.22569444444444445,0.19791666666666666,0.0798611111111111,0.10069444444444445,0.059027777777777776,0.041666666666666664,0.024305555555555556,0.013888888888888888,0.006944444444444444,0.003472222222222222,0.0,0.006944444444444444,0.003472222222222222,0.0,0.0,0.0,0.003472222222222222,0.0,0.003472222222222222,0.003472222222222222,0.006944444444444444,0.0,0.0,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,288.0,641.0,0.44929797191887677
234610059,0.28169014084507044,0.2,0.2140845070422535,0.09295774647887324,0.0676056338028169,0.04788732394366197,0.01971830985915493,0.03380281690140845,0.011267605633802818,0.0028169014084507044,0.0028169014084507044,0.008450704225352112,0.0,0.0028169014084507044,0.0028169014084507044,0.005633802816901409,0.0,0.0,0.0,0.0028169014084507044,0.0,0.0,0.0,0.0,0.0,0.0,0.0028169014084507044,0.0,0.0,0.0,355.0,754.0,0.4708222811671088
234610060,0.25,0.21010638297872342,0.2074468085106383,0.06914893617021277,0.06914893617021277,0.026595744680851064,0.02925531914893617,0.061170212765957445,0.013297872340425532,0.015957446808510637,0.0026595744680851063,0.010638297872340425,0.0026595744680851063,0.0,0.005319148936170213,0.0,0.010638297872340425,0.0,0.007978723404255319,0.0026595744680851063,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,779.0,0.48267008985879334
234610061,0.2653846153846154,0.25,0.14615384615384616,0.12307692307692308,0.08076923076923077,0.023076923076923078,0.019230769230769232,0.015384615384615385,0.015384615384615385,0.011538461538461539,0.015384615384615385,0.015384615384615385,0.0038461538461538464,0.0,0.007692307692307693,0.0,0.0038461538461538464,0.0,0.0,0.0,0.0,0.0038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,579.0,0.44905008635578586
234610062,0.24,0.2509090909090909,0.2,0.06909090909090909,0.08363636363636363,0.02909090909090909,0.04,0.01818181818181818,0.014545454545454545,0.0036363636363636364,0.0,0.0036363636363636364,0.02181818181818182,0.0,0.01090909090909091,0.0,0.0,0.0,0.0036363636363636364,0.0036363636363636364,0.0,0.0,0.0036363636363636364,0.0,0.0,0.0036363636363636364,0.0,0.0,0.0,0.0,275.0,589.0,0.466893039049236
234610063,0.2558139534883721,0.2441860465116279,0.13372093023255813,0.09302325581395349,0.08139534883720931,0.0872093023255814,0.011627906976744186,0.01744186046511628,0.029069767441860465,0.005813953488372093,0.0,0.005813953488372093,0.0,0.023255813953488372,0.0,0.0,0.0,0.005813953488372093,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,415.0,0.41445783132530123
234610064,0.2916666666666667,0.1909722222222222,0.125,0.1111111111111111,0.0763888888888889,0.06597222222222222,0.03819444444444445,0.024305555555555556,0.010416666666666666,0.003472222222222222,0.006944444444444444,0.003472222222222222,0.006944444444444444,0.006944444444444444,0.003472222222222222,0.006944444444444444,0.003472222222222222,0.0,0.006944444444444444,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.0,0.0,0.003472222222222222,0.0,0.0,0.0,0.0,288.0,288.0,1.0
234610065,0.26171875,0.20703125,0.1953125,0.07421875,0.08984375,0.046875,0.03515625,0.02734375,0.0078125,0.00390625,0.01953125,0.0078125,0.00390625,0.00390625,0.0078125,0.0,0.00390625,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,543.0,0.4714548802946593
234610066,0.3022774327122153,0.22981366459627328,0.19047619047619047,0.07246376811594203,0.060041407867494824,0.039337474120082816,0.020703933747412008,0.035196687370600416,0.008281573498964804,0.010351966873706004,0.0,0.0,0.002070393374741201,0.006211180124223602,0.004140786749482402,0.002070393374741201,0.0,0.002070393374741201,0.0,0.0,0.002070393374741201,0.002070393374741201,0.004140786749482402,0.0,0.0,0.002070393374741201,0.002070393374741201,0.0,0.0,0.002070393374741201,483.0,934.0,0.5171306209850107
234610067,0.2837370242214533,0.1972318339100346,0.2041522491349481,0.058823529411764705,0.08304498269896193,0.02768166089965398,0.02768166089965398,0.031141868512110725,0.020761245674740483,0.02422145328719723,0.006920415224913495,0.006920415224913495,0.006920415224913495,0.006920415224913495,0.0034602076124567475,0.0,0.010380622837370242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,624.0,0.46314102564102566
234610068,0.43478260869565216,0.13043478260869565,0.0,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1025.0,0.0224390243902439
234610069,0.28052805280528054,0.2079207920792079,0.1782178217821782,0.07590759075907591,0.07260726072607261,0.04950495049504951,0.052805280528052806,0.019801980198019802,0.0165016501650165,0.009900990099009901,0.0,0.006600660066006601,0.0033003300330033004,0.006600660066006601,0.0033003300330033004,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0033003300330033004,0.0033003300330033004,0.0,0.0,303.0,622.0,0.4871382636655949
234610070,0.25,0.21666666666666667,0.25666666666666665,0.05,0.07666666666666666,0.023333333333333334,0.043333333333333335,0.016666666666666666,0.016666666666666666,0.006666666666666667,0.0033333333333333335,0.0,0.0,0.006666666666666667,0.0,0.0033333333333333335,0.016666666666666666,0.0,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,300.0,571.0,0.5253940455341506
234610071,0.28832116788321166,0.17518248175182483,0.28832116788321166,0.08759124087591241,0.060218978102189784,0.03467153284671533,0.023722627737226276,0.014598540145985401,0.0018248175182481751,0.005474452554744526,0.005474452554744526,0.0,0.0018248175182481751,0.0,0.0,0.0072992700729927005,0.0036496350364963502,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,970.0,0.5649484536082474
234610072,0.27445652173913043,0.20652173913043478,0.22826086956521738,0.08423913043478261,0.057065217391304345,0.03804347826086957,0.03260869565217391,0.035326086956521736,0.010869565217391304,0.008152173913043478,0.0,0.008152173913043478,0.002717391304347826,0.002717391304347826,0.002717391304347826,0.0,0.0,0.002717391304347826,0.0,0.0,0.0,0.002717391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002717391304347826,368.0,639.0,0.5758998435054773
234610073,0.25862068965517243,0.15862068965517243,0.23793103448275862,0.10344827586206896,0.07931034482758621,0.03793103448275862,0.03793103448275862,0.03103448275862069,0.0034482758620689655,0.0034482758620689655,0.0,0.0,0.0034482758620689655,0.0034482758620689655,0.0034482758620689655,0.017241379310344827,0.0034482758620689655,0.010344827586206896,0.0034482758620689655,0.0034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,576.0,0.5034722222222222
234610074,0.24383561643835616,0.2493150684931507,0.20273972602739726,0.0547945205479452,0.06575342465753424,0.030136986301369864,0.03287671232876712,0.0273972602739726,0.01643835616438356,0.010958904109589041,0.01643835616438356,0.010958904109589041,0.005479452054794521,0.010958904109589041,0.0027397260273972603,0.005479452054794521,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,0.005479452054794521,0.0,0.0,0.005479452054794521,0.0,0.0,0.0,0.0,365.0,760.0,0.48026315789473684
234610075,0.27631578947368424,0.22039473684210525,0.14473684210526316,0.10197368421052631,0.11842105263157894,0.04276315789473684,0.019736842105263157,0.029605263157894735,0.009868421052631578,0.013157894736842105,0.0,0.003289473684210526,0.006578947368421052,0.0,0.006578947368421052,0.003289473684210526,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,552.0,0.5507246376811594
234610076,0.2594594594594595,0.20270270270270271,0.1810810810810811,0.12432432432432433,0.07297297297297298,0.03513513513513514,0.03783783783783784,0.02972972972972973,0.010810810810810811,0.002702702702702703,0.008108108108108109,0.002702702702702703,0.002702702702702703,0.0,0.008108108108108109,0.002702702702702703,0.005405405405405406,0.005405405405405406,0.002702702702702703,0.0,0.0,0.0,0.002702702702702703,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,370.0,788.0,0.46954314720812185
234610077,0.27595628415300544,0.2923497267759563,0.14754098360655737,0.060109289617486336,0.060109289617486336,0.01912568306010929,0.05191256830601093,0.030054644808743168,0.02185792349726776,0.00273224043715847,0.0,0.00273224043715847,0.00273224043715847,0.01639344262295082,0.00546448087431694,0.0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,902.0,0.4057649667405765
234610078,0.2558139534883721,0.24916943521594684,0.132890365448505,0.10963455149501661,0.08305647840531562,0.019933554817275746,0.053156146179401995,0.03986710963455149,0.013289036544850499,0.0033222591362126247,0.006644518272425249,0.006644518272425249,0.0,0.0033222591362126247,0.0033222591362126247,0.009966777408637873,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0033222591362126247,0.0,0.0,0.0,301.0,607.0,0.4958813838550247
234610079,0.22529644268774704,0.1976284584980237,0.18181818181818182,0.12648221343873517,0.09090909090909091,0.043478260869565216,0.043478260869565216,0.015810276679841896,0.015810276679841896,0.011857707509881422,0.011857707509881422,0.003952569169960474,0.003952569169960474,0.011857707509881422,0.0,0.003952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.003952569169960474,0.0,0.003952569169960474,0.003952569169960474,0.0,0.0,0.0,0.0,253.0,538.0,0.47026022304832715
234610080,0.27972027972027974,0.16783216783216784,0.14335664335664336,0.13986013986013987,0.08741258741258741,0.04195804195804196,0.038461538461538464,0.045454545454545456,0.013986013986013986,0.0034965034965034965,0.0034965034965034965,0.006993006993006993,0.0034965034965034965,0.0,0.0,0.0034965034965034965,0.013986013986013986,0.0034965034965034965,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,541.0,0.5286506469500925
234610081,0.2862595419847328,0.22900763358778625,0.13358778625954199,0.1183206106870229,0.07633587786259542,0.026717557251908396,0.04580152671755725,0.030534351145038167,0.003816793893129771,0.003816793893129771,0.003816793893129771,0.0,0.011450381679389313,0.011450381679389313,0.003816793893129771,0.003816793893129771,0.003816793893129771,0.0,0.003816793893129771,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,544.0,0.48161764705882354
234610082,0.3217391304347826,0.21739130434782608,0.19420289855072465,0.05217391304347826,0.057971014492753624,0.0463768115942029,0.034782608695652174,0.020289855072463767,0.005797101449275362,0.0,0.002898550724637681,0.002898550724637681,0.011594202898550725,0.005797101449275362,0.002898550724637681,0.0,0.002898550724637681,0.005797101449275362,0.0,0.008695652173913044,0.0,0.002898550724637681,0.0,0.0,0.0,0.0,0.0,0.002898550724637681,0.0,0.0,345.0,658.0,0.5243161094224924
234610083,0.24855491329479767,0.1791907514450867,0.19653179190751446,0.10404624277456648,0.07514450867052024,0.05491329479768786,0.04046242774566474,0.023121387283236993,0.02023121387283237,0.005780346820809248,0.008670520231213872,0.0,0.005780346820809248,0.005780346820809248,0.014450867052023121,0.002890173410404624,0.0,0.008670520231213872,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,346.0,592.0,0.5844594594594594
234610084,0.3076923076923077,0.22171945701357465,0.2171945701357466,0.06787330316742081,0.049773755656108594,0.03167420814479638,0.03167420814479638,0.01809954751131222,0.02262443438914027,0.0,0.004524886877828055,0.01809954751131222,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,453.0,0.4878587196467991
234610085,0.27319587628865977,0.22164948453608246,0.16494845360824742,0.11855670103092783,0.07731958762886598,0.030927835051546393,0.03608247422680412,0.015463917525773196,0.010309278350515464,0.0,0.015463917525773196,0.005154639175257732,0.005154639175257732,0.010309278350515464,0.0,0.010309278350515464,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,402.0,0.48258706467661694
234610086,0.30303030303030304,0.22510822510822512,0.16883116883116883,0.11255411255411256,0.05194805194805195,0.017316017316017316,0.03463203463203463,0.025974025974025976,0.008658008658008658,0.004329004329004329,0.004329004329004329,0.008658008658008658,0.012987012987012988,0.0,0.0,0.008658008658008658,0.0,0.008658008658008658,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,471.0,0.49044585987261147
234610087,0.24242424242424243,0.19047619047619047,0.19480519480519481,0.10822510822510822,0.11255411255411256,0.047619047619047616,0.030303030303030304,0.012987012987012988,0.008658008658008658,0.0,0.004329004329004329,0.008658008658008658,0.004329004329004329,0.004329004329004329,0.0,0.008658008658008658,0.004329004329004329,0.0,0.0,0.0,0.008658008658008658,0.004329004329004329,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,231.0,492.0,0.4695121951219512
234610088,0.2729528535980149,0.20595533498759305,0.228287841191067,0.062034739454094295,0.07196029776674938,0.04466501240694789,0.02729528535980149,0.02977667493796526,0.004962779156327543,0.007444168734491315,0.0,0.0024813895781637717,0.0024813895781637717,0.004962779156327543,0.01240694789081886,0.0024813895781637717,0.0024813895781637717,0.0,0.0024813895781637717,0.0024813895781637717,0.0024813895781637717,0.0024813895781637717,0.0,0.0,0.0024813895781637717,0.0024813895781637717,0.0,0.0,0.0,0.0024813895781637717,403.0,728.0,0.5535714285714286
234610089,0.25274725274725274,0.2032967032967033,0.2032967032967033,0.0989010989010989,0.08791208791208792,0.027472527472527472,0.01098901098901099,0.04395604395604396,0.016483516483516484,0.005494505494505495,0.0,0.005494505494505495,0.005494505494505495,0.0,0.0,0.0,0.016483516483516484,0.01098901098901099,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505494505495,0.0,0.0,182.0,468.0,0.3888888888888889
234610090,0.2852233676975945,0.15120274914089346,0.22336769759450173,0.1134020618556701,0.06529209621993128,0.044673539518900345,0.044673539518900345,0.030927835051546393,0.006872852233676976,0.006872852233676976,0.0,0.010309278350515464,0.0,0.0,0.010309278350515464,0.0,0.003436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003436426116838488,0.0,0.0,0.0,0.0,291.0,530.0,0.5490566037735849
