id,ПП/ДБ/СС,ГЕРБ-СДС,БСП/АТАКА/други,ВЪЗР,не подкрепям никого,"КОД (ДДД-ДЗ, БДФ)",ИТН,ВМРО-БНД,БВ,БСДП,Петър Славов,ГЛАС НАРОДЕН,Партия на ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ОБЕДИНЕНИ ЗЕМЕДЕЛЦИ,СБОР,Граждани за Общината,Веселин Кръстев,ДПС,БЪЛГАРСКИ ГЛАСЪ,МИР,БСД - ЕВРОЛЕВИЦА,БСД,ЗАЕДНО ЗА СИЛНА ОБЩИНА,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ,ПРАВОТО,ЗС Ал. Стамболийски,БСДД,НАЦИОНАЛНО ДВИЖЕНИЕ ЕДИНСТВО,Соц. пар. „Български път“,total,eligible_voters,активност,невалидни
224615107,0.23170731707317074,0.1524390243902439,0.18292682926829268,0.10975609756097561,0.07926829268292683,0.06097560975609756,0.06707317073170732,0.006097560975609756,0.018292682926829267,0.006097560975609756,0.012195121951219513,0.012195121951219513,0.018292682926829267,0.006097560975609756,0.006097560975609756,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,164.0,563.0,0.2912966252220249,0.024390243902439025
224615108,0.20610687022900764,0.183206106870229,0.10687022900763359,0.17557251908396945,0.08396946564885496,0.015267175572519083,0.030534351145038167,0.061068702290076333,0.015267175572519083,0.030534351145038167,0.0,0.0,0.022900763358778626,0.0,0.015267175572519083,0.007633587786259542,0.007633587786259542,0.0,0.0,0.0,0.007633587786259542,0.015267175572519083,0.0,0.0,0.007633587786259542,0.007633587786259542,0.0,0.0,0.0,0.0,131.0,504.0,0.25992063492063494,0.10687022900763359
224615109,0.29608938547486036,0.2011173184357542,0.1005586592178771,0.13966480446927373,0.05027932960893855,0.03910614525139665,0.0335195530726257,0.0111731843575419,0.01675977653631285,0.0111731843575419,0.0,0.0,0.027932960893854747,0.00558659217877095,0.0,0.0111731843575419,0.0111731843575419,0.00558659217877095,0.0,0.0,0.00558659217877095,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0223463687150838,0.00558659217877095,0.0,179.0,590.0,0.30338983050847457,0.03910614525139665
224615110,0.39436619718309857,0.11971830985915492,0.13380281690140844,0.1056338028169014,0.06338028169014084,0.04225352112676056,0.0528169014084507,0.007042253521126761,0.028169014084507043,0.0035211267605633804,0.0,0.01056338028169014,0.014084507042253521,0.0035211267605633804,0.0,0.0035211267605633804,0.0035211267605633804,0.0,0.01056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,284.0,756.0,0.37566137566137564,0.02112676056338028
224615111,0.25853658536585367,0.2,0.17073170731707318,0.12195121951219512,0.08292682926829269,0.02926829268292683,0.04878048780487805,0.024390243902439025,0.00975609756097561,0.00975609756097561,0.0,0.00975609756097561,0.0,0.00975609756097561,0.0,0.004878048780487805,0.004878048780487805,0.0,0.0,0.00975609756097561,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,205.0,706.0,0.29036827195467424,0.07804878048780488
224615112,0.4448979591836735,0.10612244897959183,0.15510204081632653,0.08571428571428572,0.04081632653061224,0.02857142857142857,0.044897959183673466,0.00816326530612245,0.004081632653061225,0.00816326530612245,0.00816326530612245,0.0163265306122449,0.00816326530612245,0.012244897959183673,0.004081632653061225,0.0,0.004081632653061225,0.0,0.0,0.004081632653061225,0.004081632653061225,0.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.00816326530612245,0.0,0.0,245.0,839.0,0.29201430274135876,0.02857142857142857
224615113,0.4717741935483871,0.14919354838709678,0.07661290322580645,0.06451612903225806,0.04032258064516129,0.03225806451612903,0.04032258064516129,0.024193548387096774,0.024193548387096774,0.0,0.008064516129032258,0.0,0.0,0.004032258064516129,0.0,0.024193548387096774,0.012096774193548387,0.008064516129032258,0.008064516129032258,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.004032258064516129,0.0,0.0,248.0,903.0,0.27464008859357697,0.028225806451612902
224615114,0.2919254658385093,0.17391304347826086,0.19254658385093168,0.11180124223602485,0.08074534161490683,0.031055900621118012,0.031055900621118012,0.012422360248447204,0.006211180124223602,0.024844720496894408,0.006211180124223602,0.006211180124223602,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.006211180124223602,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,784.0,0.20535714285714285,0.037267080745341616
224615115,0.30851063829787234,0.1595744680851064,0.16489361702127658,0.11170212765957446,0.07446808510638298,0.047872340425531915,0.015957446808510637,0.010638297872340425,0.0425531914893617,0.02127659574468085,0.0,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.0,0.0,0.010638297872340425,0.0,0.005319148936170213,0.0,0.005319148936170213,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,699.0,0.26895565092989987,0.03723404255319149
224615116,0.5,0.12727272727272726,0.07575757575757576,0.11212121212121212,0.04242424242424243,0.00909090909090909,0.048484848484848485,0.006060606060606061,0.012121212121212121,0.0030303030303030303,0.00909090909090909,0.006060606060606061,0.0030303030303030303,0.015151515151515152,0.006060606060606061,0.006060606060606061,0.0,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0,0.0,0.0,0.0,0.006060606060606061,0.0030303030303030303,0.0,0.0,0.0,0.0,330.0,938.0,0.35181236673773986,0.03636363636363636
224615117,0.3735294117647059,0.17352941176470588,0.08529411764705883,0.14411764705882352,0.05,0.03823529411764706,0.03235294117647059,0.026470588235294117,0.011764705882352941,0.0029411764705882353,0.008823529411764706,0.011764705882352941,0.0029411764705882353,0.011764705882352941,0.0,0.0,0.008823529411764706,0.0,0.0,0.0029411764705882353,0.0,0.0,0.0,0.0029411764705882353,0.0058823529411764705,0.0,0.0,0.0058823529411764705,0.0,0.0,340.0,867.0,0.39215686274509803,0.0
224615118,0.3877551020408163,0.10204081632653061,0.1326530612244898,0.1326530612244898,0.061224489795918366,0.03571428571428571,0.04591836734693878,0.015306122448979591,0.025510204081632654,0.01020408163265306,0.015306122448979591,0.0,0.0,0.01020408163265306,0.0,0.00510204081632653,0.00510204081632653,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,196.0,554.0,0.35379061371841153,0.09183673469387756
224619131,0.11458333333333333,0.34375,0.3125,0.041666666666666664,0.020833333333333332,0.0,0.07291666666666667,0.010416666666666666,0.010416666666666666,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,96.0,311.0,0.3086816720257235,0.11458333333333333
224616049,0.4069767441860465,0.10465116279069768,0.12209302325581395,0.11627906976744186,0.0872093023255814,0.011627906976744186,0.06395348837209303,0.023255813953488372,0.0,0.005813953488372093,0.005813953488372093,0.011627906976744186,0.0,0.011627906976744186,0.0,0.005813953488372093,0.0,0.005813953488372093,0.005813953488372093,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,459.0,0.3747276688453159,0.040697674418604654
