id,ВАСИЛ ТЕРЗИЕВ ПП/ДБ/СС,ВАНЯ ГРИГОРОВА БСП/АТАКА/други,не подкрепям никого,total,eligible_voters,активност
224601006,0.664179104477612,0.30970149253731344,0.026119402985074626,268.0,611.0,0.4386252045826514
224601007,0.6422764227642277,0.3048780487804878,0.052845528455284556,246.0,701.0,0.3509272467902996
224604043,0.6923076923076923,0.2967032967032967,0.01098901098901099,182.0,438.0,0.4155251141552511
224604044,0.6114285714285714,0.34285714285714286,0.045714285714285714,175.0,427.0,0.4098360655737705
224604045,0.6827956989247311,0.2956989247311828,0.021505376344086023,186.0,425.0,0.4376470588235294
224604046,0.6941747572815534,0.2669902912621359,0.038834951456310676,206.0,556.0,0.37050359712230213
224604047,0.6060606060606061,0.354978354978355,0.03896103896103896,231.0,506.0,0.45652173913043476
224604048,0.6047430830039525,0.36363636363636365,0.03162055335968379,253.0,602.0,0.420265780730897
224604049,0.6077586206896551,0.3793103448275862,0.01293103448275862,232.0,583.0,0.3979416809605489
224604050,0.5641025641025641,0.38461538461538464,0.05128205128205128,195.0,483.0,0.40372670807453415
224604051,0.5341880341880342,0.43162393162393164,0.03418803418803419,234.0,552.0,0.42391304347826086
224604052,0.5869565217391305,0.391304347826087,0.021739130434782608,138.0,344.0,0.4011627906976744
224604053,0.6203007518796992,0.3233082706766917,0.05639097744360902,266.0,664.0,0.4006024096385542
224604054,0.6275862068965518,0.30344827586206896,0.06896551724137931,290.0,690.0,0.42028985507246375
224606052,0.3641304347826087,0.5815217391304348,0.05434782608695652,184.0,761.0,0.24178712220762155
224606053,0.42356687898089174,0.5573248407643312,0.01910828025477707,314.0,807.0,0.38909541511771994
224606054,0.32367149758454106,0.5845410628019324,0.09178743961352658,207.0,735.0,0.2816326530612245
224606055,0.3923444976076555,0.583732057416268,0.023923444976076555,209.0,709.0,0.2947813822284908
224606056,0.4221105527638191,0.5226130653266332,0.05527638190954774,199.0,726.0,0.2741046831955923
224606057,0.4,0.5526315789473685,0.04736842105263158,190.0,729.0,0.2606310013717421
224602051,0.43902439024390244,0.532520325203252,0.028455284552845527,246.0,657.0,0.3744292237442922
224602052,0.5,0.4636363636363636,0.03636363636363636,220.0,687.0,0.32023289665211063
224602053,0.48325358851674644,0.4784688995215311,0.03827751196172249,209.0,548.0,0.3813868613138686
224602054,0.5411255411255411,0.4199134199134199,0.03896103896103896,231.0,622.0,0.37138263665594856
224601021,0.5985663082437276,0.34050179211469533,0.06093189964157706,279.0,680.0,0.4102941176470588
224601022,0.6265822784810127,0.3449367088607595,0.028481012658227847,316.0,704.0,0.44886363636363635
224601023,0.6215139442231076,0.35856573705179284,0.0199203187250996,251.0,567.0,0.4426807760141093
224601024,0.6680851063829787,0.2978723404255319,0.03404255319148936,235.0,582.0,0.40378006872852235
224603026,0.6454849498327759,0.3177257525083612,0.03678929765886288,299.0,761.0,0.392904073587385
224603027,0.576271186440678,0.36610169491525424,0.0576271186440678,295.0,731.0,0.40355677154582764
224603028,0.6750902527075813,0.2996389891696751,0.02527075812274368,277.0,732.0,0.37841530054644806
224603032,0.5793103448275863,0.33793103448275863,0.08275862068965517,290.0,848.0,0.3419811320754717
224603043,0.5413105413105413,0.4131054131054131,0.045584045584045586,351.0,899.0,0.39043381535038935
224603044,0.5369774919614148,0.3987138263665595,0.06430868167202572,311.0,875.0,0.3554285714285714
224611003,0.47668393782383417,0.48704663212435234,0.03626943005181347,193.0,601.0,0.3211314475873544
224611004,0.437125748502994,0.49101796407185627,0.0718562874251497,167.0,508.0,0.328740157480315
224611005,0.2804878048780488,0.6707317073170732,0.04878048780487805,246.0,656.0,0.375
