id,Фандъкова,Манолова,не подкрепям никого,total,eligible_voters,активност,активност
224602028,0.4688427299703264,0.4391691394658754,0.09198813056379822,337,769,0.0013003901170351106,0.43823146944083224
224602029,0.45161290322580644,0.45161290322580644,0.0967741935483871,372,890,0.0011235955056179776,0.41797752808988764
224602030,0.5,0.412568306010929,0.08743169398907104,366,885,0.0011299435028248588,0.4135593220338983
224602031,0.47468354430379744,0.4430379746835443,0.08227848101265822,316,765,0.00130718954248366,0.4130718954248366
224602032,0.46875,0.48863636363636365,0.04261363636363636,352,869,0.0011507479861910242,0.4050632911392405
224602033,0.35185185185185186,0.595679012345679,0.05246913580246913,324,758,0.0013192612137203166,0.42744063324538256
224602034,0.38080495356037153,0.5603715170278638,0.058823529411764705,323,775,0.0012903225806451613,0.4167741935483871
224602035,0.3588957055214724,0.598159509202454,0.04294478527607362,326,773,0.00129366106080207,0.4217335058214748
224602036,0.39156626506024095,0.5813253012048193,0.02710843373493976,332,778,0.0012853470437017994,0.4267352185089974
224602037,0.38650306748466257,0.5674846625766872,0.046012269938650305,326,748,0.001336898395721925,0.4358288770053476
224602038,0.5051903114186851,0.4359861591695502,0.058823529411764705,289,746,0.0013404825737265416,0.3873994638069705
224602039,0.525974025974026,0.44155844155844154,0.032467532467532464,308,774,0.0012919896640826872,0.3979328165374677
224602040,0.5164835164835165,0.4249084249084249,0.05860805860805861,273,757,0.001321003963011889,0.3606340819022457
224602041,0.49411764705882355,0.4323529411764706,0.07352941176470588,340,854,0.00117096018735363,0.3981264637002342
224602042,0.36245954692556637,0.5922330097087378,0.045307443365695796,309,732,0.001366120218579235,0.42213114754098363
224602043,0.3737024221453287,0.5847750865051903,0.04152249134948097,289,656,0.001524390243902439,0.4405487804878049
224602044,0.40863787375415284,0.5481727574750831,0.04318936877076412,301,679,0.0014727540500736377,0.44329896907216493
224602045,0.4215686274509804,0.5065359477124183,0.0718954248366013,306,760,0.0013157894736842105,0.4026315789473684
224602046,0.43312101910828027,0.4872611464968153,0.07961783439490445,314,748,0.001336898395721925,0.4197860962566845
224602047,0.44673539518900346,0.5051546391752577,0.048109965635738834,291,717,0.001394700139470014,0.40585774058577406
224602048,0.45885286783042395,0.3915211970074813,0.14962593516209477,401,780,0.001282051282051282,0.514102564102564
224602049,0.49214659685863876,0.46335078534031415,0.04450261780104712,382,844,0.001184834123222749,0.45260663507109006
224602050,0.4962962962962963,0.4777777777777778,0.025925925925925925,270,774,0.0012919896640826874,0.3488372093023256
224602051,0.4367816091954023,0.5019157088122606,0.06130268199233716,261,603,0.001658374792703151,0.43283582089552236
224602052,0.4965986394557823,0.4557823129251701,0.047619047619047616,294,712,0.0014044943820224719,0.41292134831460675
224602053,0.46332046332046334,0.46332046332046334,0.07335907335907337,259,574,0.0017421602787456446,0.45121951219512196
224602054,0.5210727969348659,0.4367816091954023,0.0421455938697318,261,665,0.0015037593984962407,0.3924812030075188
224602055,0.4780361757105943,0.4728682170542636,0.04909560723514212,387,935,0.0010695187165775401,0.413903743315508
224602056,0.5,0.45,0.05,340,796,0.001256281407035176,0.4271356783919598
224602057,0.42597402597402595,0.4987012987012987,0.07532467532467532,385,806,0.0012406947890818859,0.47766749379652607
224602058,0.34796238244514105,0.5956112852664577,0.05642633228840126,319,765,0.00130718954248366,0.4169934640522876
224602059,0.5086705202312138,0.4479768786127168,0.04335260115606936,346,790,0.0012658227848101264,0.4379746835443038
224602060,0.4690265486725664,0.4631268436578171,0.06784660766961652,339,764,0.0013089005235602095,0.443717277486911
224602061,0.42618384401114207,0.5153203342618384,0.0584958217270195,359,770,0.0012987012987012987,0.4662337662337662
224602062,0.503957783641161,0.44327176781002636,0.052770448548812667,379,897,0.0011148272017837235,0.42251950947603123
224602063,0.4289940828402367,0.5207100591715976,0.05029585798816568,338,794,0.0012594458438287153,0.4256926952141058
224602064,0.4106583072100313,0.5141065830721003,0.07523510971786834,319,792,0.0012626262626262627,0.4027777777777778
224602065,0.5384615384615384,0.40307692307692305,0.05846153846153846,325,844,0.0011848341232227487,0.38507109004739337
224602066,0.4136986301369863,0.5260273972602739,0.06027397260273973,365,788,0.0012690355329949238,0.4631979695431472
224602067,0.5342465753424658,0.4191780821917808,0.04657534246575343,365,773,0.00129366106080207,0.4721862871927555
224602068,0.5333333333333333,0.43636363636363634,0.030303030303030304,330,749,0.0013351134846461949,0.44058744993324434
224602069,0.5516304347826086,0.38858695652173914,0.059782608695652176,368,830,0.0012048192771084338,0.4433734939759036
224602070,0.5132450331125827,0.4370860927152318,0.04966887417218543,302,728,0.0013736263736263737,0.41483516483516486
224602071,0.4965277777777778,0.4340277777777778,0.06944444444444445,288,741,0.001349527665317139,0.38866396761133604
224602072,0.4032697547683924,0.5395095367847411,0.05722070844686648,367,803,0.0012453300124533,0.45703611457036114
224602073,0.3924050632911392,0.5341772151898734,0.07341772151898734,395,891,0.001122334455667789,0.44332210998877664
224602074,0.3988919667590028,0.5512465373961218,0.04986149584487535,361,855,0.0011695906432748538,0.4222222222222222
224602075,0.46736292428198434,0.4308093994778068,0.10182767624020887,383,816,0.0012254901960784314,0.4693627450980392
224602076,0.5427631578947368,0.39473684210526316,0.0625,304,820,0.0012195121951219512,0.37073170731707317
224602077,0.4720496894409938,0.4937888198757764,0.034161490683229816,322,799,0.0012515644555694619,0.4030037546933667
224602078,0.4954954954954955,0.45495495495495497,0.04954954954954955,222,655,0.0015267175572519084,0.33893129770992364
224602079,0.4807017543859649,0.4456140350877193,0.07368421052631578,285,718,0.001392757660167131,0.3969359331476323
224602080,0.46756756756756757,0.46756756756756757,0.06486486486486487,370,884,0.0011312217194570137,0.41855203619909503
224602081,0.5473684210526316,0.41754385964912283,0.03508771929824561,285,793,0.0012610340479192938,0.3593947036569987
224602082,0.4,0.5275862068965518,0.07241379310344828,290,769,0.0013003901170351106,0.37711313394018203
224602083,0.5104895104895105,0.458041958041958,0.03146853146853147,286,761,0.001314060446780552,0.37582128777923784
224602084,0.5180327868852459,0.3836065573770492,0.09836065573770492,305,765,0.00130718954248366,0.39869281045751637
224602085,0.5202156334231806,0.39622641509433965,0.08355795148247978,371,838,0.0011933174224343676,0.44272076372315033
224602086,0.38768115942028986,0.5362318840579711,0.07608695652173914,276,665,0.0015037593984962407,0.4150375939849624
224602087,0.48828125,0.4296875,0.08203125,256,663,0.0015082956259426848,0.3861236802413273
224602088,0.42618384401114207,0.5069637883008357,0.06685236768802229,359,789,0.0012674271229404308,0.4550063371356147
224602089,0.5,0.45121951219512196,0.04878048780487805,328,754,0.001326259946949602,0.4350132625994695
224602090,0.5480769230769231,0.38782051282051283,0.0641025641025641,312,796,0.001256281407035176,0.39195979899497485
224602091,0.40066225165562913,0.5662251655629139,0.033112582781456956,302,709,0.0014104372355430183,0.42595204513399154
224602092,0.4394366197183099,0.49859154929577465,0.061971830985915494,355,788,0.0012690355329949238,0.45050761421319796
224602093,0.5294117647058824,0.4588235294117647,0.011764705882352941,85,14,0.07142857142857142,6.071428571428571
224602094,0.46938775510204084,0.5102040816326531,0.02040816326530612,49,72,0.013888888888888888,0.6805555555555556
224602095,0.5714285714285714,0.42857142857142855,0.0,21,15,0.06666666666666667,1.4
224602096,0.45454545454545453,0.5454545454545454,0.0,44,38,0.02631578947368421,1.1578947368421053
224603001,0.5681818181818182,0.36363636363636365,0.06818181818181818,132,351,0.002849002849002849,0.37606837606837606
224603002,0.4530386740331492,0.4861878453038674,0.06077348066298342,181,445,0.0022471910112359553,0.4067415730337079
224603003,0.5330188679245284,0.4056603773584906,0.06132075471698113,212,537,0.00186219739292365,0.3947858472998138
224603004,0.4574468085106383,0.44680851063829785,0.09574468085106383,188,546,0.0018315018315018315,0.3443223443223443
224603006,0.5317919075144508,0.3930635838150289,0.07514450867052024,173,464,0.0021551724137931034,0.3728448275862069
224603007,0.4555160142348754,0.47330960854092524,0.0711743772241993,281,657,0.0015220700152207,0.4277016742770167
224603008,0.54375,0.38125,0.075,160,442,0.002262443438914027,0.36199095022624433
224603009,0.5310344827586206,0.3724137931034483,0.09655172413793103,145,754,0.001326259946949602,0.19230769230769232
224603011,0.5454545454545454,0.36818181818181817,0.08636363636363636,220,694,0.001440922190201729,0.3170028818443804
224603012,0.46226415094339623,0.4528301886792453,0.08490566037735849,106,495,0.00202020202020202,0.21414141414141413
224603013,0.546875,0.40625,0.046875,128,367,0.0027247956403269754,0.34877384196185285
224603014,0.4774774774774775,0.4774774774774775,0.04504504504504504,222,586,0.0017064846416382253,0.378839590443686
224603016,0.6153846153846154,0.3418803418803419,0.042735042735042736,117,349,0.0028653295128939827,0.335243553008596
224603017,0.40816326530612246,0.5,0.09183673469387756,98,437,0.002288329519450801,0.2242562929061785
224603018,0.4751131221719457,0.4660633484162896,0.058823529411764705,221,581,0.0017211703958691911,0.3803786574870912
224603020,0.5458937198067633,0.4057971014492754,0.04830917874396135,207,648,0.0015432098765432098,0.3194444444444444
224603021,0.4838709677419355,0.4645161290322581,0.05161290322580645,155,490,0.0020408163265306124,0.3163265306122449
224603022,0.5355805243445693,0.42696629213483145,0.03745318352059925,267,684,0.0014619883040935672,0.39035087719298245
224603024,0.5044776119402985,0.4417910447761194,0.05373134328358209,335,883,0.0011325028312570782,0.3793884484711212
224603025,0.5027322404371585,0.42349726775956287,0.07377049180327869,366,871,0.001148105625717566,0.42020665901262916
224603026,0.5103734439834025,0.4190871369294606,0.07053941908713693,241,648,0.0015432098765432098,0.37191358024691357
224603027,0.5548172757475083,0.38205980066445183,0.06312292358803986,301,689,0.0014513788098693757,0.43686502177068215
224603028,0.5302325581395348,0.3953488372093023,0.07441860465116279,215,630,0.0015873015873015873,0.3412698412698413
224603031,0.5238095238095238,0.44841269841269843,0.027777777777777776,252,668,0.0014970059880239522,0.3772455089820359
224603032,0.5427631578947368,0.3815789473684211,0.0756578947368421,304,829,0.0012062726176115801,0.36670687575392036
224603034,0.6053811659192825,0.3542600896860987,0.04035874439461883,223,584,0.0017123287671232876,0.3818493150684932
224603035,0.5708154506437768,0.3948497854077253,0.034334763948497854,233,595,0.0016806722689075631,0.3915966386554622
224603036,0.5496894409937888,0.40372670807453415,0.046583850931677016,322,800,0.00125,0.4025
224603037,0.5849673202614379,0.3888888888888889,0.026143790849673203,306,729,0.0013717421124828531,0.41975308641975306
224603038,0.47109826589595377,0.4797687861271676,0.049132947976878616,346,769,0.0013003901170351106,0.44993498049414826
224603039,0.6089385474860335,0.36312849162011174,0.027932960893854747,179,326,0.003067484662576687,0.549079754601227
224603040,0.5405405405405406,0.42342342342342343,0.036036036036036036,222,544,0.001838235294117647,0.40808823529411764
224603041,0.5254237288135594,0.4279661016949153,0.046610169491525424,236,573,0.0017452006980802797,0.4118673647469459
224603042,0.541958041958042,0.4195804195804196,0.038461538461538464,286,774,0.0012919896640826874,0.3695090439276486
224603043,0.5460122699386503,0.4049079754601227,0.049079754601226995,326,866,0.0011547344110854503,0.37644341801385683
224603044,0.4744744744744745,0.4804804804804805,0.04504504504504504,333,890,0.0011235955056179776,0.3741573033707865
224603045,0.47987616099071206,0.5077399380804953,0.01238390092879257,323,867,0.0011534025374855825,0.37254901960784315
224603046,0.4316109422492401,0.513677811550152,0.0547112462006079,329,824,0.0012135922330097086,0.39927184466019416
224603047,0.5590277777777778,0.3923611111111111,0.04861111111111111,288,745,0.0013422818791946308,0.3865771812080537
224603048,0.486404833836858,0.459214501510574,0.054380664652567974,331,869,0.0011507479861910242,0.380897583429229
224603050,0.43309859154929575,0.5211267605633803,0.045774647887323945,284,764,0.0013089005235602095,0.3717277486910995
224603052,0.5032467532467533,0.42207792207792205,0.07467532467532467,308,683,0.0014641288433382138,0.45095168374816985
224603053,0.5243553008595988,0.4154727793696275,0.06017191977077364,349,778,0.0012853470437017994,0.448586118251928
224603054,0.5034013605442177,0.43537414965986393,0.061224489795918366,294,729,0.0013717421124828531,0.40329218106995884
224603055,0.49375,0.465625,0.040625,320,792,0.0012626262626262627,0.40404040404040403
224603056,0.5113122171945701,0.4660633484162896,0.02262443438914027,221,589,0.001697792869269949,0.37521222410865873
224603057,0.4878048780487805,0.445993031358885,0.06620209059233449,287,687,0.001455604075691412,0.4177583697234352
224603058,0.49514563106796117,0.46601941747572817,0.038834951456310676,206,518,0.0019305019305019305,0.39768339768339767
224603059,0.5605381165919282,0.4080717488789238,0.03139013452914798,223,561,0.0017825311942959,0.39750445632798576
224603060,0.5341365461847389,0.42570281124497994,0.040160642570281124,249,573,0.0017452006980802793,0.43455497382198954
224603061,0.6067961165048543,0.34951456310679613,0.043689320388349516,206,534,0.0018726591760299626,0.3857677902621723
224603062,0.4618834080717489,0.515695067264574,0.02242152466367713,223,612,0.0016339869281045752,0.36437908496732024
224603063,0.6139534883720931,0.32558139534883723,0.06046511627906977,215,645,0.0015503875968992248,0.3333333333333333
224603064,0.541795665634675,0.4024767801857585,0.05572755417956656,323,847,0.0011806375442739079,0.38134592680047225
224604001,0.3631578947368421,0.6,0.03684210526315789,190,416,0.002403846153846154,0.4567307692307692
224604002,0.48535564853556484,0.42677824267782427,0.08786610878661087,239,561,0.0017825311942959,0.42602495543672014
224604003,0.5087719298245614,0.391812865497076,0.09941520467836257,171,402,0.0024875621890547263,0.4253731343283582
224604004,0.652542372881356,0.288135593220339,0.059322033898305086,118,332,0.0030120481927710845,0.35542168674698793
224604005,0.525,0.38125,0.09375,160,394,0.0025380710659898475,0.40609137055837563
224604006,0.4915254237288136,0.4745762711864407,0.03389830508474576,177,404,0.0024752475247524753,0.4381188118811881
224604007,0.5714285714285714,0.3791208791208791,0.04945054945054945,182,480,0.0020833333333333333,0.37916666666666665
224604008,0.553921568627451,0.4068627450980392,0.0392156862745098,204,506,0.001976284584980237,0.4031620553359684
224604009,0.5054945054945055,0.4249084249084249,0.0695970695970696,273,620,0.0016129032258064516,0.4403225806451613
224604010,0.4838709677419355,0.41935483870967744,0.0967741935483871,186,480,0.0020833333333333333,0.3875
224604011,0.5299145299145299,0.358974358974359,0.1111111111111111,117,296,0.0033783783783783786,0.3952702702702703
224604012,0.5016835016835017,0.45454545454545453,0.04377104377104377,297,664,0.0015060240963855422,0.44728915662650603
224604013,0.4206896551724138,0.5137931034482759,0.06551724137931035,290,662,0.0015105740181268882,0.4380664652567976
224604016,0.5112781954887218,0.40601503759398494,0.08270676691729323,266,678,0.0014749262536873156,0.39233038348082594
224604018,0.503448275862069,0.3931034482758621,0.10344827586206896,145,342,0.0029239766081871343,0.4239766081871345
224604019,0.392,0.528,0.08,125,380,0.002631578947368421,0.32894736842105265
224604020,0.6258064516129033,0.3096774193548387,0.06451612903225806,155,405,0.0024691358024691358,0.38271604938271603
224604021,0.5644171779141104,0.36809815950920244,0.06748466257668712,163,402,0.0024875621890547263,0.4054726368159204
224604022,0.4473684210526316,0.4517543859649123,0.10087719298245613,228,526,0.0019011406844106464,0.43346007604562736
224604023,0.4474885844748858,0.4383561643835616,0.1141552511415525,219,544,0.001838235294117647,0.4025735294117647
224604024,0.548,0.36,0.092,250,565,0.0017699115044247787,0.4424778761061947
224604025,0.4115384615384615,0.5038461538461538,0.08461538461538462,260,624,0.0016025641025641025,0.4166666666666667
224604027,0.5233918128654971,0.4064327485380117,0.07017543859649122,342,734,0.0013623978201634877,0.4659400544959128
224604028,0.46710526315789475,0.4342105263157895,0.09868421052631579,304,631,0.001584786053882726,0.48177496038034867
224604029,0.5073313782991202,0.39882697947214074,0.093841642228739,341,772,0.0012953367875647669,0.4417098445595855
224604030,0.375968992248062,0.5310077519379846,0.09302325581395349,258,571,0.0017513134851138354,0.45183887915936954
224604031,0.48484848484848486,0.42424242424242425,0.09090909090909091,165,333,0.003003003003003003,0.4954954954954955
224604032,0.43478260869565216,0.47391304347826085,0.09130434782608696,230,453,0.002207505518763797,0.5077262693156733
224604033,0.4388059701492537,0.49850746268656715,0.0626865671641791,335,708,0.0014124293785310732,0.4731638418079096
224604034,0.48344370860927155,0.46357615894039733,0.052980132450331126,151,340,0.0029411764705882353,0.4441176470588235
224604035,0.5072463768115942,0.41545893719806765,0.07729468599033816,207,437,0.002288329519450801,0.47368421052631576
224604036,0.5461538461538461,0.3923076923076923,0.06153846153846154,260,593,0.0016863406408094434,0.43844856661045534
224604037,0.41081081081081083,0.42702702702702705,0.16216216216216217,185,409,0.0024449877750611247,0.45232273838630804
224604038,0.5665024630541872,0.3251231527093596,0.10837438423645321,203,424,0.0023584905660377358,0.47877358490566035
224604039,0.5021834061135371,0.40611353711790393,0.09170305676855896,229,458,0.002183406113537118,0.5
224604040,0.484375,0.4270833333333333,0.08854166666666667,192,436,0.002293577981651376,0.44036697247706424
224604042,0.4873096446700508,0.41624365482233505,0.09644670050761421,197,478,0.0020920502092050207,0.4121338912133891
224604043,0.4977168949771689,0.4063926940639269,0.0958904109589041,219,491,0.002036659877800407,0.4460285132382892
224604044,0.5469387755102041,0.3306122448979592,0.12244897959183673,245,573,0.0017452006980802793,0.42757417102966844
224604045,0.4325581395348837,0.4790697674418605,0.08837209302325581,215,486,0.0020576131687242796,0.44238683127572015
224604046,0.5490909090909091,0.4509090909090909,0.0,275,616,0.0016233766233766235,0.44642857142857145
224604047,0.42342342342342343,0.49099099099099097,0.08558558558558559,222,588,0.0017006802721088435,0.37755102040816324
224604048,0.5365853658536586,0.3853658536585366,0.07804878048780488,205,450,0.0022222222222222222,0.45555555555555555
224604049,0.4505928853754941,0.49407114624505927,0.05533596837944664,253,258,0.003875968992248062,0.9806201550387597
224604050,0.46808510638297873,0.48226950354609927,0.04964539007092199,141,343,0.0029154518950437317,0.4110787172011662
224604051,0.543918918918919,0.36824324324324326,0.08783783783783784,296,679,0.001472754050073638,0.43593519882179677
224604052,0.6214689265536724,0.3389830508474576,0.03954802259887006,177,379,0.002638522427440633,0.46701846965699206
224604053,0.5138888888888888,0.3888888888888889,0.09722222222222222,288,672,0.001488095238095238,0.42857142857142855
224604054,0.585,0.38,0.035,200,563,0.0017761989342806395,0.3552397868561279
224604055,0.5251141552511416,0.4063926940639269,0.0684931506849315,219,468,0.002136752136752137,0.46794871794871795
224604056,0.42028985507246375,0.48792270531400966,0.09178743961352658,207,556,0.0017985611510791368,0.3723021582733813
224604057,0.5088967971530249,0.3879003558718861,0.10320284697508897,281,720,0.001388888888888889,0.3902777777777778
224604058,0.5091743119266054,0.43119266055045874,0.05963302752293578,218,504,0.001984126984126984,0.43253968253968256
224604059,0.4594594594594595,0.4594594594594595,0.08108108108108109,185,429,0.002331002331002331,0.43123543123543123
224604060,0.36585365853658536,0.5853658536585366,0.04878048780487805,41,41,0.024390243902439025,1.0
224604061,0.625,0.375,0.0,16,18,0.05555555555555555,0.8888888888888888
224605001,0.5086705202312138,0.4682080924855491,0.023121387283236993,173,409,0.0024449877750611247,0.4229828850855746
224605002,0.4942528735632184,0.4942528735632184,0.011494252873563218,174,515,0.001941747572815534,0.3378640776699029
224605003,0.4147465437788018,0.5299539170506913,0.055299539170506916,217,557,0.0017953321364452424,0.3895870736086176
224605004,0.5123456790123457,0.41975308641975306,0.06790123456790123,162,453,0.002207505518763797,0.3576158940397351
224605005,0.5795454545454546,0.3787878787878788,0.041666666666666664,264,734,0.0013623978201634877,0.35967302452316074
224605006,0.5159817351598174,0.4200913242009132,0.0639269406392694,219,507,0.0019723865877712033,0.4319526627218935
224605007,0.5121951219512195,0.44308943089430897,0.044715447154471545,246,686,0.0014577259475218659,0.358600583090379
224605008,0.5548780487804879,0.40853658536585363,0.036585365853658534,328,801,0.0012484394506866417,0.4094881398252185
224605009,0.6079734219269103,0.3588039867109635,0.03322259136212625,301,771,0.0012970168612191958,0.39040207522697795
224605010,0.5655430711610487,0.39325842696629215,0.04119850187265917,267,689,0.0014513788098693763,0.3875181422351234
224605011,0.5105105105105106,0.46546546546546547,0.024024024024024024,333,824,0.0012135922330097086,0.404126213592233
224605012,0.4831804281345566,0.4801223241590214,0.03669724770642202,327,739,0.0013531799729364006,0.44248985115020295
