секция,населено место,гласове април,гласове юли,спад %,ГЕРБ-СДС април,ГЕРБ-СДС юли,ГЕРБ-СДС спад %,ДПС април,ДПС юли,ДПС спад %,БСП април,БСП юли,БСП спад %,ИТН април,ИТН юли,ИТН спад %,МУТРИ ВЪН! април,МУТРИ ВЪН! юли,МУТРИ ВЪН! спад %,ДБ април,ДБ юли,ДБ спад %
Общо,,390.0,236.0,39.48717948717949,117.0,68.0,41.88034188034188,66.0,5.0,92.42424242424242,61.0,36.0,40.98360655737705,72.0,80.0,-11.11111111111111,5.0,6.0,-20.0,11.0,14.0,-27.27272727272727
081500003,с.Батово,221.0,134.0,39.366515837104075,91.0,32.0,64.83516483516483,18.0,17.0,5.555555555555555,50.0,31.0,38.0,22.0,20.0,9.090909090909092,8.0,6.0,25.0,2.0,3.0,-50.0
Общо,,221.0,134.0,39.366515837104075,91.0,32.0,64.83516483516483,18.0,17.0,5.555555555555555,50.0,31.0,38.0,22.0,20.0,9.090909090909092,8.0,6.0,25.0,2.0,3.0,-50.0
132900024,с.Карабунар,289.0,243.0,15.916955017301039,99.0,74.0,25.252525252525253,2.0,0.0,100.0,103.0,87.0,15.53398058252427,46.0,54.0,-17.391304347826086,5.0,3.0,40.0,1.0,5.0,-400.0
132900025,с.Карабунар,344.0,141.0,59.01162790697675,87.0,57.0,34.48275862068966,152.0,1.0,99.3421052631579,37.0,36.0,2.7027027027027026,23.0,29.0,-26.08695652173913,5.0,2.0,60.0,4.0,2.0,50.0
Общо,,633.0,384.0,39.33649289099526,186.0,131.0,29.56989247311828,154.0,1.0,99.35064935064936,140.0,123.0,12.142857142857142,69.0,83.0,-20.28985507246377,10.0,5.0,50.0,5.0,7.0,-40.0
120400007,с.Мадан,367.0,223.0,39.23705722070845,90.0,35.0,61.111111111111114,46.0,34.0,26.08695652173913,31.0,30.0,3.225806451612903,29.0,52.0,-79.3103448275862,8.0,10.0,-25.0,0.0,2.0,
Общо,,367.0,223.0,39.23705722070845,90.0,35.0,61.111111111111114,46.0,34.0,26.08695652173913,31.0,30.0,3.225806451612903,29.0,52.0,-79.3103448275862,8.0,10.0,-25.0,0.0,2.0,
062100016,с.Ракево,572.0,304.0,46.85314685314685,399.0,82.0,79.4486215538847,4.0,1.0,75.0,43.0,50.0,-16.27906976744186,51.0,117.0,-129.41176470588235,7.0,15.0,-114.28571428571428,6.0,5.0,16.666666666666664
062100019,,,44.0,,,19.0,,,1.0,,,5.0,,,13.0,,,2.0,,,1.0,
Общо,,572.0,348.0,39.16083916083916,399.0,101.0,74.68671679197995,4.0,2.0,50.0,43.0,55.0,-27.906976744186046,51.0,130.0,-154.90196078431373,7.0,17.0,-142.85714285714286,6.0,6.0,0.0
030900019,с.Страхил,23.0,14.0,39.130434782608695,10.0,6.0,40.0,10.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,
Общо,,23.0,14.0,39.130434782608695,10.0,6.0,40.0,10.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,
181400003,с.Вазово,435.0,265.0,39.08045977011494,234.0,46.0,80.34188034188034,129.0,125.0,3.10077519379845,11.0,8.0,27.27272727272727,1.0,10.0,-900.0,0.0,2.0,,37.0,61.0,-64.86486486486487
Общо,,435.0,265.0,39.08045977011494,234.0,46.0,80.34188034188034,129.0,125.0,3.10077519379845,11.0,8.0,27.27272727272727,1.0,10.0,-900.0,0.0,2.0,,37.0,61.0,-64.86486486486487
292800042,с.Капитан Андреево,361.0,220.0,39.05817174515235,215.0,76.0,64.65116279069767,3.0,2.0,33.33333333333333,47.0,38.0,19.148936170212767,42.0,68.0,-61.904761904761905,13.0,13.0,0.0,9.0,4.0,55.55555555555556
Общо,,361.0,220.0,39.05817174515235,215.0,76.0,64.65116279069767,3.0,2.0,33.33333333333333,47.0,38.0,19.148936170212767,42.0,68.0,-61.904761904761905,13.0,13.0,0.0,9.0,4.0,55.55555555555556
020900055,с.Венец,95.0,58.0,38.94736842105263,48.0,15.0,68.75,1.0,1.0,0.0,31.0,12.0,61.29032258064516,4.0,8.0,-100.0,1.0,1.0,0.0,0.0,17.0,
Общо,,95.0,58.0,38.94736842105263,48.0,15.0,68.75,1.0,1.0,0.0,31.0,12.0,61.29032258064516,4.0,8.0,-100.0,1.0,1.0,0.0,0.0,17.0,
123800005,с.Дългоделци,204.0,97.0,52.450980392156865,91.0,13.0,85.71428571428571,42.0,34.0,19.047619047619047,34.0,24.0,29.411764705882355,16.0,22.0,-37.5,3.0,4.0,-33.33333333333333,0.0,0.0,
123800006,с.Дългоделци,149.0,119.0,20.13422818791946,58.0,30.0,48.275862068965516,36.0,12.0,66.66666666666666,19.0,20.0,-5.263157894736842,17.0,40.0,-135.29411764705884,3.0,6.0,-100.0,4.0,4.0,0.0
Общо,,353.0,216.0,38.81019830028329,149.0,43.0,71.14093959731544,78.0,46.0,41.02564102564102,53.0,44.0,16.9811320754717,33.0,62.0,-87.87878787878788,6.0,10.0,-66.66666666666666,4.0,4.0,0.0
122400035,с.Долно Линево,116.0,71.0,38.793103448275865,59.0,13.0,77.96610169491525,5.0,17.0,-240.0,17.0,22.0,-29.411764705882355,10.0,12.0,-20.0,1.0,0.0,100.0,1.0,5.0,-400.0
Общо,,116.0,71.0,38.793103448275865,59.0,13.0,77.96610169491525,5.0,17.0,-240.0,17.0,22.0,-29.411764705882355,10.0,12.0,-20.0,1.0,0.0,100.0,1.0,5.0,-400.0
212000171,с.Желю войвода,281.0,173.0,38.43416370106761,200.0,91.0,54.50000000000001,2.0,2.0,0.0,19.0,15.0,21.052631578947366,19.0,31.0,-63.1578947368421,11.0,14.0,-27.27272727272727,4.0,4.0,0.0
212000172,с.Желю войвода,374.0,231.0,38.23529411764706,297.0,122.0,58.92255892255892,4.0,2.0,50.0,27.0,14.0,48.148148148148145,19.0,23.0,-21.052631578947366,14.0,39.0,-178.57142857142858,0.0,2.0,
212000173,с.Желю войвода,415.0,251.0,39.51807228915663,299.0,140.0,53.17725752508361,1.0,2.0,-100.0,30.0,30.0,0.0,33.0,42.0,-27.27272727272727,12.0,9.0,25.0,2.0,6.0,-200.0
Общо,,1070.0,655.0,38.78504672897196,796.0,353.0,55.653266331658294,7.0,6.0,14.285714285714285,76.0,59.0,22.36842105263158,71.0,96.0,-35.2112676056338,37.0,62.0,-67.56756756756756,6.0,12.0,-100.0
192700204,с.Хотанца,204.0,125.0,38.72549019607843,63.0,31.0,50.79365079365079,4.0,0.0,100.0,81.0,53.0,34.5679012345679,30.0,24.0,20.0,2.0,10.0,-400.0,1.0,1.0,0.0
Общо,,204.0,125.0,38.72549019607843,63.0,31.0,50.79365079365079,4.0,0.0,100.0,81.0,53.0,34.5679012345679,30.0,24.0,20.0,2.0,10.0,-400.0,1.0,1.0,0.0
031300001,гр.Долни чифлик,357.0,296.0,17.086834733893557,180.0,122.0,32.22222222222222,0.0,2.0,,33.0,25.0,24.242424242424242,78.0,91.0,-16.666666666666664,11.0,10.0,9.090909090909092,3.0,8.0,-166.66666666666669
031300002,гр.Долни чифлик,401.0,336.0,16.209476309226932,169.0,113.0,33.13609467455622,2.0,1.0,50.0,39.0,43.0,-10.256410256410255,64.0,89.0,-39.0625,23.0,30.0,-30.434782608695656,23.0,21.0,8.695652173913043
031300003,гр.Долни чифлик,407.0,267.0,34.3980343980344,228.0,99.0,56.57894736842105,0.0,3.0,,57.0,51.0,10.526315789473683,60.0,69.0,-15.0,12.0,9.0,25.0,3.0,5.0,-66.66666666666666
031300004,гр.Долни чифлик,349.0,235.0,32.664756446991404,143.0,66.0,53.84615384615385,47.0,25.0,46.808510638297875,48.0,33.0,31.25,60.0,70.0,-16.666666666666664,8.0,12.0,-50.0,5.0,9.0,-80.0
031300005,гр.Долни чифлик,311.0,77.0,75.2411575562701,116.0,15.0,87.06896551724138,137.0,23.0,83.21167883211679,26.0,20.0,23.076923076923077,7.0,6.0,14.285714285714285,5.0,8.0,-60.0,1.0,0.0,100.0
031300006,гр.Долни чифлик,381.0,176.0,53.805774278215225,191.0,38.0,80.10471204188482,86.0,50.0,41.86046511627907,46.0,20.0,56.52173913043478,23.0,36.0,-56.52173913043478,4.0,10.0,-150.0,0.0,5.0,
031300007,гр.Долни чифлик,328.0,182.0,44.51219512195122,165.0,77.0,53.333333333333336,60.0,11.0,81.66666666666667,41.0,19.0,53.65853658536586,23.0,50.0,-117.3913043478261,5.0,3.0,40.0,3.0,4.0,-33.33333333333333
031300030,гр.Долни чифлик,26.0,,,24.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.0,,
Общо,,2560.0,1569.0,38.7109375,1216.0,530.0,56.414473684210535,332.0,115.0,65.36144578313254,291.0,211.0,27.491408934707906,316.0,411.0,-30.063291139240505,68.0,82.0,-20.588235294117645,38.0,52.0,-36.84210526315789
031300008,с.Пчелник,269.0,188.0,30.111524163568777,85.0,47.0,44.70588235294118,33.0,33.0,0.0,38.0,35.0,7.894736842105263,35.0,36.0,-2.857142857142857,9.0,8.0,11.11111111111111,6.0,1.0,83.33333333333334
031300009,с.Пчелник,315.0,171.0,45.714285714285715,115.0,50.0,56.52173913043478,130.0,71.0,45.38461538461539,18.0,17.0,5.555555555555555,17.0,18.0,-5.88235294117647,2.0,3.0,-50.0,1.0,1.0,0.0
Общо,,584.0,359.0,38.52739726027397,200.0,97.0,51.5,163.0,104.0,36.19631901840491,56.0,52.0,7.142857142857142,52.0,54.0,-3.8461538461538463,11.0,11.0,0.0,7.0,2.0,71.42857142857143
131900155,с.Братаница,377.0,271.0,28.116710875331563,130.0,67.0,48.46153846153846,0.0,0.0,,53.0,40.0,24.528301886792452,90.0,92.0,-2.2222222222222223,24.0,14.0,41.66666666666667,9.0,15.0,-66.66666666666666
131900156,с.Братаница,226.0,100.0,55.75221238938053,118.0,22.0,81.35593220338984,21.0,3.0,85.71428571428571,36.0,19.0,47.22222222222222,20.0,27.0,-35.0,4.0,5.0,-25.0,2.0,3.0,-50.0
Общо,,603.0,371.0,38.47429519071311,248.0,89.0,64.11290322580645,21.0,3.0,85.71428571428571,89.0,59.0,33.70786516853933,110.0,119.0,-8.181818181818182,28.0,19.0,32.142857142857146,11.0,18.0,-63.63636363636363
131900179,с.Огняново,263.0,213.0,19.011406844106464,77.0,74.0,3.896103896103896,0.0,0.0,,44.0,31.0,29.545454545454547,71.0,69.0,2.8169014084507045,10.0,5.0,50.0,11.0,8.0,27.27272727272727
131900180,с.Огняново,255.0,89.0,65.09803921568627,109.0,31.0,71.55963302752293,28.0,0.0,100.0,21.0,12.0,42.857142857142854,64.0,34.0,46.875,7.0,1.0,85.71428571428571,4.0,2.0,50.0
131900203,с.Огняново,231.0,159.0,31.16883116883117,68.0,51.0,25.0,5.0,0.0,100.0,35.0,18.0,48.57142857142857,77.0,61.0,20.77922077922078,8.0,14.0,-75.0,7.0,8.0,-14.285714285714285
Общо,,749.0,461.0,38.45126835781041,254.0,156.0,38.582677165354326,33.0,0.0,100.0,100.0,61.0,39.0,212.0,164.0,22.641509433962266,25.0,20.0,20.0,22.0,18.0,18.181818181818183
053700007,с.Горни Лом,119.0,81.0,31.932773109243694,78.0,23.0,70.51282051282051,5.0,12.0,-140.0,18.0,17.0,5.555555555555555,9.0,16.0,-77.77777777777779,2.0,5.0,-150.0,2.0,5.0,-150.0
053700008,с.Горни Лом,157.0,89.0,43.31210191082803,92.0,44.0,52.17391304347826,16.0,12.0,25.0,16.0,10.0,37.5,14.0,13.0,7.142857142857142,6.0,2.0,66.66666666666666,1.0,6.0,-500.0
Общо,,276.0,170.0,38.405797101449274,170.0,67.0,60.588235294117645,21.0,24.0,-14.285714285714285,34.0,27.0,20.588235294117645,23.0,29.0,-26.08695652173913,8.0,7.0,12.5,3.0,11.0,-266.66666666666663
062100001,гр.Криводол,263.0,185.0,29.65779467680608,112.0,42.0,62.5,7.0,0.0,100.0,50.0,32.0,36.0,30.0,64.0,-113.33333333333333,6.0,15.0,-150.0,2.0,5.0,-150.0
062100002,гр.Криводол,294.0,213.0,27.55102040816326,135.0,66.0,51.11111111111111,2.0,3.0,-50.0,40.0,31.0,22.5,43.0,70.0,-62.7906976744186,11.0,17.0,-54.54545454545454,2.0,3.0,-50.0
062100003,гр.Криводол,317.0,244.0,23.02839116719243,94.0,57.0,39.361702127659576,9.0,4.0,55.55555555555556,58.0,40.0,31.03448275862069,56.0,75.0,-33.92857142857143,12.0,19.0,-58.333333333333336,7.0,10.0,-42.857142857142854
062100004,гр.Криводол,389.0,242.0,37.789203084832906,234.0,44.0,81.19658119658119,10.0,3.0,70.0,46.0,47.0,-2.1739130434782608,44.0,94.0,-113.63636363636364,11.0,22.0,-100.0,3.0,5.0,-66.66666666666666
062100019,гр.Криводол,62.0,,,39.0,,,2.0,,,6.0,,,7.0,,,0.0,,,0.0,,
062100020,гр.Криводол,46.0,,,32.0,,,0.0,,,7.0,,,2.0,,,0.0,,,1.0,,
062100021,гр.Криводол,44.0,,,18.0,,,2.0,,,15.0,,,4.0,,,1.0,,,0.0,,
062100022,гр.Криводол,20.0,,,12.0,,,3.0,,,1.0,,,1.0,,,0.0,,,0.0,,
Общо,,1435.0,884.0,38.397212543554005,676.0,209.0,69.0828402366864,35.0,10.0,71.42857142857143,223.0,150.0,32.73542600896861,187.0,303.0,-62.03208556149733,41.0,73.0,-78.04878048780488,15.0,23.0,-53.333333333333336
120700009,с.Василовци,265.0,176.0,33.58490566037736,146.0,53.0,63.6986301369863,30.0,21.0,30.0,32.0,28.0,12.5,25.0,53.0,-112.00000000000001,2.0,3.0,-50.0,5.0,9.0,-80.0
120700010,с.Василовци,303.0,174.0,42.57425742574257,150.0,51.0,66.0,38.0,7.0,81.57894736842105,37.0,44.0,-18.91891891891892,42.0,49.0,-16.666666666666664,9.0,6.0,33.33333333333333,0.0,1.0,
Общо,,568.0,350.0,38.38028169014084,296.0,104.0,64.86486486486487,68.0,28.0,58.82352941176471,69.0,72.0,-4.3478260869565215,67.0,102.0,-52.23880597014925,11.0,9.0,18.181818181818183,5.0,10.0,-100.0
081200043,с.Спасово,123.0,63.0,48.78048780487805,21.0,8.0,61.904761904761905,5.0,6.0,-20.0,49.0,28.0,42.857142857142854,8.0,7.0,12.5,1.0,2.0,-100.0,6.0,3.0,50.0
081200044,с.Спасово,83.0,64.0,22.89156626506024,16.0,12.0,25.0,9.0,9.0,0.0,31.0,11.0,64.51612903225806,4.0,9.0,-125.0,0.0,6.0,,4.0,6.0,-50.0
Общо,,206.0,127.0,38.349514563106794,37.0,20.0,45.94594594594595,14.0,15.0,-7.142857142857142,80.0,39.0,51.24999999999999,12.0,16.0,-33.33333333333333,1.0,8.0,-700.0,10.0,9.0,10.0
043100013,с.Камен,290.0,174.0,40.0,93.0,12.0,87.09677419354838,88.0,43.0,51.13636363636363,47.0,40.0,14.893617021276595,30.0,47.0,-56.666666666666664,3.0,6.0,-100.0,11.0,12.0,-9.090909090909092
043100014,с.Камен,331.0,209.0,36.85800604229607,133.0,40.0,69.92481203007519,113.0,50.0,55.75221238938053,38.0,51.0,-34.21052631578947,27.0,43.0,-59.25925925925925,1.0,2.0,-100.0,3.0,3.0,0.0
Общо,,621.0,383.0,38.32528180354267,226.0,52.0,76.99115044247787,201.0,93.0,53.73134328358209,85.0,91.0,-7.0588235294117645,57.0,90.0,-57.89473684210527,4.0,8.0,-100.0,14.0,15.0,-7.142857142857142
302200027,с.Мировци,94.0,58.0,38.297872340425535,12.0,15.0,-25.0,21.0,3.0,85.71428571428571,21.0,15.0,28.57142857142857,15.0,18.0,-20.0,2.0,1.0,50.0,2.0,1.0,50.0
Общо,,94.0,58.0,38.297872340425535,12.0,15.0,-25.0,21.0,3.0,85.71428571428571,21.0,15.0,28.57142857142857,15.0,18.0,-20.0,2.0,1.0,50.0,2.0,1.0,50.0
130800043,с.Света Петка,388.0,206.0,46.90721649484536,183.0,58.0,68.30601092896174,174.0,119.0,31.60919540229885,7.0,4.0,42.857142857142854,12.0,19.0,-58.333333333333336,4.0,1.0,75.0,0.0,2.0,
130800044,с.Света Петка,319.0,231.0,27.586206896551722,122.0,51.0,58.19672131147541,172.0,148.0,13.953488372093023,2.0,5.0,-150.0,17.0,18.0,-5.88235294117647,1.0,3.0,-200.0,1.0,4.0,-300.0
Общо,,707.0,437.0,38.189533239038184,305.0,109.0,64.26229508196721,346.0,267.0,22.832369942196532,9.0,9.0,0.0,29.0,37.0,-27.586206896551722,5.0,4.0,20.0,1.0,6.0,-500.0
153700002,с.Глава,231.0,135.0,41.55844155844156,120.0,53.0,55.833333333333336,42.0,17.0,59.523809523809526,8.0,19.0,-137.5,26.0,27.0,-3.8461538461538463,11.0,10.0,9.090909090909092,0.0,0.0,
153700003,с.Глава,314.0,202.0,35.6687898089172,178.0,58.0,67.41573033707866,59.0,42.0,28.8135593220339,26.0,42.0,-61.53846153846154,23.0,42.0,-82.6086956521739,8.0,6.0,25.0,0.0,0.0,
Общо,,545.0,337.0,38.1651376146789,298.0,111.0,62.751677852349,101.0,59.0,41.584158415841586,34.0,61.0,-79.41176470588235,49.0,69.0,-40.816326530612244,19.0,16.0,15.789473684210526,0.0,0.0,
102700014,с.Цървище,42.0,26.0,38.095238095238095,31.0,15.0,51.61290322580645,1.0,1.0,0.0,2.0,5.0,-150.0,5.0,4.0,20.0,1.0,0.0,100.0,0.0,0.0,
Общо,,42.0,26.0,38.095238095238095,31.0,15.0,51.61290322580645,1.0,1.0,0.0,2.0,5.0,-150.0,5.0,4.0,20.0,1.0,0.0,100.0,0.0,0.0,
102700012,с.Боровец,42.0,26.0,38.095238095238095,25.0,11.0,56.00000000000001,2.0,0.0,100.0,7.0,9.0,-28.57142857142857,4.0,2.0,50.0,2.0,3.0,-50.0,0.0,0.0,
Общо,,42.0,26.0,38.095238095238095,25.0,11.0,56.00000000000001,2.0,0.0,100.0,7.0,9.0,-28.57142857142857,4.0,2.0,50.0,2.0,3.0,-50.0,0.0,0.0,
212000177,с.Калояново,331.0,205.0,38.066465256797585,139.0,65.0,53.23741007194245,66.0,13.0,80.3030303030303,45.0,54.0,-20.0,32.0,37.0,-15.625,21.0,13.0,38.095238095238095,7.0,9.0,-28.57142857142857
Общо,,331.0,205.0,38.066465256797585,139.0,65.0,53.23741007194245,66.0,13.0,80.3030303030303,45.0,54.0,-20.0,32.0,37.0,-15.625,21.0,13.0,38.095238095238095,7.0,9.0,-28.57142857142857
212000164,с.Глуфишево,208.0,129.0,37.980769230769226,55.0,42.0,23.636363636363637,55.0,0.0,100.0,39.0,21.0,46.15384615384615,22.0,36.0,-63.63636363636363,9.0,15.0,-66.66666666666666,1.0,6.0,-500.0
Общо,,208.0,129.0,37.980769230769226,55.0,42.0,23.636363636363637,55.0,0.0,100.0,39.0,21.0,46.15384615384615,22.0,36.0,-63.63636363636363,9.0,15.0,-66.66666666666666,1.0,6.0,-500.0
132400013,с.Дорково,427.0,306.0,28.337236533957842,177.0,91.0,48.58757062146893,76.0,45.0,40.78947368421053,77.0,69.0,10.38961038961039,48.0,63.0,-31.25,4.0,7.0,-75.0,8.0,9.0,-12.5
132400014,с.Дорково,440.0,261.0,40.68181818181818,151.0,66.0,56.29139072847682,104.0,35.0,66.34615384615384,71.0,64.0,9.859154929577464,59.0,54.0,8.47457627118644,3.0,6.0,-100.0,9.0,14.0,-55.55555555555556
132400015,с.Дорково,430.0,238.0,44.651162790697676,131.0,37.0,71.7557251908397,167.0,75.0,55.08982035928144,25.0,37.0,-48.0,44.0,55.0,-25.0,5.0,5.0,0.0,18.0,21.0,-16.666666666666664
Общо,,1297.0,805.0,37.933693138010796,459.0,194.0,57.73420479302832,347.0,155.0,55.3314121037464,173.0,170.0,1.7341040462427744,151.0,172.0,-13.90728476821192,12.0,18.0,-50.0,35.0,44.0,-25.71428571428571
014900014,с.Никудин,37.0,23.0,37.83783783783784,6.0,6.0,0.0,0.0,0.0,,10.0,3.0,70.0,2.0,3.0,-50.0,1.0,5.0,-400.0,0.0,0.0,
Общо,,37.0,23.0,37.83783783783784,6.0,6.0,0.0,0.0,0.0,,10.0,3.0,70.0,2.0,3.0,-50.0,1.0,5.0,-400.0,0.0,0.0,
010300121,с.Покровник,439.0,273.0,37.81321184510251,184.0,63.0,65.76086956521739,20.0,14.0,30.0,42.0,20.0,52.38095238095239,80.0,87.0,-8.75,13.0,16.0,-23.076923076923077,23.0,22.0,4.3478260869565215
Общо,,439.0,273.0,37.81321184510251,184.0,63.0,65.76086956521739,20.0,14.0,30.0,42.0,20.0,52.38095238095239,80.0,87.0,-8.75,13.0,16.0,-23.076923076923077,23.0,22.0,4.3478260869565215
111900024,с.Бежаново,181.0,105.0,41.988950276243095,59.0,34.0,42.3728813559322,40.0,16.0,60.0,18.0,9.0,50.0,38.0,29.0,23.684210526315788,5.0,6.0,-20.0,0.0,3.0,
111900025,с.Бежаново,147.0,99.0,32.6530612244898,38.0,26.0,31.57894736842105,25.0,3.0,88.0,27.0,21.0,22.22222222222222,22.0,21.0,4.545454545454546,3.0,9.0,-200.0,9.0,9.0,0.0
Общо,,328.0,204.0,37.80487804878049,97.0,60.0,38.144329896907216,65.0,19.0,70.76923076923077,45.0,30.0,33.33333333333333,60.0,50.0,16.666666666666664,8.0,15.0,-87.5,9.0,12.0,-33.33333333333333
111900020,с.Дерманци,259.0,183.0,29.343629343629345,106.0,48.0,54.71698113207547,10.0,4.0,60.0,55.0,42.0,23.636363636363637,56.0,65.0,-16.071428571428573,8.0,8.0,0.0,4.0,5.0,-25.0
111900021,с.Дерманци,200.0,160.0,20.0,74.0,36.0,51.35135135135135,9.0,3.0,66.66666666666666,36.0,45.0,-25.0,53.0,47.0,11.320754716981133,6.0,4.0,33.33333333333333,1.0,4.0,-300.0
111900022,с.Дерманци,359.0,166.0,53.760445682451255,172.0,31.0,81.97674418604652,44.0,30.0,31.818181818181817,44.0,33.0,25.0,64.0,43.0,32.8125,14.0,8.0,42.857142857142854,7.0,10.0,-42.857142857142854
Общо,,818.0,509.0,37.775061124694375,352.0,115.0,67.32954545454545,63.0,37.0,41.269841269841265,135.0,120.0,11.11111111111111,173.0,155.0,10.404624277456648,28.0,20.0,28.57142857142857,12.0,19.0,-58.333333333333336
152400230,с.Търнене,257.0,160.0,37.7431906614786,68.0,29.0,57.35294117647059,84.0,4.0,95.23809523809523,34.0,34.0,0.0,24.0,39.0,-62.5,7.0,4.0,42.857142857142854,13.0,37.0,-184.6153846153846
Общо,,257.0,160.0,37.7431906614786,68.0,29.0,57.35294117647059,84.0,4.0,95.23809523809523,34.0,34.0,0.0,24.0,39.0,-62.5,7.0,4.0,42.857142857142854,13.0,37.0,-184.6153846153846
015200004,с.Блатска,266.0,166.0,37.59398496240601,156.0,49.0,68.58974358974359,64.0,60.0,6.25,11.0,16.0,-45.45454545454545,9.0,24.0,-166.66666666666669,8.0,10.0,-25.0,0.0,0.0,
Общо,,266.0,166.0,37.59398496240601,156.0,49.0,68.58974358974359,64.0,60.0,6.25,11.0,16.0,-45.45454545454545,9.0,24.0,-166.66666666666669,8.0,10.0,-25.0,0.0,0.0,
021700045,с.Страцин,211.0,146.0,30.80568720379147,10.0,8.0,20.0,159.0,107.0,32.70440251572327,17.0,8.0,52.94117647058824,6.0,9.0,-50.0,3.0,4.0,-33.33333333333333,1.0,1.0,0.0
021700046,с.Страцин,292.0,168.0,42.465753424657535,9.0,14.0,-55.55555555555556,230.0,126.0,45.21739130434783,12.0,8.0,33.33333333333333,14.0,10.0,28.57142857142857,9.0,2.0,77.77777777777779,1.0,1.0,0.0
Общо,,503.0,314.0,37.57455268389662,19.0,22.0,-15.789473684210526,389.0,233.0,40.102827763496144,29.0,16.0,44.827586206896555,20.0,19.0,5.0,12.0,6.0,50.0,2.0,2.0,0.0
082000006,с.Лозенец,181.0,113.0,37.569060773480665,94.0,17.0,81.91489361702128,58.0,55.0,5.172413793103448,17.0,12.0,29.411764705882355,2.0,17.0,-750.0,1.0,3.0,-200.0,1.0,3.0,-200.0
Общо,,181.0,113.0,37.569060773480665,94.0,17.0,81.91489361702128,58.0,55.0,5.172413793103448,17.0,12.0,29.411764705882355,2.0,17.0,-750.0,1.0,3.0,-200.0,1.0,3.0,-200.0
131400003,с.Динката,182.0,123.0,32.417582417582416,36.0,25.0,30.555555555555557,16.0,15.0,6.25,35.0,32.0,8.571428571428571,40.0,32.0,20.0,4.0,10.0,-150.0,1.0,2.0,-100.0
131400010,с.Динката,239.0,140.0,41.42259414225941,62.0,20.0,67.74193548387096,89.0,93.0,-4.49438202247191,8.0,9.0,-12.5,17.0,12.0,29.411764705882355,0.0,2.0,,0.0,0.0,
Общо,,421.0,263.0,37.52969121140142,98.0,45.0,54.08163265306123,105.0,108.0,-2.857142857142857,43.0,41.0,4.651162790697675,57.0,44.0,22.807017543859647,4.0,12.0,-200.0,1.0,2.0,-100.0
293400124,с.Брягово,144.0,90.0,37.5,66.0,13.0,80.3030303030303,10.0,13.0,-30.0,38.0,41.0,-7.894736842105263,8.0,10.0,-25.0,3.0,1.0,66.66666666666666,3.0,4.0,-33.33333333333333
Общо,,144.0,90.0,37.5,66.0,13.0,80.3030303030303,10.0,13.0,-30.0,38.0,41.0,-7.894736842105263,8.0,10.0,-25.0,3.0,1.0,66.66666666666666,3.0,4.0,-33.33333333333333
212400009,с.Сборище,268.0,211.0,21.26865671641791,82.0,61.0,25.609756097560975,2.0,2.0,0.0,65.0,43.0,33.84615384615385,46.0,53.0,-15.217391304347828,17.0,14.0,17.647058823529413,14.0,11.0,21.428571428571427
212400010,с.Сборище,253.0,116.0,54.1501976284585,59.0,46.0,22.033898305084744,92.0,2.0,97.82608695652173,39.0,22.0,43.58974358974359,23.0,18.0,21.73913043478261,2.0,3.0,-50.0,5.0,7.0,-40.0
Общо,,521.0,327.0,37.23608445297505,141.0,107.0,24.113475177304963,94.0,4.0,95.74468085106383,104.0,65.0,37.5,69.0,71.0,-2.898550724637681,19.0,17.0,10.526315789473683,19.0,18.0,5.263157894736842
221800016,с.Средец,180.0,113.0,37.22222222222222,75.0,24.0,68.0,12.0,6.0,50.0,51.0,39.0,23.52941176470588,9.0,18.0,-100.0,16.0,13.0,18.75,7.0,5.0,28.57142857142857
Общо,,180.0,113.0,37.22222222222222,75.0,24.0,68.0,12.0,6.0,50.0,51.0,39.0,23.52941176470588,9.0,18.0,-100.0,16.0,13.0,18.75,7.0,5.0,28.57142857142857
282200040,с.Паничино,78.0,49.0,37.17948717948718,6.0,8.0,-33.33333333333333,60.0,31.0,48.333333333333336,7.0,1.0,85.71428571428571,2.0,5.0,-150.0,0.0,1.0,,0.0,2.0,
Общо,,78.0,49.0,37.17948717948718,6.0,8.0,-33.33333333333333,60.0,31.0,48.333333333333336,7.0,1.0,85.71428571428571,2.0,5.0,-150.0,0.0,1.0,,0.0,2.0,
310700022,с.Изгрев,170.0,107.0,37.05882352941177,47.0,27.0,42.5531914893617,3.0,3.0,0.0,63.0,23.0,63.49206349206349,32.0,27.0,15.625,3.0,1.0,66.66666666666666,2.0,4.0,-100.0
Общо,,170.0,107.0,37.05882352941177,47.0,27.0,42.5531914893617,3.0,3.0,0.0,63.0,23.0,63.49206349206349,32.0,27.0,15.625,3.0,1.0,66.66666666666666,2.0,4.0,-100.0
103100010,с.Лиляч,54.0,34.0,37.03703703703704,19.0,12.0,36.84210526315789,2.0,2.0,0.0,20.0,8.0,60.0,0.0,8.0,,1.0,1.0,0.0,0.0,0.0,
Общо,,54.0,34.0,37.03703703703704,19.0,12.0,36.84210526315789,2.0,2.0,0.0,20.0,8.0,60.0,0.0,8.0,,1.0,1.0,0.0,0.0,0.0,
