id,ГЕРБ,БСП,ДПС,РЕФОРМАТОРСКИ БЛОК,ПФ (НФСБ-ВМРО),ББЦ,АТАКА,АБВ,Движение 21,Глас Народен,РЕПУБЛИКА БГ,ЗЕЛЕНИТЕ,Нова България,НОВА АЛТЕРНАТИВА,ОБЕДИНЕНА БЪЛГАРИЯ,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ,НДСВ,ПАРТИЯ НА ЗЕЛЕНИТЕ,ДЕСНИТЕ,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ,НОВА СИЛА,БНС-НД,СОЦИАЛДЕМ. ПАРТИЯ,ОБЩЕСТВО ЗА НОВА БГ,НОВОТО ВРЕМЕ,независими,не подкрепям никого,невалидни,total_valid,total,eligible_voters,n_stations
2868,29,30,181,27,11,8,18,6,0,1,1,1,1,1,1,1,1,1,0,0,0.0,0,0,0.0,0,0.0,0,18,319.0,337.0,598,1
2871,38,73,101,7,9,31,2,6,0,0,0,0,1,2,0,3,1,0,2,0,0.0,0,0,0.0,0,0.0,0,27,276.0,303.0,589,1
2885,101,92,14,1,7,12,8,1,1,0,3,0,1,1,0,0,2,0,0,1,0.0,1,0,1.0,2,0.0,0,29,249.0,278.0,747,1
2899,21,20,3,2,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,1,59.0,60.0,110,1
2909,19,23,8,2,0,4,3,12,1,0,1,0,1,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0.0,0,4,76.0,80.0,136,1
2912,32,62,28,4,5,8,3,4,0,1,0,0,0,0,0,3,0,0,1,0,0.0,0,1,0.0,0,0.0,0,14,152.0,166.0,302,1
2935,156,92,95,24,32,33,13,23,1,2,15,1,1,0,1,1,1,1,2,0,1.0,0,0,0.0,1,0.0,0,23,496.0,519.0,850,1
2957,40,48,88,5,33,7,7,6,0,0,0,0,1,0,1,1,1,0,2,1,1.0,1,1,0.0,0,0.0,0,28,244.0,272.0,430,1
2960,286,113,14,63,63,137,18,12,1,2,1,1,3,3,2,5,4,2,2,2,3.0,0,0,1.0,0,1.0,0,89,739.0,828.0,1410,2
2974,73,27,2,3,14,16,3,6,0,0,0,0,2,0,0,1,0,0,0,1,0.0,0,1,0.0,0,0.0,0,22,149.0,171.0,291,1
2988,28,9,7,0,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,51.0,53.0,77,1
2991,5,2,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,2,0.0,0,0.0,0,1,226.0,227.0,526,1
3006,5,3,170,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,182.0,190.0,448,1
3017,6,3,90,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0,4,121.0,125.0,168,1
3023,6,19,5,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0,0,0.0,0,0.0,0,2,36.0,38.0,49,1
3037,17,53,291,26,6,6,4,2,0,0,0,0,4,0,0,0,4,0,1,1,0.0,0,1,0.0,0,0.0,0,17,416.0,433.0,800,1
3040,11,24,2,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,46.0,52.0,66,1
3054,83,15,33,1,3,3,3,2,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0,0,3.0,1,0.0,0,6,150.0,156.0,308,1
3068,88,43,90,6,24,17,16,3,0,0,0,0,0,0,1,0,1,2,2,1,0.0,0,1,1.0,0,0.0,0,46,296.0,342.0,593,1
3085,53,80,45,11,10,29,4,2,0,1,1,2,0,0,0,0,1,0,1,0,0.0,1,0,0.0,0,0.0,0,48,241.0,289.0,630,1
3099,16,13,1,4,9,5,6,4,1,1,4,0,0,0,0,1,0,0,0,0,0.0,1,0,0.0,0,0.0,0,5,66.0,71.0,121,1
3109,42,34,1,16,40,36,9,7,0,0,0,1,1,8,0,0,0,0,0,0,1.0,1,1,0.0,0,0.0,0,22,198.0,220.0,476,1
3112,38,63,30,5,2,9,31,0,0,0,6,0,0,0,0,1,0,0,1,1,0.0,0,0,0.0,0,0.0,0,13,187.0,200.0,403,1
3143,72,84,188,17,30,19,20,14,1,6,5,1,4,1,0,5,0,0,1,0,0.0,1,0,0.0,0,0.0,0,34,469.0,503.0,1001,2
3157,3,16,2,0,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0.0,0,0.0,0,3,29.0,32.0,60,1
3174,39,12,53,3,9,24,0,2,0,1,0,1,2,2,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,21,150.0,171.0,276,1
3188,7,0,50,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,60.0,60.0,75,1
3191,49,23,79,8,12,6,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1.0,0,0.0,0,12,184.0,196.0,211,1
3201,43,28,30,9,2,5,5,3,0,0,0,0,1,0,0,1,0,0,0,0,2.0,0,0,1.0,0,0.0,0,12,130.0,142.0,255,1
3215,60,67,390,11,20,9,5,6,0,0,2,2,2,0,0,3,1,0,1,1,2.0,0,0,1.0,0,0.0,0,44,583.0,627.0,1787,1
3229,103,173,17,10,81,23,27,6,1,1,0,1,2,2,0,6,4,1,0,2,0.0,0,1,0.0,1,0.0,0,21,462.0,483.0,929,2
3258,3,3,25,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,37.0,37.0,30,1
3263,16,19,2,6,5,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,58.0,62.0,96,1
3280,45,73,5,9,13,11,7,5,2,0,2,0,1,1,0,0,1,0,0,2,1.0,0,0,1.0,0,0.0,0,10,179.0,189.0,449,1
3294,191,65,12,44,13,36,18,31,0,3,0,1,1,0,0,2,3,0,0,0,0.0,10,1,1.0,0,0.0,0,43,432.0,475.0,1000,2
3304,424,90,9,67,74,47,27,28,7,9,2,4,4,5,3,1,1,0,3,0,3.0,2,2,0.0,1,0.0,0,58,813.0,871.0,1516,2
3318,17,27,24,1,4,53,19,3,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0.0,0,11,151.0,162.0,283,1
3321,14,27,13,1,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,2,63.0,65.0,87,1
3366,507,1291,113,164,298,500,331,231,34,22,32,17,8,52,9,11,29,3,2,5,10.0,4,7,2.0,8,0.0,0,271,3690.0,3961.0,7599,11
3373,36,25,90,2,14,14,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0.0,0,0.0,0,19,188.0,207.0,335,1
3383,26,12,3,2,4,6,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,60.0,63.0,70,1
3397,16,24,20,5,5,38,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0.0,0,12,118.0,130.0,200,1
3407,18,16,2,2,4,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,2,56.0,58.0,96,1
3410,26,2,240,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,0,0.0,0,13,275.0,288.0,858,1
3438,57,52,19,4,19,50,14,16,0,0,0,1,0,0,2,3,1,0,0,1,1.0,1,0,0.0,0,0.0,0,10,241.0,251.0,581,1
3441,137,49,6,10,17,91,12,10,0,0,0,1,0,0,0,1,0,2,0,1,0.0,2,3,0.0,0,0.0,0,20,342.0,362.0,535,1
3455,7,5,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,3,23.0,26.0,26,1
3469,39,33,5,8,4,47,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,4,148.0,152.0,210,1
3472,7,4,332,3,0,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0.0,0,0,0.0,0,0.0,0,10,353.0,363.0,688,1
3486,124,38,11,13,39,7,20,16,7,2,1,0,2,3,3,1,2,2,0,0,0.0,0,0,0.0,0,0.0,0,9,291.0,300.0,546,2
3499,21,3,242,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,19,272.0,291.0,734,1
3504,400,327,327,58,85,91,16,80,2,5,0,1,0,13,2,3,5,1,0,0,0.0,4,1,2.0,2,1.0,0,240,1426.0,1666.0,2813,4
3513,7,7,1,3,2,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,29.0,30.0,44,1
3527,170,72,0,8,54,15,6,9,1,1,1,0,1,3,0,1,1,0,0,0,0.0,0,0,0.0,0,0.0,0,10,343.0,353.0,535,1
3530,20,24,40,1,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,1,0.0,0,11,103.0,114.0,212,1
3544,78,49,2,1,9,7,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0.0,0,2.0,0,26,156.0,182.0,255,1
3558,18,18,0,2,3,3,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,1,0.0,0,0.0,0,2,56.0,58.0,112,1
3561,10,3,181,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,14,203.0,217.0,498,1
3575,88,43,617,18,7,7,4,12,4,2,0,0,1,0,0,6,0,0,0,0,0.0,0,1,0.0,0,0.0,0,59,810.0,869.0,1741,3
3589,59,51,2,2,7,12,8,3,0,0,1,0,0,0,0,2,0,1,0,1,0.0,0,0,0.0,0,0.0,0,24,149.0,173.0,287,1
3592,719,386,6,73,75,117,192,32,17,22,1,7,9,5,7,4,5,2,0,5,4.0,4,7,2.0,4,0.0,0,121,1705.0,1826.0,3639,4
3602,44,45,489,37,22,6,8,9,1,0,0,0,2,0,0,1,1,2,0,1,0.0,0,1,0.0,2,0.0,0,98,671.0,769.0,1410,2
3616,479,465,58,88,116,321,108,100,23,15,19,7,3,4,13,7,5,7,4,6,5.0,2,5,2.0,1,0.0,0,79,1863.0,1942.0,4992,9
3620,452,208,4,28,93,102,33,26,8,12,3,7,1,2,3,4,32,2,1,5,2.0,0,0,0.0,0,0.0,0,161,1028.0,1189.0,3320,5
3633,16,31,1,4,4,2,3,6,1,0,0,0,0,2,0,1,1,0,0,0,0.0,1,0,0.0,0,0.0,0,4,73.0,77.0,107,1
3647,14,51,156,49,3,55,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0.0,0,33,337.0,370.0,880,1
3664,128,34,1,16,61,10,16,12,1,2,6,0,1,1,1,1,1,3,1,1,0.0,0,0,1.0,2,0.0,0,28,300.0,328.0,7579,1
3678,66,46,91,4,4,14,16,1,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,246.0,258.0,683,1
3681,8,6,91,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,111.0,120.0,390,1
3695,26,13,5,1,10,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,9,66.0,75.0,109,1
3705,37,70,81,5,2,42,7,4,1,0,0,2,0,0,0,1,0,0,0,0,1.0,0,0,1.0,0,0.0,0,17,254.0,271.0,436,1
3719,883,607,110,184,505,178,40,90,30,18,23,21,8,11,14,8,10,9,2,2,9.0,8,3,4.0,15,0.0,0,308,2792.0,3100.0,6956,10
3722,61,43,6,24,7,21,25,12,1,2,1,1,0,0,0,0,0,0,2,1,1.0,1,0,0.0,0,0.0,0,17,209.0,226.0,391,1
3736,47,36,15,14,7,41,38,11,0,0,4,0,0,0,1,0,1,0,1,2,0.0,1,0,0.0,0,0.0,0,31,219.0,250.0,493,1
3745,73,49,20,9,23,15,9,6,1,0,2,0,0,0,1,0,0,0,0,1,0.0,0,0,2.0,0,0.0,0,15,211.0,226.0,417,1
3767,79,81,1,7,15,14,3,5,2,0,0,0,0,0,1,1,0,0,0,1,0.0,1,0,0.0,0,0.0,0,22,211.0,233.0,337,1
3798,127,63,1,18,41,32,38,13,8,12,6,0,2,2,6,2,0,2,3,0,1.0,0,0,0.0,0,0.0,0,11,377.0,388.0,703,1
3808,10,16,0,2,1,5,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0.0,0,7,43.0,50.0,113,1
3811,109,24,65,5,4,13,3,7,1,0,0,0,1,0,1,3,1,1,0,1,1.0,0,0,0.0,0,0.0,0,37,240.0,277.0,86,1
3825,200,96,483,9,18,43,1,14,0,3,1,0,2,1,1,0,5,0,3,1,1.0,1,3,0.0,2,0.0,0,124,888.0,1012.0,3797,4
3839,203,58,44,42,27,32,38,14,1,2,1,0,0,2,2,1,2,1,5,1,0.0,3,1,0.0,1,0.0,0,55,481.0,536.0,1077,2
3842,12,28,15,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0.0,0,0.0,0,8,66.0,74.0,100,1
3856,23,12,0,0,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,53.0,56.0,102,1
3860,16,4,538,23,1,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0.0,0,0,0.0,1,0.0,0,22,589.0,611.0,1859,2
3887,7,10,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,1,26.0,27.0,26,1
3900,11,11,0,4,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,39.0,40.0,57,1
3914,54,33,5,2,6,4,9,5,2,0,2,1,0,0,0,0,0,1,0,0,0.0,0,1,0.0,0,0.0,0,9,125.0,134.0,257,1
3928,1612,851,311,349,265,499,335,920,52,59,23,34,30,6,42,19,13,15,8,15,10.0,16,10,16.0,3,0.0,0,401,5513.0,5914.0,12777,20
3931,9,0,10,2,0,2,1,27,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,52.0,52.0,64,1
3959,31,8,0,0,0,9,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0.0,0,0.0,0,2,54.0,56.0,77,1
3962,22,33,3,7,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,75.0,79.0,128,1
3976,49,24,104,1,0,6,2,3,0,0,0,0,2,0,1,0,2,0,0,0,0.0,0,0,0.0,0,0.0,0,26,194.0,220.0,626,1
3993,23,23,103,6,16,11,3,3,0,0,1,0,0,0,3,0,0,1,0,0,0.0,0,1,0.0,0,0.0,0,33,194.0,227.0,477,1
4008,7,1,116,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,23,128.0,151.0,257,2
4039,34,38,1,1,11,7,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,111.0,122.0,204,1
4056,14,4,304,18,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0.0,0,0.0,0,54,349.0,403.0,695,1
4090,6,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,20.0,20.0,28,1
4114,16,14,2,2,10,8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,62.0,64.0,107,1
4128,222,54,3,11,25,16,12,5,1,0,0,0,0,1,1,2,0,0,1,0,2.0,0,0,1.0,0,0.0,0,34,357.0,391.0,660,1
4131,10,14,584,27,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1.0,0,0.0,0,49,648.0,697.0,1588,2
4145,28,7,166,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.0,0,0,0.0,0,0.0,0,11,206.0,217.0,431,1
4159,17,36,32,3,4,1,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,104.0,108.0,152,1
4162,15,20,13,7,22,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,13,112.0,125.0,240,1
4176,25,11,1,0,13,1,4,2,0,0,0,0,5,2,1,0,1,0,0,1,0.0,0,1,0.0,0,0.0,0,6,68.0,74.0,94,1
4193,5,2,74,5,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,3,92.0,95.0,374,1
4203,34,17,3,3,4,8,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,5,77.0,82.0,139,1
4217,9,3,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,1,20.0,21.0,34,1
4220,154,123,2,19,12,153,61,24,8,2,14,1,2,1,2,1,2,2,1,1,0.0,0,1,0.0,0,0.0,0,24,586.0,610.0,1434,2
4234,1041,167,6,267,97,39,53,105,38,21,8,24,11,4,6,7,2,10,9,2,3.0,7,3,5.0,10,0.0,0,149,1945.0,2094.0,3709,4
4248,5,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,40.0,41.0,114,1
4251,94,37,5,34,12,78,26,3,2,4,4,0,0,2,2,3,0,1,3,1,4.0,2,1,1.0,0,0.0,0,21,319.0,340.0,504,1
4265,10,2,6,1,3,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,28.0,34.0,93,1
4279,12527,4411,248,3167,1997,1563,1511,1628,526,418,446,170,99,85,177,97,86,230,86,100,54.0,63,34,36.0,57,162.0,0,1577,29978.0,31555.0,67033,98
4282,53,36,25,2,20,10,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1.0,0,0,0.0,0,0.0,0,16,152.0,168.0,356,1
4296,26,62,34,18,14,4,5,6,0,0,1,1,1,0,0,2,1,0,0,1,0.0,0,0,0.0,0,0.0,0,13,176.0,189.0,451,1
4306,3,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,36.0,36.0,152,1
4314,48,41,1,1,12,51,16,2,1,0,10,0,0,1,3,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,16,188.0,204.0,391,1
4337,124,72,22,14,7,17,30,5,1,1,0,0,2,0,0,1,1,0,1,0,1.0,0,4,0.0,0,0.0,0,36,303.0,339.0,620,1
4340,15,9,1,7,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,42.0,42.0,69,1
4354,30,9,0,2,2,7,3,8,0,0,3,0,0,0,0,2,0,1,0,2,0.0,0,0,0.0,0,0.0,0,5,69.0,74.0,147,1
4368,19,46,1,3,2,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,16,82.0,98.0,163,1
4371,3,8,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,18.0,19.0,28,1
4399,43,3,192,2,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,25,249.0,274.0,658,1
4409,6,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,7,98.0,105.0,361,1
4412,14,7,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,31.0,34.0,38,1
4426,220,45,16,18,20,33,12,13,5,0,4,1,0,0,0,1,3,0,0,1,0.0,2,0,2.0,1,0.0,0,34,397.0,431.0,322,1
4430,10,6,152,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,175.0,184.0,287,1
4443,22,9,1,3,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,55.0,56.0,58,1
4457,39,80,198,12,23,13,18,29,1,2,1,0,0,0,1,1,0,0,0,1,0.0,2,0,1.0,1,0.0,0,70,423.0,493.0,1039,2
4460,8,5,0,0,4,1,2,4,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,27.0,28.0,36,1
4474,12,8,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,25.0,25.0,35,1
4491,7,5,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,18.0,19.0,33,1
4501,529,433,34,58,45,964,146,85,12,10,21,8,11,15,10,12,7,8,0,2,2.0,6,3,0.0,1,0.0,0,102,2422.0,2524.0,5191,10
4515,3,3,20,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,31.0,32.0,117,1
4529,11,9,1,2,4,4,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,2,41.0,43.0,56,1
4532,174,122,8,18,30,94,60,11,5,6,24,2,1,4,1,2,0,10,0,1,2.0,0,0,0.0,1,0.0,0,42,576.0,618.0,1147,2
4546,5,12,4,1,1,4,7,2,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0.0,0,0.0,0,5,39.0,44.0,94,1
4555,78,17,18,7,25,11,11,4,1,2,2,0,1,0,2,1,0,1,0,0,0.0,0,2,0.0,0,0.0,0,12,183.0,195.0,328,1
4563,84,186,3,22,39,31,24,7,2,1,0,2,3,1,2,1,4,1,2,1,2.0,0,2,0.0,2,0.0,0,45,422.0,467.0,883,1
4580,11,26,4,3,1,5,3,0,2,0,1,1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,58.0,60.0,115,1
4594,45,58,4,7,23,11,11,3,0,2,1,1,0,0,3,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,28,170.0,198.0,500,1
4604,21,4,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,33.0,34.0,44,1
4618,40,47,2,9,21,36,13,22,0,0,1,1,0,7,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0,12,200.0,212.0,412,1
4621,8,11,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0,0,0.0,0,0.0,0,9,34.0,43.0,65,1
4635,50,33,1,1,15,8,8,2,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,121.0,133.0,272,1
4666,8,4,301,2,5,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0.0,0,1,0.0,0,0.0,0,8,327.0,335.0,616,1
4670,24,8,66,56,0,6,4,3,1,1,0,0,2,0,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,25,173.0,198.0,530,1
4683,41,6,0,2,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,59.0,61.0,82,1
4707,60,11,134,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1.0,0,15,221.0,236.0,381,1
4738,244,87,45,40,45,44,28,16,0,4,1,2,12,1,1,4,1,1,0,3,3.0,1,1,1.0,0,0.0,0,53,585.0,638.0,1129,2
4741,4,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,207.0,211.0,447,1
4755,4,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,27.0,28.0,26,1
4772,31,8,1,0,7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,1,54.0,55.0,67,1
4786,15,22,2,0,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,2,52.0,54.0,72,1
4796,62,13,3,9,21,10,8,6,2,0,3,0,0,0,0,0,0,1,0,0,0.0,0,1,0.0,0,0.0,0,7,139.0,146.0,332,1
4801,25,14,26,7,2,9,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0.0,1,0,0.0,0,0.0,0,7,90.0,97.0,181,1
4813,33,25,8,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,6,74.0,80.0,108,1
4827,47,81,2,5,19,10,9,31,1,0,0,1,2,0,11,1,0,0,1,0,0.0,0,2,0.0,0,0.0,0,35,223.0,258.0,503,1
4830,78,26,29,20,15,29,14,9,0,0,10,4,1,0,0,3,1,1,0,1,0.0,0,1,0.0,1,0.0,0,25,243.0,268.0,448,1
4844,26,38,1,19,16,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,114.0,126.0,220,1
4892,14,10,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0.0,0,0.0,0,6,37.0,43.0,63,1
4916,7,3,382,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0.0,0,0.0,0,10,402.0,412.0,931,1
4947,35,12,9,4,7,14,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,6,95.0,101.0,211,1
4950,36,19,2,3,1,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,68.0,70.0,97,1
4981,36,20,1,5,4,3,5,7,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,83.0,86.0,121,1
5009,13,12,5,0,11,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,3,54.0,57.0,89,1
5013,111,157,7,4,34,25,9,9,6,2,0,0,0,0,1,2,0,1,0,0,2.0,1,0,0.0,0,0.0,0,47,371.0,418.0,864,1
5027,784,333,46,210,115,112,103,163,19,41,8,23,13,21,5,5,4,4,7,7,4.0,6,3,6.0,5,0.0,0,103,2047.0,2150.0,4159,6
5030,9,4,169,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,7,222.0,229.0,353,1
5044,9,18,0,5,5,7,6,3,1,0,0,1,0,0,0,1,0,0,0,2,1.0,0,0,0.0,0,0.0,0,0,59.0,59.0,109,1
5058,7,19,157,1,5,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,14,197.0,211.0,392,1
5061,33,29,265,8,16,16,8,7,0,1,0,0,4,1,3,5,0,0,2,0,0.0,0,0,0.0,0,0.0,0,19,398.0,417.0,1106,1
5075,15,2,150,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,15,170.0,185.0,432,1
5089,8,10,120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,140.0,144.0,324,1
5092,26,16,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,1,50.0,51.0,70,1
