id,ПП,ГЕРБ-СДС,БСП,ДПС,ИТН,ДБ,ВЪЗР,ИЗПРАВИ СЕ,не подкрепям никого,ВМРО,ЕВРОЛЕВИЦА,АТАКА,ОНБ,ГЛАС НАРОДЕН,НОД,ПФ,ВОЛЯ,ПРАВОТО,РВО,БСДД,МИР,Партия на ЗЕЛЕНИТЕ,БНО,БОГ,БПЛ,ПД,БРИГАДА,БНС-НД,независими,невалидни,total_valid,total,eligible_voters,n_stations
21614,11,62,10,341,5,10,4,2,4.0,0,1,1,2,4,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0.0,465.0,465.0,976.0,2
21628,17,21,9,15,11,1,4,3,0.0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,444.0,1
21631,2,9,4,321,0,2,1,0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,344.0,344.0,1678.0,3
21645,23,75,21,68,17,3,6,3,4.0,1,3,1,2,3,2,3,0,1,1,1,1,1,0,1,0,0,1,1,0,0.0,243.0,243.0,722.0,2
21659,3,16,10,1,2,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,34.0,34.0,72.0,1
21662,112,91,33,0,46,19,23,7,8.0,5,1,6,1,4,1,0,1,2,3,0,1,3,4,0,1,0,1,0,0,0.0,373.0,373.0,897.0,2
21676,3,3,3,2,3,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,20.0,21.0,21.0,1
21680,0,3,13,0,1,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,20.0,21.0,24.0,1
21693,16,28,30,14,22,3,8,2,4.0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,133.0,133.0,333.0,1
21703,1,9,10,92,2,0,1,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,118.0,120.0,254.0,1
21717,6,31,9,24,3,2,0,5,0.0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,8.0,88.0,96.0,293.0,1
21720,5,29,4,3,1,1,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,47.0,50.0,104.0,1
21734,14,6,19,6,3,2,1,2,0.0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,59.0,60.0,116.0,1
21748,49,62,22,2,38,27,4,5,0.0,5,1,0,2,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,224.0,224.0,492.0,1
21751,4,6,3,8,1,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,26.0,36.0,1
21779,35,59,13,2,17,5,9,1,2.0,6,2,0,2,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,160.0,160.0,587.0,1
21811,14,1,9,115,4,0,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,148.0,148.0,517.0,1
21823,59,74,39,3,27,6,10,5,2.0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,231.0,231.0,859.0,1
21840,29,25,20,92,17,3,6,2,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,197.0,197.0,510.0,1
21868,12,22,8,84,12,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0.0,144.0,144.0,314.0,1
21871,25,67,28,17,32,15,0,1,1.0,1,4,2,0,0,0,8,2,2,1,2,0,1,0,0,0,1,1,0,0,0.0,211.0,211.0,1016.0,2
21912,270,460,149,173,189,23,69,30,12.0,13,13,7,8,12,7,11,11,8,4,9,4,0,4,3,1,1,3,1,0,3.0,1495.0,1498.0,5898.0,9
21926,1,27,0,100,2,0,1,0,0.0,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,139.0,139.0,471.0,1
21957,14,13,27,3,3,1,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,65.0,67.0,179.0,1
21960,4,16,0,104,4,3,0,1,0.0,1,2,1,1,3,6,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0.0,151.0,151.0,467.0,1
21974,14,30,30,1,7,3,2,5,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,98.0,100.0,209.0,1
21988,48,59,17,0,13,5,8,6,2.0,4,1,1,0,0,1,0,0,2,2,1,0,0,0,0,0,1,1,0,0,4.0,172.0,176.0,288.0,1
22006,227,997,114,18,149,36,59,28,34.0,12,29,15,22,22,17,12,16,9,11,16,6,4,5,2,3,3,3,3,0,7.0,1872.0,1879.0,3806.0,8
22019,5,35,8,9,1,1,0,1,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,62.0,63.0,82.0,1
22023,6,31,29,15,7,3,0,1,3.0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,104.0,112.0,172.0,1
22040,26,31,17,6,10,2,3,1,0.0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,101.0,103.0,162.0,1
22068,27,68,45,1,11,9,5,0,0.0,2,2,1,1,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0.0,179.0,179.0,505.0,1
22071,4,31,7,1,5,3,1,3,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,58.0,59.0,131.0,1
22085,23,82,16,1,8,4,1,2,4.0,1,3,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,5.0,150.0,155.0,298.0,1
22109,3,3,44,20,1,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,76.0,80.0,223.0,1
22112,4,9,7,2,3,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.0,27.0,32.0,1
22126,20,26,23,28,15,7,6,2,1.0,5,3,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,141.0,141.0,394.0,1
22134,0,4,3,81,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,92.0,92.0,237.0,1
22143,6,29,22,0,3,1,1,3,0.0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,1,0,13.0,73.0,86.0,151.0,1
22157,0,4,8,95,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,112.0,117.0,505.0,2
22160,18,22,39,4,10,1,6,4,1.0,1,1,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,115.0,115.0,451.0,1
22174,23,37,18,8,17,8,8,2,1.0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,5.0,130.0,135.0,261.0,1
22191,28,18,17,13,4,1,6,2,0.0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0.0,97.0,97.0,337.0,1
22201,4,6,4,1,2,1,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,21.0,36.0,1
22215,169,161,132,36,218,15,33,30,11.0,12,12,5,4,7,6,2,1,2,1,3,0,1,3,4,1,0,0,1,0,0.0,870.0,870.0,2805.0,5
22232,223,208,93,11,88,63,36,8,21.0,12,1,12,3,20,1,2,6,0,0,1,3,1,1,0,0,1,0,0,0,0.0,815.0,815.0,2402.0,4
22246,21,25,19,0,12,3,2,2,0.0,7,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,96.0,96.0,337.0,1
22250,14,26,19,3,2,2,0,0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,71.0,73.0,142.0,1
22263,12,39,13,1,5,0,1,1,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,76.0,80.0,114.0,1
22277,43,120,63,1,20,4,10,3,3.0,1,0,3,2,2,3,0,2,2,2,1,0,0,0,2,1,1,0,1,0,0.0,290.0,290.0,652.0,1
22280,1,11,1,87,1,1,1,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.0,111.0,112.0,274.0,1
22304,142,114,42,2,33,14,23,14,8.0,7,3,3,0,1,1,0,1,1,2,0,1,0,2,0,0,0,0,0,0,0.0,414.0,414.0,1037.0,2
22318,1,16,1,6,3,5,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33.0,33.0,39.0,1
22321,4,23,13,1,4,2,0,1,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,51.0,53.0,112.0,1
22335,22,31,41,0,20,2,3,6,1.0,0,1,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,134.0,134.0,394.0,1
22375,3,9,1,96,2,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,117.0,117.0,347.0,1
22407,297,268,169,43,150,27,43,52,23.0,40,7,4,3,9,5,5,0,6,5,2,2,3,2,0,0,1,0,1,0,0.0,1167.0,1167.0,3670.0,7
22424,7,24,5,13,7,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,64.0,65.0,144.0,1
22438,52,74,71,49,83,6,15,3,2.0,4,3,2,2,0,1,3,2,2,0,1,2,2,0,0,1,0,0,0,0,0.0,380.0,380.0,1448.0,3
22469,7,22,20,0,1,1,0,0,1.0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,57.0,60.0,95.0,1
22472,104,138,50,3,18,18,27,6,11.0,3,4,4,3,3,2,2,0,0,2,2,1,1,0,0,1,1,0,0,0,0.0,404.0,404.0,1011.0,2
22490,31,37,18,2,7,3,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,106.0,112.0,240.0,1
22530,6,6,4,631,22,3,4,20,1.0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,703.0,703.0,1248.0,2
22558,18,40,39,1,20,2,5,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,130.0,132.0,181.0,1
22561,14,29,14,0,12,10,2,2,2.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,87.0,93.0,174.0,1
22575,12,8,6,159,5,2,1,1,1.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,201.0,201.0,518.0,1
22589,0,40,5,35,2,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10.0,86.0,96.0,257.0,1
22602,61,66,21,3,26,21,5,3,0.0,2,3,1,2,2,1,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0.0,225.0,225.0,490.0,1
22616,12,50,2,364,17,7,2,9,1.0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,471.0,471.0,1007.0,2
22633,24,42,11,105,14,5,3,2,1.0,0,2,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,217.0,217.0,583.0,1
22647,29,49,27,1,19,5,4,3,1.0,11,2,3,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,161.0,161.0,355.0,1
22650,1,2,12,2,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.0,19.0,18.0,1
22664,6,2,1,181,3,7,1,1,1.0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,211.0,211.0,416.0,1
22678,29,24,5,45,7,3,0,1,1.0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0,122.0,125.0,265.0,1
22681,11,23,53,7,23,13,7,2,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,148.0,148.0,528.0,1
22695,19,8,16,17,6,1,1,2,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,76.0,81.0,165.0,1
22705,5,31,21,5,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.0,71.0,72.0,109.0,1
22719,3,5,0,67,3,1,0,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,86.0,88.0,208.0,1
22736,1,7,10,9,2,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31.0,32.0,55.0,1
22747,33,38,28,32,14,1,1,4,1.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,10.0,158.0,168.0,298.0,1
22753,20,527,5,84,58,2,3,0,1.0,1,0,1,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0.0,710.0,710.0,1227.0,2
22767,29,33,31,117,20,6,9,1,4.0,6,2,1,2,4,0,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0.0,275.0,275.0,1421.0,2
22770,1,2,0,79,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,294.0,1
22784,0,2,1,88,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,93.0,93.0,346.0,1
22798,10,6,3,63,2,1,4,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,92.0,299.0,1
22808,37,65,64,34,19,5,13,2,3.0,7,1,2,2,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0,260.0,260.0,691.0,1
22811,7,4,4,3,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,21.0,21.0,73.0,1
22839,26,60,32,0,13,5,1,3,2.0,4,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7.0,150.0,157.0,251.0,1
22842,4,27,6,1,2,1,2,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45.0,45.0,69.0,1
22856,0,2,0,118,2,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,124.0,124.0,434.0,1
22873,21,11,18,68,10,1,0,3,1.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,138.0,138.0,572.0,1
22887,1,3,0,181,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,190.0,190.0,744.0,1
22890,4,3,8,9,3,0,0,4,0.0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,36.0,36.0,48.0,1
22914,3,9,3,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,18.0,15.0,1
22928,18,23,15,51,17,2,4,1,0.0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,139.0,139.0,339.0,1
22931,41,66,23,1,15,1,5,2,5.0,1,2,1,3,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,5.0,173.0,178.0,300.0,1
22945,24,73,18,13,8,2,0,3,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.0,144.0,150.0,277.0,1
22959,33,43,8,12,14,6,3,6,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,128.0,129.0,257.0,1
22988,68,52,23,2,45,8,16,7,2.0,5,2,7,3,5,1,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0.0,255.0,255.0,724.0,1
23008,93,179,96,296,58,37,20,9,1.0,6,6,2,3,3,5,3,3,5,5,5,3,1,1,0,1,0,0,2,0,0.0,843.0,843.0,2324.0,3
23011,44,30,13,33,7,4,2,1,2.0,0,2,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4.0,144.0,148.0,251.0,1
23025,161,631,101,61,73,14,4,16,14.0,0,4,0,10,12,3,2,1,1,2,0,0,0,1,2,1,0,0,1,0,0.0,1115.0,1115.0,2024.0,4
23039,38,84,42,9,14,6,11,12,4.0,2,0,2,0,3,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0.0,234.0,234.0,490.0,1
23056,3,28,4,1,1,2,0,4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44.0,44.0,57.0,1
23060,18,36,26,2,4,2,1,6,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,98.0,100.0,135.0,1
23073,10,31,8,26,7,2,1,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,89.0,91.0,147.0,1
23087,1,7,1,145,1,1,1,1,1.0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,164.0,164.0,448.0,1
23090,4,8,2,146,3,2,0,2,4.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,174.0,174.0,409.0,1
23100,77,126,77,27,61,14,19,9,5.0,5,3,2,5,2,2,7,2,2,2,3,0,0,1,3,0,0,1,0,0,7.0,455.0,462.0,1959.0,3
23114,0,6,2,95,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,106.0,110.0,254.0,1
23128,4,4,17,1,7,1,1,2,1.0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3.0,45.0,48.0,125.0,1
23159,47,33,17,2,6,2,2,1,1.0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,119.0,123.0,289.0,1
23176,6,9,10,1,5,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,34.0,37.0,87.0,1
23193,23,25,69,51,6,2,1,16,0.0,0,2,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0.0,202.0,202.0,462.0,1
23217,72,66,28,3,22,7,7,5,3.0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,221.0,221.0,571.0,1
23234,49,486,58,439,77,23,7,6,16.0,2,2,2,9,5,5,7,5,1,4,7,1,1,4,2,0,1,1,1,0,0.0,1221.0,1221.0,4016.0,4
23251,141,261,61,12,60,22,18,12,8.0,10,3,5,3,7,6,4,1,1,2,1,2,0,4,1,0,2,0,0,0,0.0,647.0,647.0,1606.0,3
23282,22,67,23,2,9,2,11,4,0.0,4,3,3,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0.0,157.0,157.0,605.0,1
23296,72,77,27,3,23,8,26,5,8.0,113,2,1,2,4,4,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0.0,382.0,382.0,800.0,1
23306,2,1,4,44,2,1,0,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,58.0,58.0,268.0,1
23323,3,6,9,1,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,26.0,47.0,1
23337,22,74,9,17,9,6,2,8,1.0,2,2,2,1,1,1,4,7,3,0,1,1,1,1,1,2,0,1,0,0,0.0,179.0,179.0,416.0,1
23340,49,69,29,0,32,4,8,2,2.0,3,3,2,1,3,1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0.0,218.0,218.0,696.0,1
23354,2,27,2,1,1,1,0,3,0.0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42.0,42.0,50.0,1
23385,25,40,49,1,9,3,1,0,5.0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,139.0,141.0,255.0,1
23409,264,308,118,27,85,30,39,39,24.0,57,6,10,7,8,8,3,2,5,5,1,4,1,2,0,0,0,0,1,0,5.0,1054.0,1059.0,2754.0,5
23426,24,19,40,1,14,0,4,10,1.0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,119.0,126.0,254.0,1
23431,34,42,30,3,28,21,11,1,4.0,0,1,2,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,185.0,185.0,466.0,1
23457,61,61,32,38,36,9,2,3,7.0,1,0,2,4,2,3,1,8,1,0,1,0,0,0,0,1,2,0,0,0,0.0,275.0,275.0,1138.0,2
23474,6,10,2,1,0,1,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,23.0,24.0,28.0,1
23491,61,52,17,1,30,4,6,1,3.0,11,2,2,1,0,0,5,0,0,2,1,1,0,2,1,0,0,0,0,0,0.0,203.0,203.0,510.0,1
23501,18,43,42,2,18,5,8,3,3.0,0,3,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,150.0,150.0,571.0,1
23515,8,24,13,5,12,3,2,4,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,75.0,76.0,115.0,1
23529,6,16,4,1,2,1,1,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,36.0,37.0,43.0,1
23532,14,22,4,0,8,2,1,4,0.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,59.0,62.0,151.0,1
23546,8,5,16,55,5,5,2,2,1.0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,105.0,105.0,439.0,1
23557,2,5,24,1,5,1,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,41.0,41.0,61.0,1
23563,30,100,3,1,29,2,5,1,4.0,4,2,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,188.0,188.0,437.0,1
23577,27,29,37,89,18,4,8,2,1.0,0,4,0,6,3,2,2,0,1,0,3,0,0,1,2,0,0,0,0,0,0.0,239.0,239.0,858.0,2
23580,12,25,25,0,7,1,3,1,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6.0,79.0,85.0,269.0,1
23604,30,43,88,1,11,4,4,5,4.0,0,1,2,2,3,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,5.0,204.0,209.0,340.0,1
23618,10,44,8,1,6,4,0,5,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,81.0,82.0,121.0,1
23621,2,15,3,0,2,3,5,1,3.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0,36.0,41.0,59.0,1
23649,52,86,52,4,18,6,8,7,3.0,2,2,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,2.0,247.0,249.0,721.0,3
23652,7,15,11,1,10,1,0,2,2.0,1,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,56.0,57.0,71.0,1
23666,11,39,16,1,5,1,0,1,2.0,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4.0,83.0,87.0,192.0,1
23672,62,202,42,12,40,11,10,6,7.0,4,7,1,2,2,5,4,5,2,1,5,0,0,2,1,1,1,0,0,0,5.0,435.0,440.0,1119.0,4
23697,3,16,5,0,1,1,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29.0,30.0,90.0,1
23710,7,14,12,2,4,2,0,2,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,46.0,46.0,57.0,1
23724,6,32,11,71,7,1,0,0,2.0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,2,0,0,0,1,0,0.0,140.0,140.0,457.0,1
23738,13,13,20,15,10,1,2,5,0.0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,396.0,1
23741,1,3,2,1,2,2,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0,12.0,16.0,1
23755,0,9,2,108,5,3,0,9,3.0,0,0,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,148.0,148.0,314.0,1
23769,13,6,14,24,9,2,0,0,0.0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,72.0,73.0,226.0,1
23786,20,37,12,1,5,15,1,3,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,100.0,104.0,163.0,1
23798,3,22,15,6,1,1,2,1,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,56.0,61.0,131.0,1
23803,30,78,11,30,8,3,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,164.0,172.0,287.0,1
23813,6,66,9,165,7,1,5,2,3.0,1,1,1,0,2,3,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,278.0,278.0,979.0,1
23827,7,12,12,2,1,1,3,2,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,45.0,46.0,85.0,1
23830,0,4,0,10,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0,16.0,49.0,1
23844,12,33,9,2,6,6,0,0,0.0,4,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1.0,77.0,78.0,122.0,1
23858,5,10,1,47,2,1,1,3,0.0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,74.0,75.0,225.0,1
23875,29,25,33,13,7,3,0,2,1.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,117.0,120.0,203.0,1
23889,7,27,3,18,1,1,0,2,1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,5.0,64.0,69.0,173.0,1
23892,0,2,0,52,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.0,55.0,391.0,1
23902,36,34,19,2,28,38,11,3,3.0,4,2,3,2,3,1,3,0,2,0,3,1,1,0,0,0,0,0,0,0,0.0,199.0,199.0,617.0,1
23916,7,105,14,50,3,2,1,5,1.0,1,1,0,0,2,1,2,2,0,1,0,0,1,1,1,2,0,0,0,0,0.0,203.0,203.0,464.0,1
23947,542,425,441,77,204,73,99,54,31.0,38,22,8,11,6,10,13,17,6,18,9,5,7,1,0,1,0,4,0,0,0.0,2122.0,2122.0,6454.0,15
23950,12,22,22,7,2,0,0,2,2.0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1.0,75.0,76.0,150.0,1
