id,ПП,ГЕРБ-СДС,БСП,ДПС,ИТН,ДБ,ВЪЗР,ИЗПРАВИ СЕ,не подкрепям никого,ВМРО,ЕВРОЛЕВИЦА,АТАКА,ОНБ,ГЛАС НАРОДЕН,НОД,ПФ,ВОЛЯ,ПРАВОТО,РВО,БСДД,МИР,Партия на ЗЕЛЕНИТЕ,БНО,БОГ,БПЛ,ПД,БРИГАДА,БНС-НД,независими,невалидни,total_valid,total,eligible_voters,n_stations
38162,10,18,8,1,5,4,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,52.0,54.0,91.0,1
38176,8,28,5,334,4,2,2,0,1.0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,391.0,391.0,1356.0,2
38186,8,23,10,1,4,2,0,0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,51.0,54.0,79.0,1
38193,3,3,7,1,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.0,22.0,33.0,1
38203,16,18,17,0,15,6,5,6,1.0,0,2,3,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0.0,94.0,94.0,329.0,1
38217,1,4,8,1,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,21.0,21.0,21.0,1
38220,1,22,7,224,7,2,1,1,3.0,0,1,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,276.0,276.0,800.0,2
38248,8,27,9,14,8,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,70.0,71.0,209.0,1
38265,0,37,14,1,4,1,0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,62.0,64.0,101.0,1
38279,14,9,35,8,3,4,3,4,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,85.0,91.0,131.0,2
38282,1,3,1,150,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,159.0,159.0,541.0,1
38296,1,11,9,6,5,3,0,1,1.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41.0,41.0,49.0,1
38306,6,4,3,64,1,0,0,0,1.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,82.0,82.0,332.0,1
38317,2,29,4,6,2,1,1,1,0.0,1,0,0,0,0,2,0,6,0,0,1,1,1,0,1,0,0,0,1,0,4.0,60.0,64.0,160.0,1
38323,1,13,2,48,1,0,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,69.0,70.0,120.0,1
38337,19,24,22,114,16,3,0,1,2.0,0,2,3,4,5,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0.0,223.0,223.0,927.0,1
38340,1,5,6,4,1,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.0,20.0,29.0,1
38354,88,95,37,2,53,16,29,11,4.0,3,2,1,4,2,0,4,6,1,1,2,0,1,1,0,1,1,0,1,0,0.0,366.0,366.0,1107.0,1
38368,7,41,8,3,8,1,2,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,74.0,79.0,181.0,1
38371,0,2,1,33,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37.0,37.0,222.0,1
38385,49,36,33,1,24,1,4,4,0.0,0,1,1,1,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0,162.0,162.0,523.0,1
38399,39,37,27,3,17,0,6,3,1.0,2,3,2,0,1,1,2,2,1,0,0,2,0,1,0,0,0,0,0,0,0.0,150.0,150.0,577.0,1
38409,1,8,1,111,3,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,128.0,128.0,789.0,1
38426,12,178,16,7,9,2,6,7,0.0,1,2,1,1,1,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0.0,250.0,250.0,643.0,1
38432,48,83,19,3,22,6,3,13,3.0,1,1,1,2,5,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,218.0,218.0,744.0,1
38460,10,25,19,1,2,2,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62.0,62.0,118.0,1
38474,35,40,33,2,18,2,9,7,1.0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,152.0,152.0,528.0,1
38488,40,63,43,1,7,3,7,5,1.0,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,177.0,177.0,413.0,1
38501,1,12,4,87,2,2,4,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,7.0,120.0,127.0,228.0,1
38529,68,64,29,2,18,4,14,3,4.0,3,1,4,0,3,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,225.0,225.0,620.0,2
38532,77,119,112,8,42,19,11,3,5.0,5,2,3,2,2,4,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0.0,422.0,422.0,1103.0,2
38558,194,162,137,21,73,41,34,28,6.0,25,12,6,5,5,5,6,5,5,3,2,5,0,3,1,1,0,2,0,0,0.0,787.0,787.0,1852.0,3
38563,130,159,46,175,52,18,38,10,12.0,2,0,2,3,4,4,5,4,4,3,0,0,0,2,1,0,2,0,0,0,0.0,676.0,676.0,2304.0,3
38580,11,83,7,4,6,3,4,4,0.0,0,2,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,132.0,133.0,308.0,1
38604,15,26,6,40,12,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,103.0,105.0,161.0,1
38618,3,5,4,88,1,1,1,2,1.0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,111.0,111.0,317.0,1
38635,7,8,16,1,2,2,2,4,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,45.0,46.0,41.0,1
38652,38,49,25,37,10,0,8,8,0.0,2,0,1,1,0,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.0,187.0,187.0,492.0,1
38666,16,36,11,352,25,6,3,1,5.0,3,2,1,0,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0.0,469.0,469.0,1781.0,3
38683,120,84,62,7,58,23,25,13,5.0,2,3,5,5,2,3,4,0,0,1,1,1,1,0,0,0,0,1,0,0,0.0,426.0,426.0,1464.0,2
38697,0,6,1,52,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,64.0,66.0,184.0,1
38707,6,5,2,78,3,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,97.0,101.0,211.0,1
38710,13,17,11,1,9,3,2,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,59.0,60.0,99.0,1
38724,10,16,17,1,5,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,51.0,55.0,81.0,1
38769,0,2,2,103,1,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4.0,114.0,118.0,210.0,1
38772,5,78,30,0,7,5,1,5,2.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.0,138.0,144.0,297.0,1
38804,4,35,13,1,2,1,1,6,1.0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,3,0,0,9.0,74.0,83.0,241.0,1
38830,8,13,16,1,3,8,1,6,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,62.0,63.0,199.0,1
38844,59,72,45,613,70,16,34,16,9.0,6,11,11,2,12,4,7,3,2,3,3,3,0,1,0,0,2,0,0,0,0.0,1004.0,1004.0,3559.0,4
38858,4,16,3,1,7,1,0,3,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,39.0,39.0,58.0,1
38861,4,20,10,1,2,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,40.0,41.0,54.0,1
38875,56,73,26,7,22,6,7,7,5.0,1,2,4,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,225.0,225.0,611.0,1
38889,0,2,1,98,3,0,4,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,112.0,112.0,311.0,1
38892,1,9,4,1,1,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,20.0,21.0,29.0,1
38902,489,681,176,13,193,122,117,33,40.0,20,15,4,8,14,11,1,8,6,12,8,1,0,6,0,0,0,1,0,0,0.0,1979.0,1979.0,5369.0,10
38916,225,285,131,0,88,17,50,19,29.0,15,9,7,5,5,5,4,7,4,2,6,3,3,2,0,0,0,1,1,0,0.0,923.0,923.0,2914.0,5
38933,4,11,2,2,0,3,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.0,25.0,38.0,1
38947,10,21,15,1,10,5,1,5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,69.0,70.0,164.0,1
38950,68,86,35,137,51,7,30,19,9.0,3,5,3,4,3,1,1,1,1,1,4,0,0,1,0,0,0,0,0,0,0.0,470.0,470.0,1406.0,2
38978,931,1078,376,157,412,244,160,58,67.0,124,36,23,30,17,20,9,15,13,8,15,5,3,1,2,3,2,1,3,0,0.0,3813.0,3813.0,9553.0,14
38981,1,14,2,176,4,2,1,1,2.0,0,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,210.0,210.0,789.0,2
38995,1,7,5,7,1,1,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,26.0,46.0,1
39030,268,389,148,52,70,48,47,25,17.0,7,19,11,8,7,10,7,8,1,1,3,2,0,1,1,1,0,1,1,0,0.0,1153.0,1153.0,4932.0,6
39044,14,19,12,1,9,1,1,8,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,68.0,69.0,95.0,1
39058,0,2,1,62,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65.0,65.0,181.0,1
39061,16,19,43,2,5,3,5,6,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,103.0,105.0,220.0,1
39089,62,196,60,449,76,4,6,3,9.0,9,4,2,4,2,8,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0.0,900.0,900.0,2689.0,3
39092,11,13,8,12,3,7,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,58.0,59.0,117.0,1
39102,31,38,40,0,7,5,7,2,3.0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,141.0,141.0,439.0,1
39116,105,193,119,4,88,12,19,20,16.0,3,9,3,2,3,2,2,2,0,3,3,3,1,0,0,0,1,1,1,0,1.0,615.0,616.0,1658.0,5
39127,17,29,20,3,4,1,2,1,1.0,3,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,87.0,91.0,185.0,1
39133,19,27,9,44,10,2,3,1,1.0,1,1,0,0,1,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0.0,125.0,125.0,617.0,1
39147,15,54,37,1,9,9,2,2,3.0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,142.0,147.0,287.0,1
39150,13,22,21,1,4,6,0,3,2.0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,78.0,79.0,160.0,1
39164,85,50,36,7,52,11,26,11,3.0,3,0,0,2,1,1,3,1,1,0,1,0,1,0,0,2,0,0,0,1,0.0,298.0,298.0,898.0,2
39178,9,27,10,47,5,0,2,2,1.0,0,1,0,0,3,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,113.0,113.0,517.0,1
39181,8,6,1,5,2,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,24.0,25.0,44.0,1
39195,4,24,5,8,3,2,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,48.0,50.0,72.0,1
39205,23,92,13,1,4,0,2,3,3.0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,146.0,156.0,256.0,1
39222,8,10,15,1,6,1,1,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44.0,44.0,52.0,1
39236,27,33,35,2,14,2,1,5,0.0,13,4,3,0,1,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0.0,149.0,149.0,578.0,1
39242,2,4,14,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,23.0,23.0,28.0,1
39267,8,22,11,1,5,5,1,2,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,60.0,61.0,89.0,1
39270,11,60,5,856,32,0,4,6,7.0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,987.0,987.0,2022.0,3
39298,0,3,2,99,2,0,0,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,109.0,111.0,257.0,1
39325,5,13,1,1,1,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.0,24.0,29.0,1
39339,90,118,50,8,53,18,26,12,1.0,3,4,6,3,1,2,1,1,0,7,0,0,1,0,1,0,1,0,0,0,0.0,407.0,407.0,1499.0,3
39342,0,3,1,102,1,1,1,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,112.0,112.0,484.0,1
39356,0,1,28,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,30.0,30.0,1
39387,49,201,20,1,15,7,7,2,5.0,0,1,2,2,2,2,0,0,2,2,1,0,0,1,1,1,0,1,0,0,0.0,325.0,325.0,559.0,1
39390,10,54,8,248,1,3,1,1,5.0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,338.0,338.0,976.0,2
39400,9,3,7,51,0,2,4,1,1.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,81.0,83.0,247.0,1
39428,29,28,13,2,5,1,6,2,1.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,91.0,95.0,142.0,1
39431,8,49,12,8,7,3,1,3,1.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,96.0,96.0,320.0,1
39445,0,5,1,112,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,120.0,120.0,254.0,1
39459,81,44,23,2,34,6,20,20,4.0,12,1,3,4,0,0,1,2,2,2,0,2,0,1,0,0,0,0,0,0,0.0,264.0,264.0,640.0,1
39462,4,17,16,0,4,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,45.0,49.0,68.0,1
39483,14,37,13,24,5,1,2,2,0.0,3,0,0,2,2,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,6.0,112.0,118.0,280.0,1
39493,33,21,16,0,10,3,9,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,97.0,97.0,213.0,1
39503,35,36,28,7,13,4,5,5,2.0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,140.0,143.0,229.0,1
39517,9,4,6,1,2,2,0,1,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,27.0,27.0,27.0,1
39520,41,50,37,2,44,6,12,6,4.0,2,3,2,3,1,3,1,1,2,0,2,0,0,1,1,1,0,0,0,0,0.0,225.0,225.0,520.0,1
39534,11,17,22,1,6,1,0,1,1.0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,67.0,69.0,169.0,1
39548,5,32,13,7,3,1,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,64.0,68.0,100.0,1
39551,6,16,6,1,2,1,1,3,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,38.0,40.0,59.0,1
39565,0,3,1,40,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,46.0,46.0,46.0,1
39579,17,35,27,5,8,6,10,3,2.0,3,4,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,125.0,125.0,563.0,1
39582,8,1,7,9,3,1,1,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,32.0,35.0,63.0,1
39596,2,6,3,104,1,1,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,122.0,124.0,221.0,1
39614,5,32,26,0,2,0,1,2,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,71.0,72.0,143.0,1
39623,0,4,1,32,2,3,0,2,0.0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.0,54.0,61.0,101.0,1
39637,3,3,7,1,4,1,2,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.0,22.0,47.0,1
39640,2,5,6,1,2,1,1,0,1.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,23.0,25.0,34.0,1
39668,96,68,28,37,37,32,19,4,6.0,2,3,2,3,2,3,4,0,0,1,1,5,1,0,1,1,0,0,0,0,0.0,356.0,356.0,1231.0,2
39671,4,13,14,435,13,3,5,0,3.0,1,1,2,1,3,3,1,2,1,1,0,1,0,1,0,1,0,0,1,0,0.0,510.0,510.0,1149.0,2
39699,11,19,13,0,4,2,0,1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,69.0,1
39709,13,27,16,4,13,2,1,3,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,84.0,85.0,80.0,1
39712,13,23,18,0,11,3,2,11,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,82.0,86.0,243.0,1
39726,5,84,21,91,22,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,226.0,226.0,333.0,1
39730,21,52,19,21,8,4,3,10,1.0,0,4,3,2,1,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,12.0,155.0,167.0,311.0,1
39743,33,90,28,120,20,0,4,3,5.0,1,3,1,1,1,5,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0.0,323.0,323.0,800.0,2
39760,0,79,4,35,19,2,1,0,1.0,0,2,0,4,2,0,2,5,0,2,1,1,1,1,1,0,0,0,0,0,0.0,163.0,163.0,481.0,1
39788,31,84,11,1,4,1,1,5,0.0,6,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,151.0,151.0,321.0,1
39791,118,108,45,0,52,27,18,11,12.0,6,0,5,3,4,0,2,4,0,2,1,2,2,0,0,0,0,0,0,0,0.0,422.0,422.0,1151.0,2
39801,5,19,8,0,3,1,2,1,0.0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,43.0,44.0,63.0,1
39815,0,2,1,106,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,115.0,115.0,421.0,1
39829,13,23,18,2,4,2,2,5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,73.0,75.0,241.0,1
39832,8,15,15,87,6,0,1,0,1.0,6,0,0,1,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0.0,146.0,146.0,414.0,1
39846,241,185,122,53,91,23,38,20,9.0,16,8,6,1,4,2,5,4,3,6,5,4,1,2,2,2,0,0,0,0,4.0,853.0,857.0,2751.0,7
39863,27,73,28,20,27,2,8,2,2.0,3,0,0,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,199.0,199.0,748.0,1
39877,2,2,2,73,1,0,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,84.0,84.0,321.0,1
39894,0,1,1,85,2,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,94.0,96.0,269.0,1
39918,28,54,28,3,17,4,17,8,1.0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0.0,170.0,170.0,494.0,1
39921,430,338,202,302,207,48,81,32,20.0,14,16,14,7,7,5,15,3,3,5,10,2,4,0,0,2,0,1,1,0,0.0,1769.0,1769.0,7124.0,10
39935,13,30,3,1,11,5,0,4,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,70.0,70.0,107.0,1
39949,3,10,3,54,7,3,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,82.0,87.0,219.0,2
39952,1,3,1,66,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,67.0,1
39966,48,33,28,2,14,4,4,12,1.0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.0,153.0,162.0,324.0,1
39970,271,286,180,1127,136,56,31,13,35.0,4,13,5,8,10,16,2,5,5,2,3,3,3,3,1,0,2,1,1,0,4.0,2222.0,2226.0,7062.0,17
39983,9,50,10,0,4,3,2,0,2.0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,84.0,84.0,123.0,1
39997,1,23,3,1,2,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,33.0,33.0,43.0,1
40004,252,285,89,1,89,44,51,36,17.0,5,3,4,4,6,1,12,2,2,1,2,1,2,1,0,0,1,0,0,0,0.0,911.0,911.0,2510.0,4
40018,0,13,15,6,7,9,12,3,0.0,2,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,76.0,76.0,403.0,1
40021,11,20,17,2,15,2,0,12,1.0,1,3,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,444.0,1
40052,76,787,43,5,63,7,13,8,8.0,4,2,3,1,4,1,1,2,1,1,4,1,0,0,0,0,0,0,1,0,0.0,1036.0,1036.0,1826.0,3
40066,8,34,12,1,3,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,64.0,65.0,66.0,1
40083,81,64,49,2,44,6,12,14,2.0,4,2,2,1,2,0,3,1,0,2,1,0,0,3,0,0,0,0,0,0,0.0,295.0,295.0,1556.0,2
40097,37,47,27,57,20,7,5,2,2.0,5,2,1,1,2,2,5,1,0,2,5,0,1,1,1,0,0,0,0,0,0.0,233.0,233.0,995.0,2
40124,24,39,51,10,15,1,4,3,2.0,4,3,1,1,1,1,9,3,1,3,1,1,0,1,0,0,0,0,0,0,0.0,179.0,179.0,645.0,1
40138,18,1,4,57,5,2,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,90.0,93.0,207.0,1
40141,33,16,17,40,18,1,3,3,0.0,2,2,3,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,149.0,149.0,423.0,1
40155,34,40,25,50,12,2,28,5,5.0,1,2,4,3,0,0,1,3,1,2,1,0,0,0,2,0,0,1,0,0,0.0,222.0,222.0,673.0,1
40172,14,65,55,6,18,5,4,1,0.0,0,1,1,1,0,1,0,2,1,2,3,0,0,0,0,0,0,1,0,0,0.0,181.0,181.0,679.0,1
40195,25,54,58,5,39,2,12,17,1.0,3,4,1,0,2,2,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0.0,232.0,232.0,766.0,2
40200,59,91,66,13,44,7,18,11,4.0,5,7,4,1,2,3,3,1,3,0,1,0,0,2,1,0,2,0,0,0,0.0,348.0,348.0,1222.0,2
40213,41,66,82,110,44,3,10,28,6.0,1,2,0,3,1,2,0,1,2,0,2,1,0,1,0,0,1,0,0,0,0.0,407.0,407.0,1893.0,3
40227,19,19,7,1,4,4,5,1,2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.0,66.0,70.0,1
40230,7,20,23,1,4,0,2,3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61.0,62.0,57.0,1
40258,1,2,2,25,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33.0,33.0,44.0,1
40261,19,24,26,32,13,1,6,1,0.0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,10.0,129.0,139.0,309.0,1
40275,22,14,5,3,8,3,7,6,1.0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2.0,73.0,75.0,172.0,1
40292,190,151,87,261,99,19,36,12,9.0,4,6,6,6,8,5,0,1,3,2,1,1,1,0,2,1,0,1,0,0,0.0,912.0,912.0,2810.0,3
40326,0,6,3,5,5,0,0,1,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,22.0,26.0,48.0,1
40333,0,24,17,13,14,16,3,2,4.0,1,1,2,2,2,0,0,12,1,0,2,2,0,1,0,0,0,1,1,0,5.0,121.0,126.0,268.0,1
40381,7,21,21,7,5,4,0,0,3.0,3,4,0,0,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0.0,83.0,83.0,645.0,1
40395,2,32,2,11,6,1,1,0,0.0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3.0,60.0,63.0,188.0,1
40419,7,17,5,1,2,0,1,1,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,38.0,38.0,44.0,1
40422,342,456,267,867,197,115,87,28,31.0,15,19,10,13,15,13,8,9,7,5,10,5,2,4,6,13,2,0,0,0,22.0,2546.0,2568.0,8079.0,21
40436,77,95,29,1,26,24,20,4,7.0,4,2,3,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,300.0,300.0,563.0,1
