id,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС-Пеев,БСП,ИТН,ДПС-Доган,МЕЧ,ВЕЛИЧИЕ,не подкрепям никого,СИНЯ БЪЛГАРИЯ,БВ,РУСОФИЛИ ЗА БГ,ПРЯКА ДЕМОКРАЦИЯ,ГЛАС НАРОДЕН,"РБ, ССД и ЗС",ЗЕЛЕНИТЕ,АТАКА,МОЯ СТРАНА БЪЛГАРИЯ,НП ИСИ,ПРАВОТО,БНС-НД,Чавдар Попов (нез.),КОЙ,ДОСТ,Булгари,БСДД,СПБП,БТР,БРИГАДА,невалидни,total_valid,total,eligible_voters,n_stations
14,124.0,20.0,17.0,298.0,32.0,22.0,544.0,11.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,1126.0,1131.0,2316,3
28,16.0,7.0,9.0,0.0,9.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,53.0,56.0,93,1
31,9.0,0.0,2.0,6.0,1.0,1.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,76.0,79.0,186,1
45,109.0,6.0,12.0,17.0,12.0,2.0,8.0,15.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,196.0,206.0,678,1
59,15.0,2.0,2.0,271.0,2.0,0.0,35.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,339.0,348.0,561,1
84,93.0,19.0,27.0,1.0,16.0,11.0,18.0,7.0,13.0,12.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,223.0,226.0,509,1
93,19.0,6.0,5.0,9.0,8.0,3.0,50.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,113.0,114.0,114,1
103,22.0,9.0,5.0,1.0,4.0,1.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,67.0,71.0,236,1
120,15.0,4.0,1.0,103.0,2.0,0.0,130.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,258.0,272.0,992,1
134,64.0,24.0,38.0,29.0,15.0,28.0,1.0,19.0,15.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,245.0,247.0,662,1
151,1543.0,300.0,561.0,597.0,522.0,264.0,822.0,274.0,252.0,125.0,10.0,12.0,18.0,10.0,12.0,1.0,8.0,9.0,5.0,9.0,3.0,5.0,0.0,2.0,9.0,5.0,4.0,3.0,5.0,5.0,174,5395.0,5569.0,18862,32
165,29.0,8.0,30.0,5.0,19.0,12.0,0.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,124.0,128.0,327,1
179,9.0,5.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.0,29.0,39,1
182,745.0,269.0,467.0,106.0,195.0,255.0,11.0,157.0,161.0,100.0,29.0,7.0,16.0,16.0,6.0,1.0,2.0,8.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,33,2566.0,2599.0,6583,10
196,38.0,29.0,2.0,2.0,1.0,1.0,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,106.0,111.0,233,1
215,18.0,5.0,5.0,3.0,6.0,4.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.0,52.0,101,1
223,83.0,33.0,42.0,41.0,21.0,17.0,16.0,19.0,11.0,13.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,305.0,309.0,1023,2
237,36.0,5.0,22.0,22.0,8.0,7.0,15.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,132.0,134.0,408,1
240,66.0,5.0,11.0,20.0,13.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,133.0,141.0,348,1
254,44.0,13.0,44.0,221.0,31.0,16.0,19.0,38.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,21,449.0,470.0,2450,3
268,7.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,29.0,43,1
271,26.0,1.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39.0,40.0,69,1
285,55.0,1.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,77.0,84.0,131,1
299,99.0,22.0,18.0,95.0,32.0,17.0,7.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,19,305.0,324.0,1594,2
309,14.0,7.0,19.0,512.0,11.0,6.0,63.0,12.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,26,664.0,690.0,2205,2
312,7.0,1.0,2.0,76.0,2.0,1.0,29.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,123.0,126.0,258,1
326,2.0,1.0,6.0,107.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,124.0,126.0,181,1
330,4.0,3.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0,21.0,34,1
343,29.0,2.0,7.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,52.0,52.0,94,1
357,1262.0,419.0,653.0,50.0,236.0,284.0,34.0,201.0,146.0,161.0,39.0,14.0,15.0,13.0,18.0,2.0,7.0,9.0,6.0,3.0,3.0,6.0,0.0,6.0,4.0,0.0,4.0,4.0,2.0,2.0,44,3603.0,3647.0,11105,16
374,8.0,2.0,5.0,1.0,36.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60.0,61.0,108,1
391,33.0,5.0,7.0,2.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,66.0,67.0,133,1
401,214.0,17.0,30.0,61.0,17.0,12.0,2.0,19.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,388.0,392.0,837,2
415,336.0,28.0,58.0,41.0,52.0,19.0,6.0,33.0,32.0,21.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,635.0,655.0,1279,5
429,17.0,1.0,1.0,24.0,13.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,63.0,68.0,299,1
432,10.0,4.0,2.0,15.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,71.0,73.0,238,1
446,5.0,1.0,1.0,115.0,1.0,2.0,144.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,273.0,284.0,511,1
480,31.0,15.0,39.0,2.0,32.0,24.0,60.0,9.0,13.0,9.0,0.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,252.0,254.0,947,2
494,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,16.0,27,1
504,69.0,30.0,102.0,84.0,32.0,31.0,14.0,24.0,6.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11,429.0,440.0,1207,2
518,53.0,15.0,31.0,148.0,58.0,10.0,90.0,23.0,8.0,10.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11,460.0,471.0,1388,4
549,64.0,14.0,33.0,38.0,19.0,72.0,4.0,30.0,6.0,8.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,8,302.0,310.0,826,1
552,20.0,4.0,9.0,28.0,9.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,81.0,86.0,170,1
566,7.0,2.0,2.0,22.0,35.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,77.0,80.0,511,1
571,12.0,3.0,5.0,45.0,7.0,2.0,0.0,14.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,96.0,104.0,350,1
583,70.0,32.0,16.0,7.0,13.0,7.0,1.0,4.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,164.0,169.0,260,1
597,24.0,8.0,6.0,13.0,5.0,3.0,42.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105.0,105.0,277,1
607,147.0,52.0,47.0,377.0,40.0,13.0,1394.0,14.0,11.0,37.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,31,2151.0,2182.0,8159,13
624,21.0,1.0,4.0,0.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,37.0,40.0,53,1
638,43.0,12.0,11.0,0.0,5.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,83.0,89.0,102,1
655,53.0,5.0,4.0,2.0,11.0,3.0,0.0,8.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,95.0,95.0,89,1
672,53.0,122.0,44.0,555.0,20.0,25.0,2.0,17.0,10.0,17.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58,883.0,941.0,2125,3
697,27.0,4.0,21.0,134.0,3.0,5.0,19.0,2.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,228.0,238.0,649,1
702,4016.0,1579.0,2134.0,926.0,1706.0,1007.0,2450.0,671.0,561.0,624.0,165.0,97.0,41.0,40.0,34.0,66.0,23.0,23.0,8.0,18.0,14.0,14.0,0.0,15.0,99.0,15.0,8.0,14.0,9.0,4.0,316,16381.0,16697.0,47309,76
713,69.0,5.0,20.0,4.0,12.0,19.0,0.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,155.0,161.0,454,1
730,41.0,2.0,7.0,124.0,2.0,3.0,21.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,206.0,216.0,610,1
744,11.0,2.0,5.0,3.0,19.0,5.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,55.0,57.0,157,1
758,13.0,1.0,6.0,5.0,10.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.0,43.0,75,1
761,33.0,7.0,15.0,79.0,48.0,6.0,117.0,10.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16,333.0,349.0,1284,2
775,11.0,4.0,3.0,0.0,25.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,53.0,56.0,99,1
789,137.0,11.0,17.0,0.0,31.0,12.0,6.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,228.0,235.0,439,1
792,19.0,1.0,16.0,87.0,9.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,148.0,151.0,356,1
802,34.0,8.0,10.0,8.0,8.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,87.0,95.0,450,1
816,29.0,1.0,4.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,50.0,53.0,142,1
828,3.0,1.0,1.0,20.0,1.0,2.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,122.0,126.0,374,1
833,217.0,34.0,127.0,99.0,36.0,46.0,5.0,44.0,25.0,26.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,16,677.0,693.0,1771,4
847,23.0,7.0,6.0,0.0,42.0,3.0,0.0,5.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,98.0,102.0,221,1
850,55.0,7.0,5.0,53.0,4.0,4.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,165.0,170.0,349,1
864,7.0,1.0,1.0,8.0,1.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.0,70.0,236,1
878,120.0,23.0,48.0,175.0,36.0,20.0,3.0,17.0,19.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,484.0,493.0,1013,2
881,177.0,3.0,1.0,17.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,203.0,204.0,308,1
895,436.0,156.0,430.0,89.0,113.0,176.0,54.0,87.0,107.0,62.0,5.0,7.0,5.0,20.0,7.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,41,1776.0,1817.0,5386,11
905,20.0,3.0,4.0,7.0,1.0,1.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.0,75.0,93,1
919,60.0,20.0,28.0,22.0,38.0,9.0,0.0,6.0,6.0,6.0,2.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,207.0,213.0,440,2
2021,5.0,2.0,6.0,8.0,17.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.0,48.0,103,1
2035,8.0,5.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,35.0,37.0,51,1
2049,40.0,4.0,8.0,12.0,6.0,2.0,0.0,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,89.0,89.0,153,1
2052,11.0,4.0,4.0,4.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,37.0,40.0,74,1
2083,46.0,13.0,23.0,1.0,16.0,5.0,0.0,10.0,13.0,10.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,147.0,150.0,335,1
2097,68.0,11.0,19.0,45.0,19.0,3.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,180.0,183.0,347,1
2107,2.0,1.0,2.0,470.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,480.0,485.0,599,1
2138,59.0,11.0,16.0,12.0,13.0,14.0,0.0,6.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,141.0,145.0,497,1
2141,4.0,1.0,0.0,10.0,1.0,1.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64.0,64.0,337,1
2155,2.0,0.0,2.0,37.0,1.0,2.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,137.0,140.0,448,1
2172,4.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.0,18.0,23,1
2227,38.0,7.0,14.0,4.0,29.0,10.0,1.0,13.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,129.0,131.0,297,1
2230,7.0,3.0,10.0,2.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37.0,38.0,50,1
2244,3.0,78.0,1.0,9.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,103.0,104.0,411,1
2258,28.0,10.0,14.0,1.0,14.0,10.0,0.0,10.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,96.0,100.0,226,1
2261,4.0,1.0,1.0,40.0,1.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,64.0,65.0,131,1
2292,4.0,4.0,1.0,22.0,1.0,2.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,83.0,85.0,309,1
2302,13.0,6.0,6.0,3.0,5.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0,42.0,70,1
2350,44.0,12.0,13.0,17.0,20.0,10.0,0.0,7.0,6.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,139.0,146.0,252,1
2364,42.0,13.0,15.0,27.0,33.0,4.0,3.0,7.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,156.0,158.0,352,2
2381,28.0,6.0,5.0,1.0,11.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,66.0,69.0,153,1
2395,101.0,10.0,6.0,41.0,10.0,3.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182.0,183.0,312,2
2405,31.0,4.0,2.0,27.0,1.0,2.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,104.0,108.0,394,1
2436,2.0,1.0,1.0,85.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,117.0,119.0,360,1
2448,27.0,3.0,6.0,1.0,13.0,5.0,0.0,8.0,2.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,75.0,78.0,161,1
2467,10.0,23.0,5.0,1.0,9.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61.0,62.0,150,1
