id,БСП,ГЕРБ-СДС,ВЪЗР,ИТН,НП ИСИ,АТАКА (к.),БНО,ЗАЕДНО,БНС-НД,НДСВ,КОД,ПП/ДБ,ДПС,ЛЕВИЦАТА,БВ,МИР,ЕВРОЛЕВИЦА,БСДД,ГЛАС НАРОДЕН,СПБП,ВЪН ОТ ЕС,независими,не подкрепям никого,total,eligible_voters,активност
151,0.08854907539118065,0.2814722617354196,0.13566856330014224,0.029871977240398292,0.0017780938833570413,0.004978662873399715,0.0007112375533428165,0.001600284495021337,0.0005334281650071124,0.0007112375533428165,0.00035561877667140827,0.14527027027027026,0.22315078236130867,0.019559032716927455,0.029516358463726886,0.00035561877667140827,0.0008890469416785206,0.0005334281650071124,0.001422475106685633,0.0,0.0019559032716927453,0.0,0.031116642958748223,5624.0,18775,0.29954727030625833
165,0.1476510067114094,0.3288590604026846,0.1476510067114094,0.06711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24161073825503357,0.013422818791946308,0.013422818791946308,0.026845637583892617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013422818791946308,149.0,337,0.4421364985163205
179,0.09090909090909091,0.5151515151515151,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.12121212121212122,0.06060606060606061,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,33.0,48,0.6875
182,0.08058076225045373,0.29909255898366605,0.2058076225045372,0.06315789473684211,0.004718693284936479,0.0014519056261343012,0.0003629764065335753,0.002540834845735027,0.0007259528130671506,0.004355716878402904,0.002540834845735027,0.20471869328493647,0.030490018148820328,0.017422867513611617,0.024682395644283123,0.0014519056261343012,0.0014519056261343012,0.0007259528130671506,0.001088929219600726,0.0,0.0029038112522686023,0.003629764065335753,0.046098003629764066,2755.0,6569,0.41939412391536
196,0.029850746268656716,0.3358208955223881,0.04477611940298507,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5447761194029851,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,241,0.5560165975103735
215,0.11475409836065574,0.32786885245901637,0.13114754098360656,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786885245901639,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,61.0,109,0.5596330275229358
223,0.08287292817679558,0.35082872928176795,0.1464088397790055,0.027624309392265192,0.0027624309392265192,0.0027624309392265192,0.0,0.008287292817679558,0.0,0.0,0.0055248618784530384,0.19337016574585636,0.03038674033149171,0.03591160220994475,0.019337016574585635,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0027624309392265192,0.0,0.0856353591160221,362.0,1046,0.34608030592734224
237,0.11333333333333333,0.18,0.17333333333333334,0.02,0.006666666666666667,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.013333333333333334,0.14,0.26,0.02,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,150.0,410,0.36585365853658536
240,0.0743801652892562,0.5371900826446281,0.09090909090909091,0.024793388429752067,0.01652892561983471,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.01652892561983471,0.0,0.024793388429752067,0.0,0.008264462809917356,0.0,0.0,0.0,0.008264462809917356,0.0,0.008264462809917356,121.0,345,0.3507246376811594
254,0.046176046176046176,0.09956709956709957,0.07215007215007214,0.01443001443001443,0.001443001443001443,0.0,0.0,0.0,0.0,0.002886002886002886,0.001443001443001443,0.07215007215007214,0.6378066378066378,0.008658008658008658,0.017316017316017316,0.005772005772005772,0.0,0.004329004329004329,0.002886002886002886,0.001443001443001443,0.004329004329004329,0.0,0.007215007215007215,693.0,2401,0.2886297376093295
268,0.02857142857142857,0.2571428571428571,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.5142857142857142,0.02857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,47,0.7446808510638298
271,0.041666666666666664,0.6041666666666666,0.0625,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0625,0.041666666666666664,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,48.0,70,0.6857142857142857
285,0.4090909090909091,0.16666666666666666,0.09090909090909091,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.07575757575757576,0.015151515151515152,0.12121212121212122,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,66.0,135,0.4888888888888889
299,0.16017316017316016,0.18181818181818182,0.05194805194805195,0.03896103896103896,0.004329004329004329,0.0,0.004329004329004329,0.0,0.0,0.004329004329004329,0.0,0.21212121212121213,0.27705627705627706,0.0,0.021645021645021644,0.0,0.004329004329004329,0.0,0.0,0.0,0.004329004329004329,0.004329004329004329,0.030303030303030304,231.0,1599,0.14446529080675422
309,0.07249466950959488,0.04904051172707889,0.042643923240938165,0.014925373134328358,0.0,0.0,0.0042643923240938165,0.0,0.0042643923240938165,0.0042643923240938165,0.0,0.03837953091684435,0.7313432835820896,0.0021321961620469083,0.01279317697228145,0.0,0.0,0.0021321961620469083,0.0,0.0021321961620469083,0.0,0.0,0.019189765458422176,469.0,2171,0.2160294795025334
312,0.050505050505050504,0.1414141414141414,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.050505050505050504,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,99.0,266,0.37218045112781956
326,0.046511627906976744,0.6976744186046512,0.05426356589147287,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.06201550387596899,0.08527131782945736,0.007751937984496124,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031007751937984496,129.0,175,0.7371428571428571
330,0.19444444444444445,0.25,0.1388888888888889,0.05555555555555555,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,36.0,47,0.7659574468085106
343,0.045454545454545456,0.5454545454545454,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,97,0.4536082474226804
357,0.07868207523973444,0.3459552495697074,0.16621588394393902,0.038111630194246376,0.003196459306614212,0.007622326038849275,0.0007376444553725104,0.014507007622326039,0.0009835259404966806,0.0017211703958691911,0.0027046963363658717,0.2060486845340546,0.005409392672731743,0.024834029997541186,0.036882222768625524,0.0014752889107450208,0.0009835259404966806,0.00024588148512417015,0.0017211703958691911,0.00024588148512417015,0.0068846815834767644,0.0,0.05483157118268994,4067.0,11138,0.36514634584305977
360,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,15.0,19,0.7894736842105263
374,0.6875,0.0625,0.046875,0.0,0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.0625,0.046875,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,64.0,105,0.6095238095238096
391,0.22105263157894736,0.4842105263157895,0.11578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14736842105263157,0.010526315789473684,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,95.0,157,0.6050955414012739
401,0.07435897435897436,0.28205128205128205,0.10512820512820513,0.01282051282051282,0.005128205128205128,0.002564102564102564,0.0,0.002564102564102564,0.0,0.0,0.0,0.11538461538461539,0.2282051282051282,0.015384615384615385,0.13333333333333333,0.002564102564102564,0.0,0.0,0.002564102564102564,0.0,0.0,0.0,0.017948717948717947,390.0,864,0.4513888888888889
415,0.11616954474097331,0.4662480376766091,0.13500784929356358,0.023547880690737835,0.004709576138147566,0.004709576138147566,0.0,0.0,0.0015698587127158557,0.0,0.0,0.15698587127158556,0.004709576138147566,0.006279434850863423,0.03139717425431711,0.007849293563579277,0.0,0.0015698587127158557,0.0,0.0,0.0031397174254317113,0.0,0.03610675039246468,637.0,1288,0.4945652173913043
429,0.0,0.3382352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07352941176470588,0.5441176470588235,0.014705882352941176,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,68.0,297,0.22895622895622897
432,0.014492753623188406,0.15942028985507245,0.028985507246376812,0.0,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.014492753623188406,0.7391304347826086,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,238,0.28991596638655465
446,0.003875968992248062,0.01937984496124031,0.003875968992248062,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.9496124031007752,0.0,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.003875968992248062,258.0,515,0.5009708737864078
480,0.11384615384615385,0.07692307692307693,0.08923076923076922,0.052307692307692305,0.006153846153846154,0.021538461538461538,0.0,0.0,0.0,0.0,0.0,0.12923076923076923,0.15692307692307692,0.006153846153846154,0.30153846153846153,0.0,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.043076923076923075,325.0,953,0.3410283315844701
494,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17.0,31,0.5483870967741935
504,0.08196721311475409,0.16393442622950818,0.17798594847775176,0.04215456674473068,0.00468384074941452,0.00234192037470726,0.0,0.00234192037470726,0.0,0.00234192037470726,0.00468384074941452,0.21311475409836064,0.20608899297423888,0.0117096018735363,0.03044496487119438,0.00234192037470726,0.0,0.00234192037470726,0.0,0.0,0.00936768149882904,0.0,0.04215456674473068,427.0,1220,0.35
518,0.13215859030837004,0.16519823788546256,0.06607929515418502,0.02643171806167401,0.004405286343612335,0.006607929515418502,0.0,0.0,0.0022026431718061676,0.0,0.0,0.09030837004405286,0.45374449339207046,0.00881057268722467,0.019823788546255508,0.0022026431718061676,0.004405286343612335,0.0,0.0022026431718061676,0.0,0.0,0.0,0.015418502202643172,454.0,1382,0.32850940665701883
549,0.18587360594795538,0.2788104089219331,0.1449814126394052,0.040892193308550186,0.0037174721189591076,0.0037174721189591076,0.0,0.0037174721189591076,0.0,0.0037174721189591076,0.0,0.11152416356877323,0.04460966542750929,0.04460966542750929,0.03345724907063197,0.007434944237918215,0.0,0.0,0.0037174721189591076,0.0,0.0037174721189591076,0.0,0.08550185873605948,269.0,819,0.32844932844932845
552,0.17721518987341772,0.3924050632911392,0.10126582278481013,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13924050632911392,0.1518987341772152,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,168,0.47023809523809523
