id,ПП ДРОМ,БЪЛГАРСКА ПРОЛЕТ,ДНБ,ДСБ (коалиция),КОАЛИЦИЯ НА НЕДОВОЛНИТЕ,ВОЛЯ,БДЦ,АБВ/Движение 21,ДПС,БСП,ГЕРБ,Партия на ЗЕЛЕНИТЕ,ДОСТ,ВЪЗР,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,"Зелените, ДЕОС",ОБЕДИНЕНИ ПАТРИОТИ,КОЙ,НРП,БНО,РБ-ГЛАС НАРОДЕН,независими1,независими2,не подкрепям никого,total,eligible_voters,активност
44166,0.0009099181073703367,0.0009099181073703367,0.0,0.015468607825295723,0.0,0.036396724294813464,0.0009099181073703367,0.00272975432211101,0.31028207461328483,0.21019108280254778,0.24931756141947226,0.0009099181073703367,0.02183803457688808,0.003639672429481347,0.0,0.0018198362147406734,0.10282074613284804,0.0,0.0018198362147406734,0.0,0.02183803457688808,0.0,0.0,0.018198362147406732,1099.0,2248,0.4888790035587189
44183,0.0027100271002710027,0.0027100271002710027,0.008130081300813009,0.005420054200542005,0.005420054200542005,0.03523035230352303,0.0,0.016260162601626018,0.02168021680216802,0.34688346883468835,0.33604336043360433,0.0,0.0027100271002710027,0.0,0.0,0.0,0.15447154471544716,0.008130081300813009,0.0027100271002710027,0.0,0.018970189701897018,0.0,0.0,0.032520325203252036,369.0,722,0.5110803324099723
44224,0.0056657223796034,0.0,0.0,0.0226628895184136,0.0028328611898017,0.036827195467422094,0.0,0.0113314447592068,0.0028328611898017,0.4164305949008499,0.2804532577903683,0.0,0.0,0.014164305949008499,0.0,0.0113314447592068,0.12181303116147309,0.0,0.0,0.0,0.031161473087818695,0.0,0.0,0.042492917847025496,353.0,545,0.6477064220183486
44238,0.0014495985727029437,0.0015611061552185548,0.0023416592328278324,0.016614629794826048,0.0015611061552185548,0.031222123104371096,0.0005575379125780553,0.00847457627118644,0.14451382694023193,0.3406556645851918,0.2709634255129349,0.003456735057983943,0.0010035682426404995,0.00936663693131133,0.0,0.00825156110615522,0.07448706512042819,0.0007805530776092774,0.00033452274754683316,0.0006690454950936663,0.05028991971454059,0.0,0.0,0.03144513826940232,8968.0,21376,0.4195359281437126
44241,0.0,0.0,0.0,0.0,0.0,0.03496503496503497,0.0,0.02097902097902098,0.08391608391608392,0.20279720279720279,0.23076923076923078,0.0,0.3006993006993007,0.0,0.0,0.006993006993006993,0.07692307692307693,0.0,0.0,0.0,0.013986013986013986,0.0,0.0,0.027972027972027972,143.0,222,0.6441441441441441
44269,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.5714285714285714,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,44,0.7954545454545454
44272,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.01282051282051282,0.7243589743589743,0.11538461538461539,0.019230769230769232,0.0,0.04487179487179487,0.01282051282051282,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,156.0,300,0.52
44286,0.01694915254237288,0.0,0.00423728813559322,0.00423728813559322,0.0,0.03389830508474576,0.0,0.059322033898305086,0.3559322033898305,0.2288135593220339,0.13559322033898305,0.0,0.1228813559322034,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.01694915254237288,236.0,730,0.3232876712328767
44294,0.0,0.0,0.0,0.027522935779816515,0.0,0.03211009174311927,0.0022935779816513763,0.0,0.5045871559633027,0.05504587155963303,0.027522935779816515,0.0022935779816513763,0.33715596330275227,0.0,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.006880733944954129,436.0,1016,0.42913385826771655
44313,0.0,0.005405405405405406,0.0,0.016216216216216217,0.0,0.010810810810810811,0.0,0.07027027027027027,0.05405405405405406,0.4918918918918919,0.25405405405405407,0.0,0.005405405405405406,0.0,0.0,0.005405405405405406,0.06486486486486487,0.0,0.0,0.0,0.016216216216216217,0.0,0.0,0.005405405405405406,185.0,313,0.5910543130990416
