id,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,МЕЧ,не подкрепям никого,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ВМРО БНД,ЛЕВИЦАТА!,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НП ИСИ,НЕУТРАЛНА БЪЛГАРИЯ,ОБЩЕСТВО ЗА НОВА БГ,КОАЛИЦИЯ НА РОЗАТА,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД,БНО,невалидни,total,eligible_voters,активност
151,0.23948374760994265,0.22657743785850862,0.07504780114722753,0.13862332695984703,0.07958891013384321,0.05736137667304015,0.058795411089866155,0.03465583173996176,0.024378585086042064,0.00621414913957935,0.009082217973231358,0.00621414913957935,0.0040630975143403445,0.0033460803059273425,0.00621414913957935,0.0014340344168260039,0.002390057361376673,0.0011950286806883365,0.0035850860420650094,0.0011950286806883365,0.008604206500956023,0.0014340344168260039,0.0011950286806883365,0.0007170172084130019,0.0004780114722753346,0.0016730401529636712,0.0026290630975143404,0.0019120458891013384,0.0007170172084130019,0.0002390057361376673,0.0004780114722753346,0.0004780114722753346,0.03322179732313576,4184.0,18827,0.22223402560152972
165,0.22900763358778625,0.05343511450381679,0.0916030534351145,0.13740458015267176,0.16030534351145037,0.08396946564885496,0.07633587786259542,0.05343511450381679,0.015267175572519083,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.0,0.030534351145038167,0.0,0.007633587786259542,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,131.0,329,0.3981762917933131
179,0.37037037037037035,0.037037037037037035,0.1111111111111111,0.18518518518518517,0.1111111111111111,0.1111111111111111,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,42,0.6428571428571429
182,0.2911805879608026,0.011199253383107793,0.10172655156322911,0.20111992533831077,0.059729351376574896,0.0867942137190854,0.06672888474101726,0.04899673355109659,0.03126458236117592,0.014932337844143724,0.012599160055996267,0.00979934671021932,0.007932804479701353,0.020998600093327113,0.005132991133924405,0.0013999066728884741,0.0023331777881474567,0.007466168922071862,0.003733084461035931,0.004666355576294913,0.0004666355576294914,0.0023331777881474567,0.0004666355576294914,0.0,0.0027998133457769483,0.0023331777881474567,0.0,0.0009332711152589828,0.0004666355576294914,0.0,0.0,0.0004666355576294914,0.018665422305179653,2143.0,6576,0.32588199513381993
196,0.28865979381443296,0.15463917525773196,0.25773195876288657,0.05154639175257732,0.18556701030927836,0.020618556701030927,0.0,0.0,0.020618556701030927,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07216494845360824,97.0,232,0.41810344827586204
215,0.3333333333333333,0.020833333333333332,0.1875,0.08333333333333333,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,101,0.4752475247524752
223,0.3680297397769517,0.07063197026022305,0.1412639405204461,0.11524163568773234,0.06691449814126393,0.06319702602230483,0.026022304832713755,0.02973977695167286,0.02973977695167286,0.02973977695167286,0.007434944237918215,0.007434944237918215,0.0037174721189591076,0.0,0.011152416356877323,0.0,0.0,0.0,0.011152416356877323,0.0,0.0037174721189591076,0.0,0.0,0.0037174721189591076,0.0,0.011152416356877323,0.0,0.0,0.0,0.0,0.0,0.0,0.022304832713754646,269.0,1030,0.2611650485436893
237,0.44954128440366975,0.11926605504587157,0.06422018348623854,0.11926605504587157,0.05504587155963303,0.06422018348623854,0.01834862385321101,0.027522935779816515,0.027522935779816515,0.0,0.01834862385321101,0.01834862385321101,0.009174311926605505,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03669724770642202,109.0,394,0.2766497461928934
240,0.5289256198347108,0.1322314049586777,0.04132231404958678,0.08264462809917356,0.0743801652892562,0.03305785123966942,0.01652892561983471,0.0,0.0,0.0,0.024793388429752067,0.0,0.0,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.01652892561983471,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,121.0,349,0.3467048710601719
254,0.13411764705882354,0.5035294117647059,0.05176470588235294,0.08235294117647059,0.04,0.03764705882352941,0.011764705882352941,0.07529411764705882,0.01411764705882353,0.0,0.007058823529411765,0.018823529411764704,0.0,0.002352941176470588,0.002352941176470588,0.002352941176470588,0.004705882352941176,0.0,0.0,0.002352941176470588,0.002352941176470588,0.0,0.0,0.0,0.002352941176470588,0.002352941176470588,0.0,0.0,0.0,0.0,0.002352941176470588,0.0,0.08,425.0,2441,0.17410897173289636
268,0.2,0.5714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.05714285714285714,35.0,46,0.7608695652173914
271,0.5263157894736842,0.02631578947368421,0.07894736842105263,0.13157894736842105,0.10526315789473684,0.02631578947368421,0.05263157894736842,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,38.0,65,0.5846153846153846
285,0.6794871794871795,0.0641025641025641,0.02564102564102564,0.038461538461538464,0.08974358974358974,0.02564102564102564,0.0,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,78.0,128,0.609375
299,0.15577889447236182,0.37185929648241206,0.08040201005025126,0.09547738693467336,0.1407035175879397,0.05527638190954774,0.01507537688442211,0.02512562814070352,0.03015075376884422,0.0,0.0,0.005025125628140704,0.010050251256281407,0.0,0.0,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.005025125628140704,0.0,0.0,0.0,0.05527638190954774,199.0,1590,0.12515723270440252
309,0.013636363636363636,0.8515151515151516,0.012121212121212121,0.02727272727272727,0.024242424242424242,0.012121212121212121,0.01818181818181818,0.007575757575757576,0.0030303030303030303,0.0030303030303030303,0.0,0.0030303030303030303,0.0,0.0030303030303030303,0.0,0.0030303030303030303,0.0030303030303030303,0.0,0.0015151515151515152,0.0030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0030303030303030303,0.0015151515151515152,0.0,0.0,0.051515151515151514,660.0,2197,0.30040964952207555
312,0.03787878787878788,0.803030303030303,0.03787878787878788,0.022727272727272728,0.007575757575757576,0.015151515151515152,0.015151515151515152,0.022727272727272728,0.007575757575757576,0.0,0.0,0.015151515151515152,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,132.0,264,0.5
326,0.7959183673469388,0.04081632653061224,0.030612244897959183,0.07142857142857142,0.02040816326530612,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,98.0,181,0.5414364640883977
330,0.43478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,36,0.6388888888888888
343,0.5365853658536586,0.024390243902439025,0.04878048780487805,0.14634146341463414,0.024390243902439025,0.024390243902439025,0.0,0.0,0.04878048780487805,0.0,0.04878048780487805,0.0,0.0,0.0,0.07317073170731707,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,41.0,91,0.45054945054945056
357,0.29584831644328213,0.017652827721477606,0.12716574043805165,0.19385420071918927,0.058842759071592025,0.05786204642039882,0.05067015364498202,0.04020921869892122,0.03759398496240601,0.019614253023864006,0.019941157240928407,0.02451781627983001,0.017652827721477606,0.004576659038901602,0.0035959463877084014,0.002615233736515201,0.003922850604772802,0.003922850604772802,0.0035959463877084014,0.0035959463877084014,0.0009807126511932004,0.002615233736515201,0.0013076168682576005,0.0009807126511932004,0.0006538084341288003,0.002288329519450801,0.0013076168682576005,0.0013076168682576005,0.00032690421706440013,0.0,0.0009807126511932004,0.0,0.016345210853220007,3059.0,11096,0.2756849315068493
