id,ВМРО,"НИЕ, ГРАЖДАНИТЕ ",БНС,БСП,ВЪЗР,АБВ,АТАКА,КОД,ДПС,БПЛ,ДБ,ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,ЗАЕДНО,БНО,НАЦИЯ,МИР,Граждани от Протеста,МУТРИ ВЪН!,ГЛАС НАРОДЕН,ДНК,РЕПУБЛИКАНЦИ ЗА БГ,ПРАВОТО,БОГ,ВОЛЯ И НФСБ,Партия на ЗЕЛЕНИТЕ,ОБЩЕСТВО,БСДД,ГЕРБ-СДС,ИТН,ПРЯКА ДЕМОКРАЦИЯ,31,npn,total,eligible_voters,activity
151,0.02744192365167776,0.0008151066431191414,0.0006792555359326179,0.17497622605624236,0.0190191550061133,0.0014943621790517593,0.004754788751528325,0.0013585110718652357,0.18407825023773944,0.0008151066431191414,0.04849884526558892,0.0028528732509169948,0.002173617714984377,0.020377666077978536,0.0004075533215595707,0.00013585110718652356,0.0006792555359326179,0.045645972014671916,0.0023094688221709007,0.0028528732509169948,0.026219263686999048,0.00013585110718652356,0.0,0.028664583616356473,0.0008151066431191414,0.0012226599646787122,0.0004075533215595707,0.24697731286509986,0.1406058959380519,0.000950957750305665,0.0,0.012634152968346692,7361.0,19076,0.385877542461732
165,0.009523809523809525,0.0,0.0,0.30952380952380953,0.0380952380952381,0.0,0.004761904761904762,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.009523809523809525,0.0,0.0,0.0,0.014285714285714285,0.0,0.004761904761904762,0.0,0.0,0.0,0.014285714285714285,0.004761904761904762,0.0,0.0,0.2714285714285714,0.24761904761904763,0.0,0.0,0.004761904761904762,210.0,349,0.6017191977077364
179,0.0,0.0,0.0,0.14705882352941177,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.08823529411764706,0.0,0.0,0.0,34.0,46,0.7391304347826086
182,0.04478458049886622,0.0017006802721088435,0.0005668934240362812,0.14087301587301587,0.03854875283446712,0.004251700680272109,0.0022675736961451248,0.0022675736961451248,0.017857142857142856,0.0002834467120181406,0.06179138321995465,0.006802721088435374,0.001984126984126984,0.027494331065759638,0.0002834467120181406,0.0002834467120181406,0.0002834467120181406,0.0572562358276644,0.003968253968253968,0.00510204081632653,0.011621315192743764,0.0005668934240362812,0.0005668934240362812,0.04195011337868481,0.0022675736961451248,0.0008503401360544217,0.0005668934240362812,0.24461451247165533,0.2604875283446712,0.001984126984126984,0.0,0.015873015873015872,3528.0,6528,0.5404411764705882
196,0.0,0.0,0.0,0.27941176470588236,0.007352941176470588,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.022058823529411766,0.007352941176470588,0.0,0.07352941176470588,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.47794117647058826,0.09558823529411764,0.0,0.0,0.0,136.0,264,0.5151515151515151
215,0.01282051282051282,0.0,0.0,0.2692307692307692,0.02564102564102564,0.0,0.01282051282051282,0.0,0.0,0.0,0.07692307692307693,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.3333333333333333,0.14102564102564102,0.0,0.0,0.0,78.0,130,0.6
223,0.00927643784786642,0.0037105751391465678,0.0018552875695732839,0.16512059369202226,0.016697588126159554,0.0,0.0018552875695732839,0.0,0.0037105751391465678,0.0,0.03896103896103896,0.012987012987012988,0.0018552875695732839,0.03339517625231911,0.0,0.0018552875695732839,0.0,0.059369202226345084,0.0018552875695732839,0.0037105751391465678,0.03710575139146568,0.0037105751391465678,0.0018552875695732839,0.012987012987012988,0.0018552875695732839,0.0018552875695732839,0.0,0.3469387755102041,0.22448979591836735,0.0,0.0,0.012987012987012988,539.0,1072,0.5027985074626866
237,0.028089887640449437,0.0,0.0,0.2808988764044944,0.0056179775280898875,0.0056179775280898875,0.0056179775280898875,0.0,0.10674157303370786,0.0,0.0056179775280898875,0.0,0.0,0.016853932584269662,0.0,0.0,0.0,0.06179775280898876,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.0056179775280898875,0.0,0.0056179775280898875,0.2752808988764045,0.16853932584269662,0.0,0.0,0.0056179775280898875,178.0,424,0.419811320754717
240,0.03355704697986577,0.0,0.0,0.18791946308724833,0.0,0.006711409395973154,0.020134228187919462,0.0,0.20134228187919462,0.0,0.020134228187919462,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.053691275167785234,0.0,0.0,0.020134228187919462,0.0,0.0,0.026845637583892617,0.0,0.0,0.0,0.2953020134228188,0.12751677852348994,0.0,0.0,0.0,149.0,348,0.4281609195402299
254,0.011506276150627616,0.0020920502092050207,0.0,0.1192468619246862,0.0041841004184100415,0.009414225941422594,0.005230125523012552,0.0010460251046025104,0.47594142259414224,0.0010460251046025104,0.006276150627615063,0.008368200836820083,0.0010460251046025104,0.008368200836820083,0.0,0.0010460251046025104,0.0010460251046025104,0.010460251046025104,0.0010460251046025104,0.0,0.0031380753138075313,0.0010460251046025104,0.0,0.008368200836820083,0.0,0.0031380753138075313,0.0010460251046025104,0.21338912133891214,0.09623430962343096,0.0031380753138075313,0.0,0.0031380753138075313,956.0,2405,0.3975051975051975
268,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.25,0.05555555555555555,0.0,0.0,0.0,36.0,51,0.7058823529411765
271,0.020833333333333332,0.0,0.0,0.14583333333333334,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.6041666666666666,0.020833333333333332,0.0,0.0,0.0,48.0,78,0.6153846153846154
285,0.13333333333333333,0.0,0.0,0.5555555555555556,0.0,0.0,0.011111111111111112,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.07777777777777778,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.07777777777777778,0.044444444444444446,0.0,0.0,0.0,90.0,148,0.6081081081081081
299,0.012684989429175475,0.0021141649048625794,0.0,0.16701902748414377,0.006342494714587738,0.0021141649048625794,0.004228329809725159,0.0,0.12896405919661733,0.0021141649048625794,0.008456659619450317,0.0,0.0021141649048625794,0.004228329809725159,0.0021141649048625794,0.0,0.0,0.02959830866807611,0.006342494714587738,0.004228329809725159,0.008456659619450317,0.0,0.0,0.012684989429175475,0.0,0.004228329809725159,0.0021141649048625794,0.48414376321353064,0.1014799154334038,0.0,0.0,0.004228329809725159,473.0,1593,0.29692404268675454
309,0.006578947368421052,0.0013157894736842105,0.0,0.10394736842105264,0.003947368421052632,0.0,0.0,0.002631578947368421,0.7802631578947369,0.0,0.003947368421052632,0.0,0.0,0.002631578947368421,0.0,0.002631578947368421,0.0,0.005263157894736842,0.002631578947368421,0.0013157894736842105,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0013157894736842105,0.034210526315789476,0.034210526315789476,0.0,0.0,0.002631578947368421,760.0,2151,0.35332403533240353
312,0.0,0.0,0.0,0.035211267605633804,0.0,0.0,0.007042253521126761,0.0,0.7112676056338029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.007042253521126761,0.11971830985915492,0.0,0.007042253521126761,0.014084507042253521,0.007042253521126761,0.0,0.007042253521126761,0.06338028169014084,0.007042253521126761,0.0,0.0,0.0,142.0,264,0.5378787878787878
326,0.016260162601626018,0.0,0.0,0.056910569105691054,0.0,0.016260162601626018,0.0,0.016260162601626018,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.008130081300813009,0.0,0.0,0.008130081300813009,0.0,0.0,0.016260162601626018,0.7642276422764228,0.056910569105691054,0.0,0.0,0.008130081300813009,123.0,195,0.6307692307692307
330,0.0625,0.0625,0.0,0.1875,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.40625,0.09375,0.0,0.0,0.03125,32.0,41,0.7804878048780488
343,0.01694915254237288,0.0,0.0,0.2711864406779661,0.0,0.01694915254237288,0.03389830508474576,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.06779661016949153,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.3898305084745763,0.03389830508474576,0.0,0.0,0.01694915254237288,59.0,110,0.5363636363636364
357,0.030641742146849105,0.0026980150317980345,0.0015417228753131624,0.1289265754480632,0.026402004239737906,0.002119868953555598,0.008094045095394103,0.004047022547697052,0.007708614376565812,0.0015417228753131624,0.0701483908267489,0.005203314704181923,0.0009635767970707265,0.06263249180959722,0.0,0.0017344382347273077,0.0013490075158990172,0.07535170553093082,0.0030834457506263247,0.008094045095394103,0.005010599344767778,0.0001927153594141453,0.0005781460782424359,0.014260936596646753,0.0030834457506263247,0.0009635767970707265,0.0007708614376565812,0.29234920023125843,0.21237232607438813,0.0007708614376565812,0.0,0.027365581036808632,5189.0,11272,0.4603442157558552
