;from;to;fromLabel;toLabel;value;color;toTotal
396;[22.011666666,41.432777777];[20.466666666,44.816666666];Кавадарци;Белград;2;#99ff1b;80
587;[21.268761111,40.518130555];[20.466666666,44.816666666];Костур;Белград;2;#99ff1b;80
622;[22.05,40.8];[20.466666666,44.816666666];Воден;Белград;2;#99ff1b;80
1249;[21.714444444,42.132222222];[20.466666666,44.816666666];Куманово;Белград;2;#99ff1b;80
1334;[22.509166666,41.882777777];[20.466666666,44.816666666];Виница;Белград;2;#99ff1b;80
9;[20.633055555,41.103888888];[20.466666666,44.816666666];Радожда;Белград;1;#99ff1b;80
131;[20.7344,41.6758];[20.466666666,44.816666666];Маврово;Белград;1;#99ff1b;80
185;[20.678888888,41.1775];[20.466666666,44.816666666];Струга;Белград;1;#99ff1b;80
201;[20.971388888,42.010277777];[20.466666666,44.816666666];Тетово;Белград;1;#99ff1b;80
313;[22.5025,41.139166666];[20.466666666,44.816666666];Гевгели;Белград;1;#99ff1b;80
419;[22.089166666,41.483888888];[20.466666666,44.816666666];Неготино;Белград;1;#99ff1b;80
669;[22.8765,40.9954];[20.466666666,44.816666666];Кукуш;Белград;1;#99ff1b;80
778;[21.251111111,41.045277777];[20.466666666,44.816666666];Търново;Белград;1;#99ff1b;80
788;[21.0511,40.9864];[20.466666666,44.816666666];Асамати;Белград;1;#99ff1b;80
789;[21.76,41.7483];[20.466666666,44.816666666];Башино село;Белград;1;#99ff1b;80
791;[20.5294,41.5594];[20.466666666,44.816666666];Банище;Белград;1;#99ff1b;80
827;[22.713888888,42.011111111];[20.466666666,44.816666666];Драмче;Белград;1;#99ff1b;80
925;[22.7986,41.4706];[20.466666666,44.816666666];Иловица;Белград;1;#99ff1b;80
933;[21.0047,41.1339];[20.466666666,44.816666666];Избища;Белград;1;#99ff1b;80
938;[20.8278,41.0836];[20.466666666,44.816666666];Велестово;Белград;1;#99ff1b;80
954;[20.7231,41.5611];[20.466666666,44.816666666];Тресонче;Белград;1;#99ff1b;80
989;[21.07972222,40.57888889];[20.466666666,44.816666666];Косинец;Белград;1;#99ff1b;80
1088;[21.833888888,40.669722222];[20.466666666,44.816666666];Катраница;Белград;1;#99ff1b;80
1235;[22.643055555,41.4375];[20.466666666,44.816666666];Струмица;Белград;1;#99ff1b;80
1268;[20.595833333,41.268333333];[20.466666666,44.816666666];Лабунища;Белград;1;#99ff1b;80
1282;[21.552222222,40.256388888];[20.466666666,44.816666666];Сятища;Белград;1;#99ff1b;80
1293;[20.527222222,41.525];[20.466666666,44.816666666];Дебър;Белград;1;#99ff1b;80
1325;[21.2853,41.0231];[20.466666666,44.816666666];Брусник;Белград;1;#99ff1b;80
1330;[20.59606111,41.28928056];[20.466666666,44.816666666];Боровец (Община Струга);Белград;1;#99ff1b;80
1333;[20.838156,41.76653];[20.466666666,44.816666666];Вруток;Белград;1;#99ff1b;80
1343;[22.41453,40.79622];[20.466666666,44.816666666];Енидже Вардар;Белград;1;#99ff1b;80
280;[21.775277777,41.715277777];[22.935555555,40.640277777];Велес;Солун;8;#2c7bb6;59
578;[21.268761111,40.518130555];[22.935555555,40.640277777];Костур;Солун;6;#2c7bb6;59
215;[21.554166666,41.346388888];[22.935555555,40.640277777];Прилеп;Солун;4;#2c7bb6;59
598;[23.55,41.083333333];[22.935555555,40.640277777];Сяр;Солун;4;#2c7bb6;59
618;[22.05,40.8];[22.935555555,40.640277777];Воден;Солун;4;#2c7bb6;59
330;[21.334722222,41.031944444];[22.935555555,40.640277777];Битоля;Солун;3;#2c7bb6;59
28;[20.801944444,41.116944444];[22.935555555,40.640277777];Охрид;Солун;2;#2c7bb6;59
142;[21.258055555,40.4525];[22.935555555,40.640277777];Хрупища;Солун;2;#2c7bb6;59
542;[21.78896,40.30069];[22.935555555,40.640277777];Кожани;Солун;2;#2c7bb6;59
76;[23.22,40.695];[22.935555555,40.640277777];Евангелисмос;Солун;1;#2c7bb6;59
77;[21.1774,40.40443];[22.935555555,40.640277777];Жужелци;Солун;1;#2c7bb6;59
112;[21.4033,39.9467];[22.935555555,40.640277777];Ситарас;Солун;1;#2c7bb6;59
129;[22.92805556,40.42611111];[22.935555555,40.640277777];Епаноми;Солун;1;#2c7bb6;59
251;[21.248333333,41.37];[22.935555555,40.640277777];Крушево;Солун;1;#2c7bb6;59
311;[22.5025,41.139166666];[22.935555555,40.640277777];Гевгели;Солун;1;#2c7bb6;59
656;[22.8765,40.9954];[22.935555555,40.640277777];Кукуш;Солун;1;#2c7bb6;59
704;[22.451944444,40.948055555];[22.935555555,40.640277777];Гумендже;Солун;1;#2c7bb6;59
718;[21.492222222,40.584444444];[22.935555555,40.640277777];Лехово;Солун;1;#2c7bb6;59
752;[21.125277777,40.006944444];[22.935555555,40.640277777];Авдела;Солун;1;#2c7bb6;59
1012;[21.378888888,40.413611111];[22.935555555,40.640277777];Богатско;Солун;1;#2c7bb6;59
1025;[23.025,40.6417];[22.935555555,40.640277777];Пейзаново;Солун;1;#2c7bb6;59
1085;[21.379722222,40.879166666];[22.935555555,40.640277777];Света Петка;Солун;1;#2c7bb6;59
1108;[21.36583333,40.71722222];[22.935555555,40.640277777];Неред;Солун;1;#2c7bb6;59
1125;[23.18,40.8883];[22.935555555,40.640277777];Зарово;Солун;1;#2c7bb6;59
1143;[21.143333333,40.582222222];[22.935555555,40.640277777];Дъмбени;Солун;1;#2c7bb6;59
1156;[22.1433,40.2583];[22.935555555,40.640277777];Катафиги;Солун;1;#2c7bb6;59
1163;[21.165,40.171];[22.935555555,40.640277777];Дилофо;Солун;1;#2c7bb6;59
1216;[23.1367,40.48];[22.935555555,40.640277777];Терми (дем);Солун;1;#2c7bb6;59
1224;[21.679722222,40.689722222];[22.935555555,40.640277777];Суровичево;Солун;1;#2c7bb6;59
1277;[21.552222222,40.256388888];[22.935555555,40.640277777];Сятища;Солун;1;#2c7bb6;59
1340;[22.41453,40.79622];[22.935555555,40.640277777];Енидже Вардар;Солун;1;#2c7bb6;59
1351;[21.81653,40.264594];[22.935555555,40.640277777];Крокос;Солун;1;#2c7bb6;59
1368;[22.491944444,40.176111111];[22.935555555,40.640277777];Дион;Солун;1;#2c7bb6;59
25;[20.801944444,41.116944444];[21.334722222,41.031944444];Охрид;Битоля;10;#10ff33;51
212;[21.554166666,41.346388888];[21.334722222,41.031944444];Прилеп;Битоля;3;#10ff33;51
180;[20.678888888,41.1775];[21.334722222,41.031944444];Струга;Битоля;2;#10ff33;51
274;[21.775277777,41.715277777];[21.334722222,41.031944444];Велес;Битоля;2;#10ff33;51
561;[21.408888888,40.782777777];[21.334722222,41.031944444];Лерин;Битоля;2;#10ff33;51
751;[21.125277777,40.006944444];[21.334722222,41.031944444];Авдела;Битоля;2;#10ff33;51
944;[21.111111111,41.155];[21.334722222,41.031944444];Смилево;Битоля;2;#10ff33;51
1263;[21.17805556,41.05583333];[21.334722222,41.031944444];Цапари;Битоля;2;#10ff33;51
72;[21.46108,40.7217];[21.334722222,41.031944444];Долно Котори;Битоля;1;#10ff33;51
101;[21.748166666,40.726444444];[21.334722222,41.031944444];Пътеле;Битоля;1;#10ff33;51
108;[21.170583333,40.69425];[21.334722222,41.031944444];Руля;Битоля;1;#10ff33;51
121;[20.653055555,41.594166666];[21.334722222,41.031944444];Галичник;Битоля;1;#10ff33;51
152;[22.191388888,41.735833333];[21.334722222,41.031944444];Щип;Битоля;1;#10ff33;51
391;[22.011666666,41.432777777];[21.334722222,41.031944444];Кавадарци;Битоля;1;#10ff33;51
417;[22.089166666,41.483888888];[21.334722222,41.031944444];Неготино;Битоля;1;#10ff33;51
540;[21.78896,40.30069];[21.334722222,41.031944444];Кожани;Битоля;1;#10ff33;51
554;[22.175,42.078333333];[21.334722222,41.031944444];Кратово;Битоля;1;#10ff33;51
703;[21.494444444,40.644444444];[21.334722222,41.031944444];Невеска;Битоля;1;#10ff33;51
777;[21.251111111,41.045277777];[21.334722222,41.031944444];Търново;Битоля;1;#10ff33;51
785;[21.1306,41.0331];[21.334722222,41.031944444];Маловище;Битоля;1;#10ff33;51
805;[21.332527777,40.99525];[21.334722222,41.031944444];Буково;Битоля;1;#10ff33;51
819;[21.155,41.0839];[21.334722222,41.031944444];Доленци;Битоля;1;#10ff33;51
856;[21.6419,41.0433];[21.334722222,41.031944444];Ивени;Битоля;1;#10ff33;51
869;[21.305,41.3214];[21.334722222,41.031944444];Свето Митрани;Битоля;1;#10ff33;51
889;[21.1219,41.12];[21.334722222,41.031944444];Гопеш;Битоля;1;#10ff33;51
1040;[21.62333333,40.68916667];[21.334722222,41.031944444];Горно Върбени;Битоля;1;#10ff33;51
1078;[21.282472222,40.213];[21.334722222,41.031944444];Кримини;Битоля;1;#10ff33;51
1080;[21.31666667,40.85];[21.334722222,41.031944444];Раково;Битоля;1;#10ff33;51
1090;[21.48444444,40.78222222];[21.334722222,41.031944444];Песочница;Битоля;1;#10ff33;51
1092;[21.284444444,40.004444444];[21.334722222,41.031944444];Спилео;Битоля;1;#10ff33;51
1098;[21.61333333,40.86166667];[21.334722222,41.031944444];Крушоради;Битоля;1;#10ff33;51
1115;[21.33864444,40.62];[21.334722222,41.031944444];Вишени;Битоля;1;#10ff33;51
1139;[21.513611111,40.835833333];[21.334722222,41.031944444];Върбени;Битоля;1;#10ff33;51
1364;[21.351111111,40.928333333];[21.334722222,41.031944444];Велушина;Битоля;1;#10ff33;51
1051;[21.429166666,40.565277777];[27.91108,43.211375];Загоричани;Варна;4;#7b3294;33
169;[22.191388888,41.735833333];[27.91108,43.211375];Щип;Варна;3;#7b3294;33
408;[21.012222222,41.088888888];[27.91108,43.211375];Ресен;Варна;3;#7b3294;33
1121;[21.44611111,40.55222222];[27.91108,43.211375];Бобища;Варна;3;#7b3294;33
55;[20.801944444,41.116944444];[27.91108,43.211375];Охрид;Варна;1;#7b3294;33
62;[21.25,40.558611111];[27.91108,43.211375];Апоскеп;Варна;1;#7b3294;33
86;[21.41002,40.52072];[27.91108,43.211375];Куманичево;Варна;1;#7b3294;33
128;[20.653055555,41.594166666];[27.91108,43.211375];Галичник;Варна;1;#7b3294;33
263;[21.248333333,41.37];[27.91108,43.211375];Крушево;Варна;1;#7b3294;33
304;[21.775277777,41.715277777];[27.91108,43.211375];Велес;Варна;1;#7b3294;33
375;[21.334722222,41.031944444];[27.91108,43.211375];Битоля;Варна;1;#7b3294;33
517;[22.935555555,40.640277777];[27.91108,43.211375];Солун;Варна;1;#7b3294;33
572;[21.408888888,40.782777777];[27.91108,43.211375];Лерин;Варна;1;#7b3294;33
731;[21.502777777,40.539722222];[27.91108,43.211375];Мокрени;Варна;1;#7b3294;33
769;[23.683333333,41.3];[27.91108,43.211375];Горно Броди;Варна;1;#7b3294;33
782;[20.815555555,41.025833333];[27.91108,43.211375];Елшани;Варна;1;#7b3294;33
894;[21.153611111,41.295833333];[27.91108,43.211375];Сопотница;Варна;1;#7b3294;33
932;[21.0114,41.1103];[27.91108,43.211375];Янковец;Варна;1;#7b3294;33
948;[21.111111111,41.155];[27.91108,43.211375];Смилево;Варна;1;#7b3294;33
991;[21.07972222,40.57888889];[27.91108,43.211375];Косинец;Варна;1;#7b3294;33
1001;[21.038888888,40.533888888];[27.91108,43.211375];Кърчища;Варна;1;#7b3294;33
1010;[21.154444444,40.798333333];[27.91108,43.211375];Рудари;Варна;1;#7b3294;33
1077;[21.604166666,40.536388888];[27.91108,43.211375];Конуй;Варна;1;#7b3294;33
1151;[21.143333333,40.582222222];[27.91108,43.211375];Дъмбени;Варна;1;#7b3294;33
493;[22.930833333,40.643611111];[32.85,39.93];Солун;Анкара;18;#05ffd9;31
358;[21.334722222,41.031944444];[32.85,39.93];Битоля;Анкара;3;#05ffd9;31
1200;[21.433333333,41.983333333];[32.85,39.93];Скопие;Анкара;3;#05ffd9;31
200;[20.971388888,42.010277777];[32.85,39.93];Тетово;Анкара;2;#05ffd9;31
295;[21.775277777,41.715277777];[32.85,39.93];Велес;Анкара;1;#05ffd9;31
425;[22.0023,40.1844];[32.85,39.93];Сервия;Анкара;1;#05ffd9;31
544;[21.78896,40.30069];[32.85,39.93];Кожани;Анкара;1;#05ffd9;31
567;[21.408888888,40.782777777];[32.85,39.93];Лерин;Анкара;1;#05ffd9;31
604;[23.55,41.083333333];[32.85,39.93];Сяр;Анкара;1;#05ffd9;31
532;[22.930833333,40.643611111];[2.351388888,48.856944444];Солун;Париж;13;#00ccff;22
612;[23.55,41.083333333];[2.351388888,48.856944444];Сяр;Париж;2;#00ccff;22
59;[20.801944444,41.116944444];[2.351388888,48.856944444];Охрид;Париж;1;#00ccff;22
379;[21.334722222,41.031944444];[2.351388888,48.856944444];Битоля;Париж;1;#00ccff;22
594;[21.268761111,40.518130555];[2.351388888,48.856944444];Костур;Париж;1;#00ccff;22
628;[22.05,40.8];[2.351388888,48.856944444];Воден;Париж;1;#00ccff;22
1242;[22.643055555,41.4375];[2.351388888,48.856944444];Струмица;Париж;1;#00ccff;22
1302;[20.730555555,41.721111111];[2.351388888,48.856944444];Върбен;Париж;1;#00ccff;22
1349;[22.41453,40.79622];[2.351388888,48.856944444];Енидже Вардар;Париж;1;#00ccff;22
1290;[20.527222222,41.525];[19.82,41.33];Дебър;Тирана;10;#2A4858;21
337;[21.334722222,41.031944444];[19.82,41.33];Битоля;Тирана;4;#2A4858;21
34;[20.801944444,41.116944444];[19.82,41.33];Охрид;Тирана;2;#2A4858;21
181;[20.678888888,41.1775];[19.82,41.33];Струга;Тирана;2;#2A4858;21
197;[20.971388888,42.010277777];[19.82,41.33];Тетово;Тирана;1;#2A4858;21
1179;[21.433333333,41.983333333];[19.82,41.33];Скопие;Тирана;1;#2A4858;21
1225;[21.679722222,40.689722222];[19.82,41.33];Суровичево;Тирана;1;#2A4858;21
33;[20.801944444,41.116944444];[26.083333333,44.4];Охрид;Букурещ;3;#2A4858;19
254;[21.248333333,41.37];[26.083333333,44.4];Крушево;Букурещ;3;#2A4858;19
336;[21.334722222,41.031944444];[26.083333333,44.4];Битоля;Букурещ;2;#2A4858;19
740;[21.469444444,40.535833333];[26.083333333,44.4];Клисура;Букурещ;2;#2A4858;19
66;[21.93638889,40.69611111];[26.083333333,44.4];Горно Граматиково;Букурещ;1;#2A4858;19
143;[21.258055555,40.4525];[26.083333333,44.4];Хрупища;Букурещ;1;#2A4858;19
220;[21.554166666,41.346388888];[26.083333333,44.4];Прилеп;Букурещ;1;#2A4858;19
460;[22.930833333,40.643611111];[26.083333333,44.4];Солун;Букурещ;1;#2A4858;19
553;[21.018055555,40.104444444];[26.083333333,44.4];Самарина;Букурещ;1;#2A4858;19
582;[21.268761111,40.518130555];[26.083333333,44.4];Костур;Букурещ;1;#2A4858;19
600;[23.55,41.083333333];[26.083333333,44.4];Сяр;Букурещ;1;#2A4858;19
753;[21.125277777,40.006944444];[26.083333333,44.4];Авдела;Букурещ;1;#2A4858;19
1279;[21.552222222,40.256388888];[26.083333333,44.4];Сятища;Букурещ;1;#2A4858;19
523;[22.930833333,40.643611111];[19.2041,50.0262];Солун;Аушвиц;17;#2A4858;17
29;[20.801944444,41.116944444];[16.3725,48.208333333];Охрид;Виена;3;#2A4858;17
447;[22.930833333,40.643611111];[16.3725,48.208333333];Солун;Виена;3;#2A4858;17
137;[21.52497222,40.45416667];[16.3725,48.208333333];Влашка Блаца;Виена;2;#2A4858;17
282;[21.775277777,41.715277777];[16.3725,48.208333333];Велес;Виена;2;#2A4858;17
6;[21.050277777,41.024722222];[16.3725,48.208333333];Подмочани;Виена;1;#2A4858;17
117;[20.631944444,41.793333333];[16.3725,48.208333333];Щировица;Виена;1;#2A4858;17
418;[22.089166666,41.483888888];[16.3725,48.208333333];Неготино;Виена;1;#2A4858;17
579;[21.268761111,40.518130555];[16.3725,48.208333333];Костур;Виена;1;#2A4858;17
739;[21.469444444,40.535833333];[16.3725,48.208333333];Клисура;Виена;1;#2A4858;17
1278;[21.552222222,40.256388888];[16.3725,48.208333333];Сятища;Виена;1;#2A4858;17
1329;[20.59606111,41.28928056];[16.3725,48.208333333];Боровец (Община Струга);Виена;1;#2A4858;17
38;[20.801944444,41.116944444];[25.5,42.75];Охрид;България;2;#2A4858;15
255;[21.248333333,41.37];[25.5,42.75];Крушево;България;2;#2A4858;15
331;[21.334722222,41.031944444];[-79.386666666,43.670277777];Битоля;Торонто;2;#2A4858;15
1246;[21.714444444,42.132222222];[25.5,42.75];Куманово;България;2;#2A4858;15
7;[21.050277777,41.024722222];[25.5,42.75];Подмочани;България;1;#2A4858;15
73;[21.213333333,40.619166666];[-79.386666666,43.670277777];Дреновени;Торонто;1;#2A4858;15
96;[21.20332,40.74114];[-79.386666666,43.670277777];Ощима;Торонто;1;#2A4858;15
109;[21.170583333,40.69425];[-79.386666666,43.670277777];Руля;Торонто;1;#2A4858;15
160;[22.191388888,41.735833333];[25.5,42.75];Щип;България;1;#2A4858;15
183;[20.678888888,41.1775];[25.5,42.75];Струга;България;1;#2A4858;15
285;[21.775277777,41.715277777];[25.5,42.75];Велес;България;1;#2A4858;15
445;[22.935555555,40.640277777];[-79.386666666,43.670277777];Солун;Торонто;1;#2A4858;15
631;[22.00363,40.8055];[25.5,42.75];Владово;България;1;#2A4858;15
715;[20.6225,41.3997];[25.5,42.75];Селци;България;1;#2A4858;15
759;[21.24694444,40.78611111];[-79.386666666,43.670277777];Писодер;Торонто;1;#2A4858;15
765;[23.683333333,41.3];[25.5,42.75];Горно Броди;България;1;#2A4858;15
812;[22.8167,41.4667];[25.5,42.75];Щука;България;1;#2A4858;15
931;[21.061555555,41.326888888];[-79.386666666,43.670277777];Железнец;Торонто;1;#2A4858;15
986;[21.07972222,40.57888889];[-79.386666666,43.670277777];Косинец;Торонто;1;#2A4858;15
1019;[21.556111111,40.49];[-79.386666666,43.670277777];Емборе;Торонто;1;#2A4858;15
1038;[21.207222222,40.758888888];[-79.386666666,43.670277777];Желево;Торонто;1;#2A4858;15
1135;[21.19,40.626111111];[-79.386666666,43.670277777];Габреш;Торонто;1;#2A4858;15
1144;[21.143333333,40.582222222];[-79.386666666,43.670277777];Дъмбени;Торонто;1;#2A4858;15
1145;[21.143333333,40.582222222];[25.5,42.75];Дъмбени;България;1;#2A4858;15
1176;[21.433333333,41.983333333];[-79.386666666,43.670277777];Скопие;Торонто;1;#2A4858;15
1217;[21.61667,40.76667];[-79.386666666,43.670277777];Баница;Торонто;1;#2A4858;15
657;[22.8765,40.9954];[23.089722222,42.011944444];Кукуш;Благоевград;3;#2A4858;14
216;[21.554166666,41.346388888];[23.089722222,42.011944444];Прилеп;Благоевград;2;#2A4858;14
1229;[22.643055555,41.4375];[23.089722222,42.011944444];Струмица;Благоевград;2;#2A4858;14
154;[22.191388888,41.735833333];[23.089722222,42.011944444];Щип;Благоевград;1;#2A4858;14
332;[21.334722222,41.031944444];[23.089722222,42.011944444];Битоля;Благоевград;1;#2A4858;14
414;[22.890555555,41.759166666];[23.089722222,42.011944444];Пехчево;Благоевград;1;#2A4858;14
619;[22.05,40.8];[23.089722222,42.011944444];Воден;Благоевград;1;#2A4858;14
705;[22.451944444,40.948055555];[23.089722222,42.011944444];Гумендже;Благоевград;1;#2A4858;14
882;[20.6942,41.5667];[23.089722222,42.011944444];Росоки;Благоевград;1;#2A4858;14
1153;[23.1783,40.9267];[23.089722222,42.011944444];Негован;Благоевград;1;#2A4858;14
31;[20.801944444,41.116944444];[22.687015,42.279668];Охрид;Кюстендил;2;#2A4858;13
156;[22.191388888,41.735833333];[22.687015,42.279668];Щип;Кюстендил;2;#2A4858;13
218;[21.554166666,41.346388888];[22.687015,42.279668];Прилеп;Кюстендил;2;#2A4858;13
1317;[22.85639,41.707835];[22.687015,42.279668];Берово;Кюстендил;2;#2A4858;13
11;[20.60305556,41.33944444];[20.801944444,41.116944444];Нерези;Охрид;1;#2A4858;13
176;[20.678888888,41.1775];[20.801944444,41.116944444];Струга;Охрид;1;#2A4858;13
208;[21.554166666,41.346388888];[20.801944444,41.116944444];Прилеп;Охрид;1;#2A4858;13
269;[21.775277777,41.715277777];[20.801944444,41.116944444];Велес;Охрид;1;#2A4858;13
283;[21.775277777,41.715277777];[22.687015,42.279668];Велес;Кюстендил;1;#2A4858;13
318;[21.334722222,41.031944444];[20.801944444,41.116944444];Битоля;Охрид;1;#2A4858;13
381;[22.774722222,41.966111111];[20.801944444,41.116944444];Царево село;Охрид;1;#2A4858;13
384;[20.963055555,41.514166666];[20.801944444,41.116944444];Кичево;Охрид;1;#2A4858;13
390;[22.011666666,41.432777777];[20.801944444,41.116944444];Кавадарци;Охрид;1;#2A4858;13
411;[20.63509167,41.21341667];[20.801944444,41.116944444];Долна Белица;Охрид;1;#2A4858;13
794;[20.8303,41.3028];[20.801944444,41.116944444];Белчища;Охрид;1;#2A4858;13
807;[20.9617,41.2717];[20.801944444,41.116944444];Брежани;Охрид;1;#2A4858;13
939;[20.8369,41.1325];[20.801944444,41.116944444];Велгощи;Охрид;1;#2A4858;13
1097;[21.503333333,40.621666666];[22.687015,42.279668];Зелениче;Кюстендил;1;#2A4858;13
1245;[21.714444444,42.132222222];[22.687015,42.279668];Куманово;Кюстендил;1;#2A4858;13
1257;[22.331666666,42.201666666];[22.687015,42.279668];Крива паланка;Кюстендил;1;#2A4858;13
1304;[22.0497,42.0453];[22.687015,42.279668];Сакулица;Кюстендил;1;#2A4858;13
1369;[22.464444444,41.638055555];[20.801944444,41.116944444];Радовиш;Охрид;1;#2A4858;13
443;[22.935555555,40.640277777];[28.976018,41.01224];Солун;Константинопол;7;#2A4858;12
689;[21.6134,41.9001];[28.976018,41.01224];Тауресиум;Константинопол;2;#2A4858;12
809;[21.1272,41.3422];[20.83333333,45.38333333];Брезово;Федеративна народна република Югославия;2;#2A4858;12
136;[21.52497222,40.45416667];[28.976018,41.01224];Влашка Блаца;Константинопол;1;#2A4858;12
147;[22.191388888,41.735833333];[20.83333333,45.38333333];Щип;Федеративна народна република Югославия;1;#2A4858;12
271;[21.775277777,41.715277777];[20.83333333,45.38333333];Велес;Федеративна народна република Югославия;1;#2A4858;12
278;[21.775277777,41.715277777];[28.976018,41.01224];Велес;Константинопол;1;#2A4858;12
822;[21.1847,41.3892];[20.83333333,45.38333333];Долно Дивяци;Федеративна народна република Югославия;1;#2A4858;12
828;[21.5217,41.9367];[20.83333333,45.38333333];Драчево;Федеративна народна република Югославия;1;#2A4858;12
851;[21.808055555,41.6];[20.83333333,45.38333333];Скачинци;Федеративна народна република Югославия;1;#2A4858;12
900;[22.305751,42.114269];[20.83333333,45.38333333];Кнежево;Федеративна народна република Югославия;1;#2A4858;12
943;[20.8753,41.3811];[20.83333333,45.38333333];Мраморец;Федеративна народна република Югославия;1;#2A4858;12
950;[20.7231,41.5611];[20.83333333,45.38333333];Тресонче;Федеративна народна република Югославия;1;#2A4858;12
1006;[20.972194444,41.440611111];[20.83333333,45.38333333];Кладник;Федеративна народна република Югославия;1;#2A4858;12
1009;[20.933,41.419694444];[20.83333333,45.38333333];Козица;Федеративна народна република Югославия;1;#2A4858;12
1018;[21.556111111,40.49];[28.976018,41.01224];Емборе;Константинопол;1;#2A4858;12
49;[20.801944444,41.116944444];[24.741454,42.142086];Охрид;Пловдив;1;#2A4858;11
63;[21.532222222,41.356666666];[21.554166666,41.346388888];Варош (Прилеп);Прилеп;1;#2A4858;11
151;[22.191388888,41.735833333];[21.554166666,41.346388888];Щип;Прилеп;1;#2A4858;11
239;[21.554166666,41.346388888];[24.741454,42.142086];Прилеп;Пловдив;1;#2A4858;11
248;[21.248333333,41.37];[21.554166666,41.346388888];Крушево;Прилеп;1;#2A4858;11
327;[21.334722222,41.031944444];[21.554166666,41.346388888];Битоля;Прилеп;1;#2A4858;11
368;[21.334722222,41.031944444];[24.741454,42.142086];Битоля;Пловдив;1;#2A4858;11
398;[22.011666666,41.432777777];[24.741454,42.142086];Кавадарци;Пловдив;1;#2A4858;11
670;[22.8765,40.9954];[24.741454,42.142086];Кукуш;Пловдив;1;#2A4858;11
688;[20.700416666,41.743333333];[21.554166666,41.346388888];Богдево;Прилеп;1;#2A4858;11
691;[23.039444444,41.088888888];[24.741454,42.142086];Междурек;Пловдив;1;#2A4858;11
712;[21.453611111,41.426388888];[21.554166666,41.346388888];Долнени;Прилеп;1;#2A4858;11
742;[21.333055555,41.335833333];[21.554166666,41.346388888];Кривогащани;Прилеп;1;#2A4858;11
859;[21.729722222,41.443333333];[21.554166666,41.346388888];Никодин;Прилеп;1;#2A4858;11
903;[21.40639,42.09444];[24.741454,42.142086];Мирковци;Пловдив;1;#2A4858;11
914;[22.081593,42.235238];[21.554166666,41.346388888];Станча;Прилеп;1;#2A4858;11
952;[20.7231,41.5611];[21.554166666,41.346388888];Тресонче;Прилеп;1;#2A4858;11
1117;[21.33864444,40.62];[24.741454,42.142086];Вишени;Пловдив;1;#2A4858;11
1140;[21.513611111,40.835833333];[24.741454,42.142086];Върбени;Пловдив;1;#2A4858;11
1148;[21.143333333,40.582222222];[24.741454,42.142086];Дъмбени;Пловдив;1;#2A4858;11
1315;[21.356138888,40.953111111];[21.554166666,41.346388888];Барешани;Прилеп;1;#2A4858;11
1345;[22.41453,40.79622];[24.741454,42.142086];Енидже Вардар;Пловдив;1;#2A4858;11
499;[22.930833333,40.643611111];[23.0,38.5];Солун;Гърция;6;#2A4858;10
491;[22.935555555,40.640277777];[27.13838,38.41273];Солун;Измир;4;#2A4858;10
357;[21.334722222,41.031944444];[27.13838,38.41273];Битоля;Измир;2;#2A4858;10
1199;[21.433333333,41.983333333];[27.13838,38.41273];Скопие;Измир;2;#2A4858;10
20;[23.46064,41.07041];[23.55,41.083333333];Хомондос;Сяр;1;#2A4858;10
175;[23.20861111,40.30583333];[27.13838,38.41273];Q1519862;Измир;1;#2A4858;10
222;[21.554166666,41.346388888];[23.55,41.083333333];Прилеп;Сяр;1;#2A4858;10
299;[21.775277777,41.715277777];[23.0,38.5];Велес;Гърция;1;#2A4858;10
463;[22.930833333,40.643611111];[23.55,41.083333333];Солун;Сяр;1;#2A4858;10
637;[23.397124262,40.951571248];[23.55,41.083333333];Копач;Сяр;1;#2A4858;10
764;[23.683333333,41.3];[23.55,41.083333333];Горно Броди;Сяр;1;#2A4858;10
1049;[21.429166666,40.565277777];[27.13838,38.41273];Загоричани;Измир;1;#2A4858;10
1062;[23.28194444,41.18305556];[23.55,41.083333333];Долна Джумая;Сяр;1;#2A4858;10
1066;[23.973055555,40.921944444];[23.55,41.083333333];Радолиово;Сяр;1;#2A4858;10
1095;[22.38819,40.97846];[23.0,38.5];Баровица;Гърция;1;#2A4858;10
1100;[21.3027,40.7769];[23.0,38.5];Арменско;Гърция;1;#2A4858;10
1123;[21.36527778,40.59361111];[23.55,41.083333333];Черешница;Сяр;1;#2A4858;10
1215;[23.380277777,41.128055555];[23.55,41.083333333];Просеник;Сяр;1;#2A4858;10
1232;[22.643055555,41.4375];[23.55,41.083333333];Струмица;Сяр;1;#2A4858;10
1237;[22.643055555,41.4375];[23.0,38.5];Струмица;Гърция;1;#2A4858;10
471;[22.930833333,40.643611111];[12.482777777,41.893055555];Солун;Рим;7;#2A4858;9
1173;[21.433333333,41.983333333];[15.977222222,45.813055555];Скопие;Загреб;4;#2A4858;9
178;[20.678888888,41.1775];[15.977222222,45.813055555];Струга;Загреб;1;#2A4858;9
192;[20.971388888,42.010277777];[15.977222222,45.813055555];Тетово;Загреб;1;#2A4858;9
209;[21.554166666,41.346388888];[15.977222222,45.813055555];Прилеп;Загреб;1;#2A4858;9
256;[21.248333333,41.37];[12.482777777,41.893055555];Крушево;Рим;1;#2A4858;9
908;[22.1822,41.735];[12.482777777,41.893055555];Ново село;Рим;1;#2A4858;9
