;from;to;fromLabel;toLabel;value;color;toTotal
840;[21.513104,42.017927];[22.545277777,42.077777777];Сингелич;Саса;1;#2A4858;1
844;[21.618333333,42.161111111];[20.833333333,42.55];Оризари;Косово;1;#2A4858;1
847;[21.7781,41.5708];[21.544166666,41.468611111];Крайници;Дреновци;1;#2A4858;1
853;[22.0278,41.4664];[20.960277777,42.019166666];Марена;Тетовско кале;1;#2A4858;1
860;[21.0628,41.1175];[21.0114,41.1103];Златари;Янковец;1;#2A4858;1
868;[20.8364,41.1092];[20.779166666,41.135833333];Рамне;Q20935180;1;#2A4858;1
874;[21.2533,41.4192];[21.19,41.3167];Селце;Ракитница;1;#2A4858;1
887;[22.434722222,41.307777777];[24.86892,42.10161];Миравци;Катуница;1;#2A4858;1
891;[22.7536,41.4156];[18.066666666,43.116666666];Моноспитово;Q820944;1;#2A4858;1
896;[21.136666666,41.081111111];[20.807472222,41.476916666];Гявато;Кленоец;1;#2A4858;1
897;[21.378611111,40.911666666];[22.466666666,42.5];Лажец;Босилеград;1;#2A4858;1
899;[22.425,41.951111111];[22.867756,42.993902];Припор;Калотина;1;#2A4858;1
901;[22.0778,42.1322];[22.175,42.078333333];Търновац;Кратово;1;#2A4858;1
904;[21.807222222,41.379166666];[21.67,41.7183];Голем Радобил;Сливник;1;#2A4858;1
905;[21.807222222,41.379166666];[21.368611111,43.923055555];Голем Радобил;Чуприя;1;#2A4858;1
909;[22.1822,41.735];[23.427305,41.561294];Ново село;Сугарево;1;#2A4858;1
911;[21.305,42.056667];[21.94611,42.99806];Кучково;Лесковац;1;#2A4858;1
922;[22.5775,41.1556];[23.563445,41.820999];Стояково;Добринище;1;#2A4858;1
929;[22.8386,41.375];[22.85972222,40.95972222];Мокриево;Саръгьол;1;#2A4858;1
940;[20.8369,41.1325];[20.9414,41.2136];Велгощи;Речица;1;#2A4858;1
941;[22.0188,41.4169];[21.944666666,41.237944444];Ваташа;Клиново;1;#2A4858;1
945;[21.111111111,41.155];[23.0,41.666666666];Смилево;Малешевска планина;1;#2A4858;1
956;[20.7231,41.5611];[23.488801,41.838469];Тресонче;Банско;1;#2A4858;1
957;[20.693888888,41.536111111];[35.083888888,32.926111111];Лазарополе;Акра;1;#2A4858;1
961;[20.693888888,41.536111111];[23.132972,42.126855];Лазарополе;Рила;1;#2A4858;1
962;[20.693888888,41.536111111];[24.541417,42.0563];Лазарополе;Перущица;1;#2A4858;1
967;[21.1233,41.7011];[19.8431,45.223];Звечан;Сремска Каменица;1;#2A4858;1
969;[21.2758,41.5753];[21.4467,42.0308];Локвица;Визбегово;1;#2A4858;1
970;[21.2275,41.4881];[21.1822,41.5861];Сланско;Слатина;1;#2A4858;1
974;[21.83333333,40.8];[-81.52278,40.795];Острово;Q992289;1;#2A4858;1
980;[21.521944444,40.705833333];[26.046944444,40.881666666];Негован;Лъджакьой;1;#2A4858;1
983;[21.155,40.83666667];[23.633333333,37.966666666];Герман;Никея;1;#2A4858;1
992;[21.07972222,40.57888889];[20.99,40.6275];Косинец;Билища;1;#2A4858;1
993;[21.140555555,40.836388888];[21.1325,40.812777777];Ръмби;Щърково (дем Преспа);1;#2A4858;1
1000;[21.038888888,40.533888888];[21.414444444,40.616944444];Кърчища;Прекопана;1;#2A4858;1
1003;[20.791694444,41.461888888];[20.963055555,41.514166666];Иванчища;Кичево;1;#2A4858;1
1005;[20.924722222,40.448055555];[21.387777777,40.312777777];Яновени;Неаполи;1;#2A4858;1
1015;[21.584166666,40.834444444];[17.0325,51.11];Вощарани;Вроцлав;1;#2A4858;1
1020;[21.556111111,40.49];[23.3644,41.458018];Емборе;Кромидово;1;#2A4858;1
1027;[21.511111111,40.3425];[22.375,37.508333333];Ератира;Триполи;1;#2A4858;1
1029;[23.036944444,41.285555555];[23.104509,41.363926];Горни Порой;Коларово;1;#2A4858;1
1037;[21.207222222,40.758888888];[21.20332,40.74114];Желево;Ощима;1;#2A4858;1
1041;[21.62333333,40.68916667];[23.991263,42.027559];Горно Върбени;Велинград;1;#2A4858;1
1046;[23.134722222,40.758055555];[26.9825,37.7475];Балевец;Вати;1;#2A4858;1
1047;[21.429166666,40.565277777];[23.23232,41.738031];Загоричани;Влахи;1;#2A4858;1
1052;[21.9525,40.91583333];[23.595,38.4625];Саракиново;Халкида;1;#2A4858;1
1056;[22.769166666,40.751666666];[22.739166666,41.775555555];Бугариево;Митрашинци;1;#2A4858;1
1061;[23.28194444,41.18305556];[23.41444444,40.98444444];Долна Джумая;Димитрич;1;#2A4858;1
1065;[23.28194444,41.18305556];[23.391049,41.522792];Долна Джумая;Мелник;1;#2A4858;1
1067;[23.709444444,41.084166666];[23.31666667,42.7];Довища;Царство България;1;#2A4858;1
1069;[23.709444444,41.084166666];[23.4725,37.335];Довища;Хидра;1;#2A4858;1
1070;[23.363333333,41.024722222];[23.427777777,40.932777777];Сякавец;Нигослав;1;#2A4858;1
1074;[22.570833333,41.069722222];[25.704082,43.130393];Смол;Горна Оряховица;1;#2A4858;1
1084;[21.498055555,40.838611111];[20.98275,40.855222];Попължани;Преспа;1;#2A4858;1
1086;[22.53916667,40.8125];[27.7577,42.713797];Рамел;Свети Влас;1;#2A4858;1
1087;[21.833888888,40.669722222];[21.36583333,40.71722222];Катраница;Неред;1;#2A4858;1
1091;[22.53,40.858055555];[22.454166666,40.751111111];Кониково;Киркалово;1;#2A4858;1
1096;[22.38819,40.97846];[22.42017,40.98437];Баровица;Църна река;1;#2A4858;1
1107;[21.301111111,40.815555555];[21.351666666,40.881944444];Буф;Драгош;1;#2A4858;1
1111;[21.2625,40.672777777];[-72.614444444,42.861944444];Кономлади;Q899813;1;#2A4858;1
1112;[21.469444444,40.613333333];[21.554166666,40.660555555];Сребрено;Айтос;1;#2A4858;1
1113;[21.469444444,40.613333333];[21.688888888,40.786666666];Сребрено;Горничево;1;#2A4858;1
1116;[21.33864444,40.62];[26.870287,43.218012];Вишени;Троица;1;#2A4858;1
1122;[21.348333333,40.610277777];[23.224242,43.405487];Българска Блаца;Монтана;1;#2A4858;1
1126;[23.18,40.8883];[21.301111111,40.815555555];Зарово;Буф;1;#2A4858;1
1131;[21.40833333,40.19666667];[21.52497222,40.45416667];Агиос Георгиос;Влашка Блаца;1;#2A4858;1
1133;[21.40833333,40.19666667];[42.590277777,40.331388888];Агиос Георгиос;Саръкамъш;1;#2A4858;1
1137;[21.27194444,40.59388889];[9.1775,48.776111111];Шестеово;Щутгарт;1;#2A4858;1
1146;[21.143333333,40.582222222];[21.33864444,40.62];Дъмбени;Вишени;1;#2A4858;1
1150;[21.143333333,40.582222222];[-122.236111111,37.482777777];Дъмбени;Редуд Сити;1;#2A4858;1
1152;[21.3877179,42.0974773];[-87.627777777,41.881944444];Чучер;Чикаго;1;#2A4858;1
1162;[22.1992,41.8419];[23.030805,42.599828];Горни Балван;Перник;1;#2A4858;1
1166;[21.433333333,41.983333333];[21.574722222,41.959722222];Скопие;Идризово;1;#2A4858;1
1167;[21.433333333,41.983333333];[26.916666666,46.583333333];Скопие;Бакъу;1;#2A4858;1
1169;[21.433333333,41.983333333];[21.1181,41.4059];Скопие;Черна (река);1;#2A4858;1
1170;[21.433333333,41.983333333];[28.194516,43.950888];Скопие;Q12140938;1;#2A4858;1
1172;[21.433333333,41.983333333];[88.3638815,22.5726723];Скопие;Колката;1;#2A4858;1
1175;[21.433333333,41.983333333];[21.1033,42.505];Скопие;Старо Грацко;1;#2A4858;1
1178;[21.433333333,41.983333333];[-75.695,45.424722222];Скопие;Отава;1;#2A4858;1
1180;[21.433333333,41.983333333];[20.386111111,45.377777777];Скопие;Зренянин;1;#2A4858;1
1182;[21.433333333,41.983333333];[28.976111,41.031944];Скопие;Q217411;1;#2A4858;1
1184;[21.433333333,41.983333333];[19.216667,42.766667];Скопие;Черна гора;1;#2A4858;1
1185;[21.433333333,41.983333333];[20.0714,45.4731];Скопие;Q238981;1;#2A4858;1
1186;[21.433333333,41.983333333];[4.351666666,50.846666666];Скопие;Брюксел;1;#2A4858;1
1188;[21.433333333,41.983333333];[21.033333333,52.216666666];Скопие;Варшава;1;#2A4858;1
1190;[21.433333333,41.983333333];[11.426111111,48.763611111];Скопие;Инголщат;1;#2A4858;1
1191;[21.433333333,41.983333333];[9.99155,48.39841];Скопие;Улм;1;#2A4858;1
1194;[21.433333333,41.983333333];[34.866666666,32.183333333];Скопие;Q309164;1;#2A4858;1
1196;[21.433333333,41.983333333];[-77.15276,39.084];Скопие;Роквил;1;#2A4858;1
1198;[21.433333333,41.983333333];[13.04768,47.7972];Скопие;Залцбург;1;#2A4858;1
1204;[21.433333333,41.983333333];[-122.478833333,48.754388888];Скопие;Белингам;1;#2A4858;1
1208;[21.433333333,41.983333333];[3.547777777,47.458611111];Скопие;Q4956;1;#2A4858;1
1211;[21.433333333,41.983333333];[16.656944444,43.151388888];Скопие;Хвар;1;#2A4858;1
1212;[21.433333333,41.983333333];[-77.036666666,38.895];Скопие;Вашингтон;1;#2A4858;1
1233;[22.643055555,41.4375];[151.2,-33.866666666];Струмица;Сидни;1;#2A4858;1
1234;[22.643055555,41.4375];[22.4242,41.6103];Струмица;Инево;1;#2A4858;1
1240;[22.643055555,41.4375];[27.470179,42.502965];Струмица;Бургас;1;#2A4858;1
1248;[21.714444444,42.132222222];[20.925,42.0828];Куманово;Вейце;1;#2A4858;1
1255;[21.683333333,40.516666666];[21.639166666,47.53];Кайляри;Дебрецен;1;#2A4858;1
1261;[22.0111,41.9939];[21.9425,41.865];Строиманци;Свети Никола;1;#2A4858;1
1262;[21.130833333,41.582222222];[21.012222222,41.088888888];Горно Круше;Ресен;1;#2A4858;1
1267;[20.595833333,41.268333333];[20.371,41.5751];Лабунища;Шупенза;1;#2A4858;1
1271;[21.051944444,42.0775];[21.032777777,42.063888888];Теарце;Лешочки манастир;1;#2A4858;1
1274;[21.552222222,40.256388888];[21.443333333,40.370555555];Сятища;Дриовуно;1;#2A4858;1
1280;[21.552222222,40.256388888];[25.183333333,37.05];Сятища;Парос;1;#2A4858;1
1284;[21.552222222,40.256388888];[22.36194167,39.74527778];Сятища;Амбелонас;1;#2A4858;1
1286;[21.552222222,40.256388888];[19.221666666,46.876111111];Сятища;Q855001;1;#2A4858;1
1287;[20.527222222,41.525];[19.60138889,41.13527778];Дебър;Q13039787;1;#2A4858;1
1292;[20.527222222,41.525];[-3.5,40.2];Дебър;Испания;1;#2A4858;1
1299;[21.914,40.32];[22.96555556,40.65388889];Инои;Полихни;1;#2A4858;1
1305;[22.572777777,41.203055555];[22.559166666,41.104166666];Богданци;Мачуково;1;#2A4858;1
1306;[22.572777777,41.203055555];[22.50681,40.60286];Богданци;Корифи;1;#2A4858;1
1313;[22.506944444,40.102777777];[32.0,46.966666666];Литохоро;Николаев;1;#2A4858;1
1316;[22.85639,41.707835];[22.792646,42.299233];Берово;Долна Гращица;1;#2A4858;1
1320;[21.2853,41.0231];[21.215277777,41.513333333];Брусник;Брод;1;#2A4858;1
1321;[21.2853,41.0231];[-87.345555555,41.580833333];Брусник;Гери;1;#2A4858;1
1322;[21.2853,41.0231];[22.1344,42.5181];Брусник;Църни връх;1;#2A4858;1
1323;[21.2853,41.0231];[21.36,40.963888888];Брусник;Олевени;1;#2A4858;1
1332;[20.838156,41.76653];[20.916666666,41.8];Вруток;Гостивар;1;#2A4858;1
1337;[22.41453,40.79622];[22.260151,40.808074];Енидже Вардар;Гюпчево;1;#2A4858;1
1341;[22.41453,40.79622];[25.628291,43.078652];Енидже Вардар;Велико Търново;1;#2A4858;1
1354;[22.72472222,41.17916667];[21.326666666,43.583333333];Дойран;Крушевац;1;#2A4858;1
