id,ДПС,БСДД,БНО,НДЕ,ВМРО,КСБ,ПД,НФСБ,ПП,МИР,КОД,БТР,КТБ,ВЪЗР,БВ,БНС,ИЗПРАВИ СЕ,ДНК,ИТН,ГЛАС НАРОДЕН,ПРАВОТО,НП ИСИ,ГЕРБ-СДС,ДБ,ЕВРОЛЕВИЦА,АТАКА,БСП,РВО,независим,npn,total,eligible_voters,activity
49120,0.9301397205588823,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.011976047904191617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007984031936127744,0.0,0.0,0.0,0.027944111776447105,0.003992015968063872,0.0,0.0,0.005988023952095809,0.0,0.0,0.005988023952095809,501.0,1580.0,0.31708860759493673
49148,0.7361111111111112,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.013888888888888888,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,72.0,282.0,0.2553191489361702
49151,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.7142857142857143,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,28.0,40.0,0.7
49179,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.08695652173913043,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,23.0,24.0,0.9583333333333334
49206,0.004457652303120356,0.0014858841010401188,0.0,0.0,0.005943536404160475,0.005943536404160475,0.017830609212481426,0.0029717682020802376,0.15601783060921248,0.0,0.0029717682020802376,0.0,0.0029717682020802376,0.09806835066864784,0.05052005943536404,0.0,0.005943536404160475,0.0014858841010401188,0.029717682020802376,0.0,0.0,0.0,0.4115898959881129,0.06092124814264487,0.0029717682020802376,0.0029717682020802376,0.0787518573551263,0.01634472511144131,0.0014858841010401188,0.03863298662704309,673.0,1578.0,0.426489226869455
49219,0.01639344262295082,0.0,0.0,0.0,0.00819672131147541,0.00819672131147541,0.0,0.0,0.20491803278688525,0.0,0.0,0.0,0.0,0.12295081967213115,0.02459016393442623,0.0,0.00819672131147541,0.0,0.01639344262295082,0.0,0.0,0.0,0.45081967213114754,0.040983606557377046,0.0,0.00819672131147541,0.05737704918032787,0.0,0.0,0.03278688524590164,122.0,274.0,0.44525547445255476
49223,0.14009661835748793,0.0,0.0,0.0,0.004830917874396135,0.004830917874396135,0.004830917874396135,0.0,0.15942028985507245,0.0,0.0,0.004830917874396135,0.0,0.06280193236714976,0.05314009661835749,0.004830917874396135,0.00966183574879227,0.0,0.024154589371980676,0.0,0.0,0.004830917874396135,0.3333333333333333,0.004830917874396135,0.004830917874396135,0.0,0.15942028985507245,0.004830917874396135,0.0,0.014492753623188406,207.0,846.0,0.24468085106382978
49240,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.18421052631578946,0.0,0.0,0.0,0.0,0.10526315789473684,0.02631578947368421,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.18421052631578946,0.02631578947368421,0.02631578947368421,0.0,0.2894736842105263,0.0,0.0,0.0,38.0,79.0,0.4810126582278481
49254,0.9409937888198758,0.0,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.009316770186335404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031055900621118012,0.003105590062111801,0.0,0.003105590062111801,0.006211180124223602,0.0,0.0,0.003105590062111801,322.0,492.0,0.6544715447154471
49268,0.9655172413793104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,87.0,362.0,0.24033149171270718
