id,ГЕРБ-СДС,ИТН,БСП,ДПС,ДБ,МУТРИ ВЪН!,ВМРО,БНО,ВОЛЯ И НФСБ,ВЪЗР,не подкрепям никого,РЕПУБЛИКАНЦИ ЗА БГ,ДНК,АТАКА,АБВ,ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,КОД,ГЛАС НАРОДЕН,Партия на ЗЕЛЕНИТЕ,"НИЕ, ГРАЖДАНИТЕ ",БПЛ,МИР,ЗАЕДНО,ОБЩЕСТВО,БСДД,ПРЯКА ДЕМОКРАЦИЯ,БНС,Граждани от Протеста,ПРАВОТО,БОГ,НАЦИЯ,независими,невалидни,total_valid,total,eligible_voters,n_stations
14,377,92,39,742,20,14,18,16,0,1,4,1,1,0,6,0,1,0,1,0,1,0,0,1,0,0,0,3,1,1,0,20.0,23,1360.0,1383.0,2319,3
28,26,6,24,3,3,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,70.0,71.0,99,1
31,10,2,7,54,1,1,0,0,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,82.0,85.0,196,1
45,159,26,61,15,3,21,1,10,8,2,1,2,1,3,3,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0.0,15,323.0,338.0,668,1
59,79,13,5,142,1,1,2,6,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,257.0,269.0,588,1
84,140,37,49,7,7,7,15,8,10,3,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,293.0,301.0,301,1
93,57,17,35,62,4,0,3,0,0,3,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,194.0,196.0,330,1
103,51,12,14,16,1,1,0,2,10,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,7,116.0,123.0,257,1
120,64,4,5,159,2,1,0,0,1,1,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.0,12,248.0,260.0,948,1
134,106,55,24,35,25,12,6,10,9,3,4,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,301.0,308.0,628,1
151,1818,1035,1288,1355,357,336,202,150,211,140,93,193,21,35,11,21,10,17,6,6,6,1,16,9,3,7,5,5,1,0,3,0.0,239,7361.0,7600.0,19076,34
165,57,52,65,0,14,3,2,2,3,8,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,210.0,215.0,349,1
179,17,3,5,1,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,34.0,35.0,46,1
182,863,919,497,63,218,202,158,97,148,136,56,41,18,8,15,24,8,14,8,6,1,1,7,3,2,7,2,1,2,2,1,0.0,71,3528.0,3599.0,6528,11
196,65,13,38,0,0,3,0,2,2,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,136.0,142.0,264,1
215,26,11,21,0,6,6,1,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,78.0,81.0,130,1
223,187,121,89,2,21,32,5,18,7,9,7,20,2,1,0,7,0,1,1,2,0,1,1,1,0,0,1,0,2,1,0,0.0,7,539.0,546.0,1072,2
237,49,30,50,19,1,11,5,3,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4,178.0,182.0,424,1
240,44,19,28,30,3,8,5,1,4,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,149.0,158.0,348,1
254,204,92,114,455,6,10,11,8,8,4,3,3,0,5,9,8,1,1,0,2,1,1,1,3,1,3,0,1,1,0,0,0.0,50,956.0,1006.0,2405,3
268,9,2,4,17,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,36.0,36.0,51,1
271,29,1,7,1,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,48.0,50.0,78,1
285,7,4,50,7,0,0,12,0,1,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,90.0,94.0,148,1
299,229,48,79,61,4,14,6,2,6,3,2,4,2,2,1,0,0,3,0,1,1,0,1,2,1,0,0,0,0,0,1,0.0,30,473.0,503.0,1593,2
309,26,26,79,593,3,4,5,2,8,3,2,0,1,0,0,0,2,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0.0,38,760.0,798.0,2151,2
312,9,1,5,101,0,2,0,0,2,0,0,17,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1,142.0,143.0,264,1
326,94,7,7,3,0,0,2,0,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,5,123.0,128.0,195,1
330,13,3,6,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,32.0,33.0,41,1
343,23,2,16,1,0,2,1,3,3,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,59.0,59.0,110,1
357,1517,1102,669,40,364,391,159,325,74,137,142,26,42,42,11,27,21,16,16,14,8,9,5,5,4,4,8,7,1,3,0,0.0,104,5189.0,5293.0,11272,17
360,5,0,7,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19.0,19.0,28,1
374,4,1,41,4,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,2,57.0,59.0,97,1
391,41,10,39,0,3,2,7,1,4,3,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,8,119.0,127.0,174,1
401,325,56,41,58,2,8,2,4,4,7,3,6,1,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0.0,18,523.0,541.0,907,2
415,152,105,161,1,15,28,70,25,23,13,6,94,1,8,1,2,0,1,0,2,0,6,0,0,0,2,0,0,1,0,0,0.0,35,717.0,752.0,1341,5
429,74,0,5,15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,97.0,97.0,298,1
432,36,3,1,22,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,67.0,69.0,248,1
446,5,3,2,280,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,293.0,296.0,545,1
480,27,105,103,78,3,19,6,12,8,6,18,29,1,14,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0.0,22,438.0,460.0,964,2
494,2,0,7,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,14.0,14.0,36,1
504,106,117,123,62,27,38,19,9,14,25,9,0,5,2,1,1,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0.0,10,565.0,575.0,1267,2
518,101,84,82,171,2,13,7,2,6,6,4,33,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,12,516.0,528.0,1353,3
549,76,94,85,0,8,25,92,10,3,10,8,5,5,2,5,2,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0.0,21,437.0,458.0,817,1
552,34,3,15,39,2,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,100.0,107.0,184,1
566,14,9,41,5,0,0,1,0,2,3,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5,81.0,86.0,501,1
571,73,7,7,56,1,3,2,3,0,0,0,6,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,10,163.0,173.0,352,1
583,63,24,32,2,19,9,7,5,6,4,3,6,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3,187.0,190.0,271,1
597,40,14,38,35,4,18,4,3,7,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,171.0,174.0,303,1
607,229,80,116,1463,29,14,4,11,5,6,21,1,3,3,1,2,2,2,0,0,1,0,0,2,1,1,0,0,0,2,0,0.0,29,1999.0,2028.0,7651,15
624,31,5,3,1,0,2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,48.0,50.0,66,1
638,41,8,11,2,6,8,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,86.0,89.0,114,1
655,61,5,26,10,3,7,5,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4,130.0,134.0,212,1
672,319,73,84,365,11,9,63,11,7,6,18,5,5,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0.0,63,987.0,1050.0,2110,3
697,34,19,21,183,4,3,3,0,5,2,1,0,1,0,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,6,285.0,291.0,677,1
702,6107,3595,3233,3349,1323,760,475,455,836,458,259,198,84,104,48,64,32,35,33,21,14,4,11,17,23,15,11,13,6,6,3,0.0,588,21592.0,22180.0,47055,79
713,87,60,59,1,7,33,8,10,1,8,0,0,1,5,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0.0,13,286.0,299.0,510,1
730,67,21,48,96,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,239.0,247.0,588,1
744,20,22,32,1,1,2,9,0,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,96.0,100.0,178,1
758,6,2,24,1,0,2,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,42.0,43.0,85,1
761,79,39,116,18,11,9,24,3,16,4,1,3,1,2,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,16,334.0,350.0,1282,2
775,7,8,37,1,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,62.0,66.0,106,1
789,134,30,43,0,8,6,24,2,10,4,2,1,0,0,2,0,0,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0.0,6,276.0,282.0,478,1
792,110,22,40,23,0,3,7,1,4,2,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0.0,5,220.0,225.0,405,1
802,28,30,20,17,3,7,11,4,7,1,0,2,0,0,45,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,9,178.0,187.0,486,1
816,37,6,13,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5,64.0,69.0,139,1
828,11,2,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,117.0,121.0,346,1
833,249,200,133,15,44,58,50,45,67,29,15,15,4,7,1,3,1,1,0,2,0,0,0,2,0,0,1,2,0,0,1,0.0,24,945.0,969.0,1802,4
847,22,3,51,0,2,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,16,87.0,103.0,189,1
850,90,15,23,60,3,7,2,0,10,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0.0,4,219.0,223.0,393,1
864,5,1,4,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,57.0,57.0,148,1
878,242,93,82,18,59,27,5,25,22,23,8,5,0,1,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,5,618.0,623.0,1034,2
881,203,1,1,14,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,223.0,224.0,303,1
895,633,592,440,116,97,86,147,81,90,63,29,4,6,10,9,14,5,2,0,2,3,9,3,6,2,3,2,0,2,2,0,0.0,76,2458.0,2534.0,5600,11
905,38,3,6,25,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,83.0,83.0,109,1
919,65,26,84,3,10,10,1,3,6,5,1,21,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,238.0,245.0,440,1
2021,9,0,12,29,2,2,2,4,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,70.0,72.0,112,1
2035,9,1,18,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,32.0,33.0,47,1
2049,47,19,19,8,1,5,0,0,3,1,0,6,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,113.0,115.0,173,1
2052,12,2,28,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,49.0,52.0,86,1
2083,52,32,83,1,16,4,3,3,3,3,1,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,5,220.0,225.0,376,1
2097,103,20,46,14,6,3,5,6,13,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,6,220.0,226.0,381,1
2107,13,5,4,435,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,463.0,471.0,589,1
2138,96,50,46,12,8,28,5,9,7,1,2,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,8,273.0,281.0,281,1
2141,9,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,46.0,46.0,329,1
2155,8,2,5,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,107.0,110.0,405,1
2172,5,3,5,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,20.0,21.0,34,1
2227,40,39,49,5,1,7,5,3,7,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,10,168.0,178.0,340,1
2230,11,2,11,1,1,1,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,36.0,38.0,62,1
2244,47,2,1,19,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,75.0,88.0,403,1
2258,26,33,23,0,3,7,2,7,4,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4,115.0,119.0,119,1
2261,15,0,1,58,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,77.0,80.0,132,1
2292,22,4,5,54,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,92.0,94.0,286,1
2302,13,7,21,1,2,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,51.0,52.0,86,1
2350,47,22,38,3,5,16,8,4,9,1,3,2,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0,4,168.0,172.0,303,1
2364,30,17,43,29,2,7,18,2,6,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,160.0,163.0,384,1
2381,27,8,26,1,1,2,8,1,7,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,85.0,87.0,148,1
2395,140,11,35,17,8,0,5,1,14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,235.0,247.0,335,2
2405,71,4,3,42,1,2,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,131.0,138.0,384,1
2436,7,1,0,115,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,126.0,130.0,361,1
2448,43,5,20,1,5,1,12,2,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,100.0,168,1
2467,27,10,19,2,11,4,1,0,1,1,2,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0.0,4,84.0,88.0,150,1
2470,21,4,26,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,58.0,61.0,84,1
2484,10,0,14,2,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,33.0,39.0,56,1
2508,1011,766,738,261,310,180,164,112,99,98,57,49,30,26,20,37,5,11,5,8,13,8,10,3,3,3,3,3,0,0,0,0.0,109,4033.0,4142.0,10835,19
2511,116,65,54,1,19,12,15,27,4,9,8,0,4,5,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0.0,7,344.0,351.0,576,1
2542,6,3,5,1,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,23.0,23.0,33,1
2587,50,24,75,59,2,5,4,1,3,0,4,0,0,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,22,241.0,263.0,974,1
2590,156,50,81,47,2,10,13,12,3,5,7,2,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23,397.0,420.0,948,2
2600,104,21,67,3,6,6,4,4,16,5,7,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,5,250.0,255.0,489,1
2614,12,2,5,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25.0,25.0,47,1
2628,4,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22.0,22.0,27,1
2659,1712,801,655,45,863,283,175,219,131,162,128,20,27,28,29,30,11,26,13,13,16,7,5,2,4,12,10,6,3,2,0,0.0,88,5438.0,5526.0,10419,19
2662,30,24,20,1,10,4,7,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,110.0,112.0,143,1
2676,1792,771,747,50,298,202,114,121,455,61,70,244,28,5,15,19,5,8,8,8,3,5,5,4,4,2,2,3,3,5,4,1.0,90,5062.0,5152.0,7526,13
2693,399,298,244,291,66,29,13,29,21,18,11,16,4,3,1,3,2,3,0,1,2,0,1,3,3,2,2,2,1,0,0,3.0,58,1471.0,1529.0,2305,3
2703,33,6,12,0,12,8,0,2,5,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,86.0,89.0,151,1
2717,95,64,71,0,13,11,10,4,4,6,5,0,2,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0.0,10,294.0,304.0,572,1
2720,280,252,283,6,61,90,21,39,40,29,18,8,6,7,11,2,0,3,1,1,1,3,1,1,0,1,1,1,0,0,1,0.0,44,1168.0,1212.0,2846,4
2734,152,19,30,173,2,6,2,2,3,0,2,0,0,1,4,2,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.0,26,405.0,431.0,1279,3
2748,47,25,20,2,5,6,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,2,116.0,118.0,255,1
2751,12,0,9,78,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4,107.0,111.0,228,1
2765,4,7,33,43,1,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,5,97.0,102.0,178,1
2779,365,132,49,75,8,10,2,14,2,5,3,38,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0.0,4,710.0,714.0,1460,2
2782,10,4,10,11,0,25,0,0,2,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,70.0,70.0,111,1
2796,143,202,95,3,50,26,31,11,9,13,11,4,1,4,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,22,615.0,637.0,1149,2
2806,13,4,5,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,28.0,32.0,61,1
2810,323,39,54,31,1,3,6,5,9,1,3,12,0,2,1,0,1,0,1,2,0,0,1,0,1,0,1,1,1,1,0,0.0,28,500.0,528.0,912,2
2823,24,14,67,101,2,4,5,0,25,8,2,42,1,0,3,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0.0,20,305.0,325.0,685,1
2837,443,255,280,151,50,104,111,22,30,15,29,1,4,6,23,4,3,2,1,2,2,9,2,1,0,1,2,0,0,0,0,0.0,21,1553.0,1574.0,2598,6
2854,64,7,35,133,2,1,2,3,2,0,0,4,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.0,14,258.0,272.0,511,1
2868,32,45,36,90,0,13,5,1,1,6,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,9,235.0,244.0,549,1
2871,91,22,50,18,2,8,0,3,2,19,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,12,222.0,234.0,572,1
2885,119,63,22,5,2,3,7,2,3,3,3,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0.0,41,241.0,282.0,680,1
2899,23,5,18,15,3,2,3,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,75.0,75.0,133,1
2909,23,8,10,15,1,5,3,1,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,77.0,82.0,125,1
2912,44,16,10,1,0,2,5,5,8,0,3,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.0,2,106.0,108.0,260,1
2935,262,57,47,23,6,10,30,6,6,1,1,6,4,1,3,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0.0,23,472.0,495.0,815,1
2957,30,30,77,88,0,6,3,6,3,1,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,7,252.0,259.0,388,1
2960,323,136,160,4,55,32,30,13,14,2,7,22,0,2,1,1,0,0,1,1,1,0,1,0,4,0,2,0,0,0,0,0.0,27,812.0,839.0,1319,2
2974,58,33,34,1,6,7,3,3,15,3,4,0,1,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,8,179.0,187.0,277,1
2988,16,3,6,3,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,33.0,34.0,78,1
2991,7,0,2,153,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,164.0,165.0,535,1
3006,14,0,4,110,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,135.0,139.0,437,1
3017,28,3,3,61,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,99.0,99.0,170,1
3023,3,1,4,7,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22.0,22.0,35,1
3037,24,15,14,256,4,10,1,0,4,1,2,38,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,19,375.0,394.0,843,1
3040,2,3,16,8,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,37.0,37.0,50,1
3054,112,15,14,15,7,2,5,0,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,180.0,187.0,292,1
3068,109,28,41,9,8,8,58,2,5,1,1,7,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,10,283.0,293.0,544,1
3085,27,21,78,40,4,9,4,5,11,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,208.0,212.0,598,1
3099,28,7,10,1,2,3,3,1,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,63.0,65.0,106,1
3109,59,43,87,2,3,10,9,8,8,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0.0,3,240.0,243.0,428,1
3112,37,20,30,14,3,10,0,0,5,3,3,48,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,178.0,182.0,315,1
3143,97,60,45,65,9,8,9,4,6,2,2,6,0,5,1,0,2,1,1,0,0,0,0,1,2,1,1,1,0,0,1,0.0,28,330.0,358.0,901,2
3157,3,0,9,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,18.0,19.0,42,1
3174,132,4,16,6,0,12,1,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3,181.0,184.0,283,1
3188,8,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,44.0,44.0,59,1
3191,47,14,21,48,9,4,2,4,5,2,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,163.0,167.0,212,1
3201,87,11,12,23,0,0,1,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,2,146.0,148.0,235,1
3215,292,21,52,76,4,2,12,0,9,1,3,2,0,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0.0,25,484.0,509.0,1876,2
3229,62,82,113,6,13,48,10,6,26,20,11,3,0,6,8,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,18,420.0,438.0,903,2
3258,3,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24.0,24.0,24,1
3263,6,7,4,15,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,37.0,37.0,68,1
3280,63,26,32,64,1,5,5,2,8,2,1,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0.0,5,220.0,225.0,368,1
