id,ГЕРБ-СДС,ИТН,БСП,ДПС,ДБ,МУТРИ ВЪН!,ВМРО,БНО,ВОЛЯ И НФСБ,ВЪЗР,не подкрепям никого,РЕПУБЛИКАНЦИ ЗА БГ,ДНК,АТАКА,АБВ,ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,КОД,ГЛАС НАРОДЕН,Партия на ЗЕЛЕНИТЕ,"НИЕ, ГРАЖДАНИТЕ ",БПЛ,МИР,ЗАЕДНО,ОБЩЕСТВО,БСДД,ПРЯКА ДЕМОКРАЦИЯ,БНС,Граждани от Протеста,ПРАВОТО,БОГ,НАЦИЯ,независими,невалидни,total_valid,total,eligible_voters,n_stations
48920,18,3,9,88,1,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,125.0,130.0,237,1
48948,60,25,87,8,6,15,7,7,38,4,4,10,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,21,280.0,301.0,582,1
48951,28,8,10,2,6,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,65.0,65.0,100,1
48965,14,14,22,96,0,4,3,2,10,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,171.0,176.0,176,1
48979,223,36,31,1,2,8,7,5,3,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,11,324.0,335.0,488,1
48982,20,15,16,0,0,5,3,2,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,73.0,74.0,119,1
48996,559,207,200,2342,97,32,9,30,23,8,44,10,3,10,5,5,4,5,3,0,2,1,1,1,0,1,0,2,0,1,0,0.0,111,3605.0,3716.0,14829,19
49000,55,9,23,0,0,1,1,2,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,99.0,104.0,140,1
49014,134,146,72,7,43,24,15,6,13,5,13,1,5,3,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0.0,11,495.0,506.0,1005,2
49028,144,44,69,21,3,9,9,1,6,0,4,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,7,316.0,323.0,857,2
49031,162,42,52,9,0,8,8,2,5,3,5,1,1,2,7,2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.0,7,314.0,321.0,575,1
49045,5,7,8,50,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,78.0,78.0,157,1
49059,8,0,7,84,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,101.0,104.0,191,1
49076,92,81,104,93,11,12,10,12,45,5,1,2,1,1,2,1,0,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0.0,12,480.0,492.0,988,1
49093,134,6,12,177,2,0,0,0,3,1,1,82,0,0,1,0,0,0,1,2,0,0,0,0,2,0,2,0,0,1,0,0.0,22,427.0,449.0,1393,1
49103,6,1,2,88,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,8,101.0,109.0,679,1
49117,26,14,20,1,1,6,4,2,27,0,3,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3,112.0,115.0,190,1
49120,21,2,18,416,2,0,1,1,1,1,6,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,17,477.0,494.0,1557,3
49148,8,3,5,84,1,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,107.0,111.0,288,1
49151,18,0,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27.0,27.0,43,1
49165,2,0,1,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21.0,21.0,25,1
49179,7,1,13,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,28.0,30.0,37,1
49206,280,145,97,2,77,30,28,31,6,21,22,6,8,4,1,25,5,0,1,1,1,0,2,1,0,1,2,1,2,0,0,0.0,16,800.0,816.0,1621,2
49219,139,17,10,4,7,8,1,2,7,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,7,206.0,213.0,318,1
49223,51,40,64,65,10,6,3,5,9,2,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,33,262.0,295.0,861,1
49240,8,7,18,1,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,42.0,44.0,85,1
49254,20,0,13,268,1,3,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,11,318.0,329.0,484,1
49268,4,0,2,77,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3,87.0,90.0,358,1
49285,27,1,25,5,0,7,2,0,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,76.0,81.0,175,1
49299,28,21,13,2,1,3,5,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,80.0,84.0,143,1
49309,30,28,38,614,4,4,1,3,3,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,11,732.0,743.0,1335,2
49312,153,116,44,1,19,7,51,16,7,4,6,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0.0,23,434.0,457.0,840,2
49334,5,4,5,1,3,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,27.0,28.0,43,1
49343,13,1,4,159,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,184.0,190.0,710,1
49357,14,4,5,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,30.0,31.0,43,1
49360,42,23,28,3,5,9,8,0,4,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,126.0,131.0,131,1
49388,126,127,45,0,21,24,59,12,5,18,10,1,0,1,2,2,0,1,2,1,0,0,1,1,1,0,1,1,0,0,2,0.0,9,464.0,473.0,892,1
49391,12,18,6,38,2,1,1,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4,86.0,90.0,154,1
49415,119,37,118,12,0,5,51,1,1,1,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,13,353.0,366.0,589,1
49429,33,12,30,1,1,0,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,87.0,94.0,130,1
49432,406,169,233,1,26,22,21,27,15,20,19,9,3,1,0,1,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,8.0,28,988.0,1016.0,1736,3
49446,95,4,20,1,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,2,131.0,133.0,179,1
49450,33,5,7,0,1,5,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1,60.0,61.0,74,1
49477,196,17,12,131,1,1,2,0,5,2,4,8,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,20,384.0,404.0,1223,2
49480,9,0,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,93.0,102.0,589,1
49494,488,238,211,159,49,61,45,29,35,17,16,8,6,7,5,4,2,3,2,5,0,1,2,4,6,1,3,1,1,6,0,0.0,34,1415.0,1449.0,2679,4
49504,5,15,8,114,1,3,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,152.0,152.0,222,1
49518,24,10,10,423,6,6,0,1,13,0,3,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,5,501.0,506.0,1003,2
49521,5,0,3,87,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,98.0,101.0,464,1
49535,26,12,60,207,5,6,2,4,4,4,0,2,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,31,339.0,370.0,607,1
49549,9,2,28,1,1,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,47.0,48.0,71,1
49566,3,0,12,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19.0,19.0,26,1
49597,127,100,53,10,30,25,72,22,6,23,10,0,5,6,1,2,0,1,1,0,1,2,1,0,0,2,0,1,0,0,0,0.0,12,501.0,513.0,976,2
49607,152,29,28,45,1,9,2,4,45,1,1,77,2,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0.0,6,402.0,408.0,687,1
49624,15,6,8,0,2,7,1,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,3,51.0,54.0,80,1
49641,120,23,26,6,0,3,1,1,3,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,26,189.0,215.0,289,1
49686,607,83,98,2,11,38,32,18,45,12,5,11,1,5,9,1,0,0,1,0,1,0,1,0,0,1,1,0,10,0,0,0.0,55,993.0,1048.0,1733,4
49998,5,1,6,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,17.0,18.0,21,1
50245,339,112,106,0,33,29,25,32,11,15,10,6,2,2,3,2,1,0,1,4,1,0,0,1,0,0,1,2,1,1,0,0.0,13,740.0,753.0,1293,2
50512,77,3,3,113,4,0,0,1,2,0,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,11,215.0,226.0,629,1
51010,73,6,20,5,1,0,1,2,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,118.0,120.0,175,1
51024,32,22,18,106,3,2,3,2,1,1,3,17,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8,215.0,223.0,421,1
51041,52,7,10,18,1,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,96.0,101.0,101,1
51055,6,2,7,249,0,3,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,274.0,274.0,464,1
51069,54,21,70,0,1,1,11,5,9,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0.0,11,182.0,193.0,388,1
51072,36,6,12,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,66.0,68.0,115,1
51097,42,4,5,158,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,215.0,220.0,220,1
51127,109,69,71,4,28,23,10,16,14,9,1,5,0,5,2,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,11,373.0,384.0,658,3
51158,68,0,1,183,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,3,261.0,264.0,741,1
51161,42,2,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,1,60.0,61.0,116,1
51202,62,27,26,4,3,5,3,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7,137.0,144.0,348,1
51216,75,24,52,4,3,12,9,7,14,1,4,0,1,1,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,3,214.0,217.0,452,1
51233,85,21,46,6,8,3,5,2,9,2,1,1,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0.0,17,198.0,215.0,395,1
51250,148,129,92,0,56,32,31,36,5,15,16,1,1,4,6,0,2,2,1,0,0,2,1,0,1,1,1,0,0,1,0,0.0,17,584.0,601.0,1216,2
51264,106,27,46,17,11,6,4,4,1,4,4,3,1,1,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0.0,9,242.0,251.0,475,1
51278,39,0,8,1,0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,57.0,62.0,91,1
51281,28,12,22,1,17,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.0,3,92.0,95.0,153,1
51295,73,52,108,166,2,1,3,7,4,5,5,13,3,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29,452.0,481.0,1086,2
51305,46,32,27,6,1,6,16,3,7,2,1,1,1,4,1,0,0,0,0,0,0,0,1,1,1,0,0,6,0,1,0,0.0,7,164.0,171.0,327,1
51319,496,184,243,169,83,57,44,6,27,14,6,9,0,2,10,4,2,2,1,0,1,0,1,3,2,2,0,1,1,0,0,0.0,40,1370.0,1410.0,3606,6
51336,17,3,4,3,2,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,2,48.0,50.0,80,1
51343,30,3,28,1,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,74.0,75.0,101,1
51353,6,6,7,77,1,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,104.0,108.0,269,1
51384,28,7,26,0,0,1,1,2,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,84.0,91.0,175,1
51398,59,9,18,10,0,0,8,3,5,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,2,117.0,119.0,239,1
51408,13,3,7,1,0,4,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,34.0,34.0,64,1
51442,5,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,47.0,48.0,126,1
51456,11,2,6,1,2,0,2,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31.0,31.0,48,1
51473,30,0,3,123,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,158.0,171.0,171,1
51487,250,46,48,0,7,9,31,19,11,23,3,2,1,2,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0.0,15,459.0,474.0,775,1
51490,12,1,9,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,27.0,29.0,50,1
51500,982,906,744,140,427,591,207,308,263,215,62,124,29,9,18,26,25,7,4,12,3,23,40,8,4,11,6,5,2,2,0,0.0,65,5203.0,5268.0,10197,16
51514,22,5,6,1,1,5,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,55.0,57.0,89,1
51528,135,20,22,69,1,4,10,5,3,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8,278.0,286.0,499,1
51559,52,10,30,149,5,4,4,4,6,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,270.0,273.0,355,1
51584,122,29,30,1,1,8,21,7,7,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,238.0,257.0,390,1
51593,3,7,21,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,37.0,37.0,59,1
51617,8,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,23.0,23.0,36,1
51620,45,23,30,0,10,7,5,0,9,4,2,69,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0.0,9,211.0,220.0,479,1
51634,93,19,25,0,2,5,11,6,4,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,172.0,174.0,273,1
51648,179,128,195,577,7,26,11,15,22,7,6,16,2,8,14,2,1,8,0,0,0,0,0,0,1,1,1,0,2,1,1,0.0,53,1231.0,1284.0,2296,4
51651,266,25,49,48,1,2,1,7,2,1,3,2,1,1,1,1,2,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0.0,15,419.0,434.0,859,3
51665,78,23,22,28,5,9,14,10,6,2,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,2,0,0,0.0,12,207.0,219.0,331,1
51679,217,254,277,17,66,61,65,36,21,32,23,2,4,9,5,3,2,2,0,2,0,0,1,2,2,1,1,0,1,0,0,0.0,33,1106.0,1139.0,2301,4
51682,72,9,25,1,1,6,2,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,9,126.0,135.0,192,1
51723,185,65,311,770,15,16,27,5,13,2,25,60,2,5,3,1,1,1,0,1,1,1,0,1,1,2,4,1,0,2,0,0.0,64,1521.0,1585.0,3468,5
51737,6,2,10,0,0,1,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,38.0,40.0,78,1
51740,56,17,25,1,5,10,6,2,7,1,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,7,140.0,147.0,269,1
51768,42,17,13,1,6,4,4,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,95.0,95.0,115,1
51785,41,13,3,223,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,284.0,298.0,477,1
51799,20,7,62,3,4,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4,103.0,107.0,170,1
51809,1508,1309,1320,759,639,365,218,249,147,180,89,60,44,59,23,33,10,10,5,7,8,6,6,5,5,11,8,2,4,1,3,0.0,197,7093.0,7290.0,20124,30
51812,71,30,56,2,3,7,7,0,10,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,7,211.0,218.0,334,1
51826,57,8,7,1,4,0,4,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,86.0,87.0,100,1
51830,83,23,47,2,2,5,3,2,3,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2,181.0,183.0,302,1
51843,34,20,15,1,2,5,3,1,3,1,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,92.0,96.0,127,1
51860,19,2,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,36.0,40.0,62,1
51874,141,6,19,1039,8,7,4,3,4,1,15,0,0,2,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,36,1256.0,1292.0,2145,4
51888,13,27,36,188,7,3,2,4,2,4,2,1,0,3,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,7,302.0,309.0,642,1
51891,150,27,29,21,0,5,2,2,4,2,3,0,0,2,3,0,0,1,0,2,1,0,0,1,4,0,0,0,1,0,0,0.0,34,260.0,294.0,696,1
51901,9,2,7,15,0,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,43.0,45.0,76,1
51929,67,3,18,175,0,15,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,13,286.0,299.0,865,1
51932,89,81,117,101,5,14,26,5,3,4,1,2,2,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,11,458.0,469.0,888,1
51946,200,64,84,2,10,13,15,11,9,5,6,2,2,3,0,1,4,0,0,2,1,4,1,0,1,0,2,0,0,0,0,0.0,23,442.0,465.0,997,2
51956,67,58,163,233,9,13,22,4,5,6,6,4,2,5,1,8,2,1,1,1,2,0,0,0,2,0,0,0,1,0,0,0.0,28,616.0,644.0,1500,2
51963,56,9,10,2,3,1,12,4,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,107.0,109.0,184,1
51977,203,70,129,21,11,9,6,0,5,5,4,0,1,1,0,3,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0.0,24,474.0,498.0,773,1
51980,1408,936,694,8,333,180,104,166,188,250,72,32,50,27,11,18,7,14,8,6,7,3,9,9,5,6,6,7,4,3,1,0.0,161,4572.0,4733.0,9920,14
52009,832,835,1000,993,172,142,135,92,132,74,60,65,12,13,17,12,15,6,5,29,2,1,3,3,2,7,10,1,1,0,5,0.0,164,4676.0,4840.0,11771,21
52012,224,279,175,0,103,37,99,60,12,25,41,10,4,10,3,5,1,11,4,3,0,2,3,1,0,1,1,1,0,1,0,0.0,27,1116.0,1143.0,2113,3
52026,31,12,27,1,0,3,1,1,1,2,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,1,87.0,88.0,152,1
52060,9,1,13,7,0,1,7,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43.0,43.0,83,1
52074,117,68,76,5,5,14,260,0,2,3,1,9,1,2,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0.0,15,569.0,584.0,921,2
52088,26,23,34,0,0,0,3,0,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4,103.0,107.0,181,1
52091,30,8,25,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,71.0,71.0,125,1
52101,110,21,35,4,6,6,8,3,8,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,214.0,222.0,360,1
52115,69,14,18,1,3,2,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,113.0,117.0,166,1
52129,286,31,52,37,2,8,16,7,15,2,3,0,0,4,0,5,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0.0,23,474.0,497.0,700,1
52132,19,8,11,77,1,0,1,0,1,0,2,10,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6,136.0,142.0,538,1
52146,34,17,26,1,0,9,3,1,3,5,2,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,4,115.0,119.0,268,1
52177,41,31,45,76,7,6,17,1,2,5,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.0,5,239.0,244.0,375,1
52180,120,59,103,59,19,16,18,1,4,9,1,1,3,5,0,5,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,11,429.0,440.0,786,3
52194,10,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17.0,17.0,44,1
52218,520,263,232,36,71,63,52,19,24,39,13,2,14,3,7,11,1,0,0,2,14,1,8,2,2,2,2,1,1,0,1,0.0,32,1406.0,1438.0,2267,4
52221,222,127,161,12,12,40,4,22,25,19,7,7,0,6,1,4,1,1,0,1,1,1,2,1,1,0,4,1,0,0,0,0.0,37,683.0,720.0,2055,3
52235,89,96,113,0,6,22,38,6,9,8,10,3,0,6,0,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,12,414.0,426.0,985,2
52249,10,8,17,9,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4,50.0,54.0,77,1
52252,41,9,19,1,11,4,4,1,4,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,100.0,102.0,122,1
52279,65,34,29,1,8,11,11,2,17,1,3,1,0,1,0,4,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,5,193.0,198.0,285,1
52283,78,35,47,5,2,40,2,2,1,2,7,6,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0.0,7,234.0,241.0,631,1
52297,10,1,11,1,0,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,30.0,31.0,46,1
52307,8,3,4,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24.0,24.0,51,1
52310,30,8,10,7,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,64.0,67.0,119,1
52324,115,63,44,2,2,8,3,9,2,4,2,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,14,260.0,274.0,448,1
52338,46,4,3,211,1,3,0,0,3,0,2,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,280.0,289.0,566,1
52341,39,3,5,205,6,1,0,0,2,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,268.0,294.0,700,1
52372,10,0,0,23,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,37.0,37.0,81,1
52400,67,23,17,3,4,10,31,6,11,5,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,188.0,195.0,344,1
53014,32,39,86,10,3,9,16,1,14,6,3,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,234.0,244.0,502,1
53045,576,161,143,0,36,50,10,20,62,20,15,24,1,4,2,2,2,3,0,2,0,1,0,0,1,2,0,1,0,0,0,0.0,19,1138.0,1157.0,1749,3
53059,36,0,5,0,0,2,2,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,56.0,58.0,75,1
53062,50,7,12,227,0,7,0,1,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,313.0,325.0,838,1
53089,76,143,183,9,23,15,50,13,14,12,4,3,3,10,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0.0,18,565.0,583.0,1614,3
