person,personLabel,personDescription,dateOfBirth,placeOfBirth,placeOfBirthLabel,placeOfBirthLocation,dateOfDeath,placeOfDeath,placeOfDeathLabel,placeOfDeathLocation
http://www.wikidata.org/entity/Q2351106,Стоян Кантуров,,1884-09-14,http://www.wikidata.org/entity/Q162952,Пехчево,Point(22.890555555 41.759166666),1959-06-22,http://www.wikidata.org/entity/Q173277,Благоевград,Point(23.089722222 42.011944444)
http://www.wikidata.org/entity/Q12282065,Йован Андонов,политик от Северна Македония,1940-08-15,http://www.wikidata.org/entity/Q162952,Пехчево,Point(22.890555555 41.759166666),2020-12-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12287076,Михаил Йосифов (сръбски войвода),,1870-01-01,http://www.wikidata.org/entity/Q162009,Брод,Point(21.215277777 41.513333333),1941-04-01,http://www.wikidata.org/entity/Q48814,Струмица,Point(22.643055555 41.4375)
http://www.wikidata.org/entity/Q25469110,Q25469110,,1930-06-22,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2015-11-13,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q47004897,Илия Каровски,,1926-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2012-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777)
http://www.wikidata.org/entity/Q59771504,Александър Кръстевски-Кошка,,1932-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2003-01-01,http://www.wikidata.org/entity/Q157246,Битоля,Point(21.334722222 41.031944444)
http://www.wikidata.org/entity/Q77684646,Владимир Илиев,български учител,1886-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q194217,Петре Бакевски,,1947-01-05,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2011-08-25,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q247648,Киро Хадживасилев,,1921-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2000-01-01,http://www.wikidata.org/entity/Q1223508,Охрид,Point(20.801944444 41.116944444)
http://www.wikidata.org/entity/Q639473,Йово Камберски,,1923-01-11,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1995-04-25,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q639508,Ефтим Манев,,1931-01-25,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2010-03-16,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q822723,Васил Танев,,1897-11-21,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1941-11-21,http://www.wikidata.org/entity/Q12279355,Евангелистрия (дем Лъгадина),Point(23.233388888 40.982138888)
http://www.wikidata.org/entity/Q1562512,Любомир Чипранич,,1936-04-09,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),2010-12-24,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q2065531,Никола Минчев,,1915-11-02,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1997-04-06,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2334991,Киро Атанасовски,,1923-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1944-04-07,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777)
http://www.wikidata.org/entity/Q3133559,Петър Мазев,,1927-02-10,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1993-03-13,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3406644,Иван Дойчинов,,1909-01-11,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1991-01-29,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3406977,Мито Хадживасилев,,1922-12-21,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1968-08-01,http://www.wikidata.org/entity/Q272009,Макарска,Point(17.02 43.293055555)
http://www.wikidata.org/entity/Q3406994,Ангел Чемерски,,1923-03-31,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2005-11-18,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3443862,Любомир Белогаски,,1911-04-15,http://www.wikidata.org/entity/Q157738,Царево село,Point(22.774722222 41.966111111),1994-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q11055855,Глигор Чемерски,,1940-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2016-04-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q11120239,Илия Джаджев,,1926-10-05,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1991-04-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12272533,Атанас Арабаджиев,български офицер,1914-01-11,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1981-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12273388,Блаже Видов,,1913-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1980-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12274823,Васил Сеизов,български журналист и общественик,1899-12-19,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1975-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12274849,Васил Хаджиманов,,1906-01-14,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1969-12-16,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12274918,Васка Дуганова,,1922-03-06,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1996-12-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12276710,Георги Старделов,,1930-08-28,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),2021-01-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12276833,Георгиос Вафопулос,,1903-09-06,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1996-09-15,http://www.wikidata.org/entity/Q17151,Солун,Point(22.930833333 40.643611111)
http://www.wikidata.org/entity/Q12278117,Диме Туриманджовски,,1913-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1945-10-19,http://www.wikidata.org/entity/Q206317,Кралево,Point(20.686975 43.72342)
http://www.wikidata.org/entity/Q12278194,Димитър Апостолов,,1878-11-20,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1947-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12278864,Добри Даскалов,,1884-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1912-06-16,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777)
http://www.wikidata.org/entity/Q12280699,Иван Анастасов (лекар),,1908-07-23,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1979-12-18,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12280788,Иван Велков (ВМОРО),,1870-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1907-11-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777)
http://www.wikidata.org/entity/Q12281024,Иван Мазов,,1923-01-07,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1977-02-15,http://www.wikidata.org/entity/Q3502521,Рогашка Слатина,Point(15.63799528 46.23151111)
http://www.wikidata.org/entity/Q12282114,Йордан Анастасов,,1893-01-04,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1976-10-10,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12282178,Йордан Недков,,1882-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1912-06-08,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777)
http://www.wikidata.org/entity/Q12284603,Лазар Мишев,,1881-03-10,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1951-12-07,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12284612,Лазар Ридов,,1884-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1912-06-20,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777)
http://www.wikidata.org/entity/Q12286561,Методи Митевски,,1924-04-15,http://www.wikidata.org/entity/Q157738,Царево село,Point(22.774722222 41.966111111),1962-01-01,http://www.wikidata.org/entity/Q1223508,Охрид,Point(20.801944444 41.116944444)
http://www.wikidata.org/entity/Q12286689,Милан Попмихайлов,,1881-01-01,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1903-07-26,http://www.wikidata.org/entity/Q459,Пловдив,Point(24.741454 42.142086)
http://www.wikidata.org/entity/Q12287168,Михаил Шкартов,,1884-02-14,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),1936-06-25,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12296465,Тодор Атанасовски,,1924-05-06,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2018-07-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12906548,Q12906548,,1943-12-25,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2021-03-27,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q20569739,Лазо Каровски,,1927-02-17,http://www.wikidata.org/entity/Q158088,Кавадарци,Point(22.011666666 41.432777777),2000-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q23760209,Q23760209,,1934-01-01,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),2016-04-01,http://www.wikidata.org/entity/Q71,Женева,Point(6.15 46.2)
http://www.wikidata.org/entity/Q61115609,Q61115609,,1932-01-01,http://www.wikidata.org/entity/Q157738,Царево село,Point(22.774722222 41.966111111),2003-01-01,http://www.wikidata.org/entity/Q167858,Младеновац,Point(20.7 44.433333333)
http://www.wikidata.org/entity/Q63438498,Екатерина Хаджигеоргиева,гръцка учителка и революционерка,1885-01-01,http://www.wikidata.org/entity/Q157061,Гевгели,Point(22.5025 41.139166666),1904-10-24,http://www.wikidata.org/entity/Q3118151,Гърчище,Point(22.4986 41.2569)
http://www.wikidata.org/entity/Q2093823,Георгиос Вогданциотис,,1880-01-01,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),1910-01-01,http://www.wikidata.org/entity/Q48814,Струмица,Point(22.643055555 41.4375)
http://www.wikidata.org/entity/Q3394759,Михаил Сионидис,,1870-01-01,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),1935-01-01,http://www.wikidata.org/entity/Q1007219,Мачуково,Point(22.559166666 41.104166666)
http://www.wikidata.org/entity/Q12272552,Атанас Вангелов,северномакедонски писател,1946-02-06,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),2021-10-24,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12278638,Димитър Теменугов,,1919-01-01,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),2001-09-17,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555)
http://www.wikidata.org/entity/Q12283049,Кирил Петрушев,,1895-03-20,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),1980-05-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12298281,Христо Дельов,гръцки революционер,1869-01-01,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),1957-01-01,http://www.wikidata.org/entity/Q21080111,Корифи,Point(22.50681 40.60286)
http://www.wikidata.org/entity/Q16332540,Христо Пецов,,1854-01-01,http://www.wikidata.org/entity/Q751948,Богданци,Point(22.572777777 41.203055555),1934-01-01,http://www.wikidata.org/entity/Q2354194,Гумендже,Point(22.451944444 40.948055555)
http://www.wikidata.org/entity/Q1262101,Кирил Михайловски,,1916-06-09,http://www.wikidata.org/entity/Q928405,Виница,Point(22.509166666 41.882777777),1991-05-20,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q17431669,Благородна Бурева,северномакедонска оперна певица,1903-02-23,http://www.wikidata.org/entity/Q928405,Виница,Point(22.509166666 41.882777777),1977-11-06,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q31360466,Спиро Ампов,български революционер,,http://www.wikidata.org/entity/Q928405,Виница,Point(22.509166666 41.882777777),1898-01-01,http://www.wikidata.org/entity/Q928405,Виница,Point(22.509166666 41.882777777)
http://www.wikidata.org/entity/Q55187139,Галаба Паликрушева,,1928-05-06,http://www.wikidata.org/entity/Q928405,Виница,Point(22.509166666 41.882777777),2009-12-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3359917,Петре Андреевски,,1934-06-25,http://www.wikidata.org/entity/Q1996455,Демир Хисар,Point(21.203055555 41.220833333),2006-09-25,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q956023,Гане Тодоровски,,1929-05-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2010-05-22,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q982443,Петър Глигоровски,,1938-02-03,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1995-12-04,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q1106566,Q1106566,,1930-10-30,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1989-09-13,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q1254786,Q1254786,,1921-07-07,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2006-07-13,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q1255169,Драгослав Аврамович,,1919-10-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2001-02-26,http://www.wikidata.org/entity/Q327022,Роквил,Point(-77.15276 39.084)
http://www.wikidata.org/entity/Q1280960,Венко Марковски,български и македонски писател,1915-03-05,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1988-01-07,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q1567321,Q1567321,,1929-03-28,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1990-05-31,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q2042937,Q2042937,,1947-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2006-12-16,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2047795,Слободан Чашуле,,1945-09-27,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2015-12-18,http://www.wikidata.org/entity/Q2807,Мадрид,Point(-3.691944444 40.418888888)
http://www.wikidata.org/entity/Q2064043,Драголюб Ставрев,,1932-06-28,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2003-12-23,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2247538,Славка Манева,,1934-02-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2010-01-08,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2421391,Q2421391,,1934-06-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2006-12-29,http://www.wikidata.org/entity/Q6602,Страсбург,Point(7.752222222 48.573333333)
http://www.wikidata.org/entity/Q2444746,Q2444746,,1929-03-28,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1997-09-09,http://www.wikidata.org/entity/Q238981,Q238981,Point(20.0714 45.4731)
http://www.wikidata.org/entity/Q2660829,Стево Цървенковски,,1947-03-18,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2004-02-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3012069,Петър Хаджибошков,,1928-06-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2015-03-22,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3041661,Душанка Сифниос,,1933-10-15,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2016-10-14,http://www.wikidata.org/entity/Q239,Брюксел,Point(4.351666666 50.846666666)
http://www.wikidata.org/entity/Q3300658,Абдурахим Буза,,1905-12-22,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1986-11-07,http://www.wikidata.org/entity/Q19689,Тирана,Point(19.82 41.33)
http://www.wikidata.org/entity/Q3374917,Томо Владимирски,,1904-08-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1971-09-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3391370,Q3391370,,1930-01-13,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2018-06-28,http://www.wikidata.org/entity/Q406,Истанбул,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q3396679,Борис Дрангов,български офицер,1872-03-15,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1917-05-26,http://www.wikidata.org/entity/Q1140644,Черна (река),Point(21.1181 41.4059)
http://www.wikidata.org/entity/Q3397578,Цветан Димов,,1910-03-05,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1942-07-09,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3407404,Яне Мильовски,,1946-05-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2016-07-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3407761,Александър Урдаревски,,1920-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1943-02-01,http://www.wikidata.org/entity/Q16511480,Старо Грацко,Point(21.1033 42.505)
http://www.wikidata.org/entity/Q3407805,Раде Йовчевски,,1919-08-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1943-02-20,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3486742,Q3486742,,1928-10-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1990-01-30,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q3515233,Q3515233,,1931-04-04,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1999-06-06,http://www.wikidata.org/entity/Q1435,Загреб,Point(15.977222222 45.813055555)
http://www.wikidata.org/entity/Q3642611,Q3642611,,1932-01-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2015-10-29,http://www.wikidata.org/entity/Q437,Любляна,Point(14.516666666 46.05)
http://www.wikidata.org/entity/Q3659112,Неджати Зекирия,,1928-11-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1988-06-10,http://www.wikidata.org/entity/Q55630,Нови Сад,Point(19.831666666 45.264444444)
http://www.wikidata.org/entity/Q3719561,Драги Кръстевски,,1930-12-20,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1987-09-18,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q4705550,Q4705550,,1949-04-23,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2004-01-28,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q5304908,Q5304908,,1955-09-06,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2020-05-04,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q5364158,Ремзие Хисар,,1902-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1992-06-13,http://www.wikidata.org/entity/Q406,Истанбул,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q30547,Майка Тереза,албанска монахиня,1910-08-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1997-09-05,http://www.wikidata.org/entity/Q1348,Колката,Point(88.3638815 22.5726723)
http://www.wikidata.org/entity/Q59946,Вера Чейковска,,1954-10-16,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2018-11-19,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q121804,Q121804,,1934-03-28,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2011-06-28,http://www.wikidata.org/entity/Q4956,Q4956,Point(3.547777777 47.458611111)
http://www.wikidata.org/entity/Q126478,Лиляна Дирян,,1953-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2017-12-13,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q126485,Ядранка Владова,,1956-04-20,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2004-12-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q128687,Игор Исаковски,,1970-09-19,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2014-12-15,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q163207,Q163207,,1931-11-10,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1996-09-12,http://www.wikidata.org/entity/Q1435,Загреб,Point(15.977222222 45.813055555)
http://www.wikidata.org/entity/Q185232,Васка Илиева,,1923-02-21,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2001-05-04,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q205634,Славко Яневски,,1920-01-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2000-01-20,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q268962,Q268962,,1909-09-23,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1991-10-21,http://www.wikidata.org/entity/Q25270,Прищина,Point(21.166666666 42.666666666)
http://www.wikidata.org/entity/Q337891,Q337891,,1985-07-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2018-07-06,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q400070,Деница Ручигай,,1934-05-05,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1963-07-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q466185,Q466185,,1946-07-25,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2016-10-03,http://www.wikidata.org/entity/Q1435,Загреб,Point(15.977222222 45.813055555)
http://www.wikidata.org/entity/Q466225,Габриела Коневска,,1971-05-29,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2010-02-10,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q466531,Есма Реджепова,,1943-08-08,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2016-12-10,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q469024,Доста Димовска,,1954-02-17,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2011-04-04,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q607246,Яхия Кемал Беятлъ,,1884-12-02,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1958-11-01,http://www.wikidata.org/entity/Q406,Истанбул,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q639426,Рамадан Зейнели,,1952-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1993-12-27,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777)
http://www.wikidata.org/entity/Q639446,Мустафа Карахасан,,1920-07-14,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2002-03-11,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q639517,Гого Ивановски,,1925-01-18,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),2004-12-15,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q639550,Цветко Мартиновски,,1930-03-25,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333),1995-04-27,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
