person,personLabel,personDescription,dateOfBirth,placeOfBirth,placeOfBirthLabel,placeOfBirthLocation,dateOfDeath,placeOfDeath,placeOfDeathLabel,placeOfDeathLocation
http://www.wikidata.org/entity/Q2833589,Круме Волнаровски,,1909-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1944-05-09,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q2986320,Кръсте Цървенковски,,1921-07-16,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),2001-07-21,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3028100,Димитър Кондовски,,1923-09-30,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1993-08-08,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3092268,Никодим Тисмански,,,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),,http://www.wikidata.org/entity/Q3320345,Q3320345,Point(22.927 45.080572)
http://www.wikidata.org/entity/Q3397220,Кузман Йосифовски,,1915-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1944-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3398755,Атанас Бадев,български композитор и учител по музика,1860-01-14,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1908-09-21,http://www.wikidata.org/entity/Q189305,Кюстендил,Point(22.687015 42.279668)
http://www.wikidata.org/entity/Q3406703,Благоя Талески,,1924-01-17,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),2001-03-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3406924,Борка Велески,,1912-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1942-09-14,http://www.wikidata.org/entity/Q2661572,Бабуна,Point(21.68333333 41.38333333)
http://www.wikidata.org/entity/Q3406966,Борка Талески,,1921-08-19,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1942-03-02,http://www.wikidata.org/entity/Q3074194,Плетвар,Point(21.651388888 41.369444444)
http://www.wikidata.org/entity/Q3406971,Димитър Стоянов Мире,,1910-10-10,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1991-09-04,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3408621,Методий Кусев,,1838-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1922-11-01,http://www.wikidata.org/entity/Q170415,Стара Загора,Point(25.634595 42.425668)
http://www.wikidata.org/entity/Q3515959,Борко Лазески,,1917-10-22,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1993-06-16,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3541070,Пере Тошев,български революционер,1865-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1912-05-04,http://www.wikidata.org/entity/Q221,Северна Македония,Point(21.716667 41.65)
http://www.wikidata.org/entity/Q3655480,Борко Темелковски,,1919-12-20,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),2001-11-20,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3808796,Димитър Гешоски,,1928-09-14,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1989-10-29,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q4779114,Крум Тошев,,1912-02-16,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1976-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q7997885,Киро Гаврилоски,,1918-02-22,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1944-05-09,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q11026138,Диме Бояновски,,1909-08-12,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),2002-02-11,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q11039690,Йордан Гавазов,,1868-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1898-05-24,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q11040134,Йордан Тренков,,1880-09-08,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1960-12-06,http://www.wikidata.org/entity/Q160173,Русе,Point(25.953907 43.844532)
http://www.wikidata.org/entity/Q11041129,Йордан Николов,,1884-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1917-06-04,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q11042965,Александър Хаджипанов,,1875-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1900-10-19,http://www.wikidata.org/entity/Q17151,Солун,Point(22.930833333 40.643611111)
http://www.wikidata.org/entity/Q11048680,Боян Биолчев (революционер),,1870-08-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1933-01-05,http://www.wikidata.org/entity/Q459,Пловдив,Point(24.741454 42.142086)
http://www.wikidata.org/entity/Q11120501,Илия Биолчев,,1880-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1937-09-08,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q11862735,Дарко Дамевски,,1932-05-12,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1983-12-12,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12271509,Александър Лепавцов,,1935-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),2008-03-09,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12271916,Ангел Хаджиилиев,,1800-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1880-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q12271974,Андон Раев,,1869-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1928-03-04,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12272578,Атанас Забазновски,,1925-01-07,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),2013-05-17,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12272582,Атанас Иванов,,1874-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1956-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12272587,Атанас Казанджиев,,1855-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1907-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12272612,Атанас Лютвиев,,1885-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1912-12-04,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q12272629,Атанас Мурджев,,1872-01-31,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1944-04-21,http://www.wikidata.org/entity/Q406081,Тетевен,Point(24.257417 42.91773)
http://www.wikidata.org/entity/Q12273498,Божидар Джамбаз,,1911-10-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1981-01-27,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12273690,Борис Иванов (ботаник),,1879-02-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1942-02-24,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12273717,Борис Мончев,,1881-08-15,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1942-10-04,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12273741,Борис Сугарев,български офицер и революционер,1878-03-12,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1903-04-28,http://www.wikidata.org/entity/Q4130970,Габрово,Point(22.943578 41.898052)
http://www.wikidata.org/entity/Q12275446,Владимир Карамфилов,,1877-05-10,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1943-07-14,http://www.wikidata.org/entity/Q2012227,Област Пазарджик,Point(24.25 42.083333333)
http://www.wikidata.org/entity/Q12275457,Владимир Кусев,,1867-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1941-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12275458,Владимир Куситасев,,1882-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1904-01-01,http://www.wikidata.org/entity/Q17151,Солун,Point(22.930833333 40.643611111)
http://www.wikidata.org/entity/Q12275465,Владимир Милчинов,,1879-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1939-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12276371,Георги Грашев,,1878-07-25,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1934-01-25,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12276518,Георги Кондов,български общественик,1888-01-23,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1935-03-31,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12276522,Георги Корубинов,,1878-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1903-02-12,http://www.wikidata.org/entity/Q1042326,Владимирово,Point(22.792777777 41.71)
http://www.wikidata.org/entity/Q12276586,Георги Мончев,,1883-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1913-08-25,http://www.wikidata.org/entity/Q17151,Солун,Point(22.930833333 40.643611111)
http://www.wikidata.org/entity/Q12276641,Георги Пешков,,1887-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1913-06-20,http://www.wikidata.org/entity/Q206957,Сяр,Point(23.55 41.083333333)
http://www.wikidata.org/entity/Q12276735,Георги Талев,,1883-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1955-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12276759,Георги Трайчев,"български просветен деец, фотограф и революционер, деец на Вътрешната македоно-одринска революционна организация",1869-10-02,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1943-01-28,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12277017,Глигор Тофоски,,1909-01-09,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1976-05-27,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12277383,Григор Кюркчиев,български генерал,1865-10-24,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1925-04-16,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12277391,Григор Попов,,1862-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1917-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12277392,Григор Попев,,1869-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1938-02-02,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12277512,Гьоре Гьорески,,1926-04-18,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1978-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12277514,Гьоре Дамевски,,1922-01-15,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1995-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12278225,Димитър Биолчев,български общественик,1837-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1894-01-09,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q12278382,Димитър Илиев (общественик),,1895-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1957-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q12278391,Димитър Йосифов (стенограф),,1855-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1931-02-13,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12278580,Димитър Правдолюбов,,1881-09-17,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1942-05-28,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12278693,Димитър Чкатров,,1902-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1945-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12278746,Димче Аджимитрески,,1916-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1994-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12278751,Димче Хаджикочов,,1850-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1930-12-12,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12280955,Иван Каранджулов,,1856-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1930-05-03,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12281194,Иван Смичков,,1878-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1933-10-17,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12281310,Иван Шабанов,,1851-01-01,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1931-12-25,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888)
http://www.wikidata.org/entity/Q12281563,Илия Балтов (ВМОРО),,1877-06-24,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1928-06-03,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12281660,Илия Хаджитошев,,1875-06-09,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1947-06-13,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12282117,Йордан Ачков,,1877-09-08,http://www.wikidata.org/entity/Q157032,Прилеп,Point(21.554166666 41.346388888),1940-05-07,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q61131636,Q61131636,,1932-01-13,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777),2004-03-28,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q61139901,Антон Апостолов,български революционер,1838-01-01,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777),1917-07-17,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q63484434,Славка Животич,,1908-12-14,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777),1953-10-17,http://www.wikidata.org/entity/Q129259,Ниш,Point(21.896111111 43.319166666)
http://www.wikidata.org/entity/Q66022202,Q66022202,,1927-07-13,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777),1992-08-01,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q70468119,Христо Чкулка,български учител,,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777),1835-01-01,http://www.wikidata.org/entity/Q157024,Тетово,Point(20.971388888 42.010277777)
http://www.wikidata.org/entity/Q980462,Ибрахим Темо,,1865-03-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1939-08-15,http://www.wikidata.org/entity/Q79808,Кюстенджа,Point(28.638333333 44.173333333)
http://www.wikidata.org/entity/Q983264,Христо Матов,български революционер,1869-03-04,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1922-02-10,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q1796865,Нури Сойлиу,,1870-01-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1940-01-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775)
http://www.wikidata.org/entity/Q2065522,Александър Гърличков,,1923-01-18,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1989-07-26,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775)
http://www.wikidata.org/entity/Q2358674,Емануил Чучков,,1901-11-14,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1967-09-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2586871,Ристо Кърле,,1900-01-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1975-10-29,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2664407,Любчо Арсов,,1910-05-19,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1986-11-18,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q2943870,Никола Иванов-Балтон,,1948-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),2012-12-31,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q3088154,Михайло Апостолски,,1906-11-08,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1987-08-07,http://www.wikidata.org/entity/Q956963,Дойран,Point(22.72472222 41.17916667)
http://www.wikidata.org/entity/Q3136439,Владо Малески,,1919-09-05,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1984-09-23,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775)
http://www.wikidata.org/entity/Q3301500,Мюртеза Алиу,"албански лекар, общественик, просветен и политически деец",1878-01-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1937-01-01,http://www.wikidata.org/entity/Q19689,Тирана,Point(19.82 41.33)
http://www.wikidata.org/entity/Q3400888,Милан Матов,български революционер,1875-11-08,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1962-05-21,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q3402924,Йордан Миялков,,1932-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1991-12-19,http://www.wikidata.org/entity/Q211645,Враня,Point(21.897222222 42.554166666)
http://www.wikidata.org/entity/Q3406717,Ванчо Апостолски,,1925-12-22,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),2008-09-08,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q4544707,Q4544707,,1905-10-03,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1993-10-03,http://www.wikidata.org/entity/Q406,Истанбул,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q6103408,Q6103408,,1926-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),2007-12-10,http://www.wikidata.org/entity/Q406,Истанбул,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q7035608,Никола Мушмов,,1869-05-14,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1942-01-31,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q7914770,Вангел Коджоман,,1904-01-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1994-01-01,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q11052138,Васил Панчев,,1857-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1933-01-01,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q11058387,Георги Гочев (революционер),,1878-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1942-03-07,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q11185219,Лика Беровска,,1885-01-01,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775),1955-07-15,http://www.wikidata.org/entity/Q156858,Струга,Point(20.678888888 41.1775)
http://www.wikidata.org/entity/Q12271558,Александър Развигоров,,1874-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1946-11-09,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12272155,Антон Ковачев,български генерал,1877-09-07,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1931-10-04,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12272362,Арсени Костенцев,,1842-08-15,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1921-11-06,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12272403,Асан Керим,,1921-01-07,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1990-07-22,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666)
http://www.wikidata.org/entity/Q12273708,Борис Милевски,,1916-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1963-07-26,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12275448,Владимир Ковачев,български революционер,1875-01-05,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1910-08-03,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12276667,Георги Попянев,,1886-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1960-03-06,http://www.wikidata.org/entity/Q191871,Асеновград,Point(24.877295 42.008187)
http://www.wikidata.org/entity/Q12277369,Григор Гърличков,,1861-01-17,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1935-11-13,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12278502,Димитър Мирасчиев,,1872-08-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1934-09-28,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12278530,Димитър Недков,,1883-11-16,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1977-04-19,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12278544,Димитър Павлов (общественик),,1840-11-08,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1919-03-03,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12279795,Емануил Развигоров,,1886-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1919-09-17,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12280021,Ефрем Чучков,български революционер,1870-11-21,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1923-10-01,http://www.wikidata.org/entity/Q219,България,Point(25.5 42.75)
http://www.wikidata.org/entity/Q12281101,Иван Параспуров,,1888-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1933-04-25,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12281560,Илия Арев,,1914-11-03,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1977-01-12,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333)
http://www.wikidata.org/entity/Q12282136,Йордан Гюрков,,1891-10-13,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1931-02-08,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12285481,Люпчо Гроздев,,1930-05-27,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1989-12-25,http://www.wikidata.org/entity/Q384,Скопие,Point(21.433333333 41.983333333)
http://www.wikidata.org/entity/Q12285810,Мане Накашев,,1888-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1933-02-21,http://www.wikidata.org/entity/Q6506,Варна,Point(27.91108 43.211375)
http://www.wikidata.org/entity/Q12286977,Мите Хаджимишев,,1873-10-12,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1953-01-25,http://www.wikidata.org/entity/Q189305,Кюстендил,Point(22.687015 42.279668)
http://www.wikidata.org/entity/Q12287083,Михаил Ковачев (революционер),,1842-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1908-05-29,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
http://www.wikidata.org/entity/Q12287085,Михаил Костенцев,,1832-01-01,http://www.wikidata.org/entity/Q147243,Щип,Point(22.191388888 41.735833333),1929-02-26,http://www.wikidata.org/entity/Q472,София,Point(23.321726 42.697886)
