id,ГЕРБ-СДС,ПП,ДПС,ВЪЗР,БСП,ДБ,БВ,ИТН,не подкрепям никого,ИЗПРАВИ СЕ,ВМРО,ДНК,КСБ,АТАКА,РВО,ГЛАС НАРОДЕН,БСДД,ЕВРОЛЕВИЦА,КТБ,КОД,МИР,ПД,НДЕ,НФСБ,БТР,НП ИСИ,БНС,ПРАВОТО,БНО,независими,невалидни,total_valid,total,eligible_voters,n_stations
14773,75,41,14,13,29,9,6,8,5.0,4,1,1,0,0,6,0,2,3,0,0,0,0,0,0,1,1,2,0,0,0.0,0.0,221.0,221.0,369.0,2
14787,31,12,2,2,8,0,2,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,64.0,67.0,183.0,1
14800,105,14,2,23,9,3,5,5,6.0,11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,187.0,187.0,625.0,1
14814,54,23,2,6,10,1,4,3,4.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,110.0,113.0,201.0,1
14831,350,171,0,102,61,97,42,36,51.0,10,5,7,2,1,2,5,0,1,3,4,2,1,0,0,1,2,0,2,1,0.0,0.0,959.0,959.0,2144.0,3
14862,12,4,1,3,16,2,1,1,0.0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,46.0,48.0,63.0,1
14876,42,26,35,24,66,4,4,19,3.0,2,3,2,0,1,1,0,0,1,2,0,3,0,0,0,0,2,0,0,0,0.0,0.0,240.0,240.0,1492.0,3
14888,8,18,0,6,18,1,0,2,2.0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0,1.0,60.0,61.0,162.0,1
14893,19,11,0,6,5,3,2,0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50.0,50.0,97.0,1
14903,29,7,8,3,12,0,7,1,2.0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,90.0,90.0,130.0,1
14917,22,6,4,9,11,0,3,2,4.0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.0,69.0,154.0,1
14920,29,25,16,4,15,3,2,2,1.0,1,0,0,0,4,0,0,0,0,3,0,0,0,1,2,0,0,0,0,1,0.0,0.0,109.0,109.0,509.0,1
14934,193,20,129,13,31,2,4,10,7.0,0,1,0,0,1,0,0,6,2,2,0,1,0,0,2,2,0,1,0,0,0.0,0.0,427.0,427.0,1065.0,2
14948,14,10,1,1,4,2,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,37.0,1
14951,56,46,11,16,34,3,32,5,4.0,0,1,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,217.0,217.0,700.0,2
14965,14,6,0,1,3,1,4,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,53.0,1
14979,32,12,1,3,13,1,1,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,70.0,71.0,121.0,1
14982,18,1,19,2,1,1,1,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.0,47.0,264.0,1
14996,26,16,0,5,22,1,1,4,5.0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,86.0,89.0,162.0,1
15014,29,18,1,3,10,3,2,7,1.0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,78.0,82.0,185.0,1
15028,159,136,80,62,82,26,34,20,23.0,14,4,6,1,3,6,1,1,1,1,0,2,3,2,0,2,1,0,0,0,0.0,0.0,670.0,670.0,1972.0,3
15031,97,54,398,23,36,2,14,18,11.0,3,3,1,1,1,1,2,7,5,0,0,1,0,1,1,0,0,1,0,1,0.0,1.0,682.0,683.0,1667.0,4
15045,2,0,17,0,3,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,23.0,23.0,24.0,1
15093,4,7,145,4,2,0,2,0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,169.0,169.0,481.0,1
15103,13,10,26,2,2,1,13,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0,0.0,73.0,73.0,511.0,1
15117,6,3,4,2,7,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,23.0,24.0,45.0,1
15134,9,6,0,2,7,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,27.0,27.0,46.0,1
15148,173,44,165,11,37,4,3,5,5.0,1,1,0,1,0,1,0,3,1,1,0,0,2,0,1,0,0,2,1,0,0.0,0.0,462.0,462.0,1326.0,2
15151,27,29,994,9,17,2,4,3,5.0,1,1,0,3,0,0,0,5,0,0,1,1,2,0,0,0,0,0,0,1,0.0,0.0,1105.0,1105.0,3357.0,6
15165,86,42,22,28,46,7,4,4,4.0,1,5,0,2,2,2,2,2,2,2,0,3,1,0,1,0,3,0,0,1,0.0,1.0,272.0,273.0,812.0,2
15182,12,7,2,2,2,2,4,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,50.0,1
15206,36,20,12,17,6,1,0,2,7.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,109.0,109.0,479.0,1
15216,7,17,268,4,2,10,2,1,6.0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,325.0,325.0,1866.0,2
15237,57,12,2,21,21,3,1,4,0.0,4,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,4.0,132.0,136.0,295.0,1
15271,62,47,106,17,22,5,4,10,7.0,0,1,0,8,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0.0,0.0,296.0,296.0,1166.0,2
15285,135,58,6,23,70,12,63,9,23.0,6,0,0,0,0,1,0,1,1,1,0,1,0,2,2,0,0,0,0,0,0.0,0.0,414.0,414.0,987.0,2
15299,46,32,6,13,21,2,7,4,7.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,9.0,144.0,153.0,264.0,1
15309,442,167,27,116,83,34,100,26,67.0,34,2,18,5,4,5,0,2,3,6,4,4,4,0,3,1,0,2,0,1,0.0,0.0,1160.0,1160.0,3618.0,5
15312,37,12,184,4,23,0,2,0,0.0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,270.0,270.0,717.0,1
15326,66,30,0,13,15,29,16,6,1.0,1,7,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,190.0,190.0,420.0,1
15401,20,8,0,3,4,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1.0,49.0,50.0,64.0,1
15415,19,1,2,0,1,1,0,3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,28.0,28.0,67.0,1
15429,1,3,192,2,5,2,0,1,0.0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,211.0,211.0,612.0,1
15432,32,23,1,8,17,4,0,4,5.0,6,36,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.0,3.0,140.0,143.0,260.0,1
15446,10,7,3,3,2,1,4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,55.0,1
15457,14,5,1,7,11,2,3,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,47.0,49.0,114.0,1
15494,19,9,68,1,12,2,3,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,116.0,118.0,189.0,1
15504,123,36,9,32,15,5,10,7,11.0,6,0,1,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0.0,0.0,263.0,263.0,488.0,1
15518,44,11,1,4,6,1,1,1,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,73.0,76.0,124.0,1
15521,101,14,29,10,5,7,2,1,3.0,1,1,0,0,0,1,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0.0,0.0,183.0,183.0,374.0,1
15535,38,17,13,8,5,4,31,11,3.0,6,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,141.0,141.0,354.0,1
15552,20,11,1,3,13,4,1,2,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.0,59.0,96.0,1
15566,123,9,129,0,9,0,1,3,0.0,2,1,0,0,0,0,1,5,0,1,3,1,0,0,0,0,1,0,0,0,0.0,0.0,289.0,289.0,1102.0,2
15572,19,11,1,2,1,0,2,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,41.0,43.0,73.0,1
15597,37,14,1,20,27,1,3,0,3.0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,115.0,115.0,441.0,1
15607,0,1,107,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,110.0,110.0,282.0,1
15610,1,0,88,1,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,93.0,93.0,313.0,1
15638,2,0,18,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,21.0,30.0,1
15641,3,2,84,2,1,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,96.0,97.0,247.0,1
15655,15,4,6,3,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41.0,41.0,86.0,1
15669,13,1,127,0,0,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,145.0,145.0,345.0,1
15703,89,27,20,17,28,6,4,2,3.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,202.0,202.0,478.0,1
15713,1,1,155,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,160.0,160.0,781.0,1
15727,13,1,38,1,2,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,57.0,57.0,88.0,1
15730,15,0,2,2,9,3,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,32.0,36.0,57.0,1
15744,11,6,1,3,11,1,2,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,39.0,41.0,90.0,1
15758,110,37,1,14,60,6,9,5,9.0,2,1,1,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0.0,7.0,262.0,269.0,356.0,2
15761,8,4,92,8,2,53,3,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,173.0,177.0,269.0,1
15775,8,4,122,1,4,1,2,0,1.0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,149.0,149.0,424.0,1
15789,24,29,1,5,24,4,2,1,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,2.0,95.0,97.0,228.0,1
15792,39,24,1,18,5,4,4,7,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,4.0,109.0,113.0,186.0,1
15802,44,20,6,14,27,3,5,5,7.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,135.0,135.0,375.0,1
15816,20,7,0,2,8,1,3,0,2.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,45.0,47.0,60.0,1
15829,94,27,85,14,20,0,4,10,4.0,3,3,0,0,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,271.0,271.0,1608.0,2
15833,38,14,255,2,3,2,2,3,3.0,1,3,1,0,0,0,0,3,0,1,1,1,1,0,0,1,0,0,0,0,0.0,0.0,335.0,335.0,1029.0,2
15864,29,35,2,16,44,5,5,5,3.0,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,153.0,156.0,217.0,1
15878,4,4,124,1,2,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,137.0,137.0,645.0,1
15881,27,26,2,7,36,1,3,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,4.0,106.0,110.0,158.0,1
15895,30,7,182,6,9,1,0,1,1.0,2,0,0,1,0,0,0,1,0,1,1,1,2,1,1,1,0,1,0,0,0.0,0.0,250.0,250.0,907.0,2
15919,11,10,152,10,2,5,1,0,0.0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0.0,0.0,197.0,197.0,447.0,1
15922,3,4,94,0,2,5,0,0,0.0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,113.0,113.0,335.0,1
15936,36,14,1,7,8,4,1,3,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,78.0,82.0,130.0,1
15944,222,141,17,62,60,28,25,21,25.0,19,1,1,2,0,3,1,5,2,3,1,2,0,0,2,2,2,4,1,1,0.0,0.0,653.0,653.0,3085.0,4
15953,69,14,119,8,8,7,1,7,1.0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0.0,0.0,241.0,241.0,734.0,1
15967,8,2,197,0,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,214.0,214.0,353.0,1
15970,28,36,6,14,15,4,3,1,5.0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,119.0,119.0,527.0,1
15984,112,35,3,29,8,3,7,10,11.0,3,7,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,234.0,234.0,459.0,1
15998,69,31,6,9,38,24,1,3,8.0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,11.0,196.0,207.0,508.0,2
16002,27,13,2,12,19,3,0,5,1.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,85.0,85.0,182.0,1
16026,16,4,1,4,8,0,1,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,38.0,42.0,91.0,1
16033,11,8,1,2,3,0,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,28.0,29.0,58.0,1
16050,90,28,34,22,16,1,6,7,2.0,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,0.0,216.0,216.0,1091.0,2
16064,223,16,5,26,18,7,4,7,5.0,1,1,0,3,1,0,0,0,3,0,0,1,0,0,2,3,1,1,0,1,0.0,2.0,329.0,331.0,599.0,2
16078,20,9,0,3,4,1,1,4,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45.0,45.0,75.0,1
16081,6,2,3,1,1,1,15,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,33.0,33.0,68.0,1
16095,5,8,1,2,5,3,1,4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,45.0,1
16105,13,5,115,2,2,2,1,1,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0.0,1.0,148.0,149.0,312.0,2
16119,25,5,1,0,3,2,2,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,41.0,43.0,43.0,1
16122,13,10,20,1,13,1,6,6,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,73.0,77.0,105.0,1
16136,49,26,1,6,78,6,3,2,2.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,177.0,177.0,378.0,1
16141,6,1,1,2,4,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,15.0,75.0,1
16153,32,14,1,8,10,1,2,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,74.0,77.0,101.0,1
16167,13,4,4,3,8,5,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,40.0,41.0,57.0,1
16170,6,6,1,0,3,1,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,20.0,20.0,31.0,1
16184,25,22,298,5,29,4,2,4,4.0,2,0,0,2,0,1,0,2,2,0,1,0,1,0,1,0,0,2,0,1,0.0,0.0,408.0,408.0,769.0,2
16198,33,18,4,7,17,0,2,2,1.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,91.0,91.0,429.0,1
16208,35,16,1,1,18,7,1,1,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,86.0,89.0,127.0,1
16211,2,0,9,0,5,2,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,20.0,20.0,19.0,1
16225,4,1,16,2,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,26.0,27.0,96.0,1
16239,30,19,5,4,5,1,2,2,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,72.0,73.0,85.0,1
16242,14,6,1,2,12,2,1,0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,42.0,44.0,68.0,1
16256,50,17,28,12,29,2,1,2,2.0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,148.0,148.0,316.0,1
16267,8,12,101,1,4,1,2,1,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,134.0,134.0,497.0,1
16273,3,2,1,0,14,2,2,1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5.0,28.0,33.0,36.0,1
16287,2,1,214,0,2,0,0,1,0.0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,228.0,228.0,1030.0,1
16290,24,10,5,15,44,5,4,3,3.0,5,0,3,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,126.0,130.0,306.0,1
16300,54,19,1,18,13,12,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,120.0,123.0,156.0,1
16314,101,76,0,60,88,28,19,28,19.0,5,5,3,2,1,0,1,1,3,0,1,4,0,0,0,0,1,1,1,0,0.0,0.0,448.0,448.0,1123.0,2
16328,27,15,0,9,35,4,5,0,1.0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,103.0,105.0,159.0,1
16345,61,70,15,48,69,4,13,27,11.0,5,0,0,2,3,0,0,1,0,1,0,1,0,0,3,1,0,0,5,0,0.0,0.0,340.0,340.0,1408.0,3
16359,2192,1907,455,1285,1542,535,572,450,449.0,79,165,51,43,27,28,33,21,56,13,11,31,16,20,7,11,13,7,2,3,0.0,7.0,10024.0,10031.0,27723.0,45
16376,55,36,5,34,15,6,5,8,4.0,2,1,1,1,1,1,0,3,2,0,0,1,0,0,1,3,0,0,0,0,0.0,0.0,185.0,185.0,494.0,1
16393,19,15,1,14,20,4,6,3,1.0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,5.0,95.0,100.0,298.0,1
16420,8,5,94,1,4,7,2,2,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,132.0,132.0,410.0,1
16448,95,65,0,45,22,22,15,19,26.0,3,1,0,2,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,321.0,321.0,931.0,2
16451,30,24,2,6,19,4,4,1,1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0.0,6.0,95.0,101.0,204.0,1
16496,4,1,66,2,2,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,78.0,79.0,192.0,1
16513,26,21,0,10,31,2,5,0,5.0,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,109.0,109.0,401.0,1
16537,71,49,48,30,65,9,3,17,11.0,3,3,1,1,5,2,1,3,0,1,0,0,0,2,0,1,3,1,0,1,0.0,0.0,331.0,331.0,1623.0,3
16540,27,16,257,15,27,5,4,7,4.0,2,4,1,1,2,2,0,6,1,0,0,1,1,0,1,0,0,1,0,1,0.0,0.0,386.0,386.0,1047.0,2
16554,12,5,1,1,13,1,1,2,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,1.0,40.0,41.0,58.0,1
16571,67,16,45,9,19,4,5,1,3.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,11.0,174.0,185.0,489.0,2
16599,18,14,0,6,20,3,7,0,3.0,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0.0,7.0,79.0,86.0,150.0,1
16639,7,7,3,4,30,0,1,0,1.0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,58.0,58.0,102.0,1
16660,10,0,36,1,2,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,51.0,71.0,1
16674,38,29,54,3,26,4,4,3,2.0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0.0,0.0,171.0,171.0,729.0,1
16688,18,10,17,5,8,1,2,4,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,72.0,72.0,451.0,1
16691,40,9,4,6,30,6,0,2,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,101.0,102.0,170.0,1
16701,45,29,2,19,24,2,6,6,2.0,0,3,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,143.0,143.0,586.0,1
16729,17,2,55,2,3,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,83.0,90.0,199.0,1
16732,2,3,0,1,2,1,0,2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,13.0,13.0,22.0,1
16754,78,64,8,14,51,22,15,14,5.0,1,11,0,1,1,2,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,293.0,293.0,753.0,1
16763,51,9,294,6,16,4,0,41,2.0,0,1,3,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,434.0,434.0,857.0,1
16780,42,15,2,11,18,2,0,3,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,97.0,99.0,190.0,1
16794,10,8,17,4,10,1,0,2,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6.0,58.0,64.0,168.0,1
16818,16,1,97,0,1,11,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,127.0,127.0,258.0,1
16821,6,13,82,4,0,1,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,109.0,113.0,234.0,1
16849,8,7,54,0,2,2,0,2,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.0,83.0,91.0,167.0,1
16852,1,7,50,1,1,1,0,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,68.0,71.0,138.0,1
16866,33,14,17,4,13,1,2,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,5.0,88.0,93.0,174.0,1
16883,16,19,0,3,22,3,1,3,0.0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,74.0,79.0,111.0,1
16897,58,20,8,15,14,4,7,5,1.0,5,4,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,151.0,159.0,281.0,1
16907,22,3,4,1,3,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,36.0,43.0,51.0,1
16910,11,3,303,0,6,5,0,0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0,334.0,334.0,1504.0,2
16924,110,28,137,46,38,15,9,13,19.0,5,7,1,2,0,2,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0.0,0.0,439.0,439.0,1164.0,2
16955,27,6,1,6,6,5,0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,58.0,60.0,73.0,1
16969,1,8,1,2,3,2,0,0,1.0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0,30.0,61.0,1
16986,20,7,1,5,14,6,1,2,1.0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,60.0,63.0,142.0,1
17004,4,9,1,1,3,0,4,12,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,36.0,36.0,513.0,1
17018,43,45,9,15,23,4,5,8,4.0,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,9.0,167.0,176.0,325.0,1
17035,12,2,1,1,4,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.0,22.0,21.0,1
