id,ГЕРБ-СДС,ПП,ДПС,ВЪЗР,БСП,ДБ,БВ,ИТН,не подкрепям никого,ИЗПРАВИ СЕ,ВМРО,ДНК,КСБ,АТАКА,РВО,ГЛАС НАРОДЕН,БСДД,ЕВРОЛЕВИЦА,КТБ,КОД,МИР,ПД,НДЕ,НФСБ,БТР,НП ИСИ,БНС,ПРАВОТО,БНО,независими,невалидни,total_valid,total,eligible_voters,n_stations
66826,41,13,115,18,9,3,6,9,1.0,5,0,0,1,0,2,1,3,0,0,1,0,0,0,1,2,1,0,0,1,0.0,0.0,233.0,233.0,704.0,1
66831,81,16,1,7,12,7,1,3,2.0,1,2,1,0,0,0,0,0,1,2,0,1,1,1,1,0,0,0,0,1,0.0,0.0,142.0,142.0,406.0,1
66843,11,1,6,0,4,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,23.0,23.0,22.0,1
66860,190,57,8,34,69,9,51,19,25.0,3,3,0,0,0,0,0,4,0,2,1,0,0,2,2,0,1,0,1,0,0.0,0.0,481.0,481.0,1352.0,2
66874,26,4,93,1,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,5.0,132.0,137.0,230.0,1
66888,8,13,4,5,7,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.0,40.0,52.0,1
66891,43,10,1,10,5,1,3,1,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,3.0,80.0,83.0,203.0,1
66901,100,62,1,17,19,16,13,10,9.0,1,3,0,2,1,1,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,261.0,261.0,1214.0,2
66915,157,118,15,70,76,24,34,21,42.0,4,5,2,4,1,2,0,2,1,0,1,2,1,3,2,1,1,0,0,0,0.0,0.0,589.0,589.0,1559.0,3
66932,48,13,4,5,5,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,2.0,84.0,86.0,191.0,1
66946,15,8,1,5,15,4,0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,1.0,53.0,54.0,123.0,1
66957,11,6,2,1,9,1,1,7,4.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2.0,46.0,48.0,82.0,1
66963,13,4,95,7,11,1,2,1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.0,0.0,140.0,140.0,357.0,1
66977,2,7,1,2,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,20.0,20.0,26.0,1
67009,30,22,0,18,13,4,1,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,93.0,94.0,235.0,1
67012,34,26,0,15,27,7,7,8,6.0,3,0,0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,141.0,141.0,359.0,1
67043,59,20,11,7,20,14,1,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,9.0,137.0,146.0,251.0,1
67057,13,7,1,1,6,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,31.0,32.0,35.0,1
67060,49,17,2,10,23,2,4,17,3.0,2,2,2,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,140.0,140.0,453.0,1
67088,202,134,255,58,78,34,12,46,20.0,12,14,2,2,2,1,1,3,4,11,0,5,0,3,2,0,1,1,0,1,0.0,0.0,904.0,904.0,3524.0,5
67091,22,26,70,17,12,2,4,6,2.0,0,2,0,1,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0.0,0.0,171.0,171.0,695.0,1
67101,23,45,8,14,28,2,14,6,0.0,1,9,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,155.0,155.0,564.0,1
67115,39,19,61,1,20,4,3,6,1.0,1,0,3,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,166.0,166.0,612.0,1
67146,7,7,3,5,8,6,5,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,43.0,51.0,117.0,1
67154,27,8,0,5,13,4,3,0,2.0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,66.0,66.0,79.0,1
67163,60,8,2,7,9,3,1,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,2.0,96.0,98.0,176.0,1
67177,8,2,1,9,40,0,2,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,3.0,66.0,69.0,121.0,1
67180,44,30,4,6,32,10,3,3,3.0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.0,141.0,144.0,303.0,2
67194,69,22,13,7,38,7,4,2,0.0,1,0,3,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,172.0,172.0,391.0,1
67218,36,38,21,8,62,5,4,5,8.0,3,0,2,2,0,2,0,1,2,2,0,0,0,0,1,1,0,0,1,0,0.0,0.0,204.0,204.0,507.0,1
67221,26,16,13,6,13,1,0,1,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,78.0,81.0,139.0,1
67235,68,26,3,23,46,10,3,10,8.0,3,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0,210.0,210.0,737.0,1
67249,4,8,6,0,6,2,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,4.0,38.0,42.0,68.0,1
67252,44,26,2,16,17,7,16,5,3.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,141.0,141.0,318.0,1
67270,44,38,387,1,21,5,1,3,3.0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,508.0,508.0,1773.0,2
67283,8,37,23,5,5,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,81.0,83.0,297.0,1
67297,14,3,165,2,5,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,191.0,191.0,649.0,1
67310,48,8,10,3,0,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,72.0,75.0,119.0,1
67324,39,12,2,4,13,3,2,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,5.0,81.0,86.0,104.0,2
67338,6038,5595,835,2826,2844,1371,1242,1070,836.0,383,111,102,91,92,60,38,41,62,52,36,45,46,0,105,23,43,27,8,14,0.0,29.0,24036.0,24065.0,81650.0,132
67369,44,21,1,11,110,1,1,3,2.0,2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,203.0,203.0,471.0,1
67372,699,359,101,217,187,126,192,96,82.0,39,25,6,8,7,4,11,3,6,10,0,3,2,4,1,3,3,1,1,1,0.0,0.0,2197.0,2197.0,5890.0,9
67386,31,7,29,5,16,11,0,3,2.0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,5.0,110.0,115.0,229.0,1
67395,14,5,1,3,8,4,3,3,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.0,48.0,51.0,61.0,1
67413,17,2,1,2,6,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,33.0,33.0,35.0,1
67444,258,95,172,41,44,9,3,19,13.0,3,10,5,1,1,0,0,3,5,1,0,0,1,1,1,0,0,0,0,0,0.0,0.0,686.0,686.0,3115.0,4
67458,22,7,1,4,7,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2.0,49.0,51.0,72.0,1
67461,215,62,14,44,41,10,24,13,14.0,4,9,0,0,1,0,0,2,1,3,0,0,2,0,1,0,1,0,0,0,0.0,0.0,461.0,461.0,1701.0,2
67475,26,15,2,3,29,3,3,3,0.0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,92.0,92.0,234.0,1
67489,78,43,14,31,47,5,11,8,8.0,0,1,0,1,2,3,0,7,2,2,0,0,0,0,1,1,1,0,0,1,0.0,0.0,267.0,267.0,667.0,1
67502,14,3,119,2,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,142.0,142.0,472.0,1
67516,21,29,11,10,30,3,3,2,1.0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,116.0,117.0,193.0,1
67526,51,38,1,9,18,0,4,3,3.0,2,3,3,0,3,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0.0,3.0,143.0,146.0,284.0,1
67547,123,65,25,27,29,19,24,11,21.0,8,0,2,4,0,0,0,1,0,1,1,0,1,1,2,2,0,0,0,0,0.0,0.0,367.0,367.0,1462.0,2
67550,2,4,1,3,3,1,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.0,17.0,41.0,1
67564,40,22,58,19,16,1,0,1,2.0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,10.0,168.0,178.0,303.0,1
67578,28,51,658,8,9,4,0,3,4.0,4,1,3,3,0,0,0,4,1,0,1,0,1,2,1,0,0,0,0,1,0.0,0.0,787.0,787.0,2570.0,4
67581,17,6,22,4,14,1,2,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,69.0,71.0,125.0,1
67619,3,3,1,1,1,1,1,1,0.0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,15.0,27.0,1
67622,20,18,20,11,42,0,3,3,8.0,0,1,0,0,0,0,1,0,0,2,1,1,0,1,1,0,1,1,0,0,0.0,1.0,135.0,136.0,343.0,2
67636,28,13,0,4,11,2,11,4,4.0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,4.0,82.0,86.0,206.0,1
67653,2824,2142,421,789,864,423,618,384,506.0,124,22,31,42,27,23,20,11,19,18,10,20,17,15,18,12,12,2,4,3,0.0,4.0,9421.0,9425.0,24902.0,41
67667,70,22,149,16,21,6,3,9,12.0,2,2,2,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,4,0.0,0.0,326.0,326.0,702.0,1
67670,37,19,9,7,15,4,1,2,1.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.0,7.0,104.0,111.0,202.0,1
67698,24,13,1,4,6,5,1,2,4.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,7.0,64.0,71.0,110.0,1
67708,319,127,9,116,103,9,47,28,25.0,8,10,1,5,3,3,3,9,1,2,0,2,1,2,2,1,1,0,1,0,0.0,0.0,838.0,838.0,3197.0,4
67725,1,3,221,2,2,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,231.0,231.0,327.0,1
67739,8,2,113,3,3,2,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,136.0,136.0,513.0,1
67756,4,8,2,2,9,1,0,2,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,30.0,34.0,71.0,1
67767,9,21,549,3,6,0,8,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0,604.0,604.0,947.0,1
67773,11,1,32,0,6,1,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,55.0,56.0,240.0,1
67787,3,5,1,3,11,2,2,5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,36.0,37.0,203.0,1
67790,62,49,4,12,29,0,7,8,5.0,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,189.0,189.0,861.0,1
67800,382,263,1,186,459,108,174,44,66.0,14,5,2,7,3,8,2,5,13,3,5,10,0,6,5,2,2,2,1,3,0.0,0.0,1781.0,1781.0,3898.0,6
67828,34,20,42,1,23,3,3,5,2.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,139.0,139.0,306.0,1
67831,22,12,1,4,10,5,2,5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,63.0,63.0,121.0,1
67845,63,27,28,9,19,4,3,2,4.0,0,1,2,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0.0,0.0,169.0,169.0,419.0,1
67859,134,8,42,0,1,0,0,2,3.0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,196.0,196.0,632.0,1
67876,32,9,199,0,5,1,1,0,2.0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,255.0,255.0,545.0,1
67882,9,5,194,0,2,0,1,3,3.0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,223.0,223.0,1000.0,1
67903,21,20,1,7,31,2,4,4,7.0,0,0,0,9,0,5,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0.0,0.0,116.0,116.0,480.0,1
67917,5,0,1,2,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,19.0,22.0,22.0,1
67920,25,13,45,3,17,0,2,4,3.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,2.0,116.0,118.0,113.0,1
67948,19,10,1,7,6,2,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,3.0,47.0,50.0,76.0,1
67951,24,17,210,10,11,1,4,4,5.0,3,0,0,1,1,1,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0.0,0.0,300.0,300.0,785.0,1
67965,8,16,2,5,6,2,5,2,1.0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,52.0,53.0,108.0,1
67982,9,9,116,1,1,2,0,2,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,145.0,145.0,433.0,1
68000,18,5,2,3,5,2,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,39.0,39.0,50.0,1
68014,3,23,214,8,6,3,1,2,0.0,2,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0.0,7.0,270.0,277.0,1128.0,3
68028,38,22,0,25,13,4,1,0,1.0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,5.0,112.0,117.0,199.0,1
68045,33,18,1,11,43,1,2,13,4.0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,131.0,131.0,490.0,1
68059,15,12,1,3,8,0,2,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,46.0,48.0,78.0,1
68076,39,9,1,1,13,1,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,70.0,73.0,112.0,1
68080,553,537,8,288,482,122,181,171,150.0,40,27,10,15,14,13,4,6,3,5,2,5,4,3,8,4,3,3,1,3,0.0,0.0,2665.0,2665.0,7828.0,10
68093,34,18,73,1,2,0,2,7,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,6.0,144.0,150.0,277.0,1
68103,8,6,1,3,6,3,0,1,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,32.0,34.0,52.0,1
68117,67,20,2,26,20,7,2,2,2.0,6,2,0,3,0,1,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0.0,0.0,168.0,168.0,1681.0,2
68120,7,3,60,0,2,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,75.0,76.0,267.0,1
68134,103762,120662,3251,43986,34439,76046,21157,14514,17455.0,5641,2891,2272,1555,1260,1242,2067,448,613,689,1554,1005,711,484,351,312,269,238,311,162,214.0,162.0,459561.0,459723.0,1069705.0,1467
68148,66,71,8,38,35,6,14,15,9.0,0,4,0,1,0,3,0,1,0,1,0,6,4,0,1,1,0,0,1,1,0.0,0.0,286.0,286.0,1061.0,2
68179,93,28,18,15,22,4,5,1,3.0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,195.0,201.0,339.0,1
68182,19,22,7,18,20,1,0,2,5.0,0,1,0,4,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,104.0,104.0,340.0,1
68196,19,10,13,14,19,3,10,2,1.0,1,4,1,1,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,105.0,105.0,717.0,2
68223,7,1,3,8,5,1,0,0,0.0,0,11,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41.0,41.0,78.0,1
68237,15,17,38,9,15,0,1,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,99.0,103.0,153.0,1
68254,36,11,1,10,14,1,0,3,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,84.0,86.0,143.0,1
68268,6,7,1,0,5,4,0,2,0.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,29.0,29.0,28.0,1
68299,63,49,1,30,27,2,6,9,5.0,2,4,1,0,1,3,0,1,1,0,0,1,2,1,0,0,0,0,1,0,0.0,0.0,210.0,210.0,458.0,1
68309,34,8,5,8,9,7,4,2,0.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,82.0,82.0,296.0,1
68312,22,15,11,19,20,4,11,2,1.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,9.0,109.0,118.0,194.0,1
68326,2,0,1,4,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.0,16.0,48.0,1
68357,237,11,27,11,9,1,0,2,2.0,1,0,0,0,0,0,0,3,1,1,2,1,0,1,1,3,0,1,0,1,0.0,0.0,316.0,316.0,1212.0,2
68388,20,6,232,0,5,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,265.0,265.0,866.0,1
68401,0,1,234,0,2,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,241.0,241.0,316.0,1
68429,13,6,1,2,8,3,8,3,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,48.0,49.0,65.0,1
68446,37,14,3,9,25,1,3,2,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,3.0,103.0,106.0,102.0,1
68451,32,38,257,7,18,5,4,13,20.0,2,2,0,2,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0.0,0.0,407.0,407.0,748.0,1
68463,15,12,3,12,10,3,2,2,2.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,66.0,67.0,96.0,1
68480,9,3,1,2,2,0,2,6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,26.0,27.0,37.0,1
68494,4,2,19,3,4,1,1,1,2.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41.0,41.0,107.0,1
68504,18,14,70,4,5,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,113.0,113.0,457.0,1
68518,12,6,12,4,6,12,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,57.0,59.0,92.0,1
68535,9,2,1,1,16,1,0,1,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,35.0,37.0,31.0,1
68549,19,5,15,2,2,1,0,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,47.0,49.0,121.0,1
68552,18,1,120,0,1,2,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,146.0,146.0,426.0,1
68577,0,0,64,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,66.0,66.0,66.0,1
68583,34,39,23,9,25,0,22,1,2.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,18.0,158.0,176.0,278.0,1
68607,57,43,36,14,47,7,5,7,4.0,2,2,1,1,0,0,0,0,2,0,0,4,2,2,2,0,0,0,1,0,0.0,0.0,239.0,239.0,1266.0,3
68655,17,16,8,5,8,5,1,3,2.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,68.0,72.0,99.0,1
68669,44,16,1,17,14,6,10,4,0.0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,6.0,117.0,123.0,121.0,1
68672,315,30,108,9,30,7,8,6,10.0,0,2,1,2,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,534.0,534.0,1035.0,2
68692,55,57,24,10,16,2,0,4,4.0,1,0,2,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0.0,0.0,182.0,182.0,706.0,1
68708,20,17,112,10,20,1,5,3,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0.0,197.0,197.0,583.0,1
68713,44,19,95,2,3,1,2,1,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,171.0,171.0,705.0,1
68727,26,23,410,8,9,4,7,1,3.0,0,1,3,0,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0.0,2.0,501.0,503.0,1013.0,5
68730,58,12,100,10,21,1,5,4,2.0,2,3,0,0,2,1,0,1,0,1,1,3,0,0,0,0,0,1,0,1,0.0,0.0,229.0,229.0,895.0,1
68744,18,19,1,13,32,7,2,2,3.0,0,1,0,1,1,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0.0,0.0,109.0,109.0,327.0,1
68758,44,13,40,6,5,1,1,3,0.0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0,6.0,119.0,125.0,194.0,1
68761,14,3,102,1,1,5,2,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.0,134.0,142.0,273.0,1
68789,3609,2061,315,1040,1038,406,822,457,410.0,149,124,47,27,45,31,23,23,30,33,13,15,22,17,11,17,7,9,10,4,0.0,8.0,10815.0,10823.0,30268.0,49
68792,28,25,2,4,31,2,6,3,1.0,0,1,1,1,0,1,0,0,4,1,0,0,0,2,0,1,0,0,0,0,0.0,0.0,114.0,114.0,4930.0,1
68823,6,3,1,1,3,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.0,18.0,28.0,1
68833,11,1,1,5,6,0,0,1,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,28.0,28.0,33.0,1
68847,7,6,213,0,3,0,1,0,1.0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,236.0,236.0,766.0,1
68850,12456,10246,822,6392,5024,3264,2632,2535,2215.0,560,436,286,263,179,179,129,68,126,101,81,60,80,65,58,52,50,21,19,20,0.0,41.0,48419.0,48460.0,120876.0,158
68864,96,21,4,13,16,1,5,5,0.0,6,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,173.0,173.0,382.0,1
68878,38,36,0,13,45,3,1,8,7.0,1,1,1,1,1,0,1,1,2,0,0,0,1,0,0,0,0,0,3,0,0.0,4.0,164.0,168.0,279.0,1
68881,2,0,10,2,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.0,18.0,37.0,1
68895,8,1,46,0,1,2,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,60.0,60.0,186.0,1
68936,2,0,44,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,46.0,46.0,182.0,1
68953,3,2,153,0,4,3,0,4,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,174.0,174.0,931.0,1
68967,30,14,1,14,58,2,8,1,4.0,2,0,2,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,143.0,143.0,356.0,1
68970,62,31,1,17,17,15,6,4,5.0,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,170.0,172.0,250.0,1
68998,262,49,36,41,72,6,13,6,7.0,8,2,7,5,3,1,1,4,4,3,0,2,3,2,0,2,3,0,0,4,0.0,0.0,546.0,546.0,2200.0,3
69002,16,9,13,5,8,5,1,2,1.0,1,42,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,6.0,107.0,113.0,225.0,1
69016,53,46,2,34,73,4,15,16,8.0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,2.0,258.0,260.0,816.0,2
69020,9,0,1,4,4,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.0,22.0,35.0,1
69047,19,5,144,1,1,4,1,1,2.0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,184.0,184.0,499.0,1
69050,10,2,4,1,10,2,4,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,37.0,40.0,80.0,1
69064,24,17,1,8,13,0,1,2,2.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,72.0,72.0,122.0,1
69078,55,74,3,34,54,5,7,16,16.0,2,1,2,0,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0.0,3.0,276.0,279.0,680.0,2
