id,ЗАЕДНО,СВОБОДА,БНС,БСП,ГЕРБ-СДС,АТАКА,ДПС,МУТРИ ВЪН!,МИР,БТР,ВЪЗР,ПОДЕМ,БРИГАДА,ПРЯКА ДЕМОКРАЦИЯ,БЪЛГАРСКО ЛЯТО,"ВМРО, ВОЛЯ И НФСБ",ЛЯВ СЪЮЗ,Партия на ЗЕЛЕНИТЕ,НОД,ГЛАС НАРОДЕН,РЕПУБЛИКАНЦИ ЗА БГ,ИТН,ДБ,независими,не подкрепям никого,total,eligible_voters,активност
151,0.0012108631724615118,0.0008649022660439371,0.0012108631724615118,0.15049299429164503,0.23404255319148937,0.005535374502681197,0.18612696765265524,0.045839820100328665,0.0005189413596263622,0.0013838436256702993,0.02144957619788964,0.0006919218128351496,0.0001729804532087874,0.0006919218128351496,0.011762670818197544,0.023179380729977512,0.0039785504238021106,0.0003459609064175748,0.0013838436256702993,0.0024217263449230237,0.0006919218128351496,0.23023698322089603,0.06780833765784466,0.0,0.007957100847604221,5781.0,18953.0,0.305017675302063
165,0.0,0.0,0.0,0.2032967032967033,0.25824175824175827,0.005494505494505495,0.0,0.11538461538461539,0.0,0.005494505494505495,0.038461538461538464,0.0,0.0,0.0,0.01098901098901099,0.01098901098901099,0.0,0.0,0.0,0.0,0.005494505494505495,0.25824175824175827,0.07692307692307693,0.0,0.01098901098901099,182.0,349.0,0.5214899713467048
179,0.0,0.0,0.0,0.038461538461538464,0.23076923076923078,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.15384615384615385,0.3076923076923077,0.0,0.07692307692307693,26.0,35.0,0.7428571428571429
182,0.0013454423141607804,0.004372687521022536,0.0026908846283215607,0.1170534813319879,0.24318869828456105,0.0030272452068617556,0.012445341405987218,0.056508577194752774,0.0010090817356205853,0.0013454423141607804,0.04675412041708712,0.0,0.0006727211570803902,0.0010090817356205853,0.009754456777665657,0.04170871173898419,0.004036326942482341,0.0030272452068617556,0.0013454423141607804,0.0016818028927009755,0.0053817692566431215,0.34510595358224017,0.08577194752774975,0.0,0.010763538513286243,2973.0,6541.0,0.4545176578504816
196,0.0,0.06870229007633588,0.0,0.2595419847328244,0.2900763358778626,0.0,0.06870229007633588,0.05343511450381679,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.007633587786259542,0.007633587786259542,0.0,0.0,0.0,0.0,0.007633587786259542,0.17557251908396945,0.05343511450381679,0.0,0.0,131.0,252.0,0.5198412698412699
215,0.0,0.0,0.0,0.25,0.32894736842105265,0.0,0.013157894736842105,0.07894736842105263,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.013157894736842105,0.0,0.14473684210526316,0.09210526315789473,0.0,0.039473684210526314,76.0,125.0,0.608
223,0.004914004914004914,0.002457002457002457,0.0,0.16707616707616707,0.28992628992628994,0.004914004914004914,0.02457002457002457,0.04914004914004914,0.0,0.0,0.019656019656019656,0.0,0.0,0.0,0.04176904176904177,0.009828009828009828,0.0,0.0,0.0,0.0,0.007371007371007371,0.29238329238329236,0.07616707616707617,0.0,0.009828009828009828,407.0,1063.0,0.38287864534336785
237,0.0,0.006993006993006993,0.0,0.1888111888111888,0.22377622377622378,0.006993006993006993,0.1048951048951049,0.11888111888111888,0.0,0.006993006993006993,0.03496503496503497,0.0,0.0,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.26573426573426573,0.02097902097902098,0.0,0.006993006993006993,143.0,434.0,0.3294930875576037
240,0.0,0.0,0.0,0.17647058823529413,0.33088235294117646,0.0,0.14705882352941177,0.014705882352941176,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.007352941176470588,0.27941176470588236,0.022058823529411766,0.0,0.0,136.0,343.0,0.3965014577259475
254,0.0,0.003125,0.009375,0.275,0.225,0.009375,0.021875,0.025,0.00625,0.003125,0.015625,0.0,0.0,0.0,0.01875,0.028125,0.00625,0.0,0.0,0.0,0.003125,0.309375,0.03125,0.0,0.009375,320.0,2400.0,0.13333333333333333
268,0.0,0.0,0.0,0.07142857142857142,0.40476190476190477,0.047619047619047616,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,0.0,0.0,42.0,50.0,0.84
271,0.0,0.0,0.0,0.07017543859649122,0.6491228070175439,0.0,0.017543859649122806,0.05263157894736842,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.03508771929824561,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.03508771929824561,0.0,0.0,57.0,72.0,0.7916666666666666
285,0.0,0.0,0.0,0.15942028985507245,0.2318840579710145,0.014492753623188406,0.07246376811594203,0.10144927536231885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.2463768115942029,0.10144927536231885,0.0,0.0,69.0,148.0,0.46621621621621623
299,0.0,0.0033222591362126247,0.0,0.19269102990033224,0.292358803986711,0.0033222591362126247,0.10299003322259136,0.029900332225913623,0.0,0.0033222591362126247,0.016611295681063124,0.0033222591362126247,0.0,0.0,0.006644518272425249,0.03986710963455149,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.019933554817275746,0.0,0.0,301.0,1601.0,0.18800749531542785
309,0.0,0.003745318352059925,0.0,0.1404494382022472,0.054307116104868915,0.0,0.6966292134831461,0.0149812734082397,0.00749063670411985,0.0018726591760299626,0.003745318352059925,0.0,0.0056179775280898875,0.0,0.0,0.003745318352059925,0.0,0.0,0.0,0.0018726591760299626,0.0018726591760299626,0.052434456928838954,0.009363295880149813,0.0,0.0018726591760299626,534.0,2135.0,0.2501170960187354
312,0.0,0.0,0.0,0.0707070707070707,0.1919191919191919,0.010101010101010102,0.5959595959595959,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707070707070707,0.010101010101010102,0.0,0.020202020202020204,99.0,258.0,0.38372093023255816
326,0.0,0.0,0.0,0.07746478873239436,0.7535211267605634,0.0,0.07042253521126761,0.007042253521126761,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06338028169014084,0.007042253521126761,0.0,0.007042253521126761,142.0,202.0,0.7029702970297029
330,0.0,0.0,0.0,0.12121212121212122,0.3333333333333333,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.09090909090909091,0.0,0.06060606060606061,33.0,37.0,0.8918918918918919
343,0.0,0.01694915254237288,0.0,0.2711864406779661,0.3898305084745763,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.01694915254237288,0.1016949152542373,0.01694915254237288,0.0,0.05084745762711865,59.0,101.0,0.5841584158415841
357,0.0016420361247947454,0.0004691531785127844,0.0016420361247947454,0.10813980764719681,0.30565329580107903,0.007741027445460943,0.003753225428102275,0.0842129955430448,0.0014074595355383533,0.0018766127140511376,0.03260614590663852,0.0,0.0002345765892563922,0.0004691531785127844,0.03072953319258738,0.022050199390100868,0.002345765892563922,0.0016420361247947454,0.0030494956603330987,0.002345765892563922,0.0018766127140511376,0.26061459066385173,0.10204081632653061,0.0,0.02345765892563922,4263.0,11193.0,0.3808630393996248
360,0.0,0.0,0.0,0.47058823529411764,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.058823529411764705,17.0,22.0,0.7727272727272727
374,0.0,0.0,0.0,0.6551724137931034,0.10344827586206896,0.0,0.10344827586206896,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.017241379310344827,0.0,0.017241379310344827,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,58.0,96.0,0.6041666666666666
391,0.0,0.0,0.0,0.3706896551724138,0.43103448275862066,0.0,0.0,0.008620689655172414,0.0,0.0,0.02586206896551724,0.0,0.0,0.0,0.017241379310344827,0.008620689655172414,0.008620689655172414,0.0,0.0,0.0,0.0,0.10344827586206896,0.02586206896551724,0.0,0.0,116.0,165.0,0.703030303030303
401,0.003992015968063872,0.001996007984031936,0.0,0.07784431137724551,0.5129740518962076,0.001996007984031936,0.17964071856287425,0.02594810379241517,0.0,0.001996007984031936,0.011976047904191617,0.0,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.001996007984031936,0.0,0.0,0.001996007984031936,0.0,0.001996007984031936,0.16367265469061876,0.001996007984031936,0.0,0.003992015968063872,501.0,905.0,0.5535911602209945
415,0.002967359050445104,0.0,0.005934718100890208,0.1913946587537092,0.3620178041543027,0.008902077151335312,0.008902077151335312,0.03115727002967359,0.004451038575667656,0.001483679525222552,0.013353115727002967,0.0,0.0,0.0,0.01483679525222552,0.04154302670623145,0.002967359050445104,0.0,0.001483679525222552,0.0,0.0,0.23590504451038577,0.05934718100890208,0.0,0.013353115727002967,674.0,1352.0,0.4985207100591716
429,0.0,0.0,0.0,0.052083333333333336,0.0625,0.0,0.78125,0.010416666666666666,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.020833333333333332,0.0,0.0,96.0,91.0,1.054945054945055
432,0.0,0.0,0.0,0.029850746268656716,0.5223880597014925,0.0,0.34328358208955223,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04477611940298507,0.029850746268656716,0.0,0.014925373134328358,67.0,241.0,0.27800829875518673
446,0.0,0.0,0.0,0.003355704697986577,0.013422818791946308,0.0,0.9563758389261745,0.010067114093959731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013422818791946308,0.0,0.0,0.003355704697986577,298.0,527.0,0.5654648956356736
480,0.0,0.00554016620498615,0.002770083102493075,0.1883656509695291,0.08033240997229917,0.0221606648199446,0.1634349030470914,0.08587257617728532,0.0,0.002770083102493075,0.024930747922437674,0.0,0.00554016620498615,0.0,0.008310249307479225,0.0332409972299169,0.0,0.002770083102493075,0.0,0.00554016620498615,0.002770083102493075,0.32409972299168976,0.0332409972299169,0.0,0.008310249307479225,361.0,957.0,0.3772204806687565
494,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,10.0,27.0,0.37037037037037035
504,0.0,0.00641025641025641,0.002136752136752137,0.15384615384615385,0.18162393162393162,0.010683760683760684,0.12393162393162394,0.07905982905982906,0.0,0.0,0.038461538461538464,0.0,0.004273504273504274,0.0,0.021367521367521368,0.014957264957264958,0.00641025641025641,0.0,0.00641025641025641,0.0,0.004273504273504274,0.24786324786324787,0.0811965811965812,0.0,0.017094017094017096,468.0,1260.0,0.37142857142857144
518,0.0,0.0,0.0,0.1422924901185771,0.17193675889328064,0.0,0.3675889328063241,0.01383399209486166,0.0,0.0,0.015810276679841896,0.0,0.0,0.0,0.001976284584980237,0.009881422924901186,0.001976284584980237,0.0,0.0,0.001976284584980237,0.003952569169960474,0.24110671936758893,0.019762845849802372,0.0,0.007905138339920948,506.0,1371.0,0.3690736688548505
549,0.0028653295128939827,0.0028653295128939827,0.0028653295128939827,0.2034383954154728,0.17478510028653296,0.0057306590257879654,0.017191977077363897,0.03724928366762178,0.0028653295128939827,0.008595988538681949,0.03151862464183381,0.0,0.0,0.0,0.034383954154727794,0.12607449856733524,0.0,0.0028653295128939827,0.0028653295128939827,0.0,0.0,0.2722063037249284,0.06876790830945559,0.0,0.0028653295128939827,349.0,821.0,0.42509135200974424
552,0.0,0.0,0.0,0.25510204081632654,0.30612244897959184,0.0,0.2857142857142857,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.11224489795918367,0.0,0.0,0.0,98.0,180.0,0.5444444444444444
566,0.0,0.0,0.0,0.625,0.1111111111111111,0.0,0.05555555555555555,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.027777777777777776,0.08333333333333333,0.013888888888888888,0.0,0.0,72.0,499.0,0.14428857715430862
571,0.0,0.0,0.0,0.189873417721519,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0379746835443038,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0379746835443038,0.3670886075949367,0.0379746835443038,0.0,0.0,79.0,352.0,0.22443181818181818
583,0.0,0.0,0.0,0.1452513966480447,0.39106145251396646,0.0,0.0111731843575419,0.0223463687150838,0.0,0.0,0.01675977653631285,0.0,0.0,0.00558659217877095,0.0111731843575419,0.01675977653631285,0.0,0.0,0.0,0.0,0.00558659217877095,0.22905027932960895,0.1340782122905028,0.0,0.0111731843575419,179.0,254.0,0.7047244094488189
597,0.0,0.0,0.0,0.23387096774193547,0.1935483870967742,0.016129032258064516,0.1935483870967742,0.07258064516129033,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.008064516129032258,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.20967741935483872,0.04032258064516129,0.0,0.008064516129032258,124.0,301.0,0.4119601328903654
607,0.0,0.0,0.0,0.03216911764705882,0.09283088235294118,0.002297794117647059,0.7518382352941176,0.011029411764705883,0.0,0.0013786764705882354,0.0009191176470588235,0.0,0.0,0.00045955882352941176,0.004136029411764706,0.002297794117647059,0.0009191176470588235,0.0,0.0,0.0,0.00045955882352941176,0.06755514705882353,0.02389705882352941,0.0,0.0078125,2176.0,7833.0,0.27779905527894805
624,0.0,0.0,0.0,0.0625,0.625,0.020833333333333332,0.020833333333333332,0.08333333333333333,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.125,0.020833333333333332,0.0,0.0,48.0,61.0,0.7868852459016393
638,0.0,0.0,0.0,0.08333333333333333,0.5,0.0,0.011904761904761904,0.07142857142857142,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.011904761904761904,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,0.0,0.15476190476190477,0.047619047619047616,0.0,0.0,84.0,106.0,0.7924528301886793
655,0.0,0.008695652173913044,0.0,0.23478260869565218,0.4608695652173913,0.0,0.017391304347826087,0.02608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.06086956521739131,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.034782608695652174,0.0,0.017391304347826087,115.0,202.0,0.5693069306930693
