id,ГЕРБ-СДС,ИТН,БСП,ДБ,ДПС,МУТРИ ВЪН!,"ВМРО, ВОЛЯ И НФСБ",ВЪЗР,БЪЛГАРСКО ЛЯТО,не подкрепям никого,АТАКА,ЛЯВ СЪЮЗ,РЕПУБЛИКАНЦИ ЗА БГ,НОД,БНС,ГЛАС НАРОДЕН,СВОБОДА,БТР,МИР,ЗАЕДНО,Партия на ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,БРИГАДА,ПОДЕМ,независими,невалидни,total_valid,total,eligible_voters,n_stations
14,130,156,36,29,455,72,40,1,5,5.0,0,0,0,1,0,0,1,0,0,1,0,1,20,1,0.0,0.0,954.0,954.0,2307.0,3
28,18,4,19,5,3,4,5,1,1,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,65.0,65.0,88.0,1
31,7,4,4,0,58,2,1,0,0,0.0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0.0,2.0,80.0,82.0,192.0,1
45,97,51,54,9,13,11,5,6,0,0.0,3,0,1,0,1,0,1,0,0,1,0,3,1,0,0.0,0.0,257.0,257.0,667.0,1
59,23,13,2,2,170,1,0,0,1,2.0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0.0,0.0,218.0,218.0,573.0,1
84,122,63,39,11,1,10,4,2,1,3.0,3,1,2,1,1,0,0,1,0,1,0,0,0,0,0.0,0.0,266.0,266.0,517.0,1
93,34,23,21,5,57,3,1,0,0,4.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,152.0,152.0,304.0,1
103,23,18,12,2,35,4,0,1,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5.0,99.0,104.0,253.0,1
120,46,8,2,3,197,2,1,0,0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,266.0,266.0,944.0,1
134,63,70,22,51,20,10,1,11,5,4.0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0.0,0.0,263.0,263.0,636.0,1
151,1353,1331,870,392,1076,265,134,124,68,46.0,32,23,4,8,7,14,5,8,3,7,2,4,1,4,0.0,1.0,5781.0,5782.0,18953.0,31
165,47,47,37,14,0,21,2,7,2,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,182.0,182.0,349.0,1
179,6,4,1,8,1,1,0,0,0,2.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,26.0,29.0,35.0,1
182,723,1026,348,255,37,168,124,139,29,32.0,9,12,16,4,8,5,13,4,3,4,9,3,2,0,0.0,2.0,2973.0,2975.0,6541.0,10
196,38,23,34,7,9,7,1,1,1,0.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0.0,9.0,131.0,140.0,252.0,1
215,25,11,19,7,1,6,1,2,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,76.0,77.0,125.0,1
223,118,119,68,31,10,20,4,8,17,4.0,2,0,3,0,0,0,1,0,0,2,0,0,0,0,0.0,0.0,407.0,407.0,1063.0,2
237,32,38,27,3,15,17,2,5,0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,143.0,143.0,434.0,1
240,45,38,24,3,20,2,2,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,136.0,139.0,343.0,1
254,72,99,88,10,7,8,9,5,6,3.0,3,2,1,0,3,0,1,1,2,0,0,0,0,0,0.0,0.0,320.0,320.0,2400.0,3
268,17,5,3,0,14,0,1,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42.0,42.0,50.0,1
271,37,6,4,2,1,3,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,57.0,57.0,72.0,1
285,16,17,11,7,5,7,5,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,69.0,73.0,148.0,1
299,88,86,58,6,31,9,12,5,2,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,301.0,301.0,1601.0,2
309,29,28,75,5,372,8,2,2,0,1.0,0,0,1,0,0,1,2,1,4,0,0,0,3,0,0.0,0.0,534.0,534.0,2135.0,2
312,19,7,7,1,59,2,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.0,99.0,101.0,258.0,1
326,107,9,11,1,10,1,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.0,142.0,151.0,202.0,1
330,11,4,4,3,2,2,1,2,0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,33.0,34.0,37.0,1
343,23,6,16,1,2,2,2,0,0,3.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,59.0,60.0,101.0,1
357,1303,1111,461,435,16,359,94,139,131,100.0,33,10,8,13,7,10,2,8,6,7,7,2,1,0,0.0,1.0,4263.0,4264.0,11193.0,16
360,3,3,8,1,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.0,17.0,22.0,1
374,6,0,38,1,6,2,1,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.0,58.0,60.0,96.0,1
391,50,12,43,3,0,1,1,3,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,116.0,118.0,165.0,1
401,257,82,39,1,90,13,1,6,1,2.0,1,0,1,1,0,0,1,1,0,2,0,1,1,0,0.0,0.0,501.0,501.0,905.0,2
415,244,159,129,40,6,21,28,9,10,9.0,6,2,0,1,4,0,0,1,3,2,0,0,0,0,0.0,3.0,674.0,677.0,1352.0,5
429,6,4,5,2,75,1,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,96.0,96.0,91.0,1
432,35,3,2,2,23,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,67.0,69.0,241.0,1
446,4,4,1,0,285,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,298.0,298.0,527.0,1
480,29,117,68,12,59,31,12,9,3,3.0,8,0,1,0,1,2,2,1,0,0,1,0,2,0,0.0,0.0,361.0,361.0,957.0,2
494,2,3,2,1,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.0,10.0,27.0,1
504,85,116,72,38,58,37,7,18,10,8.0,5,3,2,3,1,0,3,0,0,0,0,0,2,0,0.0,0.0,468.0,468.0,1260.0,2
518,87,122,72,10,186,7,5,8,1,4.0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,506.0,507.0,1371.0,4
549,61,95,71,24,6,13,44,11,12,1.0,2,0,0,1,1,0,1,3,1,1,1,0,0,0,0.0,0.0,349.0,349.0,821.0,1
552,30,11,25,0,28,0,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,98.0,103.0,180.0,1
566,8,6,45,1,4,5,1,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.0,72.0,499.0,1
571,24,29,15,3,0,0,1,1,0,0.0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,79.0,79.0,352.0,1
583,70,41,26,24,2,4,3,3,2,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,179.0,179.0,254.0,1
597,24,26,29,5,24,9,0,0,1,1.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6.0,124.0,130.0,301.0,1
607,202,147,70,52,1636,24,5,2,9,17.0,5,2,1,0,0,0,0,3,0,0,0,1,0,0,0.0,2.0,2176.0,2178.0,7833.0,13
624,30,6,3,1,1,4,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,48.0,49.0,61.0,1
638,42,13,7,4,1,6,4,4,1,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,84.0,86.0,106.0,1
655,53,15,27,4,2,3,7,0,1,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,10.0,115.0,125.0,202.0,1
672,91,77,77,27,196,27,14,1,80,8.0,6,1,18,0,2,1,1,3,0,0,1,0,3,0,0.0,4.0,634.0,638.0,2155.0,3
697,27,22,17,8,163,5,4,3,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,253.0,253.0,654.0,1
702,4807,3991,2497,1527,2603,790,624,461,241,199.0,82,70,20,21,37,19,21,28,9,25,7,13,12,6,0.0,14.0,18110.0,18124.0,47268.0,76
713,71,74,31,9,1,22,3,2,1,1.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,219.0,219.0,497.0,1
730,28,26,53,0,78,0,1,1,1,1.0,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0.0,0.0,196.0,196.0,580.0,1
744,20,13,18,3,1,3,1,4,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,5.0,67.0,72.0,167.0,1
758,7,3,19,1,4,2,3,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3.0,41.0,44.0,78.0,1
761,38,41,158,9,7,7,95,3,3,1.0,5,1,0,0,2,1,4,1,1,2,1,1,2,1,0.0,0.0,384.0,384.0,1290.0,2
775,4,14,45,2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,67.0,73.0,105.0,1
789,143,34,46,9,1,7,13,4,2,0.0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0,0.0,265.0,265.0,463.0,1
792,104,24,30,4,6,4,0,2,5,1.0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0.0,0.0,185.0,185.0,394.0,1
802,22,41,19,6,4,8,11,3,2,1.0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0.0,0.0,121.0,121.0,478.0,1
816,37,6,13,2,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,62.0,66.0,136.0,1
828,8,2,5,2,152,0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,0.0,173.0,173.0,377.0,2
833,183,247,78,52,5,76,20,33,22,5.0,1,2,5,2,3,2,0,0,1,2,1,1,4,0,0.0,0.0,745.0,745.0,1809.0,4
847,17,14,47,2,0,0,1,0,9,0.0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0.0,13.0,95.0,108.0,192.0,1
850,62,18,12,2,54,8,2,0,1,0.0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,164.0,164.0,389.0,1
864,5,1,2,0,51,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,60.0,61.0,141.0,1
878,142,160,64,71,22,30,3,14,10,4.0,2,1,1,1,0,0,1,0,0,0,0,2,1,1,0.0,0.0,530.0,530.0,1074.0,2
881,164,4,2,2,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,182.0,182.0,302.0,1
895,530,715,311,125,115,64,59,70,82,30.0,6,8,8,3,6,2,2,4,0,2,3,3,2,2,0.0,16.0,2152.0,2168.0,5531.0,11
905,29,8,2,1,27,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.0,69.0,103.0,1
919,63,28,90,9,3,2,1,7,0,1.0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,214.0,215.0,443.0,2
2021,9,4,12,3,1,2,0,2,22,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,57.0,58.0,108.0,1
2035,10,4,18,3,0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,39.0,40.0,50.0,1
2049,43,26,17,2,1,4,0,2,0,2.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,100.0,100.0,164.0,1
2052,9,6,19,1,1,2,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,40.0,41.0,80.0,1
2083,42,55,54,16,1,5,5,1,1,2.0,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0.0,0.0,190.0,190.0,383.0,1
2097,97,24,42,10,17,4,4,2,2,0.0,3,0,5,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,212.0,212.0,375.0,1
2107,8,3,2,0,481,4,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,499.0,499.0,575.0,1
2138,68,45,23,10,3,21,2,2,8,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,187.0,187.0,560.0,1
2141,3,8,2,0,42,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,56.0,56.0,331.0,1
2155,9,0,3,1,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,133.0,133.0,387.0,1
2172,4,8,3,1,1,1,2,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,22.0,24.0,28.0,1
2227,28,36,38,2,2,9,2,2,3,0.0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0.0,0.0,128.0,128.0,341.0,1
2230,9,4,13,0,1,3,0,5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,36.0,36.0,57.0,1
2244,3,4,0,59,30,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,101.0,101.0,403.0,1
2258,30,34,27,4,0,3,5,2,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,110.0,112.0,225.0,1
2261,8,1,1,0,57,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,69.0,70.0,129.0,1
2292,5,15,3,1,49,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4.0,76.0,80.0,281.0,1
2302,14,6,19,4,0,1,2,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,48.0,49.0,82.0,1
2350,32,27,36,7,0,12,2,2,14,4.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,138.0,143.0,289.0,1
2364,38,37,43,8,33,3,18,1,1,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0,4.0,188.0,192.0,388.0,1
2381,28,14,11,2,1,9,3,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,70.0,71.0,149.0,1
2395,83,17,52,10,1,6,10,1,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,184.0,188.0,288.0,1
2405,67,6,2,1,46,4,0,0,4,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,134.0,134.0,384.0,1
2436,2,2,1,0,141,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,146.0,146.0,358.0,1
2448,26,10,19,5,2,6,11,5,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,87.0,90.0,163.0,1
2467,23,12,19,15,5,5,1,2,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,85.0,85.0,145.0,1
2470,23,6,24,1,1,0,0,1,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,62.0,62.0,73.0,1
2484,6,4,14,1,1,2,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,31.0,32.0,49.0,1
2508,660,1023,513,422,154,195,141,115,52,34.0,27,25,4,6,8,2,8,8,1,5,4,7,3,0,0.0,3.0,3417.0,3420.0,10732.0,16
2511,87,46,34,20,2,16,7,13,16,9.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,253.0,253.0,567.0,1
2542,4,6,2,1,3,0,3,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,21.0,27.0,1
2587,122,36,52,5,4,6,0,0,0,1.0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0.0,0.0,232.0,232.0,966.0,1
2590,117,58,55,8,11,14,8,5,6,7.0,5,1,1,0,2,1,1,0,0,0,0,0,1,0,0.0,0.0,301.0,301.0,953.0,2
2600,38,18,77,16,1,7,6,11,2,3.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,182.0,182.0,480.0,1
2614,13,5,3,1,1,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,27.0,27.0,46.0,1
2628,5,1,3,0,14,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,24.0,24.0,24.0,1
2659,1614,796,522,857,32,193,104,161,116,86.0,14,20,7,14,4,12,2,8,2,2,15,4,1,0,0.0,11.0,4586.0,4597.0,9505.0,16
2662,31,28,10,7,1,1,2,5,1,0.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,89.0,90.0,121.0,1
2676,1270,1081,582,384,16,280,220,92,78,84.0,15,6,16,0,11,6,6,5,11,11,4,1,2,4,0.0,0.0,4185.0,4185.0,7315.0,13
2693,221,396,161,100,134,36,6,12,9,8.0,6,4,4,1,7,1,0,1,5,0,0,0,0,0,0.0,0.0,1112.0,1112.0,2308.0,3
2703,27,28,7,37,0,16,3,2,2,2.0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0.0,3.0,132.0,135.0,180.0,1
2717,62,60,66,8,0,8,8,3,6,1.0,3,1,0,2,1,0,0,1,1,1,2,1,0,0,0.0,0.0,235.0,235.0,571.0,1
2720,313,310,236,62,5,59,32,31,13,15.0,11,3,1,0,5,0,0,5,1,2,1,1,1,1,0.0,2.0,1108.0,1110.0,2963.0,5
2734,29,24,14,2,262,6,0,0,1,2.0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,348.0,348.0,1088.0,2
2748,30,29,16,8,1,3,6,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,94.0,98.0,231.0,1
2751,4,2,3,0,94,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5.0,105.0,110.0,224.0,1
2765,5,10,24,0,6,2,4,2,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,56.0,57.0,173.0,1
2779,262,233,35,18,46,7,0,3,5,5.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,618.0,618.0,1463.0,2
2782,5,8,6,1,10,18,0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,53.0,54.0,109.0,1
2796,113,196,70,39,3,13,19,15,8,6.0,3,4,4,2,0,0,1,1,0,1,0,0,0,0,0.0,0.0,498.0,498.0,1140.0,2
2806,18,7,1,2,0,2,1,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,33.0,34.0,56.0,1
2810,208,67,30,7,15,7,0,5,0,3.0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.0,0.0,350.0,350.0,903.0,2
2823,29,9,46,2,17,2,0,3,0,2.0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,115.0,115.0,674.0,1
2837,313,317,199,84,131,78,70,21,22,23.0,6,5,2,0,1,3,0,4,6,2,2,4,3,0,0.0,0.0,1296.0,1296.0,2588.0,6
2854,61,18,16,1,80,6,1,0,0,0.0,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,198.0,198.0,505.0,1
2868,41,56,20,5,90,9,1,6,3,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,234.0,234.0,530.0,1
2871,32,20,31,3,17,6,4,17,2,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,134.0,134.0,578.0,1
2885,65,41,25,12,3,9,4,2,0,1.0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0.0,0.0,170.0,170.0,689.0,1
2899,22,10,11,4,20,3,0,0,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,73.0,74.0,132.0,1
2909,16,13,11,4,2,7,4,1,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,61.0,62.0,113.0,1
2912,34,26,18,8,3,7,5,0,1,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,106.0,107.0,251.0,1
2935,104,95,53,8,14,12,10,7,4,4.0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0.0,0.0,317.0,317.0,803.0,1
2957,27,30,65,7,50,7,4,1,4,1.0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0.0,0.0,202.0,202.0,389.0,1
2960,188,169,114,88,1,30,15,5,2,8.0,2,3,0,0,0,1,1,1,0,1,0,1,0,0,0.0,0.0,630.0,630.0,1322.0,2
2974,72,41,28,4,1,4,7,5,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,166.0,169.0,265.0,1
2988,16,6,9,1,2,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,37.0,37.0,75.0,1
2991,5,1,2,0,149,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,158.0,158.0,525.0,1
3006,4,3,2,2,132,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,144.0,144.0,414.0,1
3017,35,2,3,0,55,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,97.0,99.0,166.0,1
3023,6,3,3,0,9,0,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,26.0,26.0,35.0,1
3037,16,19,16,3,225,8,5,1,1,6.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,8.0,303.0,311.0,841.0,1
3040,4,7,14,1,4,2,0,1,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,36.0,36.0,45.0,1
3054,113,14,13,6,6,1,6,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,9.0,161.0,170.0,282.0,1
3068,98,36,32,14,7,12,4,4,4,3.0,1,3,0,12,1,0,0,1,3,1,1,0,0,1,0.0,0.0,238.0,238.0,524.0,1
3085,21,29,41,7,11,4,4,4,7,0.0,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0.0,0.0,135.0,135.0,600.0,1
3099,18,8,10,2,0,5,0,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,2.0,47.0,49.0,101.0,1
3109,46,43,75,1,0,13,8,1,8,0.0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0.0,0.0,200.0,200.0,427.0,1
3112,25,29,33,5,18,2,0,3,0,3.0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,0.0,122.0,122.0,311.0,1
3143,60,50,30,12,19,15,4,1,2,0.0,4,2,1,0,0,0,0,1,1,0,1,0,0,1,0.0,0.0,204.0,204.0,918.0,2
3157,3,6,6,1,0,1,1,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2.0,21.0,23.0,41.0,1
3174,20,15,11,5,3,8,90,0,0,2.0,3,0,0,1,1,1,0,0,0,2,0,0,1,0,0.0,6.0,163.0,169.0,286.0,1
3188,7,0,0,0,36,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,44.0,44.0,41.0,1
3191,42,21,17,9,72,3,3,3,2,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,175.0,177.0,216.0,1
3201,15,15,17,2,56,2,3,2,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,115.0,115.0,227.0,1
3215,137,28,39,6,77,6,5,2,3,1.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,311.0,311.0,1870.0,2
3229,55,90,91,19,6,41,25,18,4,7.0,5,0,1,1,3,1,1,0,1,1,0,2,1,0,0.0,0.0,373.0,373.0,917.0,2
3258,2,3,1,0,16,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,23.0,24.0,16.0,1
3263,6,8,3,1,14,3,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,36.0,36.0,67.0,1
3280,60,30,20,32,13,28,3,2,2,2.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,195.0,195.0,367.0,1
3294,169,73,40,28,2,18,125,1,26,5.0,3,0,0,0,1,1,1,1,0,1,1,0,0,3,0.0,0.0,499.0,499.0,991.0,2
3304,204,232,82,106,2,113,40,49,27,18.0,2,2,1,6,0,1,0,0,1,0,0,2,0,1,0.0,0.0,889.0,889.0,1689.0,3
3318,39,11,25,3,6,3,2,1,1,0.0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0.0,2.0,95.0,97.0,281.0,1
3321,10,5,18,2,2,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,39.0,41.0,68.0,1
3366,342,949,588,198,85,332,33,90,38,42.0,9,3,10,2,5,2,1,3,1,2,5,4,5,1,0.0,3.0,2750.0,2753.0,6595.0,12
3373,16,39,14,4,55,2,1,1,0,1.0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0.0,2.0,138.0,140.0,300.0,1
3383,5,6,6,3,1,4,1,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,29.0,30.0,41.0,1
3397,22,9,22,5,6,2,2,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,72.0,74.0,151.0,1
3407,9,8,7,3,1,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0,30.0,30.0,1
3410,15,2,1,0,169,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,189.0,189.0,812.0,1
3438,38,61,29,5,34,7,8,1,4,5.0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0.0,0.0,199.0,199.0,571.0,1
3441,70,47,40,7,0,5,23,8,15,2.0,1,4,1,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,226.0,226.0,463.0,1
3455,11,3,8,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,24.0,24.0,22.0,1
3469,52,24,21,0,13,5,1,3,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,122.0,123.0,175.0,1
3472,97,3,3,0,138,4,0,0,0,4.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,252.0,252.0,677.0,1
3486,83,68,42,25,3,17,10,8,4,3.0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0.0,5.0,270.0,275.0,512.0,2
3499,12,3,1,1,208,1,1,2,1,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,233.0,233.0,743.0,1
3504,230,133,218,26,737,49,16,9,6,10.0,2,1,0,0,4,0,3,3,4,2,0,0,3,2,0.0,0.0,1458.0,1458.0,2865.0,5
