id,ГЕРБ-СДС,ИТН,БСП,ДБ,ДПС,МУТРИ ВЪН!,"ВМРО, ВОЛЯ И НФСБ",ВЪЗР,БЪЛГАРСКО ЛЯТО,не подкрепям никого,АТАКА,ЛЯВ СЪЮЗ,РЕПУБЛИКАНЦИ ЗА БГ,НОД,БНС,ГЛАС НАРОДЕН,СВОБОДА,БТР,МИР,ЗАЕДНО,Партия на ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,БРИГАДА,ПОДЕМ,независими,невалидни,total_valid,total,eligible_voters,n_stations
20804,42,28,29,7,1,5,2,1,5,1.0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0.0,2.0,127.0,129.0,236.0,1
20835,137,137,137,49,5,25,21,21,8,7.0,3,5,0,1,1,1,1,1,1,0,0,1,0,0,0.0,0.0,562.0,562.0,1411.0,2
20849,63,13,11,1,0,20,0,4,1,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,117.0,122.0,174.0,1
20883,6,1,3,1,6,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,20.0,21.0,36.0,1
20897,58,24,90,11,61,9,7,4,0,2.0,0,0,1,0,0,1,0,2,3,0,1,0,0,1,0.0,0.0,275.0,275.0,751.0,1
20910,4,3,1,1,0,0,24,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,35.0,36.0,71.0,1
20938,78,121,38,8,1,19,13,7,4,4.0,3,4,7,1,0,2,0,0,0,0,0,0,0,0,0.0,0.0,310.0,310.0,754.0,1
20941,27,5,22,1,2,3,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,61.0,61.0,82.0,1
20972,18,5,13,2,1,7,5,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,52.0,53.0,89.0,1
20986,234,189,71,34,11,30,13,11,9,9.0,4,5,0,14,1,2,2,1,0,3,0,1,0,0,0.0,0.0,644.0,644.0,1473.0,2
20996,11,13,20,2,0,1,7,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,56.0,57.0,123.0,1
21004,5,11,7,4,24,2,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,58.0,58.0,94.0,1
21049,5,5,12,2,0,5,2,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,34.0,37.0,62.0,1
21052,3155,3989,1757,1397,276,730,245,747,188,153.0,45,51,110,31,26,19,12,12,11,16,14,22,9,0,0.0,16.0,13015.0,13031.0,35768.0,59
21078,27,27,24,0,1,16,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.0,97.0,108.0,183.0,1
21083,85,53,72,22,42,6,5,8,3,0.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,301.0,301.0,777.0,1
21097,84,111,71,23,97,29,5,9,6,8.0,6,0,51,0,0,1,1,1,4,0,0,3,0,0,0.0,0.0,510.0,510.0,991.0,3
21124,7,5,3,1,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.0,18.0,22.0,1
21138,30,11,31,2,25,2,6,1,0,2.0,0,0,23,0,0,1,1,0,0,0,0,0,0,0,0.0,4.0,135.0,139.0,276.0,1
21141,39,20,17,3,2,16,9,1,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,3.0,110.0,113.0,152.0,1
21155,50,34,21,4,22,10,4,2,0,3.0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,155.0,155.0,580.0,1
21169,22,17,19,2,15,9,1,1,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,88.0,88.0,648.0,1
21172,45,44,41,2,108,12,2,1,2,1.0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.0,0.0,264.0,264.0,903.0,2
21186,30,10,22,3,1,9,2,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,79.0,79.0,104.0,1
21193,24,6,9,1,2,1,0,2,3,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,52.0,55.0,91.0,1
21209,27,15,10,4,1,12,4,1,5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,81.0,83.0,79.0,1
21230,16,7,4,2,219,7,0,1,0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,260.0,260.0,560.0,1
21244,55,10,28,8,1,1,0,0,0,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,108.0,108.0,151.0,1
21258,25,13,17,2,1,4,2,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,7.0,66.0,73.0,126.0,1
21261,10,14,20,3,0,4,1,1,4,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,61.0,62.0,92.0,1
21275,5,5,3,1,22,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,37.0,37.0,57.0,1
21289,6,2,1,5,100,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,115.0,115.0,361.0,1
21324,13,5,8,0,1,2,2,0,0,2.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1.0,35.0,36.0,60.0,1
21333,13,6,11,1,371,0,0,1,1,1.0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0.0,0.0,411.0,411.0,697.0,1
21350,6,2,11,1,1,5,0,3,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0,30.0,40.0,1
21381,22,39,45,3,32,7,2,2,2,0.0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,161.0,161.0,377.0,1
21405,8,3,5,22,22,0,4,0,1,0.0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,69.0,69.0,342.0,1
21422,6,4,9,0,2,2,5,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,29.0,29.0,31.0,1
21436,20,10,27,5,2,3,1,0,0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,10.0,73.0,83.0,181.0,1
21440,8,6,12,1,1,1,2,1,0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,37.0,37.0,51.0,1
21453,56,33,64,43,47,10,4,5,7,0.0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0.0,0.0,274.0,274.0,871.0,1
21467,13,4,6,0,0,3,2,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.0,31.0,33.0,130.0,1
21470,3,5,13,2,23,1,1,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,6.0,51.0,57.0,71.0,2
21484,29,19,34,2,1,4,12,2,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,108.0,112.0,162.0,1
21498,396,371,100,124,2,191,23,16,10,18.0,6,0,14,3,1,2,0,0,2,0,0,1,1,0,0.0,0.0,1281.0,1281.0,2323.0,4
21508,36,4,11,2,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,56.0,57.0,81.0,1
21525,0,2,1,1,98,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,102.0,102.0,374.0,1
21539,277,79,57,16,1,15,2,7,9,8.0,5,1,4,0,2,0,0,1,0,0,0,2,0,0,0.0,0.0,486.0,486.0,897.0,2
21542,4,3,19,2,1,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,32.0,37.0,66.0,1
21556,117,118,90,13,3,23,4,5,6,7.0,2,0,2,2,2,0,3,0,0,1,0,1,1,0,0.0,0.0,400.0,400.0,1121.0,2
21565,3,4,4,1,1,3,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.0,18.0,26.0,1
21587,101,49,11,14,3,7,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,189.0,191.0,260.0,1
21590,43,23,24,13,13,6,5,2,1,1.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,5.0,136.0,141.0,256.0,1
21600,31,51,55,3,195,15,11,1,3,2.0,1,0,0,0,1,0,4,3,0,2,0,2,0,0,0.0,9.0,380.0,389.0,718.0,3
21614,64,4,9,6,399,8,0,0,0,4.0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,502.0,502.0,971.0,2
21628,28,30,16,0,13,5,9,5,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,110.0,110.0,458.0,1
21631,16,7,9,0,368,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,402.0,402.0,1643.0,3
21645,119,49,26,4,88,7,9,0,2,1.0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,3.0,312.0,315.0,729.0,2
21659,22,8,10,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,42.0,43.0,75.0,1
21662,89,113,45,29,1,30,14,28,7,6.0,5,6,0,2,0,0,0,0,0,0,1,2,0,1,0.0,0.0,379.0,379.0,895.0,2
21676,3,4,6,1,2,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,1.0,21.0,22.0,18.0,1
21680,3,1,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,14.0,16.0,24.0,1
21693,21,73,49,5,16,3,4,4,1,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,181.0,181.0,338.0,1
21703,10,7,9,0,97,0,0,0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,126.0,127.0,249.0,1
21717,28,18,18,2,6,2,1,0,0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,4.0,80.0,84.0,298.0,1
21720,37,2,5,0,0,2,0,0,0,1.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,51.0,52.0,103.0,1
21734,9,15,20,3,3,3,5,1,0,1.0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0.0,1.0,64.0,65.0,118.0,1
21748,80,77,30,43,0,11,9,1,0,1.0,2,0,1,0,0,0,2,0,0,0,1,0,1,1,0.0,0.0,260.0,260.0,487.0,1
21751,6,2,6,2,3,3,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,24.0,25.0,36.0,1
21779,52,56,22,16,6,10,11,3,2,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0.0,184.0,184.0,579.0,1
21811,21,9,14,1,136,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183.0,183.0,524.0,1
21823,64,69,57,11,8,15,3,17,3,5.0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0.0,0.0,259.0,259.0,850.0,1
21840,48,38,22,2,105,5,0,2,3,3.0,1,0,0,0,1,0,1,1,1,2,0,0,3,0,0.0,0.0,238.0,238.0,504.0,1
21868,20,15,9,4,94,1,12,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,160.0,160.0,314.0,1
21871,99,60,38,11,25,5,11,1,2,1.0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0.0,1.0,257.0,258.0,1015.0,2
21912,530,411,211,52,115,82,64,38,23,13.0,10,3,2,1,6,1,2,3,4,4,1,0,4,2,0.0,0.0,1582.0,1582.0,5835.0,7
21926,54,4,3,0,105,2,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,170.0,170.0,470.0,1
21957,8,14,33,1,3,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,62.0,67.0,179.0,1
21960,24,3,6,1,131,2,0,0,0,1.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,171.0,171.0,469.0,1
21974,32,10,30,9,2,5,4,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,6.0,95.0,101.0,209.0,1
21988,68,41,31,3,0,10,4,3,2,2.0,1,0,1,1,0,2,1,1,0,0,0,1,0,0,0.0,5.0,172.0,177.0,286.0,1
22006,1462,352,180,96,24,64,13,37,20,29.0,18,3,3,1,10,3,3,8,2,3,3,1,6,3,0.0,11.0,2344.0,2355.0,3819.0,8
22019,43,2,11,2,4,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,64.0,65.0,77.0,1
22023,25,19,41,5,11,2,3,0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4.0,111.0,115.0,175.0,1
22040,40,22,21,2,17,3,4,2,0,1.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,2.0,116.0,118.0,166.0,1
22068,69,34,137,11,1,1,8,0,4,1.0,1,0,0,0,1,0,1,1,0,3,0,1,0,1,0.0,0.0,275.0,275.0,514.0,1
22071,32,3,10,1,1,4,3,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,57.0,58.0,120.0,1
22085,94,19,15,7,3,6,8,0,3,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,9.0,160.0,169.0,303.0,1
22109,8,6,25,2,25,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6.0,70.0,76.0,213.0,1
22112,7,3,16,0,1,5,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,33.0,35.0,35.0,1
22126,30,42,33,6,23,5,4,0,20,1.0,1,0,0,0,0,0,1,1,4,0,1,1,0,0,0.0,0.0,173.0,173.0,402.0,1
22134,4,6,1,1,96,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,109.0,112.0,232.0,1
22143,31,11,17,1,0,14,4,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,80.0,86.0,86.0,1
22157,7,1,6,0,105,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,119.0,124.0,491.0,2
22160,30,33,50,7,1,3,1,4,1,1.0,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,140.0,140.0,456.0,1
22174,31,26,12,23,3,7,4,4,6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,5.0,117.0,122.0,261.0,1
22191,21,15,24,1,8,2,13,4,2,0.0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0.0,0.0,96.0,96.0,335.0,1
22201,11,2,6,0,1,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,23.0,24.0,37.0,1
22215,169,421,148,37,20,60,39,26,12,10.0,3,8,2,4,2,4,3,1,0,0,0,0,2,1,0.0,0.0,972.0,972.0,2797.0,5
22232,240,289,119,110,5,42,27,20,13,11.0,9,2,0,2,5,20,2,1,2,1,0,0,1,0,0.0,0.0,921.0,921.0,2404.0,4
22246,37,22,7,6,2,9,49,0,2,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0.0,0.0,140.0,140.0,339.0,1
22250,28,10,28,1,4,4,3,1,1,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,84.0,86.0,149.0,1
22263,34,10,21,2,1,1,0,2,0,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,75.0,77.0,121.0,1
22277,158,52,72,5,3,3,4,7,3,4.0,2,2,0,0,1,0,3,1,0,1,0,4,0,0,0.0,0.0,325.0,325.0,658.0,1
22280,12,4,3,1,78,2,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,104.0,106.0,278.0,1
22304,114,93,60,33,1,24,11,9,46,8.0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,407.0,407.0,1031.0,2
22318,15,3,4,6,7,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,37.0,38.0,45.0,1
22321,27,18,14,4,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,66.0,69.0,113.0,1
22335,41,57,44,8,1,13,0,2,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,169.0,169.0,404.0,1
22375,14,1,6,1,110,1,0,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,137.0,137.0,352.0,1
22407,307,405,213,60,31,121,70,20,37,17.0,10,2,7,4,2,5,2,3,9,0,3,2,2,0,0.0,0.0,1332.0,1332.0,3652.0,7
22424,28,10,15,2,6,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,64.0,66.0,148.0,1
22438,78,145,106,13,29,15,11,4,5,0.0,1,0,2,0,1,1,4,1,0,0,1,0,0,0,0.0,0.0,417.0,417.0,1473.0,3
22469,26,3,23,1,0,0,4,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,59.0,62.0,95.0,1
22472,143,71,82,42,3,21,6,16,15,8.0,1,3,0,2,2,1,0,0,1,7,1,0,0,0,0.0,0.0,425.0,425.0,1018.0,2
22490,30,23,20,7,1,15,2,4,3,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,113.0,113.0,235.0,1
22530,23,54,15,12,475,30,1,1,0,4.0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0.0,0.0,623.0,623.0,1232.0,2
22558,30,38,48,4,1,2,5,2,0,2.0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0.0,5.0,137.0,142.0,185.0,1
22561,42,15,18,9,1,1,2,0,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,4.0,92.0,96.0,174.0,1
22575,7,9,8,2,176,1,2,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0,206.0,509.0,1
22589,41,3,4,1,36,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,87.0,90.0,260.0,1
22602,94,67,45,31,6,7,3,0,1,3.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,261.0,261.0,485.0,1
22616,59,37,4,8,296,14,1,0,6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,431.0,431.0,1011.0,2
22633,43,25,23,11,101,6,1,3,2,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,223.0,223.0,559.0,1
22647,56,46,44,11,0,15,10,4,0,1.0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0.0,0.0,192.0,192.0,353.0,1
22650,1,2,19,0,2,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0,25.0,21.0,1
22664,2,26,2,1,207,1,2,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,244.0,244.0,419.0,1
22678,21,26,4,27,61,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,142.0,145.0,266.0,1
22681,25,50,64,3,3,6,0,3,5,1.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,165.0,165.0,527.0,1
22695,13,12,22,5,17,0,0,0,1,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,4.0,76.0,80.0,168.0,1
22705,34,8,19,0,6,0,0,6,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,75.0,76.0,108.0,1
22719,9,5,0,1,68,4,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,91.0,91.0,210.0,1
22736,8,4,9,0,10,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.0,33.0,56.0,1
22747,50,43,30,2,19,9,8,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,163.0,166.0,295.0,1
22753,510,45,6,4,109,3,4,2,2,1.0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.0,0.0,691.0,691.0,1235.0,2
22767,43,61,41,9,318,10,6,10,3,3.0,3,1,1,1,0,0,1,3,1,1,0,1,1,1,0.0,0.0,519.0,519.0,1434.0,2
22770,2,5,1,1,66,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,75.0,75.0,288.0,1
22784,2,0,2,0,89,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,93.0,93.0,340.0,1
22798,9,13,8,0,107,1,2,1,0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,145.0,145.0,305.0,1
22808,64,70,60,12,49,11,9,8,6,1.0,3,3,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,300.0,300.0,700.0,1
22811,6,3,7,0,2,4,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,24.0,24.0,73.0,1
22839,51,25,27,4,1,6,13,0,3,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,133.0,138.0,231.0,1
22842,30,7,5,2,1,3,4,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,54.0,56.0,77.0,1
22856,1,5,2,0,88,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,98.0,98.0,452.0,1
22873,27,28,38,2,86,8,1,0,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,194.0,194.0,194.0,1
22887,3,4,2,1,163,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,174.0,174.0,704.0,1
22890,4,8,3,1,8,5,2,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,34.0,36.0,49.0,1
22914,10,0,5,0,0,2,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.0,18.0,15.0,1
22928,27,33,17,3,76,4,1,1,0,0.0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,166.0,166.0,330.0,1
22931,62,52,34,5,1,9,2,2,11,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,186.0,195.0,311.0,1
22945,92,35,18,1,1,9,1,2,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,7.0,161.0,168.0,166.0,1
22959,41,47,16,5,15,7,3,6,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,143.0,149.0,269.0,1
22988,56,119,46,10,3,6,10,14,3,6.0,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,286.0,286.0,716.0,1
23008,194,172,170,44,155,18,10,7,20,0.0,3,1,3,0,0,0,1,3,2,1,0,1,0,0,0.0,0.0,805.0,805.0,2323.0,3
23011,31,32,22,4,18,1,3,3,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.0,118.0,120.0,254.0,1
23025,793,216,88,32,40,34,1,1,7,6.0,4,1,5,0,3,0,0,3,0,0,1,4,0,0,0.0,0.0,1239.0,1239.0,2023.0,4
23039,71,30,55,7,2,11,12,2,9,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0.0,202.0,202.0,480.0,1
23056,34,3,4,2,0,3,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,48.0,49.0,55.0,1
23060,43,19,25,7,1,9,1,1,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.0,1.0,109.0,110.0,143.0,1
23073,37,13,14,1,31,4,4,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,107.0,110.0,152.0,1
23087,5,2,2,1,152,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,165.0,165.0,445.0,1
23090,9,3,2,4,174,9,0,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,206.0,206.0,412.0,1
23100,154,167,94,14,40,12,10,12,4,2.0,2,0,1,0,3,2,2,0,1,0,0,2,1,0,0.0,0.0,523.0,523.0,1954.0,3
23114,8,0,1,3,90,0,0,0,0,6.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,111.0,111.0,250.0,1
23128,6,12,19,3,0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,43.0,46.0,123.0,1
23159,31,34,29,11,1,7,3,4,0,3.0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0.0,3.0,129.0,132.0,292.0,1
23176,7,7,12,1,1,2,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,33.0,35.0,89.0,1
23193,21,35,87,2,48,21,3,0,2,2.0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0.0,0.0,226.0,226.0,455.0,1
23217,54,78,39,29,0,10,4,8,9,2.0,1,2,0,3,2,0,0,1,0,1,0,0,2,0,0.0,0.0,245.0,245.0,581.0,1
23234,626,147,35,28,398,8,1,3,52,6.0,1,0,5,0,3,0,1,2,1,0,0,1,2,0,0.0,0.0,1320.0,1320.0,3986.0,4
23251,279,134,95,52,5,42,17,13,12,8.0,7,2,1,4,1,0,2,1,1,1,2,1,2,0,0.0,0.0,682.0,682.0,1582.0,3
23282,80,13,32,4,2,4,4,7,3,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,153.0,153.0,574.0,1
23296,111,111,38,12,9,11,113,6,13,11.0,0,3,0,0,3,0,3,3,0,2,0,0,0,0,0.0,0.0,449.0,449.0,796.0,1
23306,4,4,3,2,54,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,70.0,70.0,267.0,1
23323,9,9,12,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.0,31.0,48.0,1
23337,94,31,26,8,1,11,2,1,0,2.0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0.0,0.0,183.0,183.0,427.0,1
23340,73,70,40,9,1,12,28,4,1,4.0,1,1,0,5,1,2,1,2,1,0,1,1,0,0,0.0,0.0,258.0,258.0,696.0,1
23354,29,5,6,1,1,1,3,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,47.0,53.0,53.0,1
23385,39,38,66,5,1,1,3,0,0,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,157.0,161.0,269.0,1
23409,342,358,199,72,9,50,61,26,18,22.0,7,8,3,0,5,2,1,1,0,1,0,2,1,0,0.0,2.0,1188.0,1190.0,2754.0,5
23426,30,25,50,2,0,1,21,0,2,2.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,5.0,135.0,140.0,256.0,1
23431,56,94,46,4,2,19,0,2,2,2.0,2,0,0,0,1,2,1,1,0,0,0,1,1,0,0.0,0.0,236.0,236.0,481.0,1
