id,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС,БСП,не подкрепям никого,ИТН,БВ,ЛЕВИЦАТА,АТАКА (к.),ЗАЕДНО,КОД,НП ИСИ,НДСВ,ВЪН ОТ ЕС,ГЛАС НАРОДЕН,МИР,ЕВРОЛЕВИЦА,БСДД,БНО,БНС-НД,независими,СПБП,невалидни,total_valid,total,eligible_voters,n_stations
22143,18,6,5,2,13,0.0,2,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0,3,58.0,61.0,141,1
22157,3,5,1,105,4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,119.0,121.0,469,2
22160,30,16,16,4,30,3.0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,3,106.0,109.0,440,1
22174,45,18,23,2,21,8.0,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,3,128.0,131.0,270,1
22191,24,13,7,20,17,0.0,2,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0,3,96.0,99.0,337,1
22201,6,4,5,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,18.0,20.0,31,1
22215,197,143,119,25,107,34.0,135,13,14,9,8,0,4,1,2,1,2,0,0,0,1,0.0,0,9,815.0,824.0,2771,5
22232,225,175,128,23,77,49.0,34,24,18,0,1,2,3,2,2,11,0,1,0,0,0,0.0,0,7,775.0,782.0,2373,4
22246,59,15,4,0,1,2.0,3,19,3,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,5,107.0,112.0,326,1
22250,24,7,4,3,24,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,67.0,68.0,126,1
22263,41,8,0,1,12,2.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,4,70.0,74.0,106,1
22277,181,29,10,1,50,3.0,5,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0,25,286.0,311.0,627,1
22280,6,17,3,25,29,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,87.0,90.0,268,1
22304,126,66,81,3,38,29.0,12,9,4,1,3,0,0,3,5,1,0,0,0,0,1,0.0,0,4,382.0,386.0,1037,2
22318,15,5,4,9,1,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,38.0,38.0,45,1
22321,24,8,7,1,4,1.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,2,50.0,52.0,107,1
22335,36,17,32,0,19,3.0,6,5,15,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0,0,136.0,136.0,382,1
22375,17,4,1,82,2,0.0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,3,112.0,115.0,340,1
22407,316,249,155,45,121,67.0,59,30,41,5,28,5,2,1,3,5,0,1,2,2,2,0.0,0,10,1139.0,1149.0,3644,7
22424,19,11,2,29,5,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,68.0,68.0,131,1
22438,117,54,45,144,63,12.0,44,4,1,3,0,0,2,4,1,1,0,0,0,1,0,0.0,0,21,496.0,517.0,1430,3
22469,18,6,6,0,14,4.0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,3,55.0,58.0,98,1
22472,130,73,66,4,45,30.0,7,16,7,1,2,0,1,0,2,3,1,4,0,1,0,0.0,0,10,393.0,403.0,992,2
22490,31,26,21,1,16,5.0,3,1,3,1,1,0,0,0,0,1,0,0,0,1,0,0.0,0,3,111.0,114.0,227,1
22530,146,4,8,559,6,4.0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,744.0,748.0,1261,2
22558,29,24,20,1,17,5.0,11,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,116.0,120.0,189,1
22561,35,18,10,2,6,4.0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,86.0,87.0,173,1
22575,6,14,5,145,6,1.0,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,5,185.0,190.0,515,1
22589,50,4,2,24,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,9,83.0,92.0,264,1
22602,117,40,20,6,32,5.0,8,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0.0,0,6,242.0,248.0,492,1
22616,126,19,7,287,9,8.0,10,4,2,0,0,0,0,0,0,0,1,0,0,1,1,0.0,0,5,475.0,480.0,1019,2
22633,59,32,7,92,14,11.0,4,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,1,225.0,226.0,591,1
22647,56,25,24,0,39,7.0,4,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,2,169.0,171.0,351,1
22650,2,3,2,1,14,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,23.0,24.0,23,1
22664,14,74,1,76,5,24.0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0,0,199.0,199.0,417,1
22678,18,19,4,46,3,3.0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,109.0,109.0,252,1
22681,41,23,26,3,77,1.0,9,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0.0,0,9,185.0,194.0,523,1
22695,35,13,7,24,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,86.0,91.0,156,1
22705,35,7,5,7,11,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,66.0,67.0,96,1
22719,8,2,1,15,29,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,63.0,64.0,208,1
22736,7,2,1,5,5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,22.0,24.0,55,1
22747,51,27,4,24,20,3.0,5,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4,141.0,145.0,291,1
22753,501,27,16,49,2,9.0,10,2,0,0,0,0,4,0,2,0,0,0,1,0,0,0.0,0,17,623.0,640.0,1233,2
22767,36,50,41,288,27,10.0,8,1,4,2,3,0,1,1,0,0,1,1,0,0,0,0.0,0,21,474.0,495.0,1429,2
22770,1,2,1,83,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,89.0,89.0,314,1
22784,3,2,0,91,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,98.0,99.0,361,1
22798,6,8,5,73,4,2.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,5,105.0,110.0,307,1
22808,75,37,45,32,45,12.0,10,9,6,0,2,0,4,0,0,0,0,0,0,0,0,0.0,0,3,277.0,280.0,667,1
22811,6,3,2,1,4,1.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,22.0,22.0,70,1
22839,81,28,16,1,18,8.0,1,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0,5,160.0,165.0,271,1
22842,41,6,2,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,50.0,50.0,91,1
22856,1,3,3,115,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,124.0,125.0,448,1
22873,156,13,6,96,6,0.0,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,3,285.0,288.0,576,1
22887,1,5,1,164,2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,175.0,175.0,719,1
22890,2,7,2,9,5,0.0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31.0,31.0,47,1
22914,10,1,1,0,3,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18.0,18.0,12,1
22928,25,16,7,68,19,1.0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,141.0,142.0,320,1
22931,36,37,17,1,25,14.0,8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,3,146.0,149.0,292,1
22945,72,9,14,66,9,2.0,3,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0.0,0,4,181.0,185.0,293,1
22959,43,18,26,9,8,5.0,9,9,3,1,0,1,0,0,0,2,0,1,0,0,1,0.0,0,2,136.0,138.0,272,1
22988,62,44,66,1,47,15.0,26,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0.0,1,2,279.0,281.0,715,1
23008,220,112,59,309,171,18.0,24,23,6,3,0,1,5,0,0,0,3,0,0,0,0,0.0,0,19,954.0,973.0,2331,3
23011,47,26,6,31,11,2.0,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,2,133.0,135.0,252,1
23025,755,173,21,45,71,16.0,14,22,9,0,1,1,2,0,1,0,0,0,0,0,0,0.0,0,20,1131.0,1151.0,1994,4
23039,76,30,21,10,31,4.0,6,3,5,0,0,0,1,0,2,0,0,1,0,0,0,0.0,0,2,190.0,192.0,487,1
23056,32,9,3,1,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,48.0,48.0,57,1
23060,34,17,16,1,12,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,84.0,84.0,112,1
23073,31,16,7,27,10,1.0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,6,98.0,104.0,147,1
23087,2,2,1,146,1,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,157.0,157.0,442,1
23090,14,7,5,169,3,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,203.0,204.0,409,1
23100,155,53,83,71,46,6.0,17,4,6,1,0,2,2,2,2,0,0,0,0,0,1,0.0,0,14,451.0,465.0,1946,3
23114,2,2,1,88,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,94.0,94.0,234,1
23128,5,7,6,1,22,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,43.0,44.0,120,1
23159,46,32,24,1,18,7.0,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,2,144.0,146.0,289,1
23176,9,8,4,1,2,1.0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,29.0,30.0,88,1
23193,20,27,24,37,41,2.0,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,3,176.0,179.0,449,1
23217,54,58,28,4,29,13.0,9,2,13,0,0,1,1,0,2,0,0,0,0,1,0,0.0,0,7,215.0,222.0,563,1
23234,796,70,27,371,30,35.0,31,8,6,1,0,0,3,1,1,0,1,0,0,1,0,0.0,0,31,1382.0,1413.0,4018,4
23251,280,129,106,14,39,35.0,21,24,13,3,4,4,1,0,1,0,0,1,0,2,0,0.0,0,10,677.0,687.0,1587,3
23282,83,19,15,1,17,2.0,6,2,4,0,1,0,1,1,1,0,0,1,0,0,1,0.0,0,4,155.0,159.0,624,1
23296,130,58,37,15,30,30.0,8,7,10,0,2,0,2,0,2,0,1,0,0,0,1,0.0,0,4,333.0,337.0,807,1
23306,1,3,2,58,1,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,4,68.0,72.0,264,1
23323,11,4,4,2,3,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26.0,26.0,43,1
23337,79,26,13,20,20,3.0,6,4,3,1,0,1,2,0,1,0,0,0,1,0,0,0.0,1,7,181.0,188.0,415,1
23340,62,41,53,1,29,9.0,8,5,5,3,0,1,1,0,1,0,0,0,0,0,0,0.0,0,6,219.0,225.0,680,1
23354,35,2,2,1,2,2.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5,48.0,53.0,61,1
23385,39,25,18,1,32,4.0,1,6,3,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0,1,132.0,133.0,240,1
23409,337,180,137,15,112,61.0,35,79,33,2,4,4,2,1,2,1,3,0,0,2,0,0.0,0,7,1010.0,1017.0,2707,5
23426,23,15,21,0,30,2.0,2,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0,6,100.0,106.0,241,1
23431,43,55,38,2,20,13.0,13,2,9,2,2,2,0,1,3,0,1,0,0,0,0,0.0,0,1,206.0,207.0,443,1
23457,76,75,28,169,25,12.0,13,6,0,5,1,0,1,0,1,0,0,0,0,0,0,0.0,0,12,412.0,424.0,1163,2
23474,8,6,2,1,2,2.0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,1,28.0,29.0,26,1
23491,60,25,32,4,15,15.0,14,6,3,2,0,0,0,3,1,0,0,0,0,0,0,0.0,0,8,180.0,188.0,486,1
23501,35,28,21,1,30,11.0,8,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0.0,0,3,147.0,150.0,566,1
23515,32,8,7,15,5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,69.0,70.0,113,1
23529,13,4,3,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24.0,24.0,30,1
23532,21,11,5,2,7,5.0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,58.0,58.0,143,1
23546,9,13,7,80,14,0.0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,6,129.0,135.0,457,1
23557,1,6,2,0,24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,33.0,35.0,53,1
23563,118,0,21,0,9,23.0,17,12,2,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,9,204.0,213.0,207,1
23577,40,55,7,114,22,3.0,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,2,253.0,255.0,851,2
23580,21,13,9,0,40,2.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14,90.0,104.0,277,1
23604,40,26,14,15,76,2.0,2,17,3,1,1,0,1,0,0,1,1,0,0,0,0,0.0,0,6,200.0,206.0,346,1
23618,46,12,2,1,9,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,78.0,78.0,118,1
23621,14,8,7,1,5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,36.0,38.0,57,1
23649,96,58,20,4,31,6.0,7,9,9,0,2,2,0,0,1,0,0,1,0,0,3,0.0,0,10,249.0,259.0,681,3
23652,13,8,8,1,12,1.0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,55.0,57.0,121,1
23666,30,8,8,19,10,2.0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1,2,86.0,88.0,165,1
23672,290,58,41,58,33,12.0,4,6,4,1,1,1,1,1,3,0,0,0,1,0,1,0.0,1,26,517.0,543.0,1112,4
23697,21,2,1,1,1,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,33.0,34.0,80,1
23710,13,7,11,1,3,0.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,39.0,41.0,53,1
23724,61,8,2,53,5,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,135.0,138.0,458,1
23738,18,10,11,12,32,0.0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,91.0,91.0,390,1
23755,33,7,1,92,3,1.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,141.0,145.0,308,1
23769,17,16,9,17,14,0.0,2,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0.0,0,3,82.0,85.0,225,1
23786,33,22,9,1,8,1.0,13,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,96.0,96.0,156,1
23798,13,5,5,12,11,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,51.0,51.0,122,1
23803,59,27,5,66,3,0.0,4,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,173.0,173.0,272,1
23813,46,23,14,114,8,2.0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,9,215.0,224.0,971,1
23827,11,4,4,1,13,2.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,2,40.0,42.0,78,1
23830,4,1,1,8,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,16.0,17.0,55,1
23844,41,12,9,1,3,6.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0,4,76.0,80.0,123,1
23858,11,5,7,55,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,3,79.0,82.0,214,1
23875,34,24,1,12,19,5.0,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0.0,0,2,104.0,106.0,197,1
23889,29,8,5,26,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,72.0,74.0,169,1
23892,3,2,2,59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,66.0,66.0,61,1
23902,71,86,25,3,10,7.0,12,8,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,8,229.0,237.0,616,1
23916,129,8,7,12,10,3.0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,8,177.0,185.0,462,1
23947,497,456,308,54,417,89.0,90,37,94,18,9,0,6,19,5,1,4,0,1,1,0,0.0,0,37,2106.0,2143.0,6361,16
23950,19,18,1,6,16,1.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,2,66.0,68.0,151,1
23964,31,2,5,1,10,2.0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,56.0,57.0,81,1
23978,7,4,4,1,17,1.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,44.0,47.0,70,1
24000,63,59,22,21,21,12.0,23,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,230.0,230.0,455,1
24013,7,5,5,1,1,0.0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,23.0,24.0,65,1
24030,763,215,184,792,130,56.0,61,24,25,4,1,0,4,3,2,3,2,4,3,3,0,0.0,1,42,2280.0,2322.0,6475,10
24061,122,89,74,118,84,15.0,31,11,12,2,1,6,0,2,2,4,0,0,0,0,0,0.0,1,22,574.0,596.0,2040,5
24075,48,20,25,23,18,9.0,7,10,4,3,0,0,0,0,1,0,0,0,1,0,0,0.0,0,7,169.0,176.0,479,1
24089,10,25,8,2,8,4.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,62.0,62.0,101,1
24092,60,15,4,263,4,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,6,353.0,359.0,982,2
24102,23,34,21,1,8,9.0,10,3,4,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0,1,116.0,117.0,301,1
24116,93,17,2,244,7,8.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,12,376.0,388.0,1058,1
24150,32,13,2,172,0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,224.0,230.0,958,1
24164,65,41,40,12,28,23.0,13,5,2,1,0,0,0,1,1,1,0,0,0,0,0,0.0,0,13,233.0,246.0,598,1
24178,74,24,20,19,25,2.0,3,6,1,2,0,0,2,0,1,1,0,0,1,1,0,0.0,0,3,182.0,185.0,1162,2
24195,2,4,1,96,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,107.0,107.0,617,1
24236,23,5,3,5,11,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,51.0,57.0,82,1
24241,152,59,58,1,63,31.0,22,5,1,3,1,0,1,0,0,0,1,0,0,0,1,0.0,0,9,399.0,408.0,1245,2
24253,9,10,2,264,4,5.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,6,299.0,305.0,932,2
24267,134,24,20,439,53,10.0,7,9,2,0,0,7,2,0,0,0,0,0,1,1,0,0.0,0,20,709.0,729.0,1747,2
24270,8,2,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13.0,13.0,18,1
24298,41,10,4,15,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,76.0,78.0,91,1
24308,18,19,23,1,34,9.0,3,9,7,0,14,1,2,0,0,0,0,0,0,1,1,0.0,0,4,142.0,146.0,352,2
24311,6,2,3,3,6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,21.0,22.0,30,1
24325,16,2,2,92,2,0.0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,118.0,118.0,209,1
24339,4,9,9,1,14,0.0,0,3,1,0,1,0,0,2,0,0,0,0,1,0,0,0.0,0,4,45.0,49.0,82,1
24342,52,51,42,144,17,3.0,10,2,4,2,0,1,1,1,1,1,2,0,1,1,0,0.0,0,14,336.0,350.0,904,2
24356,2,3,1,1,7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15.0,15.0,13,1
24367,22,19,8,3,5,0.0,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,2,66.0,68.0,580,1
24387,5,6,9,3,8,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,34.0,37.0,116,1
24390,7,9,6,4,5,1.0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,1,37.0,38.0,49,1
24400,70,48,16,84,36,4.0,10,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,9,277.0,286.0,1083,2
24414,32,14,40,0,21,6.0,6,13,1,3,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,137.0,137.0,377,1
24431,1,4,3,4,1,0.0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,1,19.0,20.0,34,1
24459,0,1,0,40,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,2,46.0,48.0,136,1
24462,3,20,3,57,2,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,4,89.0,93.0,289,1
24476,27,15,19,5,19,5.0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1,98.0,99.0,233,1
24482,58,51,49,61,42,19.0,9,10,5,4,0,0,0,0,0,1,0,0,0,1,1,0.0,0,3,311.0,314.0,1126,2
24493,77,50,42,9,34,9.0,10,16,8,0,0,1,1,1,2,0,0,1,1,0,0,0.0,0,5,262.0,267.0,953,2
24520,35,9,8,68,5,1.0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,1,132.0,133.0,402,1
24534,42,15,6,5,7,4.0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0,1,87.0,88.0,126,1
24551,139,23,12,55,24,1.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,264.0,271.0,634,2
24565,984,170,164,25,294,26.0,37,15,21,3,1,2,4,3,3,0,1,0,0,0,0,2.0,0,54,1755.0,1809.0,3952,8
24582,167,62,66,32,24,12.0,15,16,1,1,0,0,0,0,0,0,0,1,0,3,1,0.0,0,6,401.0,407.0,1603,2
24623,12,5,4,4,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,32.0,35.0,59,1
24640,10,9,2,45,5,0.0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,75.0,75.0,91,1
24668,84,19,23,10,17,4.0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,171.0,176.0,311,1
24685,32,21,10,1,36,2.0,5,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,7,115.0,122.0,300,1
24699,49,10,9,250,5,4.0,2,4,2,0,0,0,1,0,0,0,2,2,0,0,0,0.0,1,12,341.0,353.0,688,1
24712,34,38,23,1,31,4.0,4,11,2,2,0,1,0,0,0,1,1,0,0,0,0,0.0,0,9,153.0,162.0,256,1
24726,32,9,5,11,13,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,76.0,78.0,123,1
24739,53,39,19,4,7,3.0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,7,132.0,139.0,234,1
24743,3,1,1,106,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,113.0,113.0,480,1
24760,22,8,5,1,6,3.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,50.0,54.0,357,1
24774,13,6,2,193,1,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,217.0,219.0,505,1
24788,2,6,0,54,1,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,66.0,68.0,232,1
24791,40,23,9,1,20,1.0,2,1,1,3,0,0,0,2,1,0,0,0,0,0,0,0.0,0,1,104.0,105.0,206,1
24829,51,56,10,410,11,6.0,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,14,553.0,567.0,3054,3
24832,67,15,21,1,22,5.0,3,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,2,145.0,147.0,327,1
24854,36,21,29,1,8,3.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,106.0,107.0,181,1
24880,3,5,0,30,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,41.0,43.0,168,1
24921,68,9,2,39,1,7.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,9,129.0,138.0,330,1
24935,49,9,5,4,23,3.0,5,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,6,106.0,112.0,621,1
24949,5,6,1,248,5,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,268.0,268.0,618,1
24952,1,7,3,11,1,1.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,27.0,27.0,27,1
24966,12,2,1,58,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,76.0,77.0,195,1
27019,9,7,0,5,10,1.0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,36.0,37.0,58,1
27022,9,6,2,0,2,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,23.0,24.0,20,1
27036,29,11,3,142,10,15.0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0.0,0,3,219.0,222.0,417,1
27043,14,16,4,1,22,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,4,61.0,65.0,118,1
27067,6,73,2,17,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8,101.0,109.0,436,1
27070,9,7,6,101,18,2.0,1,5,2,0,0,1,1,2,1,0,0,0,0,1,0,0.0,1,10,158.0,168.0,415,1
27084,27,6,6,2,1,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,46.0,48.0,66,1
27108,6,13,12,2,3,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,41.0,43.0,91,1
27111,42,30,36,2,15,7.0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,144.0,144.0,335,1
27125,78,84,83,198,22,15.0,14,9,7,2,0,0,0,0,1,0,0,0,1,0,0,0.0,0,2,514.0,516.0,1521,2
