id,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС,БСП,не подкрепям никого,ИТН,БВ,ЛЕВИЦАТА,АТАКА (к.),ЗАЕДНО,КОД,НП ИСИ,НДСВ,ВЪН ОТ ЕС,ГЛАС НАРОДЕН,МИР,ЕВРОЛЕВИЦА,БСДД,БНО,БНС-НД,независими,СПБП,невалидни,total_valid,total,eligible_voters,n_stations
38772,58,11,8,22,21,1.0,4,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0.0,0,6,135.0,141.0,286,1
38804,36,0,5,1,13,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8,62.0,70.0,246,1
38830,10,19,11,1,9,1.0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,58.0,58.0,179,1
38844,172,57,90,632,85,26.0,15,66,5,1,1,1,6,0,4,1,1,0,2,1,2,0.0,0,29,1168.0,1197.0,3571,4
38858,18,9,1,4,2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,36.0,36.0,54,1
38861,19,6,1,2,3,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,33.0,33.0,50,1
38875,74,32,49,16,23,8.0,7,22,5,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,239.0,239.0,603,1
38889,9,2,2,96,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,112.0,112.0,320,1
38892,9,4,5,1,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23.0,23.0,22,1
38902,807,399,330,16,234,119.0,84,167,40,12,54,2,4,2,5,5,5,2,2,2,0,0.0,0,37,2291.0,2328.0,5586,11
38916,360,152,168,0,119,69.0,30,23,23,4,12,1,2,3,1,1,5,0,0,1,0,0.0,0,33,974.0,1007.0,2889,5
38933,17,1,4,1,2,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,29.0,30.0,39,1
38947,22,16,3,2,10,1.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,62.0,63.0,150,1
38950,114,66,59,71,45,23.0,16,29,9,5,1,2,0,0,1,0,1,0,0,0,0,0.0,0,6,442.0,448.0,1418,2
38978,1362,830,614,208,337,210.0,177,141,94,20,13,8,9,9,15,5,4,3,7,4,2,0.0,1,46,4073.0,4119.0,9478,13
38981,19,6,2,153,6,2.0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0.0,0,6,193.0,199.0,791,2
38995,2,9,5,7,2,2.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30.0,30.0,44,1
39030,524,249,174,17,181,33.0,28,45,41,4,1,1,4,1,0,0,1,0,0,1,1,0.0,0,79,1306.0,1385.0,4804,6
39044,24,16,4,1,13,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,63.0,63.0,91,1
39058,1,1,1,59,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,64.0,64.0,184,1
39061,20,9,24,4,31,4.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,97.0,100.0,207,1
39089,248,101,37,517,49,19.0,13,7,7,0,1,0,2,2,0,1,1,1,1,1,0,0.0,0,2,1008.0,1010.0,2743,3
39092,12,10,7,5,8,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,46.0,46.0,105,1
39102,43,31,21,1,69,7.0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,182.0,184.0,440,1
39116,275,92,71,28,100,24.0,26,10,23,2,2,2,1,6,1,3,0,2,0,0,0,0.0,0,11,668.0,679.0,1655,5
39127,22,17,8,4,15,2.0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,75.0,75.0,174,1
39133,30,8,18,64,10,5.0,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,10,147.0,157.0,607,1
39147,34,35,5,3,54,8.0,3,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,150.0,150.0,281,1
39150,25,8,10,1,7,0.0,2,6,3,3,0,0,0,0,0,0,0,0,1,0,0,0.0,0,7,66.0,73.0,144,1
39164,62,77,64,6,23,11.0,8,9,9,0,1,1,0,1,0,0,1,1,0,0,0,0.0,0,11,274.0,285.0,907,2
39178,21,13,6,63,3,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,110.0,116.0,511,1
39181,7,4,2,7,4,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,29.0,29.0,40,1
39195,4,3,3,8,4,1.0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,33.0,34.0,68,1
39205,61,20,15,1,15,10.0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,9,127.0,136.0,227,1
39222,9,11,3,1,13,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,41.0,41.0,47,1
39236,71,20,21,2,36,5.0,5,44,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,207.0,214.0,583,1
39242,6,1,3,1,15,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30.0,30.0,31,1
39267,26,9,9,1,2,0.0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,2,55.0,57.0,51,1
39270,47,12,8,1031,14,11.0,4,18,5,1,0,0,0,1,0,0,0,0,0,2,0,0.0,0,9,1154.0,1163.0,2078,3
39298,1,1,1,104,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,109.0,109.0,257,1
39325,15,4,6,2,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,30.0,30.0,26,1
39339,136,64,72,26,46,7.0,23,16,3,2,2,0,2,0,1,2,0,0,0,2,0,0.0,0,13,404.0,417.0,1480,3
39342,5,6,2,82,2,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,106.0,106.0,470,1
39356,0,2,4,1,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20.0,20.0,24,1
39387,200,47,29,2,15,9.0,8,6,6,0,1,1,0,1,2,0,0,1,0,0,0,0.0,0,7,328.0,335.0,549,1
39390,51,12,6,299,10,6.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,9,387.0,396.0,973,2
39400,4,12,4,67,4,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,95.0,95.0,250,1
39428,19,14,25,5,6,2.0,1,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0.0,0,2,82.0,84.0,143,1
39431,48,22,13,15,3,1.0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4,112.0,116.0,319,1
39445,4,6,0,100,1,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,114.0,115.0,241,1
39459,59,37,70,0,19,15.0,11,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,2,229.0,231.0,618,1
39462,16,8,2,1,11,1.0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,1,44.0,45.0,64,1
39483,38,8,10,16,17,1.0,1,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0.0,1,7,99.0,106.0,289,1
39493,26,18,26,0,13,6.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,96.0,98.0,214,1
39503,52,20,24,7,20,6.0,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0.0,0,3,138.0,141.0,224,1
39517,2,5,3,3,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16.0,16.0,37,1
39520,49,59,39,3,35,17.0,12,9,0,0,0,1,0,3,0,0,0,0,0,0,1,0.0,0,6,228.0,234.0,514,1
39534,18,9,4,1,12,2.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,53.0,58.0,159,1
39548,31,6,0,2,4,2.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,3,50.0,53.0,101,1
39551,20,7,4,0,4,0.0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,41.0,43.0,57,1
39565,2,1,0,38,2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,2,45.0,47.0,267,1
39579,49,43,23,1,29,3.0,3,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,7,159.0,166.0,551,1
39582,3,2,5,5,6,3.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,29.0,29.0,61,1
39596,17,7,5,24,38,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,5,100.0,105.0,220,1
39614,30,18,4,0,14,1.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,4,74.0,78.0,128,1
39623,3,0,6,36,2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,49.0,54.0,107,1
39637,3,5,6,1,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19.0,19.0,38,1
39640,8,10,1,0,15,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,36.0,37.0,42,1
39668,94,54,36,169,29,17.0,19,7,5,0,0,0,2,0,0,1,0,1,0,1,0,0.0,0,8,435.0,443.0,1221,2
39671,31,11,3,484,9,6.0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,10,549.0,559.0,1160,2
39699,22,9,4,0,5,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,2,46.0,48.0,64,1
39709,29,16,5,10,10,8.0,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,94.0,95.0,93,1
39712,15,10,6,3,11,5.0,3,1,17,0,6,0,0,0,0,0,2,0,0,0,0,0.0,0,3,79.0,82.0,235,1
39726,56,5,0,133,26,0.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,227.0,227.0,327,1
39730,77,19,9,0,15,0.0,3,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,9,135.0,144.0,300,1
39743,170,29,12,198,16,5.0,2,6,7,0,0,1,3,0,0,1,0,0,0,0,0,0.0,0,33,450.0,483.0,777,2
39760,130,9,4,38,7,4.0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,1,7,199.0,206.0,497,1
39788,69,42,12,0,8,4.0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,9,145.0,154.0,301,1
39791,135,99,50,6,26,24.0,20,17,8,6,3,0,1,0,4,0,5,0,1,0,1,0.0,0,5,406.0,411.0,1149,2
39801,27,9,9,0,9,2.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,60.0,60.0,67,1
39815,3,10,1,97,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,113.0,116.0,428,1
39829,40,14,20,14,12,1.0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,3,107.0,110.0,227,1
39832,27,15,10,82,12,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,4,152.0,156.0,402,1
39846,245,121,123,121,116,46.0,27,142,16,11,7,0,1,1,0,0,2,1,0,1,0,0.0,0,8,981.0,989.0,2684,6
39863,36,37,25,39,17,8.0,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0,10,172.0,182.0,745,1
39877,4,1,2,69,1,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,80.0,81.0,309,1
39894,3,3,1,79,2,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0,3,92.0,95.0,269,1
39918,56,20,38,3,14,8.0,9,7,5,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1,4,163.0,167.0,490,1
39921,418,311,264,278,159,80.0,77,36,33,8,4,3,2,5,1,2,1,2,0,1,2,0.0,0,41,1687.0,1728.0,7139,10
39935,27,11,1,1,8,3.0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0.0,0,1,57.0,58.0,98,1
39949,8,5,5,51,5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,76.0,77.0,204,2
39952,7,1,0,64,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5,76.0,81.0,276,1
39966,47,74,27,1,16,13.0,1,8,1,1,0,0,1,1,0,0,0,0,0,1,0,0.0,0,4,192.0,196.0,367,1
39970,289,239,93,1109,155,57.0,49,43,18,2,2,1,8,1,3,2,2,4,0,1,0,0.0,0,27,2078.0,2105.0,6717,14
39983,41,10,9,3,2,2.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0,1,71.0,72.0,114,1
39997,33,3,0,2,3,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,43.0,44.0,47,1
40004,274,250,146,4,86,44.0,51,44,21,6,2,0,3,5,1,1,0,0,1,2,0,0.0,1,13,942.0,955.0,2118,4
40018,31,8,18,15,16,2.0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,1,0.0,0,9,106.0,115.0,384,1
40021,22,15,10,1,18,4.0,2,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0.0,0,4,80.0,84.0,426,1
40052,767,66,64,6,46,20.0,16,8,6,8,1,1,0,0,1,0,0,1,0,0,3,0.0,0,12,1014.0,1026.0,1797,3
40066,38,7,6,1,5,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,62.0,62.0,62,1
40083,97,70,35,16,47,6.0,21,7,35,4,1,1,1,2,0,0,0,0,0,0,0,0.0,0,8,343.0,351.0,1555,2
40097,50,37,21,61,29,10.0,11,7,4,0,0,0,0,1,1,0,0,0,2,0,1,0.0,0,4,235.0,239.0,995,2
40124,53,18,24,11,76,5.0,10,10,2,2,0,3,1,0,0,0,0,2,1,1,0,0.0,0,7,219.0,226.0,653,1
40138,7,5,0,58,2,0.0,2,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,1,85.0,86.0,209,1
40141,14,18,36,51,12,8.0,3,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,149.0,149.0,404,1
40155,35,35,60,41,21,4.0,3,4,2,2,0,0,1,0,1,2,0,0,0,0,0,0.0,0,9,211.0,220.0,659,1
40172,83,22,18,2,35,1.0,6,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,2,174.0,176.0,676,1
40195,66,22,29,5,61,2.0,8,3,5,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,5,204.0,209.0,738,2
40200,121,62,51,20,80,27.0,18,17,6,5,0,0,1,0,0,1,0,0,1,0,0,0.0,0,12,410.0,422.0,1182,2
40213,75,34,40,118,48,10.0,12,5,16,0,1,1,1,0,1,0,0,0,0,0,0,0.0,0,10,362.0,372.0,1899,3
40227,12,25,10,1,4,1.0,3,4,1,0,0,0,1,2,1,1,0,0,0,0,0,0.0,0,0,66.0,66.0,75,1
40230,10,5,5,1,11,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,36.0,41.0,67,1
40258,2,2,2,24,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30.0,30.0,44,1
40261,17,9,16,15,29,2.0,4,6,1,2,2,1,1,0,1,0,0,0,0,0,0,0.0,0,3,106.0,109.0,304,1
40275,11,6,25,3,4,5.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,60.0,63.0,157,1
40292,270,185,143,262,64,32.0,39,13,13,2,1,0,1,1,1,3,4,1,2,0,0,0.0,0,17,1037.0,1054.0,2788,3
40326,3,3,0,7,2,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,20.0,21.0,46,1
40333,25,22,4,13,17,5.0,3,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,98.0,99.0,268,1
40381,34,9,10,3,25,1.0,2,3,2,0,0,1,1,0,0,0,0,2,0,0,0,0.0,0,8,93.0,101.0,662,1
40395,22,3,2,17,2,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,51.0,52.0,187,1
40419,16,6,2,1,6,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33.0,33.0,37,1
40422,519,451,255,541,196,72.0,71,73,23,4,4,4,13,1,9,1,1,1,2,1,1,0.0,1,58,2244.0,2302.0,7577,11
40436,106,86,45,1,27,22.0,9,9,4,1,2,0,4,0,0,1,1,0,1,2,0,0.0,0,4,321.0,325.0,554,1
40441,75,14,4,21,19,1.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,7,138.0,145.0,204,2
40453,5,0,1,144,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,151.0,152.0,190,1
40467,363,284,166,754,170,86.0,48,65,17,5,7,4,10,4,0,0,2,0,0,1,1,0.0,0,43,1987.0,2030.0,5805,9
40484,107,66,75,2,52,11.0,14,14,20,0,1,0,1,2,1,0,0,0,1,0,0,0.0,0,7,367.0,374.0,1301,2
40511,1,20,3,56,1,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,84.0,84.0,181,1
40525,418,164,63,44,68,47.0,43,66,18,4,0,1,2,0,2,2,0,2,1,0,0,0.0,1,19,946.0,965.0,2497,5
40539,152,31,24,3,32,10.0,21,15,12,2,0,0,1,0,0,0,0,0,0,0,0,0.0,1,4,304.0,308.0,636,1
40573,15,17,6,1,14,1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,61.0,63.0,112,1
40590,67,33,32,4,15,5.0,9,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0.0,1,4,178.0,182.0,308,1
40628,31,5,7,1,33,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,80.0,80.0,177,1
40645,41,14,19,45,32,6.0,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,6,171.0,177.0,354,1
40662,3,4,0,43,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,51.0,51.0,66,1
40676,1,1,0,27,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,2,36.0,38.0,235,1
40693,8,10,5,37,6,1.0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,74.0,76.0,110,1
40703,31,12,23,1,10,3.0,5,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,95.0,95.0,165,1
40717,202,124,95,2,55,12.0,31,2,19,11,0,0,3,0,3,2,0,1,0,0,0,0.0,0,13,562.0,575.0,2114,3
40748,26,24,11,46,20,6.0,1,1,6,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0,1,144.0,145.0,259,1
40751,24,3,1,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,31.0,34.0,46,1
40782,21,28,18,66,15,4.0,6,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,7,167.0,174.0,456,1
40806,16,7,1,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,28.0,32.0,31,1
40823,3,2,0,55,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,61.0,63.0,320,1
40837,28,13,6,2,31,0.0,2,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,0,4,87.0,91.0,130,1
40840,38,5,15,1,5,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,70.0,72.0,91,1
40868,69,38,30,126,18,9.0,9,2,6,0,0,3,0,1,1,0,1,1,1,0,0,0.0,0,8,315.0,323.0,969,1
40885,5,12,7,17,6,0.0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,52.0,52.0,305,1
40899,16,2,1,125,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,146.0,146.0,332,1
40909,2695,2805,1473,3296,1143,702.0,324,319,215,31,21,14,32,37,26,9,15,12,7,9,7,0.0,1,246,13193.0,13439.0,50479,78
40912,251,95,36,20,52,5.0,23,18,24,0,1,1,1,1,2,1,1,0,0,1,0,0.0,0,3,533.0,536.0,1441,2
40926,5,5,8,1,7,2.0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,35.0,35.0,62,1
40939,59,26,31,3,17,20.0,9,7,5,1,0,1,1,0,0,1,0,0,0,0,0,0.0,0,4,181.0,185.0,707,1
40943,7,16,3,0,11,1.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,42.0,43.0,76,1
40974,17,14,14,2,6,5.0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,68.0,69.0,99,1
40988,16,8,2,145,4,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,4,180.0,184.0,685,2
41006,160,50,18,41,8,13.0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,302.0,305.0,675,1
41010,148,63,56,0,35,22.0,15,12,3,0,1,0,2,0,1,0,0,0,1,0,0,0.0,0,6,359.0,365.0,777,1
41037,34,28,17,1,14,9.0,5,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,2,118.0,120.0,227,1
41054,4,1,1,29,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,38.0,39.0,93,1
41085,9,4,0,87,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,106.0,106.0,563,1
41099,6,3,2,27,2,1.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,45.0,45.0,86,1
41109,34,26,31,3,16,5.0,1,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,3,125.0,128.0,235,1
41112,4836,3303,1978,170,1597,660.0,593,295,467,68,44,36,55,28,46,42,17,48,15,11,12,0.0,4,169,14325.0,14494.0,51141,66
41126,9,4,3,1,9,0.0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,34.0,35.0,73,1
41136,207,6,3,218,9,1.0,1,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,6,456.0,462.0,836,1
41143,358,205,225,29,148,48.0,51,44,30,8,0,1,5,2,5,5,2,0,0,1,3,0.0,2,18,1172.0,1190.0,3442,6
41157,19,14,3,12,1,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,55.0,56.0,130,1
41174,6,4,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,58.0,60.0,75,1
41188,41,4,4,57,1,1.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,111.0,112.0,332,1
41191,14,3,3,1,3,1.0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,29.0,29.0,37,1
41232,30,9,15,2,9,0.0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,71.0,72.0,72,1
41246,43,44,33,2,40,10.0,4,1,3,0,0,0,1,2,1,0,0,0,0,0,0,0.0,0,4,184.0,188.0,585,1
41251,18,8,5,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,36.0,37.0,64,1
41263,154,38,20,10,69,4.0,5,8,3,2,0,4,0,1,0,0,1,0,0,0,0,0.0,0,13,319.0,332.0,639,3
41277,8,3,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,18.0,19.0,42,1
43027,7,4,2,14,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,29.0,29.0,36,1
43030,5,3,3,1,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20.0,20.0,30,1
43044,91,15,12,12,7,4.0,17,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,163.0,164.0,256,1
43058,174,47,43,17,31,14.0,11,8,7,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,10,354.0,364.0,1238,2
43092,13,3,5,10,3,0.0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,41.0,41.0,75,1
43102,3,7,0,107,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,118.0,118.0,489,1
43116,27,11,4,1,7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,51.0,53.0,69,1
43147,19,6,5,2,8,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,42.0,43.0,61,1
43150,19,12,2,1,5,1.0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,4,54.0,58.0,154,1
43178,2,1,0,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,47.0,47.0,456,1
43181,46,31,14,2,24,4.0,5,18,1,0,0,0,2,0,0,0,6,0,0,0,0,0.0,0,11,153.0,164.0,328,1
43195,10,5,3,1,6,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,27.0,28.0,44,1
43205,70,22,19,2,16,2.0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0,3,138.0,141.0,294,1
43219,16,6,6,1,12,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,47.0,47.0,89,1
43222,51,11,20,0,7,3.0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,6,101.0,107.0,141,1
43236,653,524,437,222,450,84.0,114,57,111,14,9,6,8,5,8,1,1,3,4,2,6,0.0,0,47,2719.0,2766.0,9008,16
43243,47,45,24,1,33,10.0,7,37,8,1,0,0,0,0,0,0,0,3,0,1,0,0.0,0,5,217.0,222.0,551,1
43253,62,46,32,32,36,18.0,5,11,15,2,0,0,1,1,2,0,0,1,0,0,0,0.0,0,4,264.0,268.0,717,1
43267,15,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21.0,21.0,14,1
43270,5,4,0,61,2,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,3,76.0,79.0,533,1
43284,30,20,17,0,14,4.0,4,1,19,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,3,111.0,114.0,284,1
43298,89,16,19,1,17,6.0,4,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5,159.0,164.0,302,1
43311,22,16,18,5,11,8.0,4,14,14,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,116.0,116.0,320,1
43325,183,46,31,4,62,15.0,14,5,3,2,1,2,1,2,0,0,2,0,0,0,0,0.0,0,3,373.0,376.0,824,1
43339,36,11,17,1,7,2.0,3,3,2,0,1,0,0,1,2,0,0,0,0,0,0,0.0,0,2,86.0,88.0,181,1
43356,58,21,17,1,33,5.0,5,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0,4,147.0,151.0,327,1
43369,71,40,29,5,82,8.0,8,12,5,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,6,262.0,268.0,619,2
